월,시간대,기온,습도,풍속,자외선,강우량,강설량,임대_건수
03월,5시,5.1,54,1.2,0,0,0,112
03월,6시,4.7,54,1.3,0,0,0,131
03월,7시,4.2,50,0.6,0,0,0,154
03월,8시,4,54,0.9,0.01,0,0,159
03월,9시,4.5,49,0.4,0.19,0,0,177
03월,10시,6.5,40,2.5,0.69,0,0,174
03월,11시,7.2,43,1.5,0.42,0,0,184
03월,12시,9,56,2,1.11,0,0,167
03월,13시,10.6,52,3.1,2.27,0,0,161
03월,14시,12.4,50,2.5,2.48,0,0,158
03월,15시,12.7,55,3.4,2.42,0,0,150
03월,16시,12.4,58,4.1,2.26,0,0,131
03월,17시,12.3,61,3.4,1.82,0,0,138
03월,18시,11.1,66,4.2,1.18,0,0,138
03월,19시,9,76,3,0.45,0,0,153
03월,20시,7.7,80,2.8,0.05,0,0,144
03월,21시,7.1,83,3.3,0,0,0,127
03월,22시,6.7,84,2.8,0,0,0,121
03월,23시,6.5,85,2.3,0,0,0,111
03월,24시,6.4,85,2.3,0,0,0,111
03월,1시,6.4,84,1.4,0,0,0,87
03월,2시,6.4,82,1.2,0,0,0,70
03월,3시,6,82,1.3,0,0,0,59
03월,4시,5.5,83,0.9,0,0,0,67
03월,5시,5.3,82,1,0,0,0,102
03월,6시,5,83,0.7,0,0,0,124
03월,7시,4.6,84,0.7,0,0,0,139
03월,8시,4.7,82,1.3,0.02,0,0,143
03월,9시,5,79,1.1,0.23,0,0,157
03월,10시,6.3,73,1.3,0.79,0,0,172
03월,11시,8.4,65,1.8,1.67,0,0,170
03월,12시,10.7,56,2,2.27,0,0,166
03월,13시,12.7,45,1.3,2.63,0,0,183
03월,14시,14.6,38,1.9,2.75,0,0,169
03월,15시,16.1,37,2.4,2.62,0,0,169
03월,16시,16.7,38,3.1,2.27,0,0,151
03월,17시,16.5,39,3.1,1.91,0,0,151
03월,18시,15.8,40,2.3,1.28,0,0,170
03월,19시,14.4,44,2.7,0.6,0,0,169
03월,20시,12.6,59,2.5,0.08,0,0,157
03월,21시,10.7,70,2.8,0,0,0,139
03월,22시,9.8,74,2.2,0,0,0,134
03월,23시,8.8,79,2,0,0,0,118
03월,24시,8,82,1.3,0,0,0,124
03월,1시,7.1,84,2.3,0,0,0,77
03월,2시,6.3,87,1.8,0,0,0,61
03월,3시,5.4,95,1.5,0,0,0,50
03월,4시,5.5,96,1.6,0,0,0,53
03월,5시,5.5,96,2,0,0,0,84
03월,6시,5.4,97,1.5,0,0,0,109
03월,7시,5.7,97,0.5,0,0,0,135
03월,8시,6,96,0.6,0,0,0,145
03월,9시,6.4,90,1.4,0.13,0,0,149
03월,10시,7.6,82,0.7,0.55,0,0,175
03월,11시,10,70,1,1.57,0,0,176
03월,12시,12.6,60,2.4,2.23,0,0,159
03월,13시,14.6,53,2.5,2.65,0,0,165
03월,14시,16,47,2.5,2.8,0,0,157
03월,15시,17.4,39,2.9,2.7,0,0,160
03월,16시,17.6,33,3.6,2.44,0,0,142
03월,17시,17.7,33,3.4,1.96,0,0,145
03월,18시,17.1,31,3.3,1.33,0,0,157
03월,19시,16,33,2.9,0.6,0,0,166
03월,20시,14.3,37,3.1,0.1,0,0,152
03월,21시,12.9,42,2.8,0,0,0,146
03월,22시,11.6,54,1.5,0,0,0,149
03월,23시,10.7,58,1.4,0,0,0,133
03월,24시,9.8,62,0.6,0,0,0,141
03월,1시,9,68,1.1,0,0,0,98
03월,2시,8.7,70,0.9,0,0,0,79
03월,3시,8.3,70,0.8,0,0,0,70
03월,4시,8.1,71,0.9,0,0,0,74
03월,5시,7.8,70,0.3,0,0,0,116
03월,6시,8,63,0.8,0,0,0,133
03월,7시,8.1,66,0.6,0,0,0,149
03월,8시,8.5,67,0.7,0.02,0,0,157
03월,9시,9.3,62,0.6,0.25,0,0,170
03월,10시,11.6,51,0.8,0.84,0,0,188
03월,11시,13.9,40,0.8,1.6,0,0,191
03월,12시,15.8,40,1.9,1.95,0,0,172
03월,13시,16.7,47,2.4,1.76,0,0,168
03월,14시,18.6,46,2.1,2.54,0,0,159
03월,15시,19.4,45,2,2.05,0,0,166
03월,16시,19.9,45,2.7,1.79,0,0,148
03월,17시,19.5,50,3.4,1.6,0,0,138
03월,18시,18.4,54,3.2,1.05,0,0,151
03월,19시,16.8,60,3.1,0.46,0,0,156
03월,20시,15,67,2.6,0.07,0,0,150
03월,21시,13.9,72,2.4,0,0,0,141
03월,22시,13.4,73,1.5,0,0,0,141
03월,23시,12.9,75,1.3,0,0,0,127
03월,24시,12.4,74,1.5,0,0,0,125
03월,1시,12,76,0.8,0,0,0,97
03월,2시,11.6,74,1.2,0,0,0,74
03월,3시,11.5,75,1.9,0,0,0,56
03월,4시,10.9,79,0.8,0,0,0,71
03월,5시,10.6,77,0.9,0,0,0,106
03월,6시,10.2,80,0.8,0,0,0,125
03월,7시,9.6,84,0.7,0,0,0,140
03월,8시,9.6,82,1.1,0.04,0,0,146
03월,9시,10.3,77,0.7,0.37,0,0,163
03월,10시,12.4,66,1,0.91,0,0,178
03월,11시,14.7,62,2.9,1.59,0,0,156
03월,12시,15.6,60,3.7,1.44,0,0,142
03월,13시,16.5,57,3.8,1.55,0,0,146
03월,14시,17.5,54,3.1,1.63,0,0,142
03월,15시,18.6,46,4.4,2.14,0,0,125
03월,16시,18.2,45,4.1,1.86,0,0,115
03월,17시,18.3,43,4.3,1.3,0,0,114
03월,18시,17.6,45,4.2,0.7,0,0,125
03월,19시,17,53,3.1,0.35,0,0,141
03월,20시,16,60,2.8,0.06,0,0,140
03월,21시,15.2,65,2.2,0,0,0,141
03월,22시,14.2,70,0.8,0,0,0,147
03월,23시,13.6,73,2,0,0,0,118
03월,24시,13.5,74,1.2,0,0,0,127
03월,1시,13.4,77,1.5,0,0,0,88
03월,2시,13,81,1.9,0,0,0,62
03월,3시,12.9,83,1.6,0,0,0,55
03월,4시,12.7,80,0.4,0,0,0,74
03월,5시,12.8,81,0.2,0,0,0,111
03월,6시,12.7,83,0.8,0,0,0,123
03월,7시,12.6,83,0.5,0,0,0,142
03월,8시,12.8,82,0.6,0.01,0,0,151
03월,9시,13.3,80,1.2,0.14,0,0,155
03월,10시,13.5,79,1.9,0.2,0,0,163
03월,11시,15,69,1.5,1.02,0,0,169
03월,12시,16.1,63,1.2,1.08,0,0,170
03월,13시,18.2,55,2.3,2.24,0,0,163
03월,14시,19.5,48,1.9,2.32,0,0,160
03월,15시,20.2,47,2.4,2.3,0,0,160
03월,16시,20.8,42,3.1,2.1,0,0,144
03월,17시,20.7,38,2.2,1.63,0,0,155
03월,18시,20.3,48,2.8,1.14,0,0,156
03월,19시,19.1,47,2.4,0.57,0,0,165
03월,20시,17.5,61,2.2,0.11,0,0,154
03월,21시,15.6,64,2.7,0,0,0,139
03월,22시,14.4,66,1.7,0,0,0,140
03월,23시,13.3,71,2.1,0,0,0,119
03월,24시,12.7,75,1.6,0,0,0,123
03월,1시,11.8,78,0.6,0,0,0,98
03월,2시,11.4,77,0.7,0,0,0,77
03월,3시,10.8,72,0.4,0,0,0,72
03월,4시,10.3,68,0.7,0,0,0,74
03월,5시,9.9,67,1.1,0,0,0,105
03월,6시,10.4,62,1.8,0,0,0,119
03월,7시,10.3,70,1.2,0,0,0,140
03월,8시,10.5,70,1.1,0.04,0,0,151
03월,9시,11.5,60,1.6,0.42,0,0,160
03월,10시,13.7,46,1.3,1.08,0,0,180
03월,11시,16,29,1.4,1.79,0,0,173
03월,12시,17.8,26,2.6,2.37,0,0,152
03월,13시,19.1,26,1.6,2.73,0,0,169
03월,14시,20.3,27,1.4,2.87,0,0,164
03월,15시,21,28,2.8,2.75,0,0,157
03월,16시,21.8,28,2.3,2.4,0,0,152
03월,17시,20.7,36,3.6,1.82,0,0,140
03월,18시,19.4,45,2.9,1.13,0,0,156
03월,19시,17.4,57,3.1,0.52,0,0,156
03월,20시,15.2,60,3.2,0.09,0,0,141
03월,21시,14.3,63,2.6,0,0,0,139
03월,22시,13.7,73,1.8,0,0,0,135
03월,23시,12.7,76,1.5,0,0,0,124
03월,24시,12.1,77,1.4,0,0,0,124
03월,1시,11.7,77,1.3,0,0,0,90
03월,2시,11.5,77,2,0,0,0,62
03월,3시,11,73,1.5,0,0,0,58
03월,4시,10.7,74,1.7,0,0,0,61
03월,5시,10.4,73,1.7,0,0,0,96
03월,6시,9.8,73,0.8,0,0,0,123
03월,7시,9.4,75,0.9,0,0,0,135
03월,8시,9.5,72,0.2,0.04,0,0,156
03월,9시,10.4,65,0.8,0.41,0,0,162
03월,10시,12.6,57,0.9,0.98,0,0,180
03월,11시,14.7,53,0.9,1.59,0,0,181
03월,12시,16.7,45,1.9,2.07,0,0,165
03월,13시,18.2,38,4.2,2.41,0,0,144
03월,14시,19.3,37,3,2.53,0,0,146
03월,15시,20.1,30,3,2.57,0,0,149
03월,16시,18.9,28,3.7,2.09,0,0,130
03월,17시,18,32,3,1.03,0,0,136
03월,18시,17.3,36,3.4,0.8,0,0,143
03월,19시,16.6,33,2.6,0.48,0,0,156
03월,20시,15.3,41,2,0.08,0,0,153
03월,21시,14,45,1.6,0,0,0,146
03월,22시,13.3,48,1.6,0,0,0,138
03월,23시,12.8,52,1.5,0,0,0,122
03월,24시,12.4,63,1.3,0,0,0,125
04월,1시,12.1,70,0.8,0,0,0,104
04월,2시,11.7,74,0.5,0,0,0,87
04월,3시,11.7,72,0.6,0,0,0,77
04월,4시,11.9,71,0.7,0,0,0,82
04월,5시,12.1,69,0.3,0,0,0,123
04월,6시,12.3,65,0.5,0,0,0,140
04월,7시,12.4,61,0.4,0,0,0,157
04월,8시,12.5,62,0.4,0,0,0,168
04월,9시,12.9,64,1.5,0.06,0,0,167
04월,10시,13.5,66,1.8,0.16,0,0,176
04월,11시,14.7,61,2,0.64,0,0,175
04월,12시,16.7,55,2.1,1.37,0,0,167
04월,13시,18,53,3.1,1.53,0,0,158
04월,14시,17.9,60,2.2,0.86,0,0,157
04월,15시,17.5,67,2.1,0.42,0,0,166
04월,16시,18.2,63,2.2,0.72,0,0,157
04월,17시,18.2,69,3.2,0.87,0,0,143
04월,18시,18,72,1.8,0.47,0,0,168
04월,19시,17.7,75,2.1,0.12,0,0,170
04월,20시,17.4,79,2.3,0.03,0,0,155
04월,21시,17.1,80,1.5,0,0,0,155
04월,22시,16.9,81,1.9,0,0,0,140
04월,23시,16.7,83,2.4,0,0,0,119
04월,24시,16.3,82,1.3,0,0,0,131
04월,1시,16.1,80,1.9,0,0,0,90
04월,2시,16,79,1,0,0,0,80
04월,3시,15.7,81,1.4,0,0,0,65
04월,4시,15.6,81,1.2,0,0,0,72
04월,5시,15.7,79,1.2,0,0,0,108
04월,6시,15.3,82,1.4,0,0,0,126
04월,7시,14.9,81,0.4,0,0,0,152
04월,8시,15.1,80,1,0.01,0,0,155
04월,9시,15.7,75,1.1,0.11,0,0,165
04월,10시,16.6,70,1.5,0.3,0,0,176
04월,11시,17.5,66,1.3,0.55,0,0,177
04월,12시,18.5,61,1.6,0.95,0,0,167
04월,13시,20.8,50,2,1.82,0,0,170
04월,14시,21.9,48,2.5,2.14,0,0,156
04월,15시,23,42,3.4,2.1,0,0,150
04월,16시,23.7,43,2.8,2.28,0,0,144
04월,17시,23,47,4.1,2,0,0,128
04월,18시,22,49,3.7,1.28,0,0,141
04월,19시,20.7,54,4.1,0.5,0,0,143
04월,20시,19.1,60,3.4,0.1,0,0,138
04월,21시,18.2,65,1.8,0,0,0,145
04월,22시,17.9,64,2.1,0,0,0,131
04월,23시,17.4,66,2.3,0,0,0,114
04월,24시,16.8,70,0.9,0,0,0,131
04월,1시,16.8,69,0.8,0,0,0,98
04월,2시,17.1,72,1.7,0,0,0,67
04월,3시,17,73,1.6,0,0,0,60
04월,4시,17,74,1.7,0,0,0,62
04월,5시,16.9,74,1.2,0,0,0,104
04월,6시,16.9,73,1.6,0,0,0,119
04월,7시,16.8,74,1.2,0,0,0,138
04월,8시,16.8,73,1,0.01,0,0,149
04월,9시,17.3,71,0.5,0.17,0,0,163
04월,10시,18.3,67,2.4,0.55,0,0,160
04월,11시,18.9,66,2,0.85,0,0,165
04월,12시,19,67,1.9,0.52,0,0,164
04월,13시,19.6,63,2.9,0.68,0,0,160
04월,14시,20.1,61,2.6,1.01,0,0,152
04월,15시,21,53,3.2,1.12,0,0,150
04월,16시,19.9,58,2.5,0.51,0,0,147
04월,17시,19.7,58,3.7,0.78,0,0,134
04월,18시,19.7,57,2.6,0.54,0,0,157
04월,19시,18.9,68,3.3,0.12,0,0,150
04월,20시,18,74,3.1,0.02,0,0,141
04월,21시,17.3,80,2.4,0,0,0,141
04월,22시,17,83,3.2,0,0,0,123
04월,23시,16,85,2,0,0,0,123
04월,24시,15,94,1.6,0,0,0,124
04월,1시,15,96,2.1,0,0.1,0,82
04월,2시,14.8,96,1.7,0,0,0,67
04월,3시,14.5,97,2.2,0,3.5,0,48
04월,4시,14.3,97,1.2,0,7,0,61
04월,5시,14.1,97,1.7,0,3,0,94
04월,6시,11.9,97,3.4,0,3,0,96
04월,7시,11.7,95,0.7,0,2,0,119
04월,8시,10.3,90,1.2,0.01,0,0,128
04월,9시,10.3,86,2.5,0.15,0,0,125
04월,10시,10.4,81,1.4,0.36,0,0,155
04월,11시,10.7,81,1.4,0.57,0,0,154
04월,12시,12.8,65,2,1.76,0,0,149
04월,13시,15.3,54,2.1,2.83,0,0,156
04월,14시,16.7,47,1.4,3.24,0,0,155
04월,15시,17.9,42,1.3,3.04,0,0,164
04월,16시,17.9,44,2.2,2.79,0,0,143
04월,17시,17.9,42,1.1,2.25,0,0,157
04월,18시,17.2,46,2.2,1.6,0,0,154
04월,19시,16,47,2.1,0.79,0,0,162
04월,20시,14.3,53,2.1,0.17,0,0,150
04월,21시,12.8,56,2,0,0,0,141
04월,22시,11.8,57,1.9,0,0,0,132
04월,23시,10.9,58,1.5,0,0,0,121
04월,24시,10.2,58,2.4,0,0,0,111
04월,1시,9.5,61,1.7,0,0,0,82
04월,2시,9,62,1.9,0,0,0,59
04월,3시,9,63,2.1,0,0,0,47
04월,4시,8.9,64,2.2,0,0,0,50
04월,5시,8.8,65,2.5,0,0,0,81
04월,6시,8.3,81,2,0,0.1,0,116
04월,7시,7.5,94,2.4,0,0.4,0,124
04월,8시,7.1,94,2.2,0,1.5,0,135
04월,9시,6.7,94,2.7,0.05,2,0,134
04월,10시,6.8,89,2.9,0.07,0,0,134
04월,11시,7.1,87,2.9,0.15,0,0,135
04월,12시,7.1,93,2.6,0.19,0,0,151
04월,13시,7.3,95,2.2,0.3,0.5,0,159
04월,14시,7.7,95,1.9,0.4,0,0,155
04월,15시,8,95,1.5,0.35,0,0,164
04월,16시,8.1,96,1.9,0.26,0.5,0,149
04월,17시,8.1,96,1.5,0.21,1,0,154
04월,18시,8,96,1.4,0.13,1,0,165
04월,19시,7.6,96,2,0.04,0,0,162
04월,20시,7.6,96,1.5,0,1.5,0,149
04월,21시,7.3,96,1.9,0,0,0,122
04월,22시,7.3,96,1.5,0,1,0,136
04월,23시,7.2,96,1,0,0,0,128
04월,24시,7.1,96,1.3,0,0.5,0,114
04월,1시,7.2,95,0.9,0,0.5,0,92
04월,2시,7.2,95,0.2,0,0.5,0,82
04월,3시,7.3,96,1,0,1.5,0,64
04월,4시,7.2,96,0.8,0,2,0,71
04월,5시,6.8,97,2.2,0,2,0,89
04월,6시,6.3,97,1.7,0,0.5,0,113
04월,7시,6.1,96,2.1,0,0,0,124
04월,8시,5.7,95,3.4,0.02,0,0,117
04월,9시,5.9,90,2.8,0.32,0,0,123
04월,10시,6.9,83,2.2,0.83,0,0,151
04월,11시,8,73,2.8,1.44,0,0,149
04월,12시,8.3,69,4.1,1.81,0,0,139
04월,13시,6.7,71,4.6,1.05,0,0,145
04월,14시,7.9,58,4.3,1.88,0,0,144
04월,15시,7.4,56,3.5,1.04,0,0,160
04월,16시,6.8,50,4.1,0.56,0,0,146
04월,17시,6.6,50,4,0.81,0,0,147
04월,18시,6.3,50,4.4,0.64,0,0,152
04월,19시,5.9,43,5.3,0.62,0,0,149
04월,20시,4.8,48,3.8,0.17,0,0,150
04월,21시,4.3,59,4.6,0,0,0,127
04월,22시,4,67,3,0,0,0,133
04월,23시,3.9,68,3,0,0,0,118
04월,24시,3.8,75,4.1,0,0,0,103
04월,1시,3,67,3.3,0,0,0,77
04월,2시,2.6,67,2.7,0,0,0,63
04월,3시,1.8,81,2.9,0,0,0,49
04월,4시,1.5,82,3.5,0,0.1,0,46
04월,5시,1.6,70,3.6,0,0.1,0,75
04월,6시,1.6,62,4.9,0,0,0,85
04월,7시,1.7,58,3.8,0,0,0,117
04월,8시,1.9,51,4.9,0.07,0,0,117
04월,9시,2.4,44,4.3,0.41,0,0,136
04월,10시,3.4,37,3.6,1.07,0,0,157
04월,11시,4.3,31,4.9,1.77,0,0,145
04월,12시,4.7,26,4.8,1.55,0,0,138
04월,13시,6,23,4.2,2,0,0,150
04월,14시,7.4,22,4.5,2.98,0,0,137
04월,15시,8.1,24,4.7,2.99,0,0,140
04월,16시,7.6,36,5,1.39,0,0,123
04월,17시,7.9,34,4.7,1.09,0,0,126
04월,18시,7.6,36,5.3,1.8,0,0,127
04월,19시,6.4,43,3.7,0.92,0,0,147
04월,20시,4.9,47,3.5,0.2,0,0,138
04월,21시,4.2,44,4.1,0,0,0,122
04월,22시,3.8,39,3.2,0,0,0,125
04월,23시,3.5,41,2.8,0,0,0,113
04월,24시,3.1,39,3.1,0,0,0,110
04월,1시,2.9,46,2.2,0,0,0,81
04월,2시,2.4,46,1.7,0,0,0,67
04월,3시,2.2,49,1.9,0,0,0,53
04월,4시,2,50,2,0,0,0,56
04월,5시,1.7,51,1.3,0,0,0,98
04월,6시,1.3,51,1.6,0,0,0,114
04월,7시,0.9,52,1.1,0,0,0,134
04월,8시,0.9,54,0.8,0.11,0,0,146
04월,9시,2.9,53,1.5,0.68,0,0,152
04월,10시,5.1,46,2.7,1.34,0,0,158
04월,11시,6.3,39,2.8,1.55,0,0,158
04월,12시,6.4,29,2.7,0.9,0,0,160
04월,13시,6.9,30,1.8,0.85,0,0,175
04월,14시,7.4,27,1.8,0.86,0,0,166
04월,15시,7.9,27,1,0.75,0,0,181
04월,16시,7.3,38,0.8,0.38,0,0,167
04월,17시,6.1,65,1.5,0.21,0,0,157
04월,18시,4.3,80,2.6,0.23,0.1,0,148
04월,19시,3,89,1.5,0.07,1.9,0,169
04월,20시,2.5,94,1.8,0,1,0,154
04월,21시,2.7,90,1.5,0,0,0,148
04월,22시,2.8,88,2.1,0,0,0,133
04월,23시,2.7,88,2,0,0,0,119
04월,24시,2.9,85,0.9,0,0,0,131
04월,1시,3.2,84,0.6,0,0,0,100
04월,2시,2.8,87,0.8,0,0,0,79
04월,3시,2.2,88,0.5,0,0,0,71
04월,4시,1.6,94,0.3,0,0,0,75
04월,5시,1.1,95,0.5,0,0,0,107
04월,6시,0.7,96,1,0,0,0,121
04월,7시,0.1,97,0.6,0,0,0,140
04월,8시,0.6,97,1.3,0.05,0,0,143
04월,9시,1,97,0.9,0.22,0,0,157
04월,10시,2.6,96,1.1,0.87,0,0,170
04월,11시,5.2,73,1,2.08,0,0,181
04월,12시,7.5,54,0.9,2.49,0,0,183
04월,13시,10.4,44,1.7,2.93,0,0,181
04월,14시,12.4,32,1.7,3.06,0,0,173
04월,15시,13.9,26,2.5,2.99,0,0,170
04월,16시,14.2,24,1.8,2.6,0,0,165
04월,17시,15.3,24,1.5,2,0,0,173
04월,18시,15.3,26,0.9,1.39,0,0,194
04월,19시,14.8,24,1.3,0.69,0,0,193
04월,20시,13.4,33,1.2,0.15,0,0,184
04월,21시,11.7,34,0.9,0,0,0,176
04월,22시,10.3,38,0.5,0,0,0,168
04월,23시,9.6,41,0.5,0,0,0,152
04월,24시,9.6,43,1.2,0,0,0,145
04월,1시,9,46,1.2,0,0,0,109
04월,2시,9,44,1,0,0,0,92
04월,3시,8.8,43,1,0,0,0,79
04월,4시,8.1,48,0.8,0,0,0,84
04월,5시,7.5,48,1,0,0,0,117
04월,6시,7.1,53,0.8,0,0,0,138
04월,7시,6.9,51,0.9,0,0,0,150
04월,8시,7.2,50,1.1,0.1,0,0,160
04월,9시,9.6,38,1.4,0.58,0,0,171
04월,10시,11.9,35,1.1,0.95,0,0,187
04월,11시,15.2,31,1.6,1.84,0,0,179
04월,12시,18.5,27,1.3,2.59,0,0,179
04월,13시,20.5,37,4.6,2.94,0,0,138
04월,14시,21.9,34,5.1,2.77,0,0,120
04월,15시,21.2,35,7.4,1.8,0,0,99
04월,16시,21.4,33,4.8,1.63,0,0,118
04월,17시,20.9,34,5.8,1.37,0,0,107
04월,18시,20.6,39,5.6,0.74,0,0,118
04월,19시,19.7,52,7.2,0.2,0,0,101
04월,20시,19.2,55,5.8,0.01,0,0,106
04월,21시,19.1,58,6.1,0,0,0,91
04월,22시,17.5,70,7.3,0,0.5,0,71
04월,23시,15.8,83,5.4,0,1.5,0,83
04월,24시,15.1,83,4.1,0,3,0,92
04월,1시,14.4,82,4.6,0,0,0,56
04월,2시,13.6,81,3.6,0,0,0,50
04월,3시,12.7,80,3.9,0,0,0,37
04월,4시,11.6,81,3.1,0,0,0,53
04월,5시,10.2,83,3.5,0,0,0,83
04월,6시,9.7,84,1.7,0,0,0,123
04월,7시,9,86,2,0,0,0,134
04월,8시,8.8,85,1.1,0.11,0,0,154
04월,9시,9.7,77,1.6,0.68,0,0,161
04월,10시,11.8,59,2.1,1.44,0,0,174
04월,11시,13.3,51,4.1,2.17,0,0,147
04월,12시,14.9,44,4,2.75,0,0,146
04월,13시,15.7,46,3.9,3.05,0,0,155
04월,14시,15.6,38,4.7,3.32,0,0,133
04월,15시,16.4,28,3.4,3.16,0,0,152
04월,16시,17,28,3.5,2.9,0,0,141
04월,17시,16.9,23,4.4,2.39,0,0,132
04월,18시,16.2,22,4.1,1.73,0,0,146
04월,19시,15.2,21,2.9,0.94,0,0,166
04월,20시,13.2,28,2.9,0.22,0,0,154
04월,21시,11.9,33,2,0,0,0,153
04월,22시,11,34,2.1,0,0,0,141
04월,23시,10.3,42,1,0,0,0,136
04월,24시,9.7,45,2,0,0,0,122
04월,1시,9.5,40,2.4,0,0,0,85
04월,2시,8.9,40,2.1,0,0,0,68
04월,3시,8.1,45,1,0,0,0,68
04월,4시,7.8,49,1.4,0,0,0,67
04월,5시,7.5,53,1,0,0,0,110
04월,6시,7.1,57,0.8,0,0,0,129
04월,7시,7.1,55,1.8,0,0,0,133
04월,8시,7.6,54,1.7,0.13,0,0,147
04월,9시,8.9,48,1.1,0.69,0,0,170
04월,10시,11.5,43,1.7,1.43,0,0,173
04월,11시,13.8,39,2.3,2.09,0,0,170
04월,12시,16.2,30,2.4,2.68,0,0,165
04월,13시,17.5,20,4.6,3.07,0,0,143
04월,14시,18.1,18,5.1,3.2,0,0,129
04월,15시,18.8,27,4.9,3.13,0,0,133
04월,16시,19.4,24,3.9,2.86,0,0,133
04월,17시,18.8,23,4.2,2.39,0,0,132
04월,18시,18.6,22,3.7,1.72,0,0,149
04월,19시,17.9,16,3.7,0.92,0,0,158
04월,20시,15.9,14,2.8,0.25,0,0,161
04월,21시,14.2,15,2.6,0,0,0,154
04월,22시,13.4,15,2.7,0,0,0,143
04월,23시,13.5,15,2.2,0,0,0,134
04월,24시,12.6,16,1.7,0,0,0,139
04월,1시,11.4,22,1.5,0,0,0,104
04월,2시,10,23,0.7,0,0,0,92
04월,3시,9.7,23,1.4,0,0,0,74
04월,4시,9.9,27,1.3,0,0,0,78
04월,5시,9.7,29,1.8,0,0,0,107
04월,6시,9.1,34,0.9,0,0,0,134
04월,7시,8.3,35,0.3,0,0,0,155
04월,8시,8.8,33,1.2,0.11,0,0,156
04월,9시,10.6,27,1.1,0.39,0,0,170
04월,10시,13.2,22,1.1,0.93,0,0,186
04월,11시,15.7,18,1.6,1.66,0,0,181
04월,12시,16.9,15,1.7,1.8,0,0,175
04월,13시,18.2,15,1.6,2.27,0,0,179
04월,14시,19,15,1.4,2.02,0,0,171
04월,15시,18.7,14,1.6,1.25,0,0,176
04월,16시,18.6,15,0.9,0.81,0,0,174
04월,17시,18.3,16,1,0.7,0,0,173
04월,18시,18.1,16,1.4,0.45,0,0,179
04월,19시,17.5,18,1.3,0.23,0,0,185
04월,20시,16.9,19,0.5,0.06,0,0,184
04월,21시,16.2,22,0.9,0,0,0,168
04월,22시,16.4,24,2.9,0,0,0,136
04월,23시,16.3,25,2,0,0,0,130
04월,24시,15.5,27,3.5,0,0,0,113
04월,1시,14.8,27,2.1,0,0,0,93
04월,2시,14.1,25,1.8,0,0,0,78
04월,3시,13.5,27,1.6,0,0,0,69
04월,4시,12.1,41,1,0,0.2,0,74
04월,5시,10.3,72,1,0,0.8,0,94
04월,6시,9.5,76,0.8,0,0,0,115
04월,7시,8.7,80,1.1,0,1,0,133
04월,8시,8.2,88,0.7,0.01,2,0,154
04월,9시,7.7,88,1.4,0.08,1,0,158
04월,10시,7.5,94,1.5,0.15,1.5,0,168
04월,11시,7.7,94,1,0.28,1.5,0,172
04월,12시,8.1,94,1.2,0.39,0.5,0,165
04월,13시,8.6,94,1.1,0.49,0,0,174
04월,14시,8.8,93,1.7,0.38,0,0,157
04월,15시,8.9,94,1.3,0.29,0.5,0,160
04월,16시,8.6,88,3.2,0.17,0,0,132
04월,17시,8.9,87,1.8,0.32,0,0,132
04월,18시,9.3,81,2.4,0.52,0,0,138
04월,19시,9.6,79,1.8,0.39,0,0,151
04월,20시,9.5,76,2.3,0.02,0,0,138
04월,21시,9.4,76,2.6,0,0,0,137
04월,22시,9.1,76,3.5,0,0,0,121
04월,23시,8.8,77,3.2,0,0,0,107
04월,24시,8.4,77,3.8,0,0,0,93
04월,1시,7.8,78,1.8,0,0,0,78
04월,2시,7.1,78,3.6,0,0,0,40
04월,3시,6.7,80,2.8,0,0,0,43
04월,4시,6.4,83,2.3,0,0,0,55
04월,5시,6,84,1.7,0,0,0,98
04월,6시,5.8,85,1.3,0,0,0,123
04월,7시,5.6,85,1.2,0,0,0,140
04월,8시,5.8,83,1.1,0.15,0,0,152
04월,9시,7,78,0.9,0.56,0,0,167
04월,10시,8.6,66,1.7,1.16,0,0,177
04월,11시,10.3,62,2.1,1.76,0,0,173
04월,12시,11.8,57,2.6,2.18,0,0,163
04월,13시,12.5,53,3.4,2.52,0,0,157
04월,14시,13.5,46,3.4,2.71,0,0,150
04월,15시,13.7,50,3.7,2.3,0,0,151
04월,16시,13.1,54,4.1,1.98,0,0,135
04월,17시,12,61,3.6,0.57,0,0,138
04월,18시,11.8,60,2.9,0.6,0,0,154
04월,19시,11.9,58,2.2,0.61,0,0,165
04월,20시,11,62,2.1,0.19,0,0,154
04월,21시,10.3,62,2,0,0,0,144
04월,22시,9.6,66,1.7,0,0,0,133
04월,23시,9,65,1.7,0,0,0,116
04월,24시,8.6,69,2.2,0,0,0,113
04월,1시,8.3,59,2.1,0,0,0,81
04월,2시,7.6,62,1.2,0,0,0,69
04월,3시,7.1,64,0.9,0,0,0,64
04월,4시,6.4,67,1.4,0,0,0,64
04월,5시,5.9,68,0.7,0,0,0,107
04월,6시,5.3,73,0.8,0,0,0,126
04월,7시,5,70,0.7,0,0,0,138
04월,8시,5,67,1,0.18,0,0,145
04월,9시,6.9,54,0.7,0.85,0,0,166
04월,10시,10.1,42,0.8,1.57,0,0,181
04월,11시,12.4,34,1.2,2.24,0,0,179
04월,12시,14.1,32,1.3,2.67,0,0,171
04월,13시,15.5,33,2.5,3.1,0,0,164
04월,14시,16.6,30,2.3,3.21,0,0,157
04월,15시,18,28,1.6,3.11,0,0,171
04월,16시,18.4,25,2,2.8,0,0,158
