Date,Sentiment,Sales
2025-07-22,0.48,403.98
2025-07-23,0.63,391.62
2025-07-24,0.6,386.96
2025-07-25,0.89,455.27
2025-07-26,0.98,385.7
2025-07-27,0.96,399.71
2025-07-28,0.91,459.95
2025-07-29,0.87,459.8
2025-07-30,0.96,589.8
2025-07-31,0.92,643.96
2025-08-01,0.56,599.75
2025-08-02,0.62,596.33
2025-08-03,0.45,583.55
2025-08-04,0.39,623.19
2025-08-05,0.4,611.18
2025-08-06,0.41,429.92
2025-08-07,0.4,464.42
2025-08-08,0.36,350.67
2025-08-09,0.37,327.42
2025-08-10,0.29,361.05
2025-08-11,0.42,357.52
2025-08-12,0.35,350.02
2025-08-13,0.43,338.39
2025-08-14,0.41,326.05
2025-08-15,0.43,292.5
2025-08-16,0.47,344.95
2025-08-17,0.49,322.97
2025-08-18,0.53,378.25
2025-08-19,0.6,358.37
2025-08-20,0.57,377.33
2025-08-21,0.62,376.89
2025-08-22,0.61,403.87
2025-08-23,0.7,422.19
2025-08-24,0.61,433.84
2025-08-25,0.74,446.81
2025-08-26,0.65,461.79
2025-08-27,0.57,458.2
2025-08-28,0.64,495.8
2025-08-29,0.58,432.67
2025-08-30,0.63,520.98
2025-08-31,0.53,474.27
2025-09-01,0.51,439.23
2025-09-02,0.41,472.27
2025-09-03,0.45,443.25
2025-09-04,0.32,463.69
2025-09-05,0.33,402.09
2025-09-06,0.43,367.25
2025-09-07,0.41,351.93
2025-09-08,0.38,365.55
2025-09-09,0.3,315.65
2025-09-10,0.35,305.76
2025-09-11,0.36,343.97
2025-09-12,0.31,356.55
2025-09-13,0.46,327.59
2025-09-14,0.46,296.62
2025-09-15,0.43,336.26
2025-09-16,0.47,334.07
2025-09-17,0.51,330.97
2025-09-18,0.43,374.33
2025-09-19,0.55,371.35
2025-09-20,0.55,365.51
2025-09-21,0.56,400.8
2025-09-22,0.62,405.36
2025-09-23,0.73,369.92
2025-09-24,0.68,441.26
2025-09-25,0.62,430.7
2025-09-26,0.67,431.65
2025-09-27,0.7,436.42
2025-09-28,0.66,531.8
2025-09-29,0.59,490.91
2025-09-30,0.53,472.13
2025-10-01,0.57,488.7
2025-10-02,0.52,487.06
2025-10-03,0.51,455.28
2025-10-04,0.47,420.67
2025-10-05,0.46,415.92
2025-10-06,0.36,426.06
2025-10-07,0.44,408.75
2025-10-08,0.37,409.49
2025-10-09,0.45,355.25
2025-10-10,0.32,380.85
2025-10-11,0.44,299.67
2025-10-12,0.38,367.96
2025-10-13,0.36,342.38
2025-10-14,0.39,393.27
2025-10-15,0.42,313
2025-10-16,0.49,388.86
2025-10-17,0.53,333.41
2025-10-18,0.5,331.75
2025-10-19,0.56,337.68
2025-10-20,0.7,371.66
2025-10-21,0.7,421.44
2025-10-22,0.65,416.28
2025-10-23,0.64,400.13
2025-10-24,0.66,431.31
2025-10-25,0.68,483.8
2025-10-26,0.59,478.76
2025-10-27,0.62,487.73
2025-10-28,0.53,493.47
2025-10-29,0.61,470.01
2025-10-30,0.59,493.94
2025-10-31,0.51,444.48
2025-11-01,0.58,429.71
2025-11-02,0.41,406.46
2025-11-03,0.37,459.77
2025-11-04,0.42,456.54
2025-11-05,0.44,402.37
2025-11-06,0.45,429.04
2025-11-07,0.33,362.78
2025-11-08,0.4,326.09
2025-11-09,0.35,356.73
2025-11-10,0.35,380.05
2025-11-11,0.41,394.52
2025-11-12,0.42,324.35
2025-11-13,0.33,348.33
2025-11-14,0.51,310.6
2025-11-15,0.54,312.37
2025-11-16,0.47,353.66
2025-11-17,0.55,374.33
2025-11-18,0.59,318.91
2025-11-19,0.6,417.33
2025-11-20,0.58,431.4
2025-11-21,0.6,380.62
2025-11-22,0.64,416.77
2025-11-23,0.71,432.72
2025-11-24,0.68,477.1
2025-11-25,0.62,442.98
2025-11-26,0.67,463.99
2025-11-27,0.47,475.79
2025-11-28,0.65,494.89
2025-11-29,0.47,480.88
2025-11-30,0.51,446.91
2025-12-01,0.44,498.61
2025-12-02,0.4,403.77
2025-12-03,0.5,469.6
2025-12-04,0.39,384.52
2025-12-05,0.41,400.61
2025-12-06,0.37,373.54
2025-12-07,0.38,355.63
2025-12-08,0.35,393.67
2025-12-09,0.29,352.32
2025-12-10,0.41,363.21
2025-12-11,0.35,341.7
2025-12-12,0.31,328.47
2025-12-13,0.39,345.24
2025-12-14,0.51,278.29
2025-12-15,0.51,359.71
2025-12-16,0.48,335.62
2025-12-17,0.51,311.73
2025-12-18,0.54,332.65
2025-12-19,0.69,405.89
2025-12-20,0.63,405.75
2025-12-21,0.65,396.01
2025-12-22,0.69,422.3
2025-12-23,0.66,432.33
2025-12-24,0.64,488.57
2025-12-25,0.63,458.23
2025-12-26,0.63,472.02
2025-12-27,0.61,495.45
2025-12-28,0.62,485.57
2025-12-29,0.56,486.07
2025-12-30,0.57,475.06
