id,price.2,price.3,price.1,price.4,male,age,value2,value3,value1,value4,max,choice
133,69,109,88.999999,61.000001,1,48,-0.189,-0.145,-0.044999995,-0.014600005,-0.014600005,4
134,79.000002,125,79.000002,69,0,65,-0.63500002,-0.8,-0.29000002,-0.503,-0.29000002,3
135,88.999999,102,169.00001,50,1,48,-0.288999995,-0.11,-0.44500005,0.0404,0.0404,4
136,79.000002,105,109,55.000001,0,60,-0.62000002,-0.6,-0.59,-0.36200001,-0.36200001,4
1,88.999999,109,119.00001,83.999997,1,47,-0.285999995,-0.145,-0.19500005,-0.129399985,-0.129399985,4
2,97.000003,115,109,56.999999,0,31,-0.71300003,-0.7,-0.59,-0.37619999,-0.37619999,4
3,109,109,119.00001,88.999999,1,61,-0.428,-0.145,-0.19500005,-0.157199995,-0.145,2
4,79.000002,105,109,55.000001,0,29,-0.52700002,-0.6,-0.59,-0.35580001,-0.35580001,4
5,109,99.000001,126,68.000001,1,49,-0.392,-0.095000005,-0.23,-0.049800005,-0.049800005,4
6,79.000002,105,109,55.000001,0,26,-0.51800002,-0.6,-0.59,-0.35520001,-0.35520001,4
7,97.000003,115,99.000001,61.000001,1,37,-0.296000015,-0.175,-0.095000005,-0.012400005,-0.012400005,4
8,98.000002,105,109,77.999997,0,33,-0.72900002,-0.6,-0.59,-0.58659997,-0.58659997,4
9,109,109,129,88.999999,1,25,-0.32,-0.145,-0.245,-0.149999995,-0.145,2
10,49.000001,109,109,77.999997,0,51,-0.29300001,-0.64,-0.59,-0.59019997,-0.29300001,1
11,88.999999,99.000001,88.999999,64.999998,1,49,-0.291999995,-0.095000005,-0.044999995,-0.03479999,-0.03479999,4
12,79.000002,105,109,55.000001,0,37,-0.55100002,-0.6,-0.59,-0.35740001,-0.35740001,4
13,103,109,119.00001,55.000001,1,27,-0.296,-0.145,-0.19500005,0.019599995,0.019599995,4
14,93.000001,88,0,58.999997,0,52,-0.73600001,-0.43,0.5,-0.40039997,0.5,3
15,93.000001,99.000001,109,57.999998,1,29,-0.252000005,-0.095000005,-0.145,0.00420001,0.00420001,4
16,77.999997,135,99.000001,64.999998,0,51,-0.58299997,-0.9,-0.49000001,-0.46019998,-0.46019998,4
17,49.000001,109,109,88.999999,1,45,-0.080000005,-0.145,-0.145,-0.153999995,-0.080000005,1
18,99.000001,119.00001,99.000001,79.000002,0,30,-0.73000001,-0.7400001,-0.49000001,-0.59600002,-0.49000001,3
19,79.000002,109,109,77.999997,1,47,-0.23600001,-0.145,-0.145,-0.099399985,-0.099399985,4
20,88.999999,102,105,49.000001,0,27,-0.62099999,-0.57,-0.55,-0.29540001,-0.29540001,4
21,99.000001,109,99.000001,70.999998,1,46,-0.333000005,-0.145,-0.095000005,-0.06419999,-0.06419999,4
22,88,115,99.000001,64.999998,0,41,-0.653,-0.7,-0.49000001,-0.45819998,-0.45819998,4
23,109,109,119.00001,55.000001,1,28,-0.329,-0.145,-0.19500005,0.019399995,0.019399995,4
24,98.000002,109,129,69,0,31,-0.72300002,-0.64,-0.79,-0.4962,-0.4962,4
25,88.999999,99.000001,115,64.999998,1,41,-0.267999995,-0.095000005,-0.175,-0.03319999,-0.03319999,4
26,58.999997,109,88.999999,55.000001,0,25,-0.31499997,-0.64,-0.38999999,-0.35500001,-0.31499997,1
27,88.999999,102,105,50,1,59,-0.321999995,-0.11,-0.125,0.0382,0.0382,4
28,79.000002,102,88.999999,64.999998,0,55,-0.60500002,-0.57,-0.38999999,-0.46099998,-0.38999999,3
29,95.999998,119.00001,119.00001,68.000001,1,33,-0.27899999,-0.19500005,-0.19500005,-0.046600005,-0.046600005,4
30,99.000001,119.00001,99.000001,70.999998,0,43,-0.76900001,-0.7400001,-0.49000001,-0.51859998,-0.49000001,3
31,103,109,88.999999,88.999999,1,43,-0.344,-0.145,-0.044999995,-0.153599995,-0.044999995,3
32,79.000002,115,99.000001,52.999997,0,64,-0.63200002,-0.7,-0.49000001,-0.34279997,-0.34279997,4
33,93.000001,98.000002,88,58.999997,1,30,-0.255000005,-0.09000001,-0.04,-0.000999985,-0.000999985,4
34,79.000002,105,88.999999,64.999998,0,54,-0.60200002,-0.6,-0.38999999,-0.46079998,-0.38999999,3
35,88.999999,115,99.000001,60.000002,1,55,-0.309999995,-0.175,-0.095000005,-0.01100001,-0.01100001,4
36,93.000001,98.000002,88,58.999997,0,64,-0.77200001,-0.53000002,-0.38,-0.40279997,-0.38,3
37,88.999999,99.000001,115,64.999998,1,44,-0.276999995,-0.095000005,-0.175,-0.03379999,-0.03379999,4
38,93.000001,88,88,58.999997,0,41,-0.70300001,-0.43,-0.38,-0.39819997,-0.38,3
39,93.000001,98.000002,88,58.999997,1,30,-0.255000005,-0.09000001,-0.04,-0.000999985,-0.000999985,4
40,88.999999,108,88.999999,68.000001,0,60,-0.71999999,-0.63,-0.38999999,-0.49200001,-0.38999999,3
41,95.999998,129,105,68.000001,1,50,-0.32999999,-0.245,-0.125,-0.050000005,-0.050000005,4
42,79.000002,125,79.000002,69,0,54,-0.60200002,-0.8,-0.29000002,-0.5008,-0.29000002,3
43,99.000001,109,119.00001,55.000001,1,47,-0.336000005,-0.145,-0.19500005,0.015599995,0.015599995,4
44,93.000001,99.000001,98.000002,57.999998,0,40,-0.70000001,-0.54000001,-0.48000002,-0.38799998,-0.38799998,4
45,79.000002,109,109,77.999997,1,49,-0.24200001,-0.145,-0.145,-0.099799985,-0.099799985,4
46,79.000002,125,99.000001,69,0,52,-0.59600002,-0.8,-0.49000001,-0.5004,-0.49000001,3
47,88.999999,107.00001,115,50,1,45,-0.279999995,-0.13500005,-0.175,0.041,0.041,4
48,98.000002,121,74.000001,77.999997,0,61,-0.81300002,-0.76,-0.24000001,-0.59219997,-0.24000001,3
49,79.000002,109,88.999999,55.000001,1,34,-0.19700001,-0.145,-0.044999995,0.018199995,0.018199995,4
50,79.000002,105,109,77.999997,0,48,-0.58400002,-0.6,-0.59,-0.58959997,-0.58400002,1
51,79.000002,109,109,77.999997,1,34,-0.19700001,-0.145,-0.145,-0.096799985,-0.096799985,4
52,99.000001,115,101,79.000002,0,58,-0.81400001,-0.7,-0.51,-0.60160002,-0.51,3
53,88.999999,103,113,79.000002,1,41,-0.267999995,-0.115,-0.165,-0.10320001,-0.10320001,4
54,88.999999,99.000001,109,64.999998,0,65,-0.73499999,-0.54000001,-0.59,-0.46299998,-0.46299998,4
55,88.999999,102,88.999999,49.000001,1,28,-0.228999995,-0.11,-0.044999995,0.049399995,0.049399995,4
56,88.999999,107.00001,115,64.999998,0,47,-0.68099999,-0.6200001,-0.65,-0.45939998,-0.45939998,4
57,109,119.00001,99.000001,55.000001,1,39,-0.362,-0.19500005,-0.095000005,0.017199995,0.017199995,4
58,92.000002,98.000002,98.000002,58.999997,0,41,-0.69300002,-0.53000002,-0.48000002,-0.39819997,-0.39819997,4
59,88.999999,109,119.00001,83.999997,1,28,-0.228999995,-0.145,-0.19500005,-0.125599985,-0.125599985,4
60,49.000001,109,109,77.999997,0,54,-0.30200001,-0.64,-0.59,-0.59079997,-0.30200001,1
61,88,115,125,58.999997,1,37,-0.251,-0.175,-0.225,-0.002399985,-0.002399985,4
62,58.999997,109,88.999999,88.999999,0,31,-0.33299997,-0.64,-0.38999999,-0.69619999,-0.33299997,1
63,97.000003,115,99.000001,61.000001,1,40,-0.305000015,-0.175,-0.095000005,-0.013000005,-0.013000005,4
64,88.999999,104,99.000001,52.999997,0,45,-0.67499999,-0.59,-0.49000001,-0.33899997,-0.33899997,4
65,88.999999,115,99.000001,60.000002,1,54,-0.306999995,-0.175,-0.095000005,-0.01080001,-0.01080001,4
66,93.000001,98.000002,98.000002,57.999998,0,56,-0.74800001,-0.53000002,-0.48000002,-0.39119998,-0.39119998,4
67,88.999999,99.000001,99.000001,61.000001,1,26,-0.222999995,-0.095000005,-0.095000005,-0.010200005,-0.010200005,4
68,88.999999,99.000001,88.999999,61.000001,0,44,-0.67199999,-0.54000001,-0.38999999,-0.41880001,-0.38999999,3
69,58.999997,109,88.999999,77.999997,1,26,-0.072999985,-0.145,-0.044999995,-0.095199985,-0.044999995,3
70,109,109,119.00001,63.999999,0,65,-0.935,-0.64,-0.6900001,-0.45299999,-0.45299999,4
71,88.999999,105,105,64.999998,1,60,-0.324999995,-0.125,-0.125,-0.03699999,-0.03699999,4
72,79.000002,105,109,88.999999,0,41,-0.56300002,-0.6,-0.59,-0.69819999,-0.56300002,1
73,88.999999,102,88.999999,50,1,44,-0.276999995,-0.11,-0.044999995,0.0412,0.0412,4
74,101,117,119.00001,68.000001,0,64,-0.852,-0.72,-0.6900001,-0.49280001,-0.49280001,4
75,69,107.00001,115,64.999998,1,43,-0.174,-0.13500005,-0.175,-0.03359999,-0.03359999,4
76,79.000002,99.000001,119.00001,61.000001,0,55,-0.60500002,-0.54000001,-0.6900001,-0.42100001,-0.42100001,4
77,97.000003,99.000001,125,64.999998,1,55,-0.350000015,-0.095000005,-0.225,-0.03599999,-0.03599999,4
78,69,109,109,61.000001,0,57,-0.511,-0.64,-0.59,-0.42140001,-0.42140001,4
79,69,109,88.999999,61.000001,1,63,-0.234,-0.145,-0.044999995,-0.017600005,-0.017600005,4
80,49.000001,109,109,77.999997,0,64,-0.33200001,-0.64,-0.59,-0.59279997,-0.33200001,1
81,79.000002,105,109,77.999997,1,60,-0.27500001,-0.125,-0.145,-0.101999985,-0.101999985,4
82,98.000002,109,88.999999,77.999997,0,57,-0.80100002,-0.64,-0.38999999,-0.59139997,-0.38999999,3
83,49.000001,109,109,77.999997,1,27,-0.026000005,-0.145,-0.145,-0.095399985,-0.026000005,1
84,49.000001,109,109,88.999999,0,26,-0.21800001,-0.64,-0.59,-0.69519999,-0.21800001,1
85,97.000003,115,125,64.999998,1,65,-0.380000015,-0.175,-0.225,-0.03799999,-0.03799999,4
86,88.999999,109,119.00001,55.000001,0,44,-0.67199999,-0.64,-0.6900001,-0.35880001,-0.35880001,4
87,79.000002,109,109,77.999997,1,30,-0.18500001,-0.145,-0.145,-0.095999985,-0.095999985,4
88,103,109,88.999999,69,0,57,-0.851,-0.64,-0.38999999,-0.5014,-0.38999999,3
89,79.000002,105,109,77.999997,1,25,-0.17000001,-0.125,-0.145,-0.094999985,-0.094999985,4
90,88.999999,102,88.999999,50,0,57,-0.71099999,-0.57,-0.38999999,-0.3114,-0.3114,4
91,88,109,105,57.999998,1,34,-0.242,-0.145,-0.125,0.00320001,0.00320001,4
92,88.999999,99.000001,88.999999,50,0,60,-0.71999999,-0.54000001,-0.38999999,-0.312,-0.312,4
93,97.000003,115,99.000001,61.000001,1,65,-0.380000015,-0.175,-0.095000005,-0.018000005,-0.018000005,4
94,98.000002,109,88.999999,88.999999,0,45,-0.76500002,-0.64,-0.38999999,-0.69899999,-0.38999999,3
95,88.999999,99.000001,88.999999,79.000002,1,49,-0.291999995,-0.095000005,-0.044999995,-0.10480001,-0.044999995,3
96,109,119.00001,99.000001,70.999998,0,40,-0.86,-0.7400001,-0.49000001,-0.51799998,-0.49000001,3
97,93.000001,98.000002,98.000002,57.999998,1,44,-0.297000005,-0.09000001,-0.09000001,0.00120001,0.00120001,4
98,79.000002,125,99.000001,69,0,31,-0.53300002,-0.8,-0.49000001,-0.4962,-0.49000001,3
99,79.000002,109,109,55.000001,1,37,-0.20600001,-0.145,-0.145,0.017599995,0.017599995,4
100,88,115,109,64.999998,0,31,-0.623,-0.7,-0.59,-0.45619998,-0.45619998,4
101,85.000002,108,103,68.000001,1,35,-0.23000001,-0.14,-0.115,-0.047000005,-0.047000005,4
102,103,109,88.999999,88.999999,0,39,-0.797,-0.64,-0.38999999,-0.69779999,-0.38999999,3
103,69,107.00001,115,64.999998,1,55,-0.21,-0.13500005,-0.175,-0.03599999,-0.03599999,4
104,109,119.00001,99.000001,70.999998,0,56,-0.908,-0.7400001,-0.49000001,-0.52119998,-0.49000001,3
105,88.999999,109,119.00001,55.000001,1,36,-0.252999995,-0.145,-0.19500005,0.017799995,0.017799995,4
106,88.999999,99.000001,115,64.999998,0,28,-0.62399999,-0.54000001,-0.65,-0.45559998,-0.45559998,4
107,88,115,99.000001,64.999998,1,55,-0.305,-0.175,-0.095000005,-0.03599999,-0.03599999,4
108,58.999997,109,88.999999,55.000001,0,26,-0.31799997,-0.64,-0.38999999,-0.35520001,-0.31799997,1
109,93.000001,88,88,58.999997,1,47,-0.306000005,-0.04,-0.04,-0.004399985,-0.004399985,4
110,88.999999,107.00001,115,64.999998,0,58,-0.71399999,-0.6200001,-0.65,-0.46159998,-0.46159998,4
111,98.000002,109,88.999999,55.000001,1,42,-0.31600001,-0.145,-0.044999995,0.016599995,0.016599995,4
112,79.000002,105,109,55.000001,0,64,-0.63200002,-0.6,-0.59,-0.36280001,-0.36280001,4
113,79.000002,115,101,79.000002,1,63,-0.28400001,-0.175,-0.105,-0.10760001,-0.105,3
114,88.999999,109,119.00001,77.999997,0,26,-0.61799999,-0.64,-0.6900001,-0.58519997,-0.58519997,4
115,97.000003,115,109,57.999998,1,48,-0.329000015,-0.175,-0.145,0.00040001,0.00040001,4
116,88.999999,99.000001,105,64.999998,0,27,-0.62099999,-0.54000001,-0.55,-0.45539998,-0.45539998,4
117,88.999999,139,113,79.000002,1,33,-0.243999995,-0.295,-0.165,-0.10160001,-0.10160001,4
118,99.000001,109,99.000001,79.000002,0,34,-0.74200001,-0.64,-0.49000001,-0.59680002,-0.49000001,3
119,99.000001,109,88.999999,77.999997,1,33,-0.294000005,-0.145,-0.044999995,-0.096599985,-0.044999995,3
120,79.000002,115,99.000001,50,0,48,-0.58400002,-0.7,-0.49000001,-0.3096,-0.3096,4
121,88.999999,99.000001,99.000001,61.000001,1,51,-0.297999995,-0.095000005,-0.095000005,-0.015200005,-0.015200005,4
122,88.999999,125,123,79.000002,0,36,-0.64799999,-0.8,-0.73,-0.59720002,-0.59720002,4
123,88.999999,102,88.999999,64.999998,1,43,-0.273999995,-0.11,-0.044999995,-0.03359999,-0.03359999,4
124,88.999999,102,105,64.999998,0,55,-0.70499999,-0.57,-0.55,-0.46099998,-0.46099998,4
125,97.000003,99.000001,125,60.000002,1,47,-0.326000015,-0.095000005,-0.225,-0.00940001,-0.00940001,4
126,88.999999,102,105,64.999998,0,58,-0.71399999,-0.57,-0.55,-0.46159998,-0.46159998,4
127,99.000001,108,88.999999,68.000001,1,56,-0.363000005,-0.14,-0.044999995,-0.051200005,-0.044999995,3
128,99.000001,119.00001,99.000001,55.000001,0,29,-0.72700001,-0.7400001,-0.49000001,-0.35580001,-0.35580001,4
129,88.999999,107.00001,115,64.999998,1,33,-0.243999995,-0.13500005,-0.175,-0.03159999,-0.03159999,4
130,103,109,88.999999,77.999997,0,53,-0.839,-0.64,-0.38999999,-0.59059997,-0.38999999,3
131,88.999999,107.00001,115,64.999998,1,32,-0.240999995,-0.13500005,-0.175,-0.03139999,-0.03139999,4
132,88.999999,119.00001,99.000001,88.999999,0,59,-0.71699999,-0.7400001,-0.49000001,-0.70179999,-0.49000001,3
133,79.000002,109,88.999999,77.999997,1,48,-0.23900001,-0.145,-0.044999995,-0.099599985,-0.044999995,3
134,79.000002,109,123,69,0,65,-0.63500002,-0.64,-0.73,-0.503,-0.503,4
135,88.999999,107.00001,115,64.999998,1,48,-0.288999995,-0.13500005,-0.175,-0.03459999,-0.03459999,4
136,103,109,88.999999,55.000001,0,60,-0.86,-0.64,-0.38999999,-0.36200001,-0.36200001,4
1,109,109,129,77.999997,1,47,-0.386,-0.145,-0.245,-0.099399985,-0.099399985,4
2,79.000002,135,109,64.999998,0,31,-0.53300002,-0.9,-0.59,-0.45619998,-0.45619998,4
3,97.000003,115,99.000001,61.000001,1,61,-0.368000015,-0.175,-0.095000005,-0.017200005,-0.017200005,4
4,103,109,119.00001,55.000001,0,29,-0.767,-0.64,-0.6900001,-0.35580001,-0.35580001,4
5,88,125,109,64.999998,1,49,-0.287,-0.225,-0.145,-0.03479999,-0.03479999,4
6,98.000002,109,88.999999,55.000001,0,26,-0.70800002,-0.64,-0.38999999,-0.35520001,-0.35520001,4
7,109,119.00001,115,73.000002,1,37,-0.356,-0.19500005,-0.175,-0.07240001,-0.07240001,4
8,98.000002,109,88.999999,77.999997,0,33,-0.72900002,-0.64,-0.38999999,-0.58659997,-0.38999999,3
9,95.999998,139,115,68.000001,1,25,-0.25499999,-0.295,-0.175,-0.045000005,-0.045000005,4
10,58.999997,109,88.999999,77.999997,0,51,-0.39299997,-0.64,-0.38999999,-0.59019997,-0.38999999,3
11,88.999999,99.000001,105,64.999998,1,49,-0.291999995,-0.095000005,-0.125,-0.03479999,-0.03479999,4
12,103,109,88.999999,55.000001,0,37,-0.791,-0.64,-0.38999999,-0.35740001,-0.35740001,4
13,99.000001,109,119.00001,55.000001,1,27,-0.276000005,-0.145,-0.19500005,0.019599995,0.019599995,4
14,93.000001,98.000002,109,57.999998,0,52,-0.73600001,-0.53000002,-0.59,-0.39039998,-0.39039998,4
15,79.000002,115,99.000001,52.999997,1,29,-0.18200001,-0.175,-0.095000005,0.029200015,0.029200015,4
16,77.999997,135,109,64.999998,0,51,-0.58299997,-0.9,-0.59,-0.46019998,-0.46019998,4
17,103,109,88.999999,88.999999,1,45,-0.35,-0.145,-0.044999995,-0.153999995,-0.044999995,3
18,88.999999,115,99.000001,50,0,30,-0.62999999,-0.7,-0.49000001,-0.306,-0.306,4
19,49.000001,109,109,77.999997,1,47,-0.086000005,-0.145,-0.145,-0.099399985,-0.086000005,1
20,88.999999,102,105,49.000001,0,27,-0.62099999,-0.57,-0.55,-0.29540001,-0.29540001,4
21,79.000002,109,109,77.999997,1,46,-0.23300001,-0.145,-0.145,-0.099199985,-0.099199985,4
22,88,99.000001,125,64.999998,0,41,-0.653,-0.54000001,-0.75,-0.45819998,-0.45819998,4
23,99.000001,119.00001,99.000001,55.000001,1,28,-0.279000005,-0.19500005,-0.095000005,0.019399995,0.019399995,4
24,77.999997,135,109,64.999998,0,31,-0.52299997,-0.9,-0.59,-0.45619998,-0.45619998,4
25,49.000001,125,105.99999,69,1,41,-0.068000005,-0.225,-0.12999995,-0.0532,-0.0532,4
26,79.000002,109,88.999999,55.000001,0,25,-0.51500002,-0.64,-0.38999999,-0.35500001,-0.35500001,4
27,88.999999,107.00001,115,50,1,59,-0.321999995,-0.13500005,-0.175,0.0382,0.0382,4
28,88.999999,102,88.999999,64.999998,0,55,-0.70499999,-0.57,-0.38999999,-0.46099998,-0.38999999,3
29,88.999999,119.00001,99.000001,77.999997,1,33,-0.243999995,-0.19500005,-0.095000005,-0.096599985,-0.095000005,3
30,109,119.00001,99.000001,70.999998,0,43,-0.869,-0.7400001,-0.49000001,-0.51859998,-0.49000001,3
31,79.000002,102,105,64.999998,1,43,-0.22400001,-0.11,-0.125,-0.03359999,-0.03359999,4
32,88,99.000001,119.00001,61.000001,0,64,-0.722,-0.54000001,-0.6900001,-0.42280001,-0.42280001,4
33,88.999999,107.00001,115,64.999998,1,30,-0.234999995,-0.13500005,-0.175,-0.03099999,-0.03099999,4
34,79.000002,102,105,64.999998,0,54,-0.60200002,-0.57,-0.55,-0.46079998,-0.46079998,4
35,97.000003,115,99.000001,60.000002,1,55,-0.350000015,-0.175,-0.095000005,-0.01100001,-0.01100001,4
36,79.000002,105,109,88.999999,0,64,-0.63200002,-0.6,-0.59,-0.70279999,-0.59,3
37,99.000001,119.00001,99.000001,55.000001,1,44,-0.327000005,-0.19500005,-0.095000005,0.016199995,0.016199995,4
38,93.000001,88,88,58.999997,0,41,-0.70300001,-0.43,-0.38,-0.39819997,-0.38,3
39,103,109,88.999999,77.999997,1,30,-0.305,-0.145,-0.044999995,-0.095999985,-0.044999995,3
40,88.999999,104,109,61.000001,0,60,-0.71999999,-0.59,-0.59,-0.42200001,-0.42200001,4
41,97.000003,109,115,50,1,50,-0.335000015,-0.145,-0.175,0.04,0.04,4
42,79.000002,125,99.000001,49.000001,0,54,-0.60200002,-0.8,-0.49000001,-0.30080001,-0.30080001,4
43,97.000003,109,115,51.999998,1,47,-0.326000015,-0.145,-0.175,0.03060001,0.03060001,4
44,93.000001,103,98.000002,57.999998,0,40,-0.70000001,-0.58,-0.48000002,-0.38799998,-0.38799998,4
45,79.000002,109,88.999999,77.999997,1,49,-0.24200001,-0.145,-0.044999995,-0.099799985,-0.044999995,3
46,79.000002,115,129,64.999998,0,52,-0.59600002,-0.7,-0.79,-0.46039998,-0.46039998,4
47,88.999999,115,99.000001,51.999998,1,45,-0.279999995,-0.175,-0.095000005,0.03100001,0.03100001,4
48,79.000002,121,109,77.999997,0,61,-0.62300002,-0.76,-0.59,-0.59219997,-0.59,3
49,103,109,88.999999,55.000001,1,34,-0.317,-0.145,-0.044999995,0.018199995,0.018199995,4
50,88.999999,102,88.999999,64.999998,0,48,-0.68399999,-0.57,-0.38999999,-0.45959998,-0.38999999,3
51,103,109,88.999999,77.999997,1,34,-0.317,-0.145,-0.044999995,-0.096799985,-0.044999995,3
52,99.000001,125,117.99999,79.000002,0,58,-0.81400001,-0.8,-0.6799999,-0.60160002,-0.60160002,4
53,98.000002,109,88.999999,77.999997,1,41,-0.31300001,-0.145,-0.044999995,-0.098199985,-0.044999995,3
54,69,109,88.999999,64.999998,0,65,-0.535,-0.64,-0.38999999,-0.46299998,-0.38999999,3
55,88.999999,107.00001,115,64.999998,1,28,-0.228999995,-0.13500005,-0.175,-0.03059999,-0.03059999,4
56,88,115,109,58.999997,0,47,-0.671,-0.7,-0.59,-0.39939997,-0.39939997,4
57,109,119.00001,99.000001,55.000001,1,39,-0.362,-0.19500005,-0.095000005,0.017199995,0.017199995,4
58,93.000001,98.000002,109,57.999998,0,41,-0.70300001,-0.53000002,-0.59,-0.38819998,-0.38819998,4
59,88,115,99.000001,64.999998,1,28,-0.224,-0.175,-0.095000005,-0.03059999,-0.03059999,4
60,79.000002,105,109,77.999997,0,54,-0.60200002,-0.6,-0.59,-0.59079997,-0.59,3
61,88,125,109,64.999998,1,37,-0.251,-0.225,-0.145,-0.03239999,-0.03239999,4
62,103,109,88.999999,88.999999,0,31,-0.773,-0.64,-0.38999999,-0.69619999,-0.38999999,3
63,97.000003,115,125,61.000001,1,40,-0.305000015,-0.175,-0.225,-0.013000005,-0.013000005,4
64,88.999999,109,88.999999,52.999997,0,45,-0.67499999,-0.64,-0.38999999,-0.33899997,-0.33899997,4
65,97.000003,115,99.000001,60.000002,1,54,-0.347000015,-0.175,-0.095000005,-0.01080001,-0.01080001,4
66,93.000001,98.000002,98.000002,57.999998,0,56,-0.74800001,-0.53000002,-0.48000002,-0.39119998,-0.39119998,4
67,88.999999,99.000001,99.000001,61.000001,1,26,-0.222999995,-0.095000005,-0.095000005,-0.010200005,-0.010200005,4
68,88.999999,109,109,61.000001,0,44,-0.67199999,-0.64,-0.59,-0.41880001,-0.41880001,4
69,103,109,88.999999,77.999997,1,26,-0.293,-0.145,-0.044999995,-0.095199985,-0.044999995,3
70,99.000001,109,119.00001,70.999998,0,65,-0.83500001,-0.64,-0.6900001,-0.52299998,-0.52299998,4
71,93.000001,98.000002,109,57.999998,1,60,-0.345000005,-0.09000001,-0.145,-0.00199999,-0.00199999,4
72,79.000002,105,109,77.999997,0,41,-0.56300002,-0.6,-0.59,-0.58819997,-0.56300002,1
73,69,107.00001,115,64.999998,1,44,-0.177,-0.13500005,-0.175,-0.03379999,-0.03379999,4
74,101,117,119.00001,68.000001,0,64,-0.852,-0.72,-0.6900001,-0.49280001,-0.49280001,4
75,88.999999,115,99.000001,60.000002,1,43,-0.273999995,-0.175,-0.095000005,-0.00860001,-0.00860001,4
76,79.000002,115,99.000001,52.999997,0,55,-0.60500002,-0.7,-0.49000001,-0.34099997,-0.34099997,4
77,97.000003,99.000001,125,64.999998,1,55,-0.350000015,-0.095000005,-0.225,-0.03599999,-0.03599999,4
78,69,109,88.999999,64.999998,0,57,-0.511,-0.64,-0.38999999,-0.46139998,-0.38999999,3
79,88.999999,109,119.00001,61.000001,1,63,-0.333999995,-0.145,-0.19500005,-0.017600005,-0.017600005,4
80,49.000001,109,99.000001,77.999997,0,64,-0.33200001,-0.64,-0.49000001,-0.59279997,-0.33200001,1
81,79.000002,105,109,77.999997,1,60,-0.27500001,-0.125,-0.145,-0.101999985,-0.101999985,4
82,109,109,119.00001,63.999999,0,57,-0.911,-0.64,-0.6900001,-0.45139999,-0.45139999,4
83,79.000002,105,109,55.000001,1,27,-0.17600001,-0.125,-0.145,0.019599995,0.019599995,4
84,99.000001,109,88.999999,88.999999,0,26,-0.71800001,-0.64,-0.38999999,-0.69519999,-0.38999999,3
85,88.999999,119.00001,119.00001,68.000001,1,65,-0.339999995,-0.19500005,-0.19500005,-0.053000005,-0.053000005,4
86,88.999999,109,119.00001,55.000001,0,44,-0.67199999,-0.64,-0.6900001,-0.35880001,-0.35880001,4
87,49.000001,109,109,77.999997,1,30,-0.035000005,-0.145,-0.145,-0.095999985,-0.035000005,1
88,88.999999,115,99.000001,50,0,57,-0.71099999,-0.7,-0.49000001,-0.3114,-0.3114,4
89,103,109,88.999999,77.999997,1,25,-0.29,-0.145,-0.044999995,-0.094999985,-0.044999995,3
90,88.999999,99.000001,115,64.999998,0,57,-0.71099999,-0.54000001,-0.65,-0.46139998,-0.46139998,4
91,88,98.000002,98.000002,57.999998,1,34,-0.242,-0.09000001,-0.09000001,0.00320001,0.00320001,4
92,99.000001,109,99.000001,55.000001,0,60,-0.82000001,-0.64,-0.49000001,-0.36200001,-0.36200001,4
93,97.000003,115,125,61.000001,1,65,-0.380000015,-0.175,-0.225,-0.018000005,-0.018000005,4
94,88.999999,102,88.999999,50,0,45,-0.67499999,-0.57,-0.38999999,-0.309,-0.309,4
95,92.000002,98.000002,88,58.999997,1,49,-0.30700001,-0.09000001,-0.04,-0.004799985,-0.004799985,4
96,88.999999,109,119.00001,83.999997,0,40,-0.65999999,-0.64,-0.6900001,-0.64799997,-0.64,2
97,97.000003,115,99.000001,60.000002,1,44,-0.317000015,-0.175,-0.095000005,-0.00880001,-0.00880001,4
98,98.000002,109,129,77.999997,0,31,-0.72300002,-0.64,-0.79,-0.58619997,-0.58619997,4
99,69,105,88.999999,64.999998,1,37,-0.156,-0.125,-0.044999995,-0.03239999,-0.03239999,4
100,88,125,125,64.999998,0,31,-0.623,-0.8,-0.75,-0.45619998,-0.45619998,4
101,88,108,103,68.000001,1,35,-0.245,-0.14,-0.115,-0.047000005,-0.047000005,4
102,98.000002,105,109,88.999999,0,39,-0.74700002,-0.6,-0.59,-0.69779999,-0.59,3
103,88.999999,115,74.000001,64.999998,1,55,-0.309999995,-0.175,0.029999995,-0.03599999,0.029999995,3
104,88.999999,109,119.00001,83.999997,0,56,-0.70799999,-0.64,-0.6900001,-0.65119997,-0.64,2
105,98.000002,119.00001,99.000001,55.000001,1,36,-0.29800001,-0.19500005,-0.095000005,0.017799995,0.017799995,4
106,88,115,99.000001,64.999998,0,28,-0.614,-0.7,-0.49000001,-0.45559998,-0.45559998,4
107,88,115,109,64.999998,1,55,-0.305,-0.175,-0.145,-0.03599999,-0.03599999,4
108,79.000002,109,88.999999,55.000001,0,26,-0.51800002,-0.64,-0.38999999,-0.35520001,-0.35520001,4
109,93.000001,88,88,58.999997,1,47,-0.306000005,-0.04,-0.04,-0.004399985,-0.004399985,4
110,109,109,119.00001,77.999997,0,58,-0.914,-0.64,-0.6900001,-0.59159997,-0.59159997,4
111,98.000002,109,88.999999,88.999999,1,42,-0.31600001,-0.145,-0.044999995,-0.153399995,-0.044999995,3
112,79.000002,105,109,55.000001,0,64,-0.63200002,-0.6,-0.59,-0.36280001,-0.36280001,4
113,79.000002,109,117.99999,69,1,63,-0.28400001,-0.145,-0.18999995,-0.0576,-0.0576,4
