,choice,college,hsg2,coml5,sedan1,sedan2,sedan3,sedan4,sedan5,sedan6,price1,price2,price3,price4,price5,price6,range1,range2,range3,range4,range5,range6,acc1,acc2,acc3,acc4,acc5,acc6,speed1,speed2,speed3,speed4,speed5,speed6,pollution1,pollution2,pollution3,pollution4,pollution5,pollution6,big1,big2,big3,big4,big5,big6,space1,space2,space3,space4,space5,space6,cost1,cost2,cost3,cost4,cost5,cost6
311,5,1,0,0,1,0,1,0,1,0,5.2423324,5.2423324,5.7941569,5.7941569,4.690508,4.690508,200,200,75,75,350,350,6,6,2.5,2.5,4,4,55,55,95,95,140,140,0,0,0.6,0.6,0.5,0.5,1,1,0,0,1,1,0.7,0.7,1,1,1,1,2,2,2,2,6,6
312,1,1,0,1,0,0,0,1,0,0,3.8541644,3.8541644,4.8177056,4.8177056,5.1388859,5.1388859,125,125,250,250,300,300,2.5,2.5,4,4,6,6,65,65,140,140,85,85,0,0,0.75,0.75,0.25,0.25,1,1,1,1,0,0,0.7,0.7,1,1,1,1,4,4,4,4,6,6
313,2,1,0,1,0,0,0,0,0,1,6.102427,6.102427,6.7447878,6.7447878,5.4600663,5.4600663,200,200,75,75,350,350,6,6,2.5,2.5,4,4,65,65,110,110,85,85,0,0,0.1,0.1,0.75,0.75,1,1,0,0,1,1,0.7,0.7,0.7,0.7,1,1,8,8,8,8,4,4
314,1,0,1,0,1,0,1,0,1,0,7.5971108,7.5971108,8.3093399,8.3093399,5.9352428,5.9352428,125,125,300,300,250,250,4,4,6,6,2.5,2.5,65,65,110,110,140,140,0,0,0.1,0.1,0.4,0.4,1,1,0,0,1,1,1,1,0.7,0.7,1,1,8,8,8,8,2,2
315,5,0,0,1,1,0,1,0,1,0,1.6059019,1.6059019,1.6059019,1.6059019,0.96354111,0.96354111,200,200,75,75,300,300,2.5,2.5,4,4,6,6,65,65,110,110,140,140,0,0,0.6,0.6,0.25,0.25,0,0,1,1,0,0,0.7,0.7,1,1,1,1,4,4,6,6,8,8
316,6,1,1,0,1,0,1,0,1,0,3.5346277,3.5346277,3.7871011,3.7871011,2.7772075,2.7772075,200,200,75,75,350,350,6,6,2.5,2.5,4,4,55,55,95,95,140,140,0,0,0.6,0.6,0.5,0.5,1,1,0,0,1,1,0.7,0.7,1,1,1,1,4,4,2,2,6,6
317,3,0,1,1,1,0,1,0,1,0,0.8277367,0.8277367,0.96569282,0.96569282,1.241605,1.241605,125,125,300,300,250,250,6,6,2.5,2.5,4,4,65,65,110,110,140,140,0,0,0.1,0.1,0.4,0.4,1,1,0,0,0,0,0.7,0.7,1,1,1,1,2,2,4,4,6,6
318,2,1,1,0,0,1,0,0,0,0,5.0815663,5.0815663,3.5994428,3.5994428,4.0229067,4.0229067,125,125,300,300,250,250,2.5,2.5,4,4,6,6,65,65,110,110,140,140,0,0,0.1,0.1,0.4,0.4,1,1,0,0,1,1,0.7,0.7,0.7,0.7,1,1,4,4,2,2,4,4
319,5,1,1,0,0,1,0,0,0,0,3.0296809,3.0296809,3.2821543,3.2821543,3.7871011,3.7871011,125,125,300,300,250,250,6,6,2.5,2.5,4,4,65,65,110,110,140,140,0,0,0.1,0.1,0.4,0.4,1,1,0,0,1,1,0.7,0.7,1,1,1,1,2,2,4,4,6,6
320,5,0,0,0,1,0,1,0,1,0,4.8177056,4.8177056,5.1388859,5.1388859,3.5329841,3.5329841,200,200,75,75,300,300,2.5,2.5,4,4,6,6,65,65,110,110,140,140,0,0,0.6,0.6,0.25,0.25,1,1,1,1,0,0,0.7,0.7,1,1,1,1,4,4,6,6,8,8
321,6,0,0,1,1,0,1,0,1,0,4.5107845,4.5107845,4.985604,4.985604,4.0359651,4.0359651,125,125,300,300,300,300,6,6,2.5,2.5,4,4,55,55,95,95,140,140,0,0,0.1,0.1,0.75,0.75,1,1,0,0,1,1,1,1,1,1,1,1,1,1,6,6,2,2
322,2,1,0,0,0,1,0,0,0,0,2.569443,2.569443,2.8906233,2.8906233,3.2118037,3.2118037,200,200,75,75,300,300,2.5,2.5,4,4,6,6,85,85,140,140,85,85,0,0,0.4,0.4,0.75,0.75,0,0,1,1,0,0,0.7,0.7,1,1,1,1,8,8,6,6,8,8
323,6,1,0,0,1,0,1,0,1,0,6.3118352,6.3118352,7.0692554,7.0692554,8.8365693,8.8365693,125,125,300,300,300,300,2.5,2.5,4,4,6,6,85,85,140,140,95,95,0,0,0.4,0.4,0.25,0.25,1,1,1,1,0,0,0.7,0.7,1,1,1,1,4,4,8,8,4,4
324,1,1,0,1,1,0,1,0,1,0,4.8177056,4.8177056,5.1388859,5.1388859,3.5329841,3.5329841,200,200,75,75,300,300,2.5,2.5,4,4,6,6,65,65,110,110,140,140,0,0,0.6,0.6,0.25,0.25,1,1,1,1,0,0,0.7,0.7,1,1,1,1,4,4,6,6,8,8
325,4,0,1,0,1,0,1,0,1,0,6.0593618,6.0593618,4.7969948,4.7969948,5.3019416,5.3019416,200,200,300,300,350,350,4,4,6,6,2.5,2.5,65,65,140,140,85,85,0,0,0.6,0.6,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,4,4,6,6
326,3,1,1,0,1,0,1,0,1,0,2.4832101,2.4832101,2.7591223,2.7591223,1.6554734,1.6554734,300,300,250,250,300,300,4,4,6,6,2.5,2.5,140,140,85,85,95,95,0.1,0.1,0.4,0.4,0.75,0.75,0,0,1,1,1,1,1,1,1,1,1,1,8,8,2,2,4,4
327,1,0,0,0,1,0,1,0,1,0,2.3006,2.3006,2.5562222,2.5562222,1.5337333,1.5337333,75,75,300,300,350,350,4,4,6,6,2.5,2.5,140,140,85,85,95,95,0.6,0.6,0.25,0.25,0.5,0.5,1,1,0,0,1,1,1,1,1,1,1,1,4,4,6,6,8,8
328,1,0,0,0,0,1,0,0,0,0,10.277772,10.277772,11.241313,11.241313,8.0295093,8.0295093,75,75,300,300,350,350,4,4,6,6,2.5,2.5,140,140,85,85,95,95,0.6,0.6,0.25,0.25,0.5,0.5,1,1,0,0,1,1,1,1,1,1,1,1,4,4,6,6,8,8
329,3,1,0,1,1,0,1,0,1,0,3.8627713,3.8627713,4.4145957,4.4145957,3.0350346,3.0350346,125,125,250,250,300,300,4,4,6,6,2.5,2.5,85,85,85,85,95,95,0,0,0.25,0.25,0.5,0.5,1,1,0,0,1,1,1,1,1,1,1,1,2,2,8,8,2,2
330,3,1,0,0,0,1,0,0,0,0,0.96354111,0.96354111,1.1241313,1.1241313,1.4453117,1.4453117,300,300,250,250,300,300,4,4,6,6,2.5,2.5,95,95,110,110,140,140,0.4,0.4,0.75,0.75,0.25,0.25,1,1,1,1,0,0,1,1,1,1,1,1,8,8,2,2,4,4
331,5,1,1,1,0,0,0,0,0,1,4.9198965,4.9198965,5.1435281,5.1435281,4.2490015,4.2490015,200,200,75,75,350,350,6,6,2.5,2.5,4,4,85,85,140,140,95,95,0,0,0.25,0.25,1,1,0,0,1,1,1,1,0.7,0.7,0.7,0.7,1,1,2,2,8,8,4,4
332,2,1,1,0,1,0,1,0,1,0,3.2821543,3.2821543,3.7871011,3.7871011,4.0395745,4.0395745,300,300,250,250,300,300,2.5,2.5,4,4,6,6,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,1,1,1,1,0,0,0.7,0.7,1,1,1,1,4,4,6,6,8,8
333,4,0,1,0,1,0,1,0,1,0,2.9072116,2.9072116,3.3544749,3.3544749,3.5781065,3.5781065,250,250,400,400,250,250,6,6,2.5,2.5,4,4,85,85,95,95,110,110,0.4,0.4,0.75,0.75,0.25,0.25,1,1,1,1,0,0,0.7,0.7,1,1,1,1,2,2,4,4,6,6
334,5,1,1,0,1,0,1,0,1,0,2.6115068,2.6115068,1.4244583,1.4244583,2.1366874,2.1366874,200,200,75,75,350,350,6,6,2.5,2.5,4,4,100,100,85,85,110,110,0,0,0.4,0.4,0.25,0.25,0,0,1,1,0,0,0.7,0.7,0.7,0.7,1,1,4,4,8,8,4,4
335,3,1,1,0,0,0,0,1,0,0,2.569443,2.569443,3.2118037,3.2118037,1.9270822,1.9270822,125,125,250,250,300,300,2.5,2.5,4,4,6,6,55,55,110,110,140,140,0,0,0.6,0.6,1,1,0,0,1,1,1,1,0.7,0.7,1,1,1,1,1,1,4,4,6,6
336,2,1,0,1,0,0,0,0,0,1,8.8365693,8.8365693,6.3118352,6.3118352,8.0791491,8.0791491,200,200,75,75,350,350,2.5,2.5,4,4,6,6,55,55,95,95,140,140,0,0,0.6,0.6,0.5,0.5,1,1,0,0,0,0,1,1,0.7,0.7,1,1,8,8,6,6,2,2
337,5,0,0,0,1,0,1,0,1,0,5.4600663,5.4600663,6.102427,6.102427,7.3871485,7.3871485,125,125,300,300,300,300,6,6,2.5,2.5,4,4,55,55,95,95,140,140,0,0,0.1,0.1,0.75,0.75,1,1,0,0,1,1,1,1,0.7,0.7,1,1,2,2,4,4,8,8
338,3,1,0,0,0,1,0,0,0,0,6.9482252,6.9482252,7.444527,7.444527,7.9408288,7.9408288,125,125,300,300,250,250,6,6,2.5,2.5,4,4,55,55,95,95,110,110,0,0,0.6,0.6,0.25,0.25,0,0,1,1,0,0,0.7,0.7,1,1,1,1,8,8,4,4,6,6
339,5,0,0,1,1,0,1,0,1,0,5.4600663,5.4600663,6.102427,6.102427,7.3871485,7.3871485,125,125,300,300,300,300,4,4,6,6,2.5,2.5,100,100,85,85,110,110,0,0,0.25,0.25,1,1,0,0,1,1,1,1,0.7,0.7,0.7,0.7,1,1,1,1,2,2,6,6
340,4,0,1,1,1,0,1,0,1,0,2.9778108,2.9778108,1.4889054,1.4889054,1.7370563,1.7370563,125,125,300,300,250,250,4,4,6,6,2.5,2.5,55,55,95,95,110,110,0,0,0.6,0.6,0.25,0.25,1,1,1,1,0,0,1,1,0.7,0.7,1,1,2,2,8,8,2,2
341,2,0,0,0,1,0,1,0,1,0,3.5329841,3.5329841,4.1753448,4.1753448,4.8177056,4.8177056,300,300,250,250,300,300,6,6,2.5,2.5,4,4,85,85,95,95,110,110,0.6,0.6,0.25,0.25,0.5,0.5,1,1,0,0,1,1,1,1,1,1,1,1,6,6,8,8,2,2
342,3,1,0,0,1,0,1,0,1,0,7.444527,7.444527,7.9408288,7.9408288,5.4593198,5.4593198,75,75,250,250,400,400,6,6,2.5,2.5,4,4,55,55,95,95,110,110,0,0,0.4,0.4,0.75,0.75,1,1,1,1,0,0,1,1,0.7,0.7,1,1,8,8,6,6,8,8
343,4,1,0,0,1,0,1,0,1,0,2.5562222,2.5562222,1.5337333,1.5337333,1.7893555,1.7893555,300,300,250,250,300,300,4,4,6,6,2.5,2.5,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,1,1,1,1,0,0,1,1,1,1,1,1,8,8,2,2,4,4
344,5,0,0,1,1,0,1,0,1,0,4.8177056,4.8177056,5.1388859,5.1388859,3.5329841,3.5329841,200,200,75,75,300,300,6,6,2.5,2.5,4,4,85,85,140,140,85,85,0,0,0.4,0.4,0.75,0.75,1,1,1,1,0,0,0.7,0.7,0.7,0.7,1,1,1,1,8,8,2,2
345,5,1,0,0,1,0,1,0,1,0,4.0359651,4.0359651,4.5107845,4.5107845,4.985604,4.985604,75,75,300,300,350,350,2.5,2.5,4,4,6,6,85,85,95,95,110,110,0.1,0.1,0.4,0.4,0.75,0.75,0,0,1,1,1,1,1,1,1,1,1,1,2,2,4,4,6,6
346,1,0,0,1,1,0,1,0,1,0,3.0674666,3.0674666,3.3230888,3.3230888,3.8343333,3.8343333,50,50,150,150,350,350,2.5,2.5,4,4,6,6,55,55,95,95,110,110,0,0,0.25,0.25,0.6,0.6,0,0,0,0,1,1,1,1,0.7,0.7,1,1,1,1,4,4,6,6
347,5,0,0,1,1,0,1,0,1,0,2.9778108,2.9778108,1.4889054,1.4889054,2.2333581,2.2333581,50,50,150,150,400,400,6,6,2.5,2.5,4,4,65,65,110,110,85,85,0,0,0.25,0.25,1,1,0,0,0,0,0,0,0.7,0.7,0.7,0.7,1,1,4,4,6,6,2,2
348,4,1,0,0,0,1,0,0,0,0,6.6474719,6.6474719,7.5971108,7.5971108,8.3093399,8.3093399,150,150,350,350,400,400,4,4,6,6,2.5,2.5,95,95,110,110,140,140,0.1,0.1,0.4,0.4,0.75,0.75,0,0,1,1,1,1,0.7,0.7,1,1,1,1,8,8,2,2,4,4
349,5,1,1,0,0,0,0,0,0,1,0.67089498,0.67089498,0.78271081,0.78271081,1.1181583,1.1181583,75,75,250,250,250,250,2.5,2.5,4,4,6,6,65,65,110,110,85,85,0,0,0.4,0.4,0.25,0.25,1,1,1,1,0,0,0.7,0.7,0.7,0.7,1,1,1,1,4,4,8,8
350,5,0,0,0,1,0,1,0,1,0,4.1386835,4.1386835,4.4145957,4.4145957,3.0350346,3.0350346,50,50,150,150,350,350,4,4,6,6,2.5,2.5,100,100,85,85,95,95,0,0,0.1,0.1,0.4,0.4,1,1,0,0,1,1,0.7,0.7,0.7,0.7,1,1,1,1,6,6,8,8
351,4,0,0,0,0,1,0,0,0,0,6.3118352,6.3118352,7.0692554,7.0692554,8.0791491,8.0791491,75,75,250,250,400,400,4,4,6,6,2.5,2.5,100,100,85,85,95,95,0,0,0.6,0.6,0.25,0.25,1,1,1,1,0,0,0.7,0.7,0.7,0.7,1,1,8,8,4,4,6,6
352,3,1,0,0,1,0,1,0,1,0,3.2821543,3.2821543,3.7871011,3.7871011,4.0395745,4.0395745,75,75,300,300,350,350,6,6,2.5,2.5,4,4,110,110,140,140,85,85,0.4,0.4,0.75,0.75,0.25,0.25,1,1,1,1,0,0,0.7,0.7,1,1,1,1,8,8,2,2,4,4
353,2,1,0,0,0,1,0,0,0,0,4.1386835,4.1386835,4.4145957,4.4145957,3.0350346,3.0350346,50,50,150,150,350,350,4,4,6,6,2.5,2.5,100,100,85,85,95,95,0,0,0.1,0.1,0.4,0.4,1,1,0,0,1,1,0.7,0.7,0.7,0.7,1,1,1,1,6,6,8,8
354,3,0,0,0,1,0,1,0,1,0,4.690508,4.690508,5.2423324,5.2423324,5.7941569,5.7941569,250,250,400,400,250,250,6,6,2.5,2.5,4,4,95,95,110,110,140,140,0.6,0.6,0.25,0.25,0.5,0.5,1,1,0,0,0,0,0.7,0.7,1,1,1,1,2,2,4,4,6,6
355,1,1,0,1,1,0,1,0,1,0,4.1386835,4.1386835,4.4145957,4.4145957,3.0350346,3.0350346,75,75,250,250,400,400,2.5,2.5,4,4,6,6,100,100,85,85,95,95,0,0,0.6,0.6,0.25,0.25,1,1,1,1,0,0,1,1,1,1,1,1,2,2,8,8,2,2
356,5,1,1,0,1,0,1,0,1,0,7.4106175,7.4106175,5.2932982,5.2932982,5.928494,5.928494,50,50,150,150,350,350,2.5,2.5,4,4,6,6,100,100,85,85,95,95,0,0,0.1,0.1,0.4,0.4,1,1,0,0,1,1,1,1,0.7,0.7,1,1,2,2,4,4,6,6
357,5,1,0,0,1,0,1,0,1,0,4.7898118,4.7898118,3.7919343,3.7919343,4.1910853,4.1910853,75,75,400,400,250,250,2.5,2.5,4,4,6,6,85,85,85,85,95,95,0,0,0.75,0.75,0.25,0.25,1,1,1,1,0,0,1,1,1,1,1,1,1,1,8,8,2,2
358,5,0,0,0,1,0,1,0,1,0,4.1753448,4.1753448,4.8177056,4.8177056,5.1388859,5.1388859,150,150,350,350,400,400,4,4,6,6,2.5,2.5,95,95,110,110,140,140,0.1,0.1,0.4,0.4,0.75,0.75,0,0,1,1,1,1,0.7,0.7,1,1,1,1,8,8,2,2,4,4
359,3,1,0,1,1,0,1,0,1,0,3.3544749,3.3544749,2.4599482,2.4599482,2.9072116,2.9072116,75,75,400,400,250,250,6,6,2.5,2.5,4,4,65,65,140,140,85,85,0,0,0.25,0.25,0.5,0.5,0,0,0,0,0,0,0.7,0.7,1,1,1,1,8,8,4,4,6,6
360,5,0,0,1,1,0,1,0,1,0,3.3109468,3.3109468,4.1386835,4.1386835,4.4145957,4.4145957,125,125,250,250,300,300,2.5,2.5,4,4,6,6,65,65,140,140,85,85,0,0,0.75,0.75,0.25,0.25,0,0,0,0,0,0,0.7,0.7,1,1,1,1,4,4,4,4,6,6
361,3,1,0,0,1,0,1,0,1,0,3.5781065,3.5781065,2.4599482,2.4599482,2.9072116,2.9072116,150,150,350,350,400,400,4,4,6,6,2.5,2.5,140,140,85,85,95,95,0.4,0.4,0.75,0.75,0.25,0.25,1,1,1,1,0,0,0.7,0.7,1,1,1,1,8,8,2,2,4,4
362,4,1,0,0,1,0,1,0,1,0,4.8177056,4.8177056,3.5329841,3.5329841,4.1753448,4.1753448,50,50,350,350,400,400,2.5,2.5,4,4,6,6,65,65,140,140,85,85,0,0,0.4,0.4,0.75,0.75,0,0,1,1,1,1,1,1,1,1,1,1,4,4,6,6,8,8
363,6,1,0,0,0,0,0,1,0,0,6.0700691,6.0700691,4.690508,4.690508,5.2423324,5.2423324,75,75,400,400,250,250,2.5,2.5,4,4,6,6,55,55,110,110,140,140,0,0,0.4,0.4,0.75,0.75,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,4,4
364,3,1,1,0,1,0,1,0,1,0,6.0593618,6.0593618,4.7969948,4.7969948,5.3019416,5.3019416,75,75,400,400,250,250,2.5,2.5,4,4,6,6,65,65,140,140,85,85,0,0,0.25,0.25,0.5,0.5,1,1,0,0,1,1,1,1,1,1,1,1,4,4,2,2,4,4
365,5,1,1,0,0,0,0,0,0,1,5.2423324,5.2423324,5.7941569,5.7941569,4.690508,4.690508,125,125,300,300,300,300,2.5,2.5,4,4,6,6,100,100,85,85,110,110,0,0,0.25,0.25,1,1,0,0,1,1,1,1,0.7,0.7,1,1,1,1,2,2,8,8,4,4
366,3,1,1,0,0,0,0,1,0,0,1.6554734,1.6554734,0.96569282,0.96569282,1.241605,1.241605,125,125,250,250,300,300,2.5,2.5,4,4,6,6,85,85,85,85,95,95,0,0,0.25,0.25,0.5,0.5,1,1,0,0,1,1,0.7,0.7,1,1,1,1,8,8,4,4,6,6
367,1,1,0,0,1,0,1,0,1,0,2.2482626,2.2482626,2.8906233,2.8906233,3.2118037,3.2118037,300,300,250,250,300,300,4,4,6,6,2.5,2.5,140,140,85,85,95,95,0.1,0.1,0.4,0.4,0.75,0.75,0,0,0,0,1,1,0.7,0.7,1,1,1,1,2,2,4,4,6,6
368,1,1,0,0,1,0,1,0,1,0,2.2072979,2.2072979,2.7591223,2.7591223,1.6554734,1.6554734,125,125,250,250,300,300,6,6,2.5,2.5,4,4,65,65,140,140,85,85,0,0,0.75,0.75,0.25,0.25,1,1,1,1,0,0,1,1,1,1,1,1,8,8,2,2,4,4
369,5,0,0,1,1,0,1,0,1,0,4.4965252,4.4965252,4.8177056,4.8177056,3.5329841,3.5329841,200,200,75,75,350,350,2.5,2.5,4,4,6,6,85,85,140,140,95,95,0,0,0.25,0.25,1,1,0,0,0,0,0,0,1,1,0.7,0.7,1,1,4,4,6,6,2,2
370,3,1,0,1,1,0,1,0,1,0,5.4600663,5.4600663,4.1753448,4.1753448,4.8177056,4.8177056,200,200,300,300,350,350,6,6,2.5,2.5,4,4,85,85,85,85,95,95,0,0,0.4,0.4,0.75,0.75,0,0,1,1,1,1,1,1,1,1,1,1,4,4,6,6,8,8
371,1,1,0,1,1,0,1,0,1,0,2.2482626,2.2482626,2.2482626,2.2482626,2.8906233,2.8906233,200,200,75,75,300,300,4,4,6,6,2.5,2.5,65,65,110,110,140,140,0,0,0.6,0.6,0.25,0.25,1,1,1,1,0,0,1,1,0.7,0.7,1,1,1,1,2,2,4,4
372,5,1,0,0,1,0,1,0,1,0,3.8017382,3.8017382,4.2490015,4.2490015,4.6962648,4.6962648,75,75,300,300,350,350,2.5,2.5,4,4,6,6,85,85,95,95,110,110,0.1,0.1,0.4,0.4,0.75,0.75,0,0,1,1,1,1,1,1,1,1,1,1,2,2,4,4,6,6
373,4,1,0,1,1,0,1,0,1,0,5.4600663,5.4600663,4.1753448,4.1753448,4.8177056,4.8177056,125,125,250,250,300,300,6,6,2.5,2.5,4,4,100,100,95,95,110,110,0,0,0.4,0.4,0.75,0.75,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4
374,1,1,0,0,1,0,1,0,1,0,4.8177056,4.8177056,5.1388859,5.1388859,3.5329841,3.5329841,300,300,250,250,300,300,4,4,6,6,2.5,2.5,140,140,85,85,95,95,0.1,0.1,0.4,0.4,0.75,0.75,0,0,1,1,1,1,1,1,1,1,1,1,8,8,2,2,4,4
375,3,1,0,0,0,0,0,1,0,0,4.0359651,4.0359651,4.985604,4.985604,5.4604234,5.4604234,125,125,250,250,300,300,2.5,2.5,4,4,6,6,65,65,140,140,85,85,0,0,0.75,0.75,0.25,0.25,1,1,1,1,0,0,0.7,0.7,1,1,1,1,4,4,4,4,6,6
376,1,1,0,0,1,0,1,0,1,0,5.9556216,5.9556216,6.4519234,6.4519234,7.444527,7.444527,200,200,75,75,300,300,6,6,2.5,2.5,4,4,55,55,95,95,110,110,0,0,0.1,0.1,0.4,0.4,1,1,0,0,1,1,0.7,0.7,0.7,0.7,1,1,8,8,8,8,2,2
377,1,1,1,0,0,1,0,0,0,0,4.3455777,4.3455777,2.8118444,2.8118444,3.3230888,3.3230888,200,200,75,75,300,300,4,4,6,6,2.5,2.5,65,65,110,110,140,140,0,0,0.6,0.6,0.25,0.25,1,1,1,1,0,0,1,1,1,1,1,1,8,8,4,4,6,6
378,5,1,0,1,1,0,1,0,1,0,4.8177056,4.8177056,5.1388859,5.1388859,3.5329841,3.5329841,75,75,250,250,400,400,4,4,6,6,2.5,2.5,85,85,140,140,85,85,0,0,0.1,0.1,0.4,0.4,1,1,0,0,1,1,0.7,0.7,1,1,1,1,4,4,2,2,4,4
379,5,1,0,0,0,1,0,0,0,0,1.5148404,1.5148404,1.7673139,1.7673139,2.2722607,2.2722607,75,75,300,300,350,350,4,4,6,6,2.5,2.5,95,95,110,110,140,140,0.25,0.25,0.6,0.6,1,1,1,1,1,1,0,0,1,1,1,1,1,1,4,4,6,6,8,8
380,5,1,0,0,0,0,0,0,0,1,4.690508,4.690508,5.2423324,5.2423324,6.3459814,6.3459814,200,200,75,75,350,350,6,6,2.5,2.5,4,4,65,65,110,110,85,85,0,0,0.1,0.1,0.75,0.75,1,1,0,0,0,0,0.7,0.7,1,1,1,1,4,4,2,2,6,6
381,5,0,1,0,1,0,1,0,1,0,7.444527,7.444527,7.9408288,7.9408288,5.4593198,5.4593198,75,75,250,250,400,400,2.5,2.5,4,4,6,6,100,100,85,85,95,95,0,0,0.6,0.6,0.25,0.25,1,1,1,1,0,0,1,1,1,1,1,1,2,2,8,8,2,2
382,5,1,0,0,0,0,0,0,0,1,2.4599482,2.4599482,1.34179,1.34179,2.0126849,2.0126849,200,200,75,75,350,350,6,6,2.5,2.5,4,4,100,100,85,85,110,110,0,0,0.4,0.4,0.25,0.25,0,0,1,1,0,0,0.7,0.7,0.7,0.7,1,1,4,4,8,8,4,4
383,6,0,0,0,1,0,1,0,1,0,2.569443,2.569443,3.2118037,3.2118037,1.9270822,1.9270822,125,125,250,250,300,300,2.5,2.5,4,4,6,6,100,100,95,95,110,110,0,0,0.4,0.4,0.75,0.75,0,0,1,1,1,1,0.7,0.7,1,1,1,1,4,4,6,6,8,8
384,6,0,0,1,1,0,1,0,1,0,3.5787111,3.5787111,4.0899555,4.0899555,2.8118444,2.8118444,200,200,300,300,350,350,2.5,2.5,4,4,6,6,65,65,140,140,85,85,0,0,0.6,0.6,1,1,0,0,1,1,1,1,0.7,0.7,1,1,1,1,4,4,8,8,2,2
385,4,1,0,0,1,0,1,0,1,0,7.444527,7.444527,7.9408288,7.9408288,5.4593198,5.4593198,75,75,300,300,350,350,6,6,2.5,2.5,4,4,95,95,110,110,140,140,0.25,0.25,0.6,0.6,1,1,1,1,1,1,0,0,0.7,0.7,1,1,1,1,8,8,2,2,4,4
386,6,0,0,0,0,0,0,0,0,1,3.7871011,3.7871011,4.0395745,4.0395745,3.2821543,3.2821543,200,200,75,75,350,350,4,4,6,6,2.5,2.5,55,55,95,95,140,140,0,0,0.6,0.6,0.5,0.5,1,1,0,0,1,1,1,1,1,1,1,1,4,4,4,4,8,8
387,1,0,0,1,1,0,1,0,1,0,7.444527,7.444527,7.9408288,7.9408288,6.4519234,6.4519234,125,125,300,300,300,300,6,6,2.5,2.5,4,4,100,100,85,85,110,110,0,0,0.25,0.25,1,1,0,0,1,1,1,1,1,1,1,1,1,1,4,4,6,6,2,2
388,2,1,0,0,0,1,0,0,0,0,1.6554734,1.6554734,1.9313856,1.9313856,2.4832101,2.4832101,75,75,300,300,350,350,4,4,6,6,2.5,2.5,95,95,110,110,140,140,0.25,0.25,0.6,0.6,1,1,0,0,0,0,0,0,1,1,1,1,1,1,4,4,6,6,8,8
389,2,0,0,0,1,0,1,0,1,0,5.1388859,5.1388859,3.5329841,3.5329841,4.1753448,4.1753448,300,300,250,250,300,300,4,4,6,6,2.5,2.5,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,1,1,1,1,0,0,1,1,1,1,1,1,8,8,2,2,4,4
390,5,1,0,0,0,0,0,0,0,1,6.0700691,6.0700691,6.3459814,6.3459814,5.2423324,5.2423324,200,200,75,75,350,350,2.5,2.5,4,4,6,6,65,65,110,110,85,85,0,0,0.1,0.1,0.75,0.75,1,1,0,0,1,1,1,1,0.7,0.7,1,1,1,1,6,6,2,2
391,3,0,0,0,1,0,1,0,1,0,3.3109468,3.3109468,4.1386835,4.1386835,4.4145957,4.4145957,125,125,250,250,300,300,2.5,2.5,4,4,6,6,85,85,85,85,95,95,0,0,0.25,0.25,0.5,0.5,1,1,0,0,1,1,0.7,0.7,1,1,1,1,1,1,6,6,8,8
392,1,1,0,0,0,0,0,1,0,0,2.7772075,2.7772075,1.7673139,1.7673139,2.2722607,2.2722607,125,125,250,250,300,300,6,6,2.5,2.5,4,4,100,100,95,95,110,110,0,0,0.4,0.4,0.75,0.75,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4
393,4,0,1,1,0,1,0,0,0,0,0.96354111,0.96354111,1.1241313,1.1241313,1.4453117,1.4453117,125,125,300,300,250,250,2.5,2.5,4,4,6,6,85,85,140,140,85,85,0,0,0.25,0.25,0.6,0.6,0,0,1,1,1,1,0.7,0.7,0.7,0.7,1,1,8,8,2,2,4,4
394,3,1,0,0,0,1,0,0,0,0,3.5611457,3.5611457,3.7985554,3.7985554,2.6115068,2.6115068,75,75,300,300,350,350,6,6,2.5,2.5,4,4,95,95,110,110,140,140,0.25,0.25,0.6,0.6,1,1,0,0,1,1,0,0,0.7,0.7,1,1,1,1,8,8,2,2,4,4
395,3,1,0,0,0,0,0,1,0,0,4.690508,4.690508,3.586859,3.586859,4.1386835,4.1386835,125,125,250,250,300,300,2.5,2.5,4,4,6,6,85,85,85,85,95,95,0,0,0.25,0.25,0.5,0.5,1,1,0,0,0,0,0.7,0.7,1,1,1,1,8,8,4,4,6,6
396,3,1,0,0,1,0,1,0,1,0,4.2920479,4.2920479,5.3019416,5.3019416,5.8068884,5.8068884,125,125,250,250,300,300,2.5,2.5,4,4,6,6,85,85,85,85,95,95,0,0,0.25,0.25,0.5,0.5,1,1,0,0,0,0,0.7,0.7,1,1,1,1,1,1,6,6,8,8
397,2,1,1,1,0,0,0,0,0,1,4.4965252,4.4965252,4.8177056,4.8177056,3.5329841,3.5329841,125,125,300,300,300,300,4,4,6,6,2.5,2.5,85,85,140,140,95,95,0,0,0.4,0.4,0.25,0.25,1,1,1,1,0,0,0.7,0.7,0.7,0.7,1,1,8,8,2,2,6,6
