id,age,number_accounts,price,Extra_content,ads,accept
758,43,2,15,Marble,one_per_show,0
759,53,3,15,ESPN,one_per_day,0
760,34,4,10,ESPN,one_per_day,1
761,22,5,25,ESPN,one_per_day,1
762,44,5,10,ESPN,one_per_day,1
763,44,4,25,Marble,one_per_day,0
764,50,2,15,Disney,one_per_day,0
765,33,4,15,ESPN,0,1
766,50,5,15,Disney,0,1
767,49,2,10,Disney,one_per_day,0
768,43,3,20,ESPN,0,0
769,23,2,25,Disney,one_per_day,0
770,41,3,15,0,one_per_show,0
771,29,2,15,Marble,one_per_day,0
772,49,1,20,Marble,0,0
773,46,4,20,Disney,one_per_show,0
774,51,1,20,Disney,one_per_day,0
775,22,5,25,Marble,one_per_day,1
776,25,2,15,Marble,one_per_day,0
777,42,5,10,Marble,one_per_show,1
778,49,5,10,ESPN,one_per_show,1
779,34,5,25,Marble,one_per_day,1
780,45,5,20,0,0,1
781,31,4,10,Disney,one_per_day,1
782,21,3,25,Disney,0,1
783,44,1,15,0,one_per_show,0
784,26,4,20,ESPN,0,1
785,25,3,15,Marble,one_per_show,0
786,31,3,20,ESPN,one_per_day,0
787,48,3,20,ESPN,one_per_day,0
788,32,2,15,ESPN,0,0
789,25,3,25,ESPN,one_per_show,0
790,22,2,10,0,one_per_show,0
791,30,1,25,ESPN,0,0
792,39,4,20,0,one_per_day,0
793,22,5,20,ESPN,one_per_show,0
794,27,4,15,Marble,one_per_day,1
795,47,3,20,ESPN,0,0
796,42,5,10,Marble,one_per_day,1
797,28,1,25,Disney,0,0
798,23,1,20,Disney,0,0
799,38,1,10,Marble,one_per_show,0
800,44,4,10,Marble,0,1
801,41,3,15,Marble,one_per_day,0
802,44,5,10,0,one_per_day,1
803,50,1,20,ESPN,0,0
804,53,4,15,0,0,1
805,51,4,25,0,one_per_show,0
806,40,5,25,Marble,one_per_show,0
807,31,1,25,ESPN,0,0
808,43,2,25,0,one_per_day,0
809,30,1,25,0,one_per_day,0
810,45,2,15,Disney,one_per_day,0
811,51,2,25,Marble,0,0
812,23,4,10,Disney,one_per_show,1
813,25,3,15,ESPN,one_per_show,0
814,27,1,15,0,0,0
815,39,2,10,Marble,one_per_day,0
816,23,1,25,0,one_per_show,0
817,47,2,25,ESPN,one_per_day,0
818,34,2,25,Disney,one_per_show,0
819,53,5,10,ESPN,0,1
820,53,5,25,Marble,one_per_show,0
821,23,2,20,ESPN,0,0
822,51,5,15,ESPN,one_per_day,1
823,29,2,15,Marble,0,0
824,44,5,10,ESPN,0,1
825,49,2,25,ESPN,one_per_show,0
826,21,2,20,0,0,0
827,41,2,10,Marble,one_per_show,0
828,26,2,15,Disney,one_per_day,0
829,39,3,25,Marble,one_per_show,0
830,35,2,20,Disney,0,0
831,49,3,20,Marble,one_per_day,0
832,36,3,10,ESPN,0,1
833,26,2,25,Marble,one_per_day,0
834,43,3,20,Marble,0,0
835,47,4,25,0,one_per_show,0
836,22,1,10,ESPN,one_per_show,0
837,40,4,20,0,one_per_day,0
838,40,5,15,Disney,one_per_show,1
839,47,5,20,Disney,0,1
840,34,1,15,Disney,one_per_day,0
841,48,5,25,Marble,one_per_day,1
842,25,1,25,Marble,one_per_day,0
843,39,4,10,ESPN,one_per_day,1
844,34,4,15,Marble,0,1
845,47,3,20,ESPN,0,0
846,31,4,25,Marble,one_per_day,0
847,30,3,15,ESPN,one_per_show,0
848,21,1,20,0,one_per_day,0
849,48,3,25,ESPN,one_per_day,0
850,22,2,20,0,0,0
851,21,1,25,0,one_per_day,0
852,50,1,10,Disney,one_per_day,0
853,41,1,15,Marble,one_per_day,0
854,30,3,15,Disney,0,1
855,29,5,10,Marble,0,1
856,48,2,25,0,one_per_day,0
857,28,4,25,ESPN,0,1
858,44,3,15,ESPN,one_per_day,0
859,30,3,15,0,0,0
860,32,4,25,Disney,0,1
861,27,1,10,Disney,one_per_show,0
862,42,3,25,Disney,0,1
863,50,2,25,Disney,0,0
864,33,2,15,ESPN,0,0
865,42,3,15,Disney,one_per_show,0
866,30,2,20,Marble,one_per_show,0
867,45,3,15,Disney,one_per_show,0
868,47,3,20,Marble,0,0
869,45,3,20,Marble,one_per_show,0
870,52,3,15,0,one_per_day,0
871,53,4,25,ESPN,one_per_day,0
872,38,3,25,0,one_per_day,0
873,46,4,10,0,one_per_day,0
874,29,3,15,ESPN,0,1
875,53,4,20,0,one_per_show,0
876,49,3,20,0,0,0
877,42,1,20,ESPN,one_per_day,0
878,21,3,10,Disney,one_per_show,0
879,36,1,15,ESPN,one_per_show,0
880,31,5,15,ESPN,one_per_day,1
881,37,3,10,0,0,0
882,39,2,20,Disney,0,0
883,21,4,10,0,0,1
884,40,5,20,ESPN,one_per_show,0
885,45,5,20,Marble,0,1
886,34,5,15,ESPN,one_per_day,1
887,36,1,25,Disney,one_per_day,0
888,53,2,10,ESPN,0,0
889,21,4,25,Disney,one_per_show,0
890,38,1,25,Marble,one_per_day,0
891,24,3,10,Marble,0,1
892,22,4,20,Disney,one_per_day,1
893,44,3,20,Disney,0,1
894,34,2,20,Marble,one_per_day,0
895,22,1,15,Disney,0,0
896,24,3,20,Disney,one_per_day,0
897,21,3,25,Disney,0,0
898,47,4,25,Disney,one_per_day,1
899,24,2,10,0,0,0
900,45,1,10,Marble,0,0
901,51,1,20,0,one_per_day,0
902,26,2,20,Marble,0,0
903,36,5,25,Marble,0,1
904,29,1,10,0,one_per_day,0
905,21,5,20,ESPN,0,1
906,37,4,15,Marble,one_per_show,0
907,43,4,15,0,one_per_show,0
908,44,4,10,0,one_per_show,0
909,24,5,15,Disney,one_per_day,1
910,37,4,25,0,one_per_day,0
911,45,2,15,Marble,one_per_day,0
912,28,4,20,ESPN,one_per_show,0
913,38,3,15,ESPN,one_per_show,0
914,23,3,25,Marble,0,0
915,49,5,25,Marble,0,1
916,29,5,15,Disney,one_per_show,1
917,24,3,25,0,0,0
918,38,4,25,Disney,one_per_day,1
919,44,5,15,ESPN,one_per_day,1
920,52,3,20,0,one_per_day,0
921,42,1,10,0,0,0
922,41,3,10,ESPN,0,1
923,25,3,25,Marble,one_per_day,0
924,47,3,10,ESPN,0,1
925,24,4,20,ESPN,one_per_day,0
926,40,4,15,Disney,one_per_show,1
927,42,4,20,Disney,0,1
928,38,3,25,Disney,0,1
929,48,1,25,0,one_per_show,0
930,29,2,20,ESPN,one_per_show,0
931,53,3,15,0,0,0
932,22,1,15,Disney,one_per_show,0
933,32,3,10,0,one_per_show,0
934,37,3,10,Marble,one_per_show,0
935,21,5,10,Disney,one_per_show,1
936,51,4,10,Disney,0,1
937,38,5,10,Marble,one_per_show,1
938,23,1,10,0,one_per_show,0
939,34,1,10,Marble,0,0
940,48,4,20,ESPN,0,1
941,34,3,10,0,one_per_day,0
942,38,2,20,0,one_per_show,0
943,21,4,15,0,0,1
944,47,4,10,Marble,one_per_show,0
945,51,2,15,0,0,0
946,23,3,20,Marble,0,0
947,49,2,15,0,0,0
948,30,4,20,Disney,0,1
949,42,3,25,0,one_per_day,0
950,44,4,15,ESPN,0,1
951,25,5,10,ESPN,one_per_day,1
952,22,3,20,ESPN,one_per_show,0
953,32,4,15,ESPN,one_per_day,1
954,22,1,20,Marble,one_per_show,0
955,42,3,15,0,one_per_day,0
956,34,5,15,Marble,one_per_day,1
957,42,1,25,Marble,one_per_day,0
958,38,4,25,Marble,0,1
959,44,5,15,Disney,one_per_day,1
960,40,3,15,Marble,one_per_day,0
961,51,3,25,0,one_per_day,0
962,33,2,25,0,one_per_day,0
963,27,5,25,ESPN,one_per_show,0
964,35,2,25,ESPN,0,0
965,47,5,20,ESPN,0,1
966,43,1,10,0,one_per_show,0
967,46,5,20,Marble,one_per_show,0
968,35,3,10,0,0,0
969,45,4,15,Disney,one_per_show,1
970,43,4,20,0,0,0
971,31,5,15,0,one_per_day,1
972,23,1,15,0,one_per_day,0
973,28,5,25,ESPN,one_per_show,0
974,47,2,20,ESPN,0,0
975,42,5,15,Disney,one_per_day,1
976,50,5,20,Marble,0,1
977,47,5,20,ESPN,one_per_show,0
978,26,4,15,ESPN,one_per_day,1
979,35,3,20,ESPN,0,0
980,22,5,25,0,one_per_show,0
981,35,5,25,Disney,0,1
982,34,4,10,Disney,one_per_show,1
983,37,3,25,Marble,one_per_day,0
984,21,3,20,0,0,0
985,53,5,25,Marble,one_per_day,1
986,34,4,25,Disney,0,0
987,23,1,20,0,one_per_day,0
988,41,1,25,0,one_per_show,0
989,32,4,20,0,one_per_day,0
990,31,1,15,Disney,one_per_day,0
991,49,1,25,Disney,one_per_show,0
992,40,2,20,Disney,one_per_day,0
993,51,1,10,Disney,one_per_day,0
994,49,2,15,ESPN,one_per_show,0
995,48,5,25,Disney,0,1
996,22,1,15,0,one_per_day,0
997,46,4,25,Marble,0,1
998,53,3,10,ESPN,one_per_day,0
999,21,4,20,ESPN,one_per_show,0
1000,27,2,25,Disney,one_per_show,0
