Customer,Date,StockCode,Price,Quantity
17920,5/25/2010 13:32,22502,4.25,1
17920,5/25/2010 13:32,22505,4.95,1
17920,5/25/2010 13:32,22129,0.85,6
17920,5/25/2010 13:32,21792,6.75,1
17920,5/25/2010 13:32,22319,0.65,12
17920,5/25/2010 13:32,85135A,7.95,1
17920,5/25/2010 13:32,22487,9.95,1
17920,5/30/2010 10:40,82581,0.55,25
17920,5/30/2010 10:40,22327,2.95,5
17920,5/30/2010 10:40,84380,1.25,12
17920,5/30/2010 10:40,20990,1.95,8
17920,5/30/2010 10:40,21216,4.25,24
17920,5/30/2010 10:40,22383,1.45,100
17920,5/30/2010 10:40,20725,1.45,100
17920,5/30/2010 10:40,21930,1.65,100
17920,5/30/2010 10:40,20713,1.65,100
17920,5/30/2010 10:40,47566,3.75,50
17920,5/5/2010 12:31,21866,1.25,3
17920,5/5/2010 12:31,21154,1.25,5
17920,5/5/2010 12:31,21364,6.75,1
17920,5/5/2010 12:31,22192,8.5,1
17920,5/5/2010 12:31,47556B,2.95,3
17920,5/5/2010 12:31,22327,2.95,3
17920,5/5/2010 12:31,84692,0.42,25
17920,5/5/2010 12:31,82580,0.55,25
17920,5/5/2010 12:31,21035,2.95,5
17920,5/5/2010 12:31,84380,1.25,12
17920,5/5/2010 12:31,22382,1.65,10
17920,5/5/2010 12:31,85099C,1.95,10
17920,5/5/2010 12:31,21928,1.95,10
17920,5/5/2010 12:31,21930,1.95,10
17920,5/5/2010 12:31,82583,2.1,12
17920,5/5/2010 12:31,22423,12.75,2
17920,5/5/2010 12:31,20719,0.72,100
17920,5/5/2010 12:31,22355,0.72,100
17920,5/5/2010 12:31,20724,0.72,100
17920,5/5/2010 12:31,22467,2.1,36
17920,5/5/2010 12:31,71053,3.39,24
17920,5/5/2010 12:31,20728,1.45,100
17920,5/5/2010 12:31,20727,1.45,100
17920,5/5/2010 12:31,85099B,1.65,100
17920,5/5/2010 12:31,21931,1.65,100
17920,5/9/2010 11:13,21218,3.75,1
17920,5/9/2010 11:13,21866,1.25,3
17920,5/9/2010 11:13,40018E,1.95,3
17920,5/9/2010 11:13,22327,2.95,2
17920,5/9/2010 11:13,21864,2.1,3
17920,5/9/2010 11:13,22192,8.5,1
17920,5/9/2010 11:13,21153,10.65,1
17920,5/9/2010 11:13,47590B,5.45,2
17920,5/9/2010 11:13,82580,0.55,25
17920,5/9/2010 11:13,21035,2.95,5
17920,5/9/2010 11:13,20990,1.95,10
17920,5/9/2010 11:13,47590A,5.45,4
17920,5/9/2010 11:13,82599,2.1,12
17920,5/9/2010 11:13,82600,2.1,12
17920,5/9/2010 11:13,21175,2.1,12
17920,5/9/2010 11:13,47566,3.75,100
17920,6/13/2010 12:58,21558,2.55,1
17920,6/13/2010 12:58,47559B,1.25,4
17920,6/13/2010 12:58,84755,0.65,8
17920,6/13/2010 12:58,22328,2.95,2
17920,6/13/2010 12:58,22327,2.95,2
17920,6/13/2010 12:58,84692,0.42,25
17920,6/13/2010 12:58,82578,0.55,25
17920,6/13/2010 12:58,22326,2.95,5
17920,6/13/2010 12:58,84378,1.25,12
17920,6/13/2010 12:58,84380,1.25,12
17920,6/13/2010 12:58,84755,0.65,24
17920,6/13/2010 12:58,21035,2.95,6
17920,6/13/2010 12:58,47556B,2.95,8
17920,6/13/2010 12:58,82600,2.1,12
17920,6/13/2010 12:58,47590B,5.45,9
17920,6/13/2010 12:58,85123A,2.55,32
17920,6/6/2010 15:22,22523,0.85,1
17920,6/6/2010 15:22,22523,0.85,2
17920,6/6/2010 15:22,21154,1.25,2
17920,6/6/2010 15:22,22522,0.85,3
17920,6/6/2010 15:22,22520,0.85,3
17920,6/6/2010 15:22,22521,0.85,3
17920,6/6/2010 15:22,21982,0.29,12
17920,6/6/2010 15:22,22616,0.29,12
17920,6/6/2010 15:22,21983,0.29,12
17920,6/6/2010 15:22,22524,1.25,3
17920,6/6/2010 15:22,21867,1.25,3
17920,6/6/2010 15:22,22525,1.25,3
17920,6/6/2010 15:22,79190D,0.42,15
17920,6/6/2010 15:22,21865,2.1,3
17920,6/6/2010 15:22,21866,1.25,6
17920,6/6/2010 15:22,20990,1.95,4
17920,6/6/2010 15:22,20724,0.85,10
17920,6/6/2010 15:22,22328,2.95,3
17920,6/6/2010 15:22,84692,0.42,25
17920,6/6/2010 15:22,84879,1.69,8
17920,6/6/2010 15:22,84380,1.25,12
17920,6/6/2010 15:22,22382,1.65,10
17920,6/6/2010 15:22,21035,2.95,6
17920,6/6/2010 15:22,47556B,2.95,6
17920,6/6/2010 15:22,21166,1.95,12
17920,6/6/2010 15:22,82583,2.1,12
17920,6/6/2010 15:22,85099C,1.95,20
17920,6/6/2010 15:22,22355,0.72,100
17920,6/6/2010 15:22,71053,3.39,24
17920,6/6/2010 15:22,20712,1.65,100
17920,6/6/2010 15:22,85099B,1.65,100
17920,6/8/2010 12:28,84802A,1.69,24
17920,6/8/2010 12:28,22423,10.95,16
17920,7/29/2010 17:02,22616,0.29,2
17920,7/29/2010 17:02,22651,0.85,1
17920,7/29/2010 17:02,47578A,0.85,1
17920,7/29/2010 17:02,22651,0.85,1
17920,7/29/2010 17:02,22621,1.45,1
17920,7/29/2010 17:02,85177,0.85,2
17920,7/29/2010 17:02,21034,0.95,2
17920,7/29/2010 17:02,85178,1.25,2
17920,7/29/2010 17:02,85176,0.85,3
17920,7/29/2010 17:02,22454,2.95,1
17920,7/29/2010 17:02,22452,2.95,1
17920,7/29/2010 17:02,22271,2.95,1
17920,7/29/2010 17:02,22274,2.95,1
17920,7/29/2010 17:02,22077,1.65,2
17920,7/29/2010 17:02,15034,0.14,24
17920,7/29/2010 17:02,47578A,0.85,4
17920,7/29/2010 17:02,82001S,3.75,1
17920,7/29/2010 17:02,22659,1.95,2
17920,7/29/2010 17:02,22502,4.25,1
17920,7/29/2010 17:02,22207,4.25,1
17920,7/29/2010 17:02,22308,2.55,2
17920,7/29/2010 17:02,22309,2.55,2
17920,7/29/2010 17:02,22621,1.45,4
17920,7/29/2010 17:02,21259,5.95,1
17920,7/29/2010 17:02,22654,5.95,1
17920,7/29/2010 17:02,22654,5.95,1
17920,7/29/2010 17:02,22653,1.95,4
17920,7/29/2010 17:02,22076,1.65,5
17920,7/29/2010 17:02,22319,0.65,24
17920,7/8/2010 16:12,16236,0.21,4
17920,7/8/2010 16:12,16237,0.21,5
17920,7/8/2010 16:12,16238,0.21,5
17920,7/8/2010 16:12,20960,1.25,1
17920,7/8/2010 16:12,20966,1.25,1
17920,7/8/2010 16:12,20963,1.25,1
17920,7/8/2010 16:12,20961,1.25,1
17920,7/8/2010 16:12,22402,1.25,1
17920,7/8/2010 16:12,22398,1.25,1
17920,7/8/2010 16:12,17033,0.29,5
17920,7/8/2010 16:12,85214,1.65,1
17920,7/8/2010 16:12,22210,1.65,1
17920,7/8/2010 16:12,22208,1.65,1
17920,7/8/2010 16:12,22209,1.65,1
17920,7/8/2010 16:12,22616,0.29,6
17920,7/8/2010 16:12,22131,1.95,1
17920,7/8/2010 16:12,22454,2.95,1
17920,7/8/2010 16:12,22452,2.95,1
17920,7/8/2010 16:12,22083,2.95,1
17920,7/8/2010 16:12,85214,1.65,2
17920,7/8/2010 16:12,22558,1.25,3
17920,7/8/2010 16:12,21576,2.25,2
17920,7/8/2010 16:12,21577,2.25,2
17920,7/8/2010 16:12,22077,1.65,3
17920,7/8/2010 16:12,22713,0.42,12
17920,7/8/2010 16:12,22659,1.95,5
17920,7/8/2010 16:12,22710,0.42,25
17920,7/8/2010 16:12,22487,9.95,3
17921,11/21/2010 14:52,22733,1.25,1
17921,11/21/2010 14:52,22732,1.25,1
17921,11/21/2010 14:52,84971S,0.85,2
17921,11/21/2010 14:52,22348,0.85,3
17921,11/21/2010 14:52,22142,1.45,2
17921,11/21/2010 14:52,22906,1.65,2
17921,11/21/2010 14:52,21584,1.65,2
17921,11/21/2010 14:52,21888,3.75,1
17921,11/21/2010 14:52,21166,1.95,2
17921,11/21/2010 14:52,22149,2.1,2
17921,11/21/2010 14:52,22144,2.1,2
17921,11/21/2010 14:52,22141,2.1,2
17921,11/21/2010 14:52,85152,2.1,2
17921,11/21/2010 14:52,21428,4.25,1
17921,11/21/2010 14:52,21429,1.65,3
17921,11/21/2010 14:52,22671,1.65,3
17921,11/21/2010 14:52,21363,4.95,1
17921,11/21/2010 14:52,22602,0.85,6
17921,11/21/2010 14:52,22173,2.95,2
17921,11/21/2010 14:52,85123A,2.95,2
17921,11/21/2010 14:52,22457,2.95,2
17921,11/21/2010 14:52,84978,1.25,6
17921,11/21/2010 14:52,82582,2.1,4
17921,11/21/2010 14:52,21175,2.1,4
17921,11/21/2010 14:52,21181,2.1,4
17921,11/21/2010 14:52,22086,2.95,3
17921,11/21/2010 14:52,22507,4.95,2
17921,11/21/2010 14:52,85008,4.95,2
17921,11/21/2010 14:52,21754,5.95,3
17921,11/21/2010 14:52,22162,2.95,8
17921,11/21/2010 14:52,22158,2.95,8
17921,11/21/2010 14:52,85066,12.75,2
17921,11/25/2010 19:24,22082,1.65,1
17921,11/25/2010 19:24,22952,0.55,3
17921,11/25/2010 19:24,20992,0.85,2
17921,11/25/2010 19:24,21034,0.95,2
17921,11/25/2010 19:24,21175,2.1,1
17921,11/25/2010 19:24,82582,2.1,1
17921,11/25/2010 19:24,22141,2.1,1
17921,11/25/2010 19:24,20977,1.25,2
17921,11/25/2010 19:24,20978,1.25,2
17921,11/25/2010 19:24,20979,1.25,2
17921,11/25/2010 19:24,22481,1.25,2
17921,11/25/2010 19:24,22588,2.55,1
17921,11/25/2010 19:24,22147,1.45,2
17921,11/25/2010 19:24,22274,2.95,1
17921,11/25/2010 19:24,22271,2.95,1
17921,11/25/2010 19:24,22759,1.65,2
17921,11/25/2010 19:24,20970,3.75,1
17921,11/25/2010 19:24,20969,3.75,1
17921,11/25/2010 19:24,22113,3.75,1
17921,11/25/2010 19:24,84029E,3.75,1
17921,11/25/2010 19:24,21154,1.25,3
17921,11/25/2010 19:24,22114,3.95,1
17921,11/25/2010 19:24,21181,2.1,2
17921,11/25/2010 19:24,22632,2.1,2
17921,11/25/2010 19:24,21428,4.25,1
17921,11/25/2010 19:24,21428,4.25,1
17921,11/25/2010 19:24,22835,4.65,1
17921,11/25/2010 19:24,21584,1.65,3
17921,11/25/2010 19:24,22348,0.85,6
17921,11/25/2010 19:24,85123A,2.95,2
17921,11/25/2010 19:24,22866,2.1,3
17921,11/25/2010 19:24,22589,2.55,3
17921,11/25/2010 19:24,20749,7.95,1
17921,11/25/2010 19:24,82494L,2.95,3
17921,11/25/2010 19:24,22784,4.95,2
17921,11/25/2010 19:24,22130,0.85,12
17921,11/25/2010 19:24,21430,3.75,3
17921,11/25/2010 19:24,21361,12.75,1
17921,11/25/2010 19:24,82482,2.55,6
17921,11/25/2010 19:24,21754,5.95,3
17921,11/25/2010 19:24,22504,29.95,1
17921,11/25/2010 19:24,85066,12.75,4
17921,7/15/2010 20:05,21385,0.85,2
17921,7/15/2010 20:05,85152,2.1,1
17921,7/15/2010 20:05,82582,2.1,1
17921,7/15/2010 20:05,21385,0.85,4
17921,7/15/2010 20:05,21745,3.75,1
17921,7/15/2010 20:05,84836,1.25,3
17921,7/15/2010 20:05,82551,1.25,3
17921,7/15/2010 20:05,21928,1.95,2
17921,7/15/2010 20:05,21929,1.95,2
17921,7/15/2010 20:05,22502,4.25,1
17921,7/15/2010 20:05,21754,5.95,1
17921,7/15/2010 20:05,22297,1.25,6
17921,7/15/2010 20:05,22173,2.95,3
17921,7/15/2010 20:05,22469,1.65,6
17921,7/15/2010 20:05,22296,1.65,6
17921,7/15/2010 20:05,21755,5.95,2
17921,7/15/2010 20:05,21754,5.95,2
17921,7/15/2010 20:05,22158,2.95,5
17921,7/15/2010 20:05,85123A,2.95,5
17921,7/15/2010 20:05,22470,2.95,6
17921,7/15/2010 20:05,21623,9.95,2
17921,7/29/2010 19:56,22383,1.65,1
17921,7/29/2010 19:56,22383,1.65,1
17921,7/29/2010 19:56,21989,0.85,2
17921,7/29/2010 19:56,85099B,1.95,1
17921,7/29/2010 19:56,85099C,1.95,1
17921,7/29/2010 19:56,21931,1.95,1
17921,7/29/2010 19:56,21928,1.95,1
17921,7/29/2010 19:56,21987,0.65,3
17921,7/29/2010 19:56,22377,2.1,1
17921,7/29/2010 19:56,22377,2.1,1
17921,7/29/2010 19:56,21581,2.25,1
17921,7/29/2010 19:56,21891,1.25,2
17921,7/29/2010 19:56,22153,0.42,6
17921,7/29/2010 19:56,22154,0.42,6
17921,7/29/2010 19:56,22596,0.85,3
17921,7/29/2010 19:56,21936,2.95,1
17921,7/29/2010 19:56,21933,2.95,1
17921,7/29/2010 19:56,21933,2.95,1
17921,7/29/2010 19:56,82494L,2.95,1
17921,7/29/2010 19:56,20727,1.65,2
17921,7/29/2010 19:56,22384,1.65,2
17921,7/29/2010 19:56,20728,1.65,2
17921,7/29/2010 19:56,22382,1.65,2
17921,7/29/2010 19:56,22488,1.65,2
17921,7/29/2010 19:56,22188,3.95,1
17921,7/29/2010 19:56,22189,3.95,1
17921,7/29/2010 19:56,82582,2.1,2
17921,7/29/2010 19:56,21988,0.85,5
17921,7/29/2010 19:56,22695,1.45,3
17921,7/29/2010 19:56,22505,4.95,1
17921,7/29/2010 19:56,22507,4.95,1
17921,7/29/2010 19:56,82551,1.25,4
17921,7/29/2010 19:56,82482,2.55,2
17921,7/29/2010 19:56,22579,0.85,6
17921,7/29/2010 19:56,22577,0.85,6
17921,7/29/2010 19:56,22578,0.85,6
17921,7/29/2010 19:56,22156,0.85,6
17921,7/29/2010 19:56,22581,0.85,6
17921,7/29/2010 19:56,22575,1.95,3
17921,7/29/2010 19:56,22696,1.95,3
17921,7/29/2010 19:56,21936,2.95,2
17921,7/29/2010 19:56,22162,2.95,2
17921,7/29/2010 19:56,82494L,2.95,2
17921,7/29/2010 19:56,90162C,2.95,2
17921,7/29/2010 19:56,90162A,2.95,2
17921,7/29/2010 19:56,22457,2.95,2
17921,7/29/2010 19:56,21755,5.95,1
17921,7/29/2010 19:56,22334,1.65,4
17921,7/29/2010 19:56,72815,3.75,2
17921,7/29/2010 19:56,72814,3.75,2
17921,7/29/2010 19:56,84997C,3.75,2
17921,7/29/2010 19:56,22589,2.55,3
17921,7/29/2010 19:56,22588,2.55,3
17921,7/29/2010 19:56,22469,1.65,5
17921,7/29/2010 19:56,22158,2.95,3
17921,7/29/2010 19:56,85008,4.95,2
17921,7/29/2010 19:56,21363,4.95,2
17921,7/29/2010 19:56,90161D,4.95,2
17921,7/29/2010 19:56,90161B,4.95,2
17921,7/29/2010 19:56,90161C,4.95,2
17921,7/29/2010 19:56,21755,5.95,2
17921,7/29/2010 19:56,21755,5.95,2
17921,7/29/2010 19:56,90179C,5.95,2
17921,7/29/2010 19:56,90179B,5.95,2
17921,7/29/2010 19:56,90032,6.25,2
17921,7/29/2010 19:56,22694,2.1,6
17921,7/29/2010 19:56,90160B,6.95,2
17921,7/29/2010 19:56,22470,2.95,5
17921,7/29/2010 19:56,90203,7.5,2
17921,7/29/2010 19:56,85123A,2.95,6
17921,7/29/2010 19:56,21361,12.75,2
17921,7/29/2010 19:56,90148,12.75,2
17921,8/5/2010 18:42,20728,1.65,1
17921,8/5/2010 18:42,21034,0.95,2
17921,8/5/2010 18:42,21907,2.1,1
17921,8/5/2010 18:42,22379,2.1,1
17921,8/5/2010 18:42,22596,0.85,3
17921,8/5/2010 18:42,84971S,0.85,4
17921,8/5/2010 18:42,20967,3.75,1
17921,8/5/2010 18:42,22377,2.1,2
17921,8/5/2010 18:42,22528,1.25,4
17921,8/5/2010 18:42,21694,2.95,2
17921,8/5/2010 18:42,22173,2.95,2
17921,8/5/2010 18:42,82484,6.45,1
17921,8/5/2010 18:42,84580,3.75,2
17921,8/5/2010 18:42,22588,2.55,3
17921,8/5/2010 18:42,22415,7.95,1
17921,8/5/2010 18:42,22120,9.95,1
17921,8/5/2010 18:42,82494L,2.95,4
17921,8/5/2010 18:42,21754,5.95,2
17921,8/5/2010 18:42,82482,2.55,5
17921,8/5/2010 18:42,90160C,6.95,2
17921,8/5/2010 18:42,22275,8.5,2
17921,8/5/2010 18:42,22188,3.95,5
17921,8/5/2010 18:42,22189,3.95,5
17921,9/12/2010 16:08,22684,1.25,1
17921,9/12/2010 16:08,22683,1.25,1
17921,9/12/2010 16:08,22077,1.65,1
17921,9/12/2010 16:08,21169,1.69,1
17921,9/12/2010 16:08,21581,2.25,1
17921,9/12/2010 16:08,84899F,1.25,2
17921,9/12/2010 16:08,21385,0.85,4
17921,9/12/2010 16:08,20992,0.85,4
17921,9/12/2010 16:08,22113,3.75,1
17921,9/12/2010 16:08,22114,3.95,1
17921,9/12/2010 16:08,21175,2.1,2
17921,9/12/2010 16:08,21181,2.1,2
17921,9/12/2010 16:08,22835,4.65,1
17921,9/12/2010 16:08,21485,4.95,1
17921,9/12/2010 16:08,21733,2.95,2
17921,9/12/2010 16:08,82484,6.45,1
17921,9/12/2010 16:08,21430,3.75,2
17921,9/12/2010 16:08,84901,3.75,2
17921,9/12/2010 16:08,84580,3.75,2
17921,9/12/2010 16:08,21692,3.75,2
17921,9/12/2010 16:08,21009,1.25,6
17921,9/12/2010 16:08,84978,1.25,6
17921,9/12/2010 16:08,21326,0.65,12
17921,9/12/2010 16:08,21841,4.25,2
17921,9/12/2010 16:08,21143,1.95,5
17921,9/12/2010 16:08,22507,4.95,2
17921,9/12/2010 16:08,22111,4.95,2
17921,9/12/2010 16:08,22120,9.95,1
17921,9/12/2010 16:08,90032,6.25,2
17921,9/12/2010 16:08,22866,2.1,6
17921,9/12/2010 16:08,21754,5.95,3
17921,9/12/2010 16:08,85066,12.75,2
17921,9/12/2010 16:08,21361,12.75,2
17922,6/14/2010 16:32,22184,8.5,1
17922,6/14/2010 16:32,72783,2.1,5
17922,6/14/2010 16:32,72812,2.1,5
17922,6/14/2010 16:32,82483,5.95,2
17922,6/14/2010 16:32,82486,7.95,2
17922,6/14/2010 16:32,71053,3.75,8
17922,6/14/2010 16:32,21692,3.75,8
17922,6/14/2010 16:32,21696,2.95,18
17923,6/13/2010 13:58,47566,3.75,50
17923,6/30/2010 13:41,22089,2.55,40
17924,10/21/2010 12:17,35004C,4.65,24
17924,10/21/2010 12:17,22941,7.65,24
17924,12/1/2010 10:51,35004B,4.65,12
17924,12/1/2010 10:51,35004C,4.65,48
17925,12/2/2010 10:10,21137,3.39,72
17926,5/9/2010 14:07,21464,4.25,4
17926,5/9/2010 14:07,22437,0.85,20
17926,5/9/2010 14:07,22087,2.95,6
17926,5/9/2010 14:07,22088,2.95,6
17926,5/9/2010 14:07,22089,2.95,6
17926,5/9/2010 14:07,22090,2.95,6
17926,5/9/2010 14:07,21463,5.95,6
17926,5/9/2010 14:07,17011F,2.1,18
17926,9/1/2010 13:44,22090,2.95,6
17926,9/1/2010 13:44,22088,2.95,6
17926,9/1/2010 13:44,22087,2.95,6
17926,9/1/2010 13:44,84558A,2.95,6
17926,9/1/2010 13:44,22089,2.95,6
17926,9/1/2010 13:44,21731,1.65,12
17926,9/1/2010 13:44,22076,1.65,12
17926,9/1/2010 13:44,22502,5.95,4
17926,9/1/2010 13:44,22053,1.25,20
17926,9/21/2010 18:42,22553,1.65,12
17926,9/21/2010 18:42,22501,9.95,2
17926,9/21/2010 18:42,22090,2.95,12
17926,9/21/2010 18:42,21207,1.65,24
17926,9/21/2010 18:42,21731,1.65,48
17926,9/21/2010 18:42,22502,4.95,18
17927,12/18/2009 11:03,20971,1.25,12
17927,12/18/2009 11:03,21481,2.95,6
17927,12/18/2009 11:03,22273,2.95,6
17927,12/18/2009 11:03,21731,1.65,12
17927,12/18/2009 11:03,84029E,3.75,6
17927,12/18/2009 11:03,22190,2.1,12
17927,12/18/2009 11:03,22112,4.95,6
17927,12/18/2009 11:03,21832,1.65,24
17927,12/18/2009 11:03,22114,3.95,12
17927,12/18/2009 11:03,22313,4.95,12
17928,5/17/2010 15:30,21989,0.85,12
17928,5/17/2010 15:30,21934,1.65,10
17928,5/17/2010 15:30,21930,1.95,10
17928,5/17/2010 15:30,20727,1.65,50
17929,10/29/2010 11:19,21755,5.45,30
17929,10/29/2010 11:19,22622,8.5,48
17929,11/17/2010 12:01,21349,5.95,32
17929,12/9/2009 11:40,21754,5.45,36
17929,12/9/2009 11:40,21755,5.45,36
17929,2/28/2010 13:28,21755,5.45,36
17929,7/19/2010 14:57,22622,9.95,20
17929,7/30/2010 8:53,21755,5.45,20
17929,9/30/2010 12:22,22622,9.95,20
17929,9/30/2010 12:22,35400,7.95,48
17930,10/5/2010 15:34,84077,0.29,48
17930,10/5/2010 15:34,21914,1.25,12
17930,10/5/2010 15:34,21491,1.95,12
17930,10/5/2010 15:34,22041,2.1,48
17930,10/5/2010 15:34,21137,3.39,48
17930,11/11/2010 8:29,22174,1.65,12
17930,11/11/2010 8:29,22197,0.72,200
17930,11/11/2010 8:29,22198,1.45,100
17930,3/19/2010 10:11,16162L,0.65,12
17930,3/19/2010 10:11,21916,0.42,24
17930,3/19/2010 10:11,22052,0.42,25
17930,3/19/2010 10:11,22045,0.42,25
17930,3/19/2010 10:11,84692,0.42,25
17930,3/19/2010 10:11,22197,0.85,24
17930,3/19/2010 10:11,84218,1.95,12
17930,3/19/2010 10:11,21914,1.25,24
17930,3/19/2010 10:11,79320,4.95,12
17930,3/19/2010 10:11,48138,6.35,10
17930,3/19/2010 10:11,21137,3.39,24
17930,3/4/2010 10:41,21790,0.85,12
17930,3/4/2010 10:41,22045,0.42,25
17930,3/4/2010 10:41,21495,0.42,25
17930,3/4/2010 10:41,21889,1.25,12
17930,3/4/2010 10:41,21791,1.25,12
17930,3/4/2010 10:41,21137,3.39,24
17930,3/4/2010 10:41,22041,2.1,48
17930,5/19/2010 10:50,22174,1.48,48
17930,5/19/2010 10:50,22041,2.1,48
17930,5/19/2010 10:50,21137,3.39,48
17930,7/16/2010 10:21,84077,0.21,48
17930,7/16/2010 10:21,84692,0.42,25
17930,7/16/2010 10:21,22174,1.65,12
17930,7/16/2010 10:21,22198,1.65,12
17930,7/16/2010 10:21,22197,0.85,24
17930,7/16/2010 10:21,79320,4.95,8
17930,7/16/2010 10:21,22041,2.55,24
17930,7/16/2010 10:21,84212,0.42,480
17930,7/29/2010 16:14,22437,0.85,20
17930,7/29/2010 16:14,84077,0.21,96
17930,7/29/2010 16:14,84692,0.42,50
17930,7/29/2010 16:14,21137,3.39,24
17930,7/29/2010 16:14,22198,1.45,60
17930,7/29/2010 16:14,22197,0.72,124
17930,8/9/2010 8:53,22045,0.42,25
17930,8/9/2010 8:53,22197,0.85,48
17930,8/9/2010 8:53,22198,1.45,50
17930,8/9/2010 8:53,21137,3.39,24
17930,8/9/2010 8:53,22041,2.1,48
17931,10/4/2010 14:51,22851,0.85,10
17931,10/4/2010 14:51,85114A,1.65,6
17931,10/4/2010 14:51,22696,1.95,23
17931,10/4/2010 14:51,21283,3.25,18
17931,10/4/2010 14:51,21282,3.75,30
17931,10/4/2010 14:51,21745,3.39,72
17931,11/7/2010 12:36,21977,0.55,1
17931,11/7/2010 12:36,22951,0.55,1
17931,11/7/2010 12:36,22196,0.85,1
17931,11/7/2010 12:36,84836,1.25,1
17931,11/7/2010 12:36,20718,1.25,1
17931,11/7/2010 12:36,84670,0.42,3
17931,11/7/2010 12:36,84987,1.45,1
17931,11/7/2010 12:36,22195,1.65,1
17931,11/7/2010 12:36,20754,2.1,1
17931,11/7/2010 12:36,82583,2.1,1
17931,11/7/2010 12:36,21896,2.1,1
17931,11/7/2010 12:36,22632,2.1,1
17931,11/7/2010 12:36,21535,2.55,1
17931,11/7/2010 12:36,21531,2.55,1
17931,11/7/2010 12:36,22350,2.55,1
17931,11/7/2010 12:36,85123A,2.95,1
17931,11/7/2010 12:36,22087,2.95,1
17931,11/7/2010 12:36,85123A,2.95,1
17931,11/7/2010 12:36,82494L,2.95,1
17931,11/7/2010 12:36,84406B,3.25,1
17931,11/7/2010 12:36,84849B,1.69,2
17931,11/7/2010 12:36,79067,3.75,1
17931,11/7/2010 12:36,47563B,3.75,1
17931,11/7/2010 12:36,21888,3.75,1
17931,11/7/2010 12:36,22569,3.75,1
17931,11/7/2010 12:36,22751,3.75,1
17931,11/7/2010 12:36,22508,3.75,1
17931,11/7/2010 12:36,22696,1.95,2
17931,11/7/2010 12:36,84030E,4.25,1
17931,11/7/2010 12:36,72807B,4.25,1
17931,11/7/2010 12:36,72807A,4.25,1
17931,11/7/2010 12:36,72807C,4.25,1
17931,11/7/2010 12:36,72802C,4.25,1
17931,11/7/2010 12:36,72802A,4.25,1
17931,11/7/2010 12:36,72802B,4.25,1
17931,11/7/2010 12:36,22507,4.95,1
17931,11/7/2010 12:36,21112,2.95,2
17931,11/7/2010 12:36,22845,6.35,1
17931,11/7/2010 12:36,22726,3.75,2
17931,11/7/2010 12:36,22691,7.95,1
17931,11/7/2010 12:36,21108,2.55,9
17931,2/16/2010 15:47,21976,0.55,1
17931,2/16/2010 15:47,21441,0.85,1
17931,2/16/2010 15:47,82551,1.25,1
17931,2/16/2010 15:47,20718,1.25,1
17931,2/16/2010 15:47,21584,1.65,1
17931,2/16/2010 15:47,22383,1.65,1
17931,2/16/2010 15:47,20727,1.65,1
17931,2/16/2010 15:47,82494L,2.95,1
17931,2/16/2010 15:47,84691,0.85,4
17931,2/16/2010 15:47,47562,3.75,1
17931,2/16/2010 15:47,21664,3.75,1
17931,2/16/2010 15:47,35004P,5.45,1
17931,2/16/2010 15:47,21756,5.95,1
17931,2/16/2010 15:47,21663,5.95,1
17931,2/16/2010 15:47,21657,6.95,1
17931,2/16/2010 15:47,21523,7.49,1
17931,2/16/2010 15:47,21662,5.95,2
17931,2/16/2010 15:47,84991,0.55,24
17931,2/16/2010 15:47,21977,0.55,24
17931,2/16/2010 15:47,21239,0.85,16
17931,2/16/2010 15:47,21240,0.85,16
17931,2/16/2010 15:47,84987,1.45,10
17931,2/16/2010 15:47,21974,1.45,10
17931,2/16/2010 15:47,21124,1.25,12
17931,2/16/2010 15:47,21122,1.25,12
17931,2/16/2010 15:47,21661,5.95,3
17931,2/16/2010 15:47,22078,2.1,10
17931,2/16/2010 15:47,20751,2.1,12
17931,2/16/2010 15:47,21255,1.65,24
17931,2/16/2010 15:47,20747,14.95,5
17931,3/4/2010 17:40,20974,0.65,1
17931,3/4/2010 17:40,85227,0.85,1
17931,3/4/2010 17:40,20729,1.25,1
17931,3/4/2010 17:40,21210,1.45,1
17931,3/4/2010 17:40,84987,1.45,1
17931,3/4/2010 17:40,21172,1.45,1
17931,3/4/2010 17:40,21973,1.45,1
17931,3/4/2010 17:40,22149,2.1,1
17931,3/4/2010 17:40,85224,2.1,1
17931,3/4/2010 17:40,85060,1.25,2
17931,3/4/2010 17:40,21561,2.55,1
17931,3/4/2010 17:40,21039,2.55,1
17931,3/4/2010 17:40,22122,2.95,1
17931,3/4/2010 17:40,22114,3.95,1
17931,3/4/2010 17:40,22114,3.95,1
17931,3/4/2010 17:40,22138,4.95,1
17931,3/4/2010 17:40,21239,0.85,6
17931,3/4/2010 17:40,20782,5.49,1
17931,3/4/2010 17:40,21338,5.95,1
17931,3/4/2010 17:40,21794,6.75,1
17931,3/4/2010 17:40,21069,1.25,6
17931,3/4/2010 17:40,21240,0.85,9
17931,3/4/2010 17:40,15039,0.85,10
17931,3/4/2010 17:40,21974,1.45,10
17931,3/4/2010 17:40,21955,7.49,2
17931,3/4/2010 17:40,84987,1.45,15
17931,3/4/2010 17:40,20751,2.1,24
17931,3/4/2010 17:45,84993A,0.42,1
17931,3/4/2010 17:45,21977,0.55,1
17931,3/4/2010 17:45,21976,0.55,1
