house_id,rent,size_sqft,floor,bathrooms,min_to_subway,age_yrs
822,3358.909138,622,10,1,5,31
824,3805.904115,664,8,1,1,19
825,4000.786707,800,29,1,13,9
826,6248.090743,1049,30,2,5,17
827,4617.487553,1000,7,1,2,115
828,3096.363907,586,4,1,2,99
829,2616.4921,500,2,1,6,59
830,3864.823146,714,6,1,4,19
831,2891.951227,486,12,1,1,112
832,3929.321695,709,11,1,8,16
833,2406.785156,500,4,1,8,115
834,2182.276491,250,1,1,2,118
835,4024.610416,900,14,1,12,55
836,3953.991073,900,6,1,2,89
837,6886.085294,1275,7,2,2,86
838,4499.265543,925,4,1,3,101
839,5674.356747,1038,28,2,7,39
840,4298.954155,679,17,1,3,11
841,3581.930742,629,25,1,7,39
842,4665.54186,950,31,1,7,42
843,5097.675511,971,9,2,8,16
844,2167.604063,400,1,1,5,101
845,7111.401706,1339,4,2,2,32
846,2944.414216,488,17,1,1,103
847,3312.129294,850,3,1,2,88
848,3491.992256,668,7,1,5,30
849,3682.405783,650,16,1,13,9
850,3790.387909,577,21,1,4,16
851,4769.180901,1250,2,1,5,101
852,4155.886926,802,10,1,2,89
853,8502.157183,1800,9,3,4,106
854,5272.919086,1000,8,2,5,7
855,3378.71807,678,7,1,5,85
856,3675.556825,672,30,1,15,43
857,4261.285375,826,20,1,4,47
858,3787.392796,679,30,1,3,86
859,3662.665902,730,12,1,3,89
860,4568.369596,920,8,1,7,29
861,7547.317125,2000,3,3,4,96
862,3914.824158,700,3,1,4,8
863,8365.467226,1613,8,1,3,101
864,3285.856992,587,22,1,3,36
865,3718.337553,775,9,1,4,85
866,4369.045086,740,28,1,2,9
867,3039.027922,550,9,1,2,55
868,3462.683384,750,2,1,3,126
869,4848.097502,1250,3,2,3,96
870,3828.230018,817,4,1,2,85
871,3481.387827,700,6,1,2,86
872,2472.328518,475,6,1,3,91
873,7038.96553,1235,20,2,4,11
874,2824.014493,421,5,1,5,17
875,3518.002282,628,31,1,6,37
876,2821.965219,620,1,2,11,106
877,7160.501877,1100,35,2,4,33
878,3273.468214,537,7,1,1,116
879,3739.283077,692,8,1,2,29
880,2949.960245,500,11,1,1,29
881,2531.457707,596,3,1,5,57
882,3568.209732,675,3,1,5,61
883,3718.449208,1000,5,1,5,96
884,5537.342721,1121,19,1,2,116
885,4520.742672,944,13,1,8,69
886,5107.254617,1300,2,2,4,91
887,3785.168571,535,7,1,0,4
888,3622.702533,764,5,1,7,39
889,5645.923002,1158,8,1,1,180
890,3208.2701,800,3,1,6,106
891,2747.001429,457,22,1,4,47
892,4718.630332,817,7,1,1,8
894,3612.25108,700,5,1,13,9
895,3438.371101,648,18,1,14,30
896,7059.09407,1500,16,2,4,35
897,4360.71381,812,32,1,5,44
899,2082.109947,550,1,1,5,11
900,3680.958743,650,18,1,2,29
901,2350.090974,550,1,1,8,96
902,7368.277848,1300,21,2,1,51
903,4807.648949,940,3,2,2,12
904,3691.021291,710,34,1,6,37
905,3198.666372,600,9,1,5,37
906,2627.511908,550,16,1,5,59
907,3448.908197,700,10,1,5,96
908,3296.647835,650,5,1,10,18
909,3315.109161,771,16,1,5,58
910,3998.988014,750,11,1,2,116
911,7318.451121,1300,16,2,3,27
912,5931.041181,1018,10,2,9,9
913,5345.302661,960,22,1,5,9
914,4071.675045,850,7,1,3,87
915,3282.714375,591,11,1,6,113
916,2966.734425,595,8,1,1,76
917,2456.487181,450,3,1,3,116
918,6735.475659,1188,64,2,2,29
919,2212.09457,450,3,1,2,106
920,3486.553302,700,13,1,9,42
921,3742.810483,775,17,1,2,53
922,6348.372852,1196,4,2,10,0
923,3334.835332,870,5,1,3,101
924,3738.008759,750,2,1,2,30
925,3824.175598,650,27,1,8,16
926,5297.132764,1139,5,2,3,30
927,6511.705832,1214,15,2,3,88
928,4970.951368,1000,7,1,2,86
929,2933.253047,600,4,1,2,116
930,5381.048055,1000,4,1,2,116
931,3664.031741,550,18,1,2,89
932,3939.489496,640,14,1,3,9
933,3064.221063,575,5,1,2,86
934,3719.088495,589,11,1,4,7
935,3841.866037,653,14,1,4,18
936,6281.972754,1350,6,1,3,108
937,3798.95135,609,12,1,12,4
940,2809.589705,546,6,1,4,52
941,6238.170159,1233,6,2,3,52
942,3858.029612,900,4,1,1,87
943,3328.688465,675,2,1,4,47
944,3666.001222,632,30,1,2,41
945,2827.395433,631,1,1,3,102
946,4743.366855,1200,3,2,3,86
947,3567.836473,698,3,1,6,14
948,5737.606738,988,33,1,5,9
949,8339.051519,2000,18,2,4,56
950,6630.035326,1082,28,2,2,16
951,3642.617214,800,6,1,4,56
953,2804.945164,500,2,1,3,86
954,3275.612585,585,17,1,2,34
955,3554.570522,670,10,1,8,28
956,4631.833175,960,7,1,2,106
957,4777.913053,927,31,2,12,32
958,3219.135259,602,8,1,9,15
959,4641.8823,1000,24,2,8,18
960,2558.834383,367,11,1,2,112
961,4199.532289,900,3,1,4,51
962,7837.848485,1900,4,2,3,116
963,5089.465378,850,21,2,1,31
964,2445.262964,550,1,1,7,85
965,4124.274419,885,14,1,6,60
966,6408.924543,1070,32,2,13,9
967,3465.836617,538,7,1,3,11
968,3490.18314,591,14,1,6,14
970,6146.106955,1200,25,2,8,32
971,6066.506168,990,12,1,2,53
972,1839.175395,350,1,1,9,96
973,4255.835563,698,21,1,2,8
974,3160.759413,800,2,1,3,93
975,3544.500684,804,3,1,14,55
976,3893.181004,1000,4,1,6,115
977,3379.665389,600,32,1,2,28
978,6766.844044,1207,47,2,2,9
979,4467.675329,850,3,1,1,13
980,3253.348206,474,15,1,4,11
982,7825.490397,1800,43,2,10,41
983,3608.730105,754,4,1,5,17
984,2965.758553,587,3,1,3,52
985,2353.832421,500,3,1,11,106
986,9118.543979,1578,10,2,2,10
987,8408.154611,1459,4,2,3,1
988,5979.497503,970,2,2,2,124
989,3640.276801,655,8,1,5,29
990,4996.133168,945,7,1,5,84
992,3232.812614,900,2,1,3,106
993,3090.708579,575,11,1,2,86
994,4870.728158,737,3,1,1,6
995,5614.9806,811,31,1,6,5
996,3103.365419,515,10,1,6,14
997,4315.979624,1050,4,1,3,101
998,4149.352155,900,5,1,3,52
999,4108.921787,850,18,1,3,54
1000,2191.858263,400,2,1,2,90
1001,3583.273915,710,10,1,6,37
1002,3461.974231,700,2,1,5,6
1003,5832.255415,1002,19,2,1,14
1004,8298.879035,1546,43,2,10,27
1005,6954.873625,1280,11,2,3,29
1006,2556.268994,500,2,1,9,116
1007,5146.730001,823,4,1,5,3
1009,6915.933832,1231,18,2,2,16
1010,3052.314327,700,4,1,6,115
1011,3266.098276,900,2,1,9,96
1012,3361.604761,600,81,1,2,114
1013,3481.257276,800,4,1,5,86
1014,3014.01376,526,4,0,4,45
1015,2346.809639,400,2,1,5,54
1016,3480.421418,464,30,1,2,13
1017,4350.797611,850,11,1,4,93
1018,3388.918135,650,6,1,5,31
1019,3747.434334,700,23,1,13,9
1020,4120.710819,719,23,1,3,15
1021,2918.185901,466,7,1,5,10
1022,3125.942265,700,3,1,3,86
1023,3501.109466,708,11,1,14,30
1024,7399.06134,1417,9,2,4,6
1026,4651.430673,691,29,1,3,7
1027,5539.459524,802,48,1,2,6
1028,1826.930979,350,2,1,7,96
1029,3362.8747,735,5,1,4,85
1030,3238.257359,800,2,1,4,116
1031,6608.958665,1024,2,2,10,0
1032,3621.832128,700,33,1,12,27
1033,3716.852812,550,7,1,2,1
1035,6780.595569,1167,2,2,1,3
1036,3595.59661,607,9,1,3,15
1037,3906.934286,602,2,1,6,2
1038,3230.188696,650,7,1,11,50
1039,2844.014011,484,7,1,6,33
1040,3691.203441,769,6,1,2,47
1041,4393.030688,697,19,1,2,13
1042,5651.352363,752,28,1,3,6
1043,3185.181037,600,5,1,2,99
1044,7850.340275,1900,9,2,5,91
1045,3555.404357,811,1,1,14,55
1047,2843.934744,462,5,1,2,28
1048,7736.132255,1436,12,3,4,27
1049,2478.326038,367,2,1,2,112
1050,8756.66035,1612,17,2,9,15
1051,3463.850944,523,12,1,1,29
1053,3546.345487,567,6,1,12,7
1054,4211.33142,938,6,1,1,180
1055,8630.835775,1807,23,2,1,88
1057,3713.124577,764,12,1,7,39
1058,3235.273001,800,4,1,3,75
1060,4153.79181,817,32,1,5,13
1061,3841.187073,850,3,1,6,86
1062,4863.653735,948,21,2,14,30
1063,4356.673103,874,9,1,7,12
1064,2203.020745,350,4,1,7,116
1065,2645.037536,400,33,1,1,37
1066,5115.699535,1100,6,1,3,52
1067,8217.574132,1589,10,2,9,15
1068,2586.440943,441,8,1,7,60
1069,9215.125947,2100,17,3,2,87
1070,3913.98733,690,9,1,5,1
1071,4728.491739,626,8,1,3,2
1072,6991.466763,1500,11,2,9,30
1073,7451.840299,1325,42,2,2,8
1075,3207.88891,581,16,1,3,44
1076,7496.232653,1250,15,2,2,13
1078,3499.578748,520,8,1,2,17
1079,6518.451893,1700,5,2,6,96
1080,4865.240674,985,10,1,5,37
1081,3077.148782,700,6,1,7,86
1082,4169.018061,818,7,1,4,47
1083,4344.127573,900,8,1,2,102
1084,2595.134416,500,4,1,4,156
1085,3065.03865,500,8,1,1,76
1086,3949.264504,640,8,1,4,7
1087,5960.686558,962,9,1,2,10
1088,2895.684971,500,4,1,3,106
1090,3094.812442,585,6,1,2,85
1091,3049.835421,500,10,1,2,13
1092,3252.816374,525,11,1,3,9
1093,3721.760253,700,27,1,7,34
1094,3685.147675,650,29,1,2,29
1095,9122.972291,1900,4,3,2,89
1097,3784.81323,654,18,1,4,42
1098,5041.453114,1400,2,2,2,106
1101,3262.10078,560,9,1,4,9
1103,4370.859695,706,8,1,4,9
1104,5618.148701,811,29,1,6,5
1105,2646.457406,500,2,1,6,106
1106,3116.485117,515,9,1,6,14
1107,2470.223801,475,1,1,2,115
1108,2463.107088,600,2,1,10,106
1109,3305.607135,625,4,1,2,106
1110,3850.255316,800,6,1,1,96
1111,7358.295831,1300,23,2,1,88
1112,5534.045421,1100,11,1,8,35
1113,3293.677593,700,1,1,3,41
1114,3942.227124,802,15,1,7,33
1115,2192.372852,342,15,1,2,89
1116,3985.383724,692,14,1,4,19
1117,6370.242627,1100,30,2,14,30
1118,2208.242882,450,1,1,3,106
1119,4017.757147,718,16,1,10,9
1120,2913.755643,667,1,1,4,88
1121,2976.885627,500,4,1,1,30
1122,6723.213429,1226,15,3,3,15
1123,2464.982704,600,2,1,5,106
1124,2338.33543,409,2,1,5,66
1125,4009.890724,765,25,1,2,38
1126,4612.832429,754,5,1,3,11
1127,4661.456656,800,6,1,2,10
1128,3125.524064,530,11,1,2,52
1129,2987.840061,550,3,1,2,106
1130,3376.434022,594,15,1,4,18
1131,8037.186451,1472,6,2,7,12
1132,5517.11141,1000,3,1,3,116
1133,3804.892893,900,5,1,3,116
1134,4263.864385,826,21,1,3,29
1136,5984.079889,1049,2,2,4,4
1137,2373.216102,500,2,1,6,96
1138,4316.735781,850,21,1,5,30
1139,6632.081455,1141,14,2,1,30
1140,2420.559636,475,4,1,9,54
1141,3255.982395,620,2,1,1,29
1142,6189.608138,1100,14,2,3,29
1143,5006.725579,982,20,1,3,85
1144,3424.229236,650,19,1,9,36
1145,3812.393739,700,23,1,1,31
1146,5515.519024,1180,20,1,9,15
1147,3463.220729,723,3,1,2,92
1148,3722.100365,640,9,1,3,52
1150,5857.970019,1206,19,2,2,120
1151,3686.666361,621,5,1,12,4
1152,3125.77593,800,4,1,5,96
1153,4558.074633,776,42,1,7,6
1154,3332.970579,525,8,1,4,16
1156,3785.449296,577,20,1,4,16
1157,3249.470169,850,2,1,8,90
1158,2866.351982,700,2,1,6,96
1159,2861.005508,459,5,1,4,18
1160,3834.998678,704,8,1,2,28
1161,7479.703802,1132,7,2,3,2
1162,5116.416299,876,11,1,1,51
1163,6517.433418,1200,36,2,43,41
1164,8788.252789,1434,55,2,2,38
1165,4109.014171,710,17,1,3,15
1166,6074.277658,966,25,2,2,10
1167,8037.842293,1521,4,1,9,1
1168,3016.371308,482,9,1,5,17
1169,3032.723927,600,5,1,1,116
1170,4864.099025,1026,11,1,2,101
1171,5200.655542,1000,21,2,4,42
1172,4922.71468,930,21,1,2,34
1173,4172.771202,715,9,1,4,16
1175,2806.770858,512,10,1,7,52
1176,3744.600131,875,3,1,4,86
1178,2510.515116,594,5,1,10,106
1179,2858.852141,355,3,1,9,0
1180,3734.281189,712,6,1,8,12
1182,8746.258577,1735,20,3,5,52
1183,1981.131058,350,2,1,3,86
1184,4773.765288,1164,4,2,4,12
1185,4472.298455,880,11,1,6,16
1186,6653.2919,1186,8,2,6,5
1187,9127.304646,1750,44,3,3,15
1189,4679.217287,1000,3,1,4,48
1190,2204.882431,450,4,1,4,96
1191,4178.204388,710,29,1,3,15
1192,3335.948503,800,3,1,2,96
1193,2840.368659,485,5,1,2,28
1194,3629.079525,750,5,1,2,96
1195,2538.202683,425,12,1,8,41
1196,3589.677252,1000,4,1,5,106
1197,3870.171608,765,10,1,2,30
1198,4017.027497,670,15,1,2,9
1199,3912.116049,642,2,1,7,5
1200,6132.367821,1200,13,2,0,87
1201,2386.38434,450,5,1,3,81
1202,3968.547053,765,14,1,4,19
1203,5143.112902,915,11,2,3,15
1204,1763.0834,305,9,1,6,55
1205,5654.71597,1400,2,2,1,96
1206,5132.93959,1157,5,2,9,19
1207,2945.993228,500,43,1,3,86
1208,4972.645584,899,39,1,2,30
1209,2786.765985,265,7,1,9,0
1210,3555.43491,575,5,1,3,106
1211,2573.631456,386,29,1,10,29
1212,6704.779658,1280,5,2,6,31
1213,3964.062863,789,12,1,7,9
1214,4193.73845,1201,3,2,11,108
1215,7194.406916,1152,52,2,2,6
1216,2636.920075,417,5,1,2,30
1217,2630.741243,430,11,1,4,85
1218,6845.907393,1500,7,2,3,29
1219,3759.868837,732,10,1,0,87
1220,4256.166318,679,8,1,4,10
1221,3817.215708,800,7,1,7,9
1222,2873.781429,482,28,1,4,85
1223,7396.983192,1300,15,2,2,56
1224,3568.805126,667,4,1,6,8
1225,3104.604164,600,6,1,9,106
1226,7873.988652,1800,4,3,2,87
1227,8948.740595,1547,10,2,2,86
1228,3756.478938,705,4,1,6,116
1229,2956.675434,494,3,1,3,54
1230,9353.866048,1690,37,2,3,13
1231,3121.455829,800,4,1,3,79
1232,4509.26006,829,16,2,3,15
1233,4487.62622,635,16,1,2,0
1234,3225.399063,700,2,1,2,86
1235,4750.930769,1100,5,2,6,8
1236,3045.331877,530,5,1,2,55
1237,3414.24078,666,2,1,2,89
1238,3700.025856,800,3,1,3,53
1239,3625.555459,663,8,1,5,37
1240,3947.721585,633,3,1,3,16
1241,2658.67415,600,3,1,8,116
1242,3519.677149,750,13,1,9,42
1243,2411.329634,400,7,1,2,86
1244,2692.822562,700,2,1,7,102
1245,7355.659641,1292,15,3,3,15
1246,4339.854137,900,15,1,4,91
1247,3671.472292,708,11,1,3,71
1248,7757.39777,1318,7,2,9,11
1249,3644.886491,840,3,1,7,52
1250,2692.457321,650,2,1,4,76
1251,3445.543804,825,5,1,3,91
1252,4140.122926,900,9,1,9,87
1253,4327.730745,766,14,1,4,9
1254,5347.604461,1100,5,2,4,3
1255,6161.285881,1100,5,2,2,116
1256,3863.947386,673,8,1,4,19
1257,4670.915946,785,18,1,12,4
1259,3853.108377,785,11,1,1,28
1260,4449.220599,900,17,1,3,78
1261,2326.578345,560,4,1,8,121
1262,3488.330409,642,8,1,10,29
1263,5736.387302,855,26,1,1,8
1264,5893.409786,1200,16,2,7,14
1265,4684.629137,1150,5,2,6,11
1266,3364.217348,600,10,1,1,29
1267,8848.646003,1875,15,2,3,88
1268,2607.640546,625,1,1,5,96
1269,5050.097566,1200,5,2,11,43
1270,5011.133956,1070,8,1,6,51
1271,2635.486909,595,14,1,6,55
1272,5120.661315,1013,30,2,15,43
1273,7262.298534,1279,3,2,6,13
1274,3616.600025,760,4,1,6,31
1275,8126.446425,1677,7,2,2,116
1276,6897.764683,3000,2,2,3,106
1278,3692.29888,702,12,1,2,85
1279,8370.324969,1800,6,2,3,116
1280,4226.394624,822,9,1,3,31
1281,4083.782831,766,14,1,1,25
1282,7499.329002,1325,15,2,2,8
1283,3309.561877,610,10,1,8,41
1284,3837.284618,837,4,1,5,17
1285,3386.387712,576,9,1,1,19
1286,7455.12807,1267,9,2,5,11
1288,2951.331059,500,3,1,2,53
1289,3933.282421,709,19,1,8,16
1290,4020.655712,1100,3,1,6,96
1292,5895.892578,1100,14,2,11,31
1293,6393.165063,1100,8,2,2,92
1294,5177.89225,915,3,1,6,2
1295,2966.234894,700,2,1,1,116
1296,2886.003188,650,3,1,2,106
1297,4949.804241,1000,6,1,6,116
1298,7218.59841,1152,51,2,2,6
1299,8335.485658,1286,3,2,5,2
1300,3739.573635,650,14,1,1,51
1301,4517.30731,835,21,1,3,52
1302,6737.547948,1025,4,2,6,2
1303,6876.077389,1500,23,2,2,90
1304,6436.850857,1420,16,2,14,52
1306,3351.69832,574,9,1,2,99
1307,4967.114489,902,6,1,4,7
1308,3152.101513,574,9,1,7,39
1309,6576.865105,1309,10,2,3,92
1310,3426.77788,620,28,1,7,39
1311,2349.379023,500,3,1,9,87
1312,2492.663934,580,1,1,3,76
1313,5855.164733,1000,5,2,3,116
1314,5724.484019,1450,3,2,3,116
1315,3707.079482,650,17,1,43,14
1316,5639.613036,1300,3,1,3,101
1317,2251.946132,400,3,1,7,106
1318,5192.580374,1180,6,1,9,15
1319,3765.068384,800,11,1,5,104
1320,5502.687744,747,27,1,3,6
1321,6433.208688,2000,5,2,6,96
1323,8848.897379,1629,25,2,1,11
1324,3723.865691,671,7,1,1,19
1325,4021.221649,586,20,1,2,16
1326,3658.263693,650,15,1,3,30
1327,4600.069465,800,32,1,2,11
1328,4368.84642,768,43,1,2,9
1329,4242.986387,1100,5,2,8,77
1330,4039.389734,1000,3,2,11,106
1331,3406.268595,750,4,1,6,106
1332,3845.339414,600,6,1,3,106
1333,3067.385487,470,15,1,4,19
1334,3044.632652,850,4,1,2,105
1335,3161.326191,600,18,1,3,26
1336,7445.678951,1250,44,2,2,9
1337,3945.004923,685,2,1,7,5
1338,3809.096357,666,10,1,1,19
1340,2938.508486,500,4,1,2,106
1341,5344.995394,947,40,1,4,47
1342,5023.542326,1101,7,1,1,88
1343,3242.736831,589,40,1,43,43
1344,2531.124454,444,26,1,8,29
1345,4101.562979,668,38,1,4,16
1346,6435.544182,1200,5,1,2,116
1347,2813.002472,550,3,1,5,30
1348,3362.327138,618,9,1,4,47
1350,5781.79434,744,52,1,3,6
1352,3273.675591,450,21,1,2,17
1353,6845.907393,1500,7,2,3,29
1354,8761.766245,1616,8,2,5,8
1355,5863.316694,1085,18,2,5,17
1356,3919.055988,573,36,1,2,16
1357,3145.429103,532,32,1,5,44
1358,2732.860946,600,5,1,9,111
1359,2160.6042,400,3,1,3,96
1360,3500.550448,668,4,1,5,1
1361,4412.484739,693,29,1,2,16
1362,3448.38488,626,6,1,6,14
1363,6018.657391,1200,8,1,3,31
1364,3265.861332,666,3,1,3,88
1365,6677.561408,1202,21,2,2,28
1366,3811.618597,490,39,1,3,6
1367,8148.973543,1465,7,3,7,7
1368,5484.707565,1200,1,2,2,56
1369,2264.637101,342,10,2,2,89
1370,8044.597381,1753,31,2,1,102
1371,4671.654588,950,20,1,12,22
1372,2167.027031,450,3,1,2,96
1373,4965.349415,1050,2,2,4,11
1374,2724.493493,550,3,1,3,89
1375,3157.737219,532,34,1,5,44
1376,4717.507755,793,10,1,2,10
1377,8170.654822,1700,7,2,3,51
1378,5885.30416,1150,10,2,43,10
1379,3786.39551,710,3,2,4,45
1380,4136.271287,701,39,1,3,11
1381,5778.248816,1065,10,2,4,28
1382,4942.647338,888,20,1,2,11
1383,4706.522594,950,6,2,7,84
1384,6958.950463,1650,3,2,6,51
1385,5148.016898,1295,2,2,4,92
1386,3258.344514,520,10,1,1,8
1387,6987.503058,1235,9,2,2,13
1388,6449.666351,1092,62,1,4,33
1389,4651.143763,850,54,1,2,9
1390,3310.491088,511,9,1,2,9
1391,3586.51339,900,3,1,11,86
1392,2893.445793,550,15,1,7,12
1393,4015.49195,699,15,1,3,15
1394,2886.018673,450,4,1,1,29
1395,2787.281726,273,8,1,9,0
1396,3651.09695,766,15,1,8,29
1397,9150.651168,2000,8,3,3,100
1398,3134.640382,590,5,1,2,113
1399,2097.704057,450,5,1,6,102
1400,2949.079889,488,18,1,1,103
1401,7196.936345,1270,25,2,4,33
1402,9190.348922,1722,20,3,4,19
1404,7420.071087,1293,11,2,4,19
1405,6638.854772,1500,7,2,4,91
1406,8733.912085,2000,6,2,0,94
1408,2720.433759,518,8,1,6,60
1409,4703.182586,925,10,1,6,53
1410,6536.576699,1080,29,2,3,13
1411,5796.475155,1012,4,2,2,8
1412,3110.428159,557,7,1,4,47
1413,6394.574827,1500,15,2,3,96
1414,4754.596064,1100,2,2,2,96
1415,4868.000691,997,30,2,15,43
1416,3877.670915,728,22,1,2,35
1417,7572.604504,1316,11,2,3,115
1418,4755.860884,847,6,2,2,86
1419,3301.95882,650,5,1,2,55
1420,3817.520711,887,2,1,5,86
1421,4214.890323,940,5,1,2,116
1422,3597.74109,732,4,1,10,16
1423,7257.460038,1736,3,2,3,101
1424,3570.928878,650,15,1,7,106
1425,5205.823387,1100,15,1,7,49
1426,2668.782876,508,5,1,9,30
1427,5383.029006,947,8,1,5,2
1428,4812.612956,1000,5,2,4,88
1429,5236.801992,1100,2,2,3,60
1430,5954.446455,708,56,1,2,6
1431,2927.2376,550,8,1,3,55
1432,4152.178446,936,5,1,3,116
1433,3953.834111,900,5,1,4,89
1434,8889.962052,1815,4,3,5,2
1435,5954.880396,1500,2,2,3,96
1436,3311.621165,700,6,1,5,96
1438,2729.504524,650,2,1,9,116
1439,4792.731011,767,21,1,2,8
1440,5450.555193,1200,2,1,8,116
1441,5513.741824,1100,8,1,7,34
1442,2537.578535,432,7,1,6,66
1443,3934.14549,800,12,0,2,89
1444,4115.767198,733,22,1,3,15
1445,2808.31766,600,2,1,1,101
1446,2850.183915,610,2,1,9,57
1447,2850.038745,400,22,1,2,26
1448,5038.172633,900,16,1,2,55
1449,5328.68673,1200,2,2,2,92
1450,6292.127586,1200,42,2,9,28
1451,5614.542771,1160,7,2,6,37
1452,3488.940189,599,10,1,2,13
1453,3523.694423,700,4,1,1,43
1456,6539.346891,1157,25,2,6,33
1457,3972.250474,753,18,1,5,44
1458,3499.368715,800,5,1,2,86
1460,5998.165485,1300,5,2,4,75
1461,2965.716851,650,4,1,2,106
1462,3704.578266,629,16,2,4,18
1463,5566.934736,1075,17,1,4,47
1464,3852.843121,710,5,1,3,15
1465,2979.247623,540,5,1,5,30
1466,2578.73985,490,4,1,4,86
1467,2582.69641,600,3,1,6,89
1468,4677.12781,950,4,2,3,96
1469,5033.439655,1063,1,2,5,18
1470,2538.678754,550,9,1,4,55
1471,3749.317638,780,17,1,2,54
1472,3455.499246,585,20,1,5,17
1473,3267.437161,800,4,1,2,106
1474,2728.078837,500,5,1,3,59
1475,3188.227488,520,23,1,2,14
1476,4168.468473,606,53,1,2,6
1477,2452.218475,575,1,1,3,116
1478,4006.133024,809,14,1,5,91
1479,3823.238514,1086,5,1,11,108
1480,3947.032687,870,3,1,4,52
1481,4116.467167,721,44,1,3,15
1482,3480.708217,599,19,1,5,15
1483,3762.091633,669,22,1,3,29
1484,3413.056005,620,9,1,3,29
1485,2776.346198,600,6,1,9,57
1486,3897.30667,763,11,1,3,31
1487,6303.052954,1300,3,2,1,57
1488,8501.348742,1684,5,2,4,11
1489,3488.08482,567,5,1,12,7
1491,7925.575994,1600,9,2,4,33
1492,2932.032514,650,1,1,2,56
1493,7602.692647,1292,15,2,2,38
1494,3232.657885,471,19,1,12,4
1495,5465.06537,1069,6,1,7,116
1496,8602.999524,1448,5,2,1,9
1497,3805.053283,900,4,1,0,115
1498,2553.899339,370,10,1,2,112
1499,2393.892402,600,1,1,10,91
1500,3550.573591,700,9,1,2,93
1501,3333.432358,620,18,1,0,87
1503,2939.438079,700,1,1,3,85
1504,6206.165934,1394,8,3,3,96
1505,3389.994307,770,16,1,10,53
1506,2474.635931,550,2,1,2,116
1507,3282.855079,800,2,1,6,116
1508,6809.476226,1226,16,2,0,10
1509,3322.278579,750,2,1,2,106
1510,3167.54377,750,5,1,2,67
1511,7852.678443,1404,23,2,43,10
1513,2391.925734,500,1,1,5,96
1514,3407.3506,850,4,1,1,91
1515,3780.064363,900,6,1,2,106
1516,2943.474941,580,7,1,1,76
1517,3644.7303,650,8,1,5,29
1518,3858.118354,733,14,1,2,86
1519,2861.15155,497,13,1,4,85
1520,3909.013391,652,9,1,6,6
1521,3040.090492,450,12,1,7,7
1522,7015.796489,1700,5,1,4,116
1523,6142.517415,1064,19,2,1,47
1525,3327.865377,650,2,1,3,29
1526,7241.806273,1191,22,2,4,7
1527,5300.728721,1068,4,1,1,104
1530,2839.516499,591,3,1,2,120
1531,3838.626197,825,10,1,9,54
1532,8767.038303,1740,4,3,6,2
1533,6021.809741,991,36,2,3,11
1534,4335.672597,713,22,1,2,9
1535,4327.172087,900,13,0,5,80
1536,5062.726477,1050,4,2,10,18
1537,2757.947014,453,6,1,4,47
1538,6145.684783,1094,49,1,2,30
1539,6831.118539,1221,32,2,3,11
1540,8263.239649,1565,22,2,5,37
1541,3405.835279,700,6,1,3,92
1542,3415.293043,550,9,1,3,90
1543,4526.669058,788,4,1,3,10
1544,4414.572945,831,23,1,0,87
1545,5712.986858,1100,19,2,10,17
1546,4766.361727,850,9,1,2,86
1547,6911.584795,1650,2,2,3,65
1548,3317.870025,900,3,1,7,106
1549,3738.469892,653,9,1,2,86
1550,4068.613035,650,7,1,2,107
1551,2445.693062,500,6,1,10,106
1552,4660.948521,800,15,1,2,8
1553,2938.374991,466,3,1,5,10
1554,3835.463562,760,5,1,2,55
1556,2391.166463,500,1,1,6,96
1557,3055.335184,800,2,1,5,106
1558,3055.321931,600,5,1,5,96
1559,5340.926889,900,23,2,1,33
1561,7794.243592,1256,12,2,1,6
1562,2764.651059,600,3,1,4,116
1563,3332.749151,619,28,1,10,29
1564,4996.020216,1005,17,2,8,25
1565,5687.539975,1400,5,2,2,116
1567,2520.113272,400,14,1,12,31
1568,2761.651059,600,3,1,4,116
1569,4449.579385,900,25,1,12,36
1570,4240.01199,650,6,1,1,116
1573,3829.902532,693,6,1,3,15
1574,2983.733399,600,4,1,2,96
1575,3056.616672,586,18,1,7,28
1576,4811.046676,925,2,1,2,30
1577,2147.322182,280,5,1,3,115
1578,3059.577555,605,6,1,11,50
1579,3828.855959,800,9,1,3,87
1580,3803.453691,700,38,1,2,34
1581,2683.995466,500,4,1,2,76
1582,2860.056584,650,2,1,1,88
1584,4558.295163,960,6,1,4,33
1585,3841.264465,700,17,1,1,52
1586,3092.108968,707,15,1,6,55
1587,7758.388895,1256,8,2,1,6
1588,3640.809105,632,21,1,2,41
1590,7332.925499,1264,10,1,2,13
1591,3535.77842,707,14,1,6,28
1593,8205.367578,1461,4,3,43,8
1594,6230.121379,1126,5,2,1,29
1595,3727.768854,784,15,1,1,104
1596,3802.282124,720,15,1,5,17
1597,1945.984857,300,10,1,8,86
1599,6629.459401,1100,21,2,4,9
1600,3968.747609,750,19,1,13,9
1601,6984.706511,2200,2,2,2,101
1602,3965.185167,722,9,1,8,16
1604,3913.250984,782,5,1,1,27
1605,3807.86097,645,12,1,4,18
1606,2970.542187,594,3,1,3,44
1607,3258.344514,520,10,1,1,8
1608,7577.010887,1237,7,2,2,3
1610,3924.506519,681,18,1,1,19
1611,2809.641719,650,2,1,1,106
1612,2260.973285,597,1,1,5,96
1613,4050.188688,586,31,1,2,16
1614,4775.710378,734,8,1,43,8
1615,8439.75569,1353,7,2,5,2
