pid,hid,housenum,p20ans,p21ans,gender,year,age,school,school1,school2,mar,income1,income,job_yes,job2,job,job3,relig,ott_yes,ott_main,ott_freq,ott_weekday_min,ott_weekend_min,ott_min,sns_yes,sns_main,sns_weekday_min,sns_weekend_min,sns_min,sns_purpose,e_com_yes,e_com_freq,satis_1,satis_2,satis_3,mental_1,mental_2,mental_3,mental_4,mental_5,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,neg_1,neg_2,neg_3,neg_4,neg_5,neg_6,neg_7,neg_8,neg_9,neg_10,esteem_1,esteem_2,esteem_3,esteem_4,esteem_5,esteem_6,esteem_7,esteem_8,esteem_9,esteem_10
18980002,189800,2,1,1,2,1942,79,2,1,5,3,3,3,2, ,0, ,1,2, , , , ,0,2, , , ,0, ,2, ,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,3,3,3,3,3,3,3,4,4,3,3,3,2,3,3,3,3,3,2,2
18990001,189900,1,1,1,1,1965,56,4,3,5,2,3,3,1,3,3,99,1,2, , , , ,0,2, , , ,0, ,2, ,6,5,5,6,6,5,5,5,6,6,6,5,5,5,5,2,2,1,1,1,1,1,2,2,2,3,3,2,2,2,3,3,3,2,2
18990002,189900,2,1,1,2,1967,54,4,3,5,2,2,2,2, ,0, ,1,1,10,6,30,30,60,2, , , ,0, ,2, ,6,5,5,6,6,5,5,5,6,6,6,5,5,5,5,2,2,1,1,1,1,1,2,2,2,3,3,2,2,2,3,3,3,2,2
19000001,190000,1,1,1,1,1951,70,4,3,5,2,4,4,1,3,3,99,1,2, , , , ,0,2, , , ,0, ,2, ,4,4,4,5,5,5,5,5,5,5,5,6,6,6,6,1,2,2,2,1,1,2,2,2,2,4,4,2,4,4,4,4,3,2,1
19000002,190000,2,1,1,2,1953,68,2,1,5,2,4,4,1,3,3,99,1,2, , , , ,0,2, , , ,0, ,2, ,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,2,3,3,3,2,2,3,3,3,3,3,3,2,3,3,3,3,3,2,2
19010001,190100,1,1,1,1,1959,62,4,3,5,2,6,5,1,3,3,99,2,2, , , , ,0,2, , , ,0, ,2, ,5,5,4,5,5,5,4,5,5,5,5,4,4,4,4,2,2,2,2,2,1,2,2,2,2,3,3,2,3,2,3,3,3,2,2
19010003,190100,3,1,1,2,1960,61,4,3,5,2,1,1,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,6,6,5,6,6,6,5,5,6,6,6,5,5,5,5,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,3,3,3,2,2
19010004,190100,4,1,1,2,1994,27,5,4,5,1,1,1,2, ,0, ,2,1,10,4,60,60,120,1,12,90,90,180,1,1,5,6,6,6,6,6,6,6,6,5,6,7,6,6,6,6,2,2,2,2,2,1,2,2,2,2,4,3,2,3,2,3,3,2,3,3
19010005,190100,5,1,1,2,1994,27,5,4,5,1,1,1,2, ,0, ,2,1,10,5,60,60,120,1,15,90,90,180,1,1, ,5,6,5,5,5,6,5,6,6,6,6,5,5,5,5,2,2,2,3,3,3,2,2,2,3,3,3,2,3,2,2,3,3,3,2
19020002,190200,2,1,1,2,1972,49,4,3,5,2,3,3,2, ,0, ,2,1,10,4,60,60,120,1,12,60,60,120,1,2, ,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,3,2,2,2,2,3,3,2,2,3,3,3,2,3,2,3,3,3,2,2
19030001,190300,1,1,1,1,1958,63,4,3,5,2,5,4,1,1,1,99,2,2, , , , ,0,2, , , ,0, ,2, ,4,4,4,4,4,4,4,4,4,4,4,5,5,6,6,2,3,3,3,2,2,2,3,3,3,3,3,2,2,2,3,3,3,2,2
19030002,190300,2,1,1,2,1962,59,4,3,5,2,2,2,2, ,0, ,1,1,10,6,30,30,60,2, , , ,0, ,2, ,6,5,5,6,6,5,5,5,6,6,6,5,5,5,5,2,2,1,1,1,1,1,2,2,2,3,3,2,2,2,3,3,3,2,2
19050001,190500,1,1,1,1,1947,74,2,1,5,2,2,2,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,5,6,5,6,5,6,5,4,5,6,6,3,2,2,2,2,2,2,1,1,1,1,2,2,2,3,3,2,3,2,3,3,2,1,1
19060001,190600,1,1,1,1,1974,47,5,4,5,2,7,5,1,1,1,32,2,1,10,1,20,30,50,1,15,10,20,30,1,1,72,6,5,6,6,6,6,5,5,6,6,7,3,2,2,2,2,2,1,1,1,1,2,1,2,1,3,4,2,3,2,3,4,2,1,1
19060002,190600,2,1,1,2,1975,46,5,4,5,2,5,4,1,1,1,25,2,1,10,6,30,30,60,1,15,10,20,30,4,1,72,6,5,6,6,6,6,5,5,6,6,7,3,2,2,2,2,2,1,1,1,1,2,2,1,1,3,4,2,3,2,3,4,2,2,1
19070001,190700,1,1,1,1,1970,51,5,4,5,2,7,5,1,1,1,92,2,1,10,6,30,30,60,2, , , ,0, ,1,48,6,5,6,6,6,6,5,5,6,6,7,3,2,3,2,1,2,2,2,1,1,1,1,2,2,3,4,2,3,2,3,4,2,2,1
19070002,190700,2,1,1,2,1977,44,4,3,5,2,1,1,2, ,0, ,2,1,10,5,20,30,50,2, , , ,0, ,1,60,6,5,5,6,7,6,5,5,5,6,6,3,2,3,2,2,1,1,1,1,2,2,1,2,2,3,3,2,4,2,3,3,2,2,1
19070003,190700,3,1,1,2,2004,17,4,3,1,1,1,1,2, ,0, ,2,1,10,5,30,30,60,2, , , ,0, ,1,36,6,5,6,6,6,7,5,5,6,7,6,3,2,2,2,2,2,2,1,1,1,1,2,2,2,3,4,2,4,2,3,4,2,2,2
19080001,190800,1,1,1,1,1967,54,4,3,5,2,5,4,1,1,1,85,2,1,10,6,20,30,50,2, , , ,0, ,2, ,6,5,5,6,6,6,5,5,6,7,6,4,3,3,3,2,2,1,1,1,1,2,2,1,2,3,3,2,4,2,3,3,2,1,1
19080002,190800,2,1,1,2,1968,53,4,3,5,2,5,4,1,1,1,93,2,1,10,3,20,30,50,2, , , ,0, ,2, ,5,6,6,6,6,6,5,5,5,6,6,3,2,2,2,2,2,2,1,1,1,1,2,2,2,3,3,2,4,2,3,3,2,1,1
19090001,190900,1,1,1,1,1976,45,5,4,5,2,7,5,1,1,1,31,1,1,10,6,20,30,50,1,12,20,30,50,1,1,48,6,5,6,6,6,6,5,5,6,6,7,3,2,2,2,2,2,2,1,1,1,1,2,2,2,3,3,2,4,2,3,3,2,2,2
19090002,190900,2,1,1,2,1977,44,5,4,5,2,5,4,1,1,1,25,1,1,10,6,20,20,40,1,12,20,10,30,4,1,48,6,5,6,6,6,6,5,5,6,7,6,2,3,2,2,2,2,2,1,1,1,2,1,2,2,3,3,2,3,2,3,4,2,1,1
19100001,191000,1,1,1,1,1966,55,4,3,5,2,7,5,1,1,1,31,1,1,10,6,20,30,50,2, , , ,0, ,1,48,6,5,6,6,6,6,5,5,6,7,6,3,2,2,3,2,2,2,1,1,1,1,2,2,2,3,4,2,3,2,3,4,2,2,2
19110004,191100,4,1,1,1,1970,51,5,4,5,1,6,5,1,1,1,43,1,1,10,6,20,20,40,2, , , ,0, ,1,36,6,5,6,6,6,6,5,5,6,6,6,2,2,2,2,2,2,2,1,1,2,1,1,2,2,3,4,2,3,3,3,3,2,2,2
19120002,191200,2,1,1,2,1937,84,2,1,5,3,2,2,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,5,6,5,5,6,5,5,5,5,6,5,2,2,2,2,2,2,2,2,1,1,1,1,1,1,3,3,2,3,2,3,3,2,2,2
19130003,191300,3,1,1,1,1984,37,5,4,5,1,5,4,1,1,1,85,1,1,10,5,30,30,60,1,2,10,10,20,1,1,36,6,5,6,6,7,6,5,5,6,7,6,2,3,2,2,2,2,2,1,1,1,1,2,2,2,3,4,2,3,2,3,4,2,2,2
19170003,191700,3,1,1,1,1966,55,5,4,5,2,6,5,1,1,1,14,2,1,10,1,20,90,110,1,16,5,10,15,1,1, ,4,4,4,3,5,5,3,3,4,4,5,3,1,1,3,1,1,2,1,1,1,2,2,1,1,4,3,2,3,3,3,2,2,1,1
19170004,191700,4,1,1,2,1969,52,5,4,5,2,6,5,1,1,1,39,2,1,10,2,30,120,150,1,16,5,5,10,1,1,10,5,4,4,3,4,5,4,2,5,5,6,1,1,1,3,1,1,1,2,2,1,2,1,1,1,4,4,1,4,1,4,2,1,1,1
19170005,191700,5,1,1,1,1997,24,5,4,2,1,1,1,2, ,0, ,2,1,10,1,30,120,150,1,15,30,60,90,1,1,24,4,5,5,2,4,4,3,3,5,4,4,3,1,1,3,1,1,1,1,1,1,1,1,1,1,3,4,1,4,1,4,2,3,1,1
19200001,192000,1,1,1,1,1955,66,3,2,5,2,6,5,1,1,1,91,2,1,10,2,30,60,90,1,16,5,10,15,1,2, ,5,4,5,3,4,4,4,3,4,5,5,3,2,1,3,2,1,1,1,2,2,3,1,1,1,3,3,2,4,2,3,3,2,1,1
19200002,192000,2,1,1,2,1958,63,4,3,5,2,6,5,1,1,1,44,2,1,10,3,10,20,30,1,16,5,5,10,1,1, ,5,5,4,2,5,5,4,3,4,4,5,2,1,1,3,1,1,2,1,2,2,3,1,1,1,3,4,2,3,1,3,3,2,1,1
19200003,192000,3,1,1,1,1982,39,5,4,5,1,6,5,1,1,1,44,2,1,10,1,60,120,180,1,15,10,20,30,1,1,48,4,5,5,2,4,4,4,2,5,5,6,3,1,1,2,1,2,1,1,1,1,1,1,1,1,4,4,1,4,1,4,3,3,2,1
19200101,192001,1,1,1,1,1984,37,5,4,5,2,8,6,1,2,2,44,2,1,10,2,30,60,90,1,2,5,10,15,1,1,10,6,6,5,5,6,6,5,4,6,6,7,3,2,1,2,1,1,1,1,1,1,2,1,1,1,4,4,1,4,1,4,4,2,1,1
19200102,192001,2,1,1,2,1989,32,5,4,5,2,6,5,1,1,1,39,2,1,10,2,20,40,60,1,15,10,20,30,1,1,12,6,6,6,4,5,6,5,4,6,6,6,3,2,1,3,1,1,1,1,1,1,1,1,1,1,4,4,1,4,1,4,3,2,1,1
19230001,192300,1,1,1,1,1982,39,5,4,5,2,8,6,1,1,1,31,2,1,10,2,20,60,80,1,15,5,10,15,1,1,5,6,5,5,4,6,5,5,3,5,5,6,3,2,2,3,1,2,1,1,1,1,1,1,1,1,4,4,1,4,2,4,4,1,1,1
19230002,192300,2,1,1,2,1981,40,4,3,5,2,6,5,1,1,1,39,1,1,10,3,10,30,40,1,15,5,5,10,1,1,10,6,5,5,5,6,6,5,4,5,5,6,3,2,1,3,1,1,1,1,1,1,1,1,1,1,4,4,1,4,1,4,3,2,1,1
19230003,192300,3,1,1,1,2009,12,2,1,1,1,1,1,2, ,0, ,2,1,10,2,120,120,240,1,15,10,10,20,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
19230004,192300,4,1,1,1,2009,12,2,1,1,1,1,1,2, ,0, ,2,1,10,2,120,120,240,1,15,5,10,15,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
19250001,192500,1,1,1,2,1943,78,2,1,5,3,3,3,2, ,0, ,1,2, , , , ,0,2, , , ,0, ,2, ,6,6,5,7,6,5,5,6,6,7,7,3,3,4,4,2,3,2,2,2,3,2,1,2,3,3,2,3,2,2,3,3,2,3,3
19280001,192800,1,1,1,2,1946,75,4,3,5,3,4,4,1,3,3,52,1,2, , , , ,0,2, , , ,0, ,2, ,5,5,6,4,4,5,4,4,5,5,5,3,3,2,3,2,2,1,2,1,2,3,2,2,2,3,3,1,1,2,3,2,4,2,1
19280002,192800,2,1,1,1,1978,43,5,4,5,2,7,5,1,1,1,75,2,1,10,2,30,30,60,1,12,30,30,60,1,1,6,5,5,5,3,3,3,3,2,4,4,3,2,2,3,3,1,1,1,1,1,2,2,1,2,2,2,2,2,2,3,1,1,3,3,1
19280003,192800,3,1,1,2,1979,42,5,4,5,2,6,5,1,1,1,31,2,1,10,2,30,60,90,2, , , ,0, ,1,24,4,5,4,4,3,4,4,3,4,4,5,3,2,2,3,2,3,1,2,3,3,1,1,2,1,3,3,2,2,2,3,1,3,2,2
19300001,193000,1,1,1,1,1953,68,5,4,5,2,4,4,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,1, ,5,4,4,4,5,3,4,4,5,5,6,5,4,4,4,2,2,2,1,1,2,1,2,3,1,3,3,1,2,2,2,2,3,1,1
19300002,193000,2,1,1,2,1956,65,4,3,5,2,1,1,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,1, ,5,5,5,5,6,5,5,5,6,6,6,5,3,3,4,2,2,2,2,2,1,2,1,2,2,3,2,1,2,2,2,2,3,2,2
19300003,193000,3,1,1,2,1987,34,5,4,5,1,7,5,1,1,1,31,2,1,10,1,30,60,90,1,15,20,30,50,1,1,24,6,6,5,6,5,5,6,4,6,5,5,3,3,2,3,1,1,1,1,3,2,1,1,1,2,3,3,2,3,2,3,3,3,1,2
19300004,193000,4,1,1,2,1988,33,5,4,5,1,7,5,1,1,1,31,2,1,10,1,60,120,180,1,15,30,30,60,2,1,36,5,6,6,6,7,5,5,4,6,7,6,3,2,3,2,2,2,3,1,2,2,1,1,2,2,3,3,1,3,2,2,3,3,1,1
19310001,193100,1,1,1,1,1955,66,3,2,5,2,6,5,1,1,1,94,1,2, , , , ,0,1,16,10,10,20,1,1, ,5,4,5,4,5,5,5,4,4,5,4,3,3,3,3,2,2,2,2,3,1,1,2,2,1,2,3,1,2,2,2,2,3,1,1
19310002,193100,2,1,1,2,1956,65,3,2,5,2,1,1,2, ,0, ,1,1,10,1,60,60,120,2, , , ,0, ,2, ,5,4,4,5,6,5,5,5,5,6,5,3,4,2,3,2,1,2,2,3,1,1,2,2,2,2,2,1,2,3,1,1,3,2,1
19310003,193100,3,1,1,1,1986,35,5,4,5,1,7,5,1,1,1,86,2,1,10,1,60,150,210,1,15,30,30,60,1,1,24,6,6,4,6,5,5,4,4,5,4,5,3,2,2,3,2,1,1,1,2,2,2,1,2,2,3,3,1,3,1,2,2,3,1,1
19320001,193200,1,1,1,2,1927,94,2,1,5,3,2,2,2, ,0, ,1,2, , , , ,0,2, , , ,0, ,2, ,4,5,4,3,3,4,4,3,4,4,4,3,4,3,4,3,3,3,3,2,2,2,2,1,1,3,2,3,1,2,3,3,3,1,2
19320002,193200,2,1,1,2,1953,68,4,3,5,1,3,3,2, ,0, ,1,2, , , , ,0,2, , , ,0, ,2, ,5,5,4,5,4,4,5,4,5,5,5,3,4,3,4,3,2,2,3,1,2,2,1,2,2,3,3,1,2,2,2,3,3,1,1
19340001,193400,1,1,1,2,1959,62,3,2,5,4,5,4,1,1,1,94,2,1,10,3,20,60,80,1,16,10,20,30,1,1, ,5,6,5,3,5,4,4,3,5,4,5,3,3,1,3,2,2,2,1,2,2,1,1,1,1,3,3,2,3,2,3,3,3,1,1
19340003,193400,3,1,1,1,1994,27,4,3,5,1,1,1,2, ,0, ,2,1,10,1,60,120,180,1,2,30,30,60,1,1,10,4,4,4,3,4,4,4,2,4,4,5,4,2,2,3,3,2,2,1,2,2,2,1,1,1,3,4,2,4,2,3,3,2,1,1
19350001,193500,1,1,1,2,1948,73,2,1,5,3,5,4,2, ,0, ,1,1,10,3,30,30,60,2, , , ,0, ,2, ,5,4,4,4,5,5,4,4,5,4,5,3,2,2,3,3,3,2,1,1,3,2,1,1,1,3,3,1,2,3,3,3,2,1,1
19370001,193700,1,1,1,1,1954,67,3,2,5,2,7,5,1,1,1,94,1,1,10,1,30,30,60,1,16,5,10,15,1,2, ,5,4,3,4,5,5,4,4,5,4,5,4,3,3,4,2,2,1,1,1,2,1,1,1,1,4,3,2,4,2,3,3,2,1,1
19370002,193700,2,1,1,2,1953,68,3,2,5,2,1,1,2, ,0, ,1,1,10,1,30,60,90,2, , , ,0, ,1, ,5,4,4,3,4,5,5,4,4,4,5,3,2,1,3,3,3,2,2,2,2,3,2,1,1,3,2,1,3,3,3,3,3,2,2
19380001,193800,1,1,1,1,1955,66,4,3,5,2,8,6,1,1,1,79,1,1,10,1,20,60,80,1,16,10,20,30,1,2, ,6,5,5,4,5,6,5,3,5,5,6,3,1,1,3,2,2,1,1,2,1,1,1,1,1,3,4,1,3,2,3,3,2,1,1
19380002,193800,2,1,1,2,1956,65,4,3,5,2,1,1,2, ,0, ,1,1,10,3,20,40,60,1,16,5,10,15,1,1, ,3,5,5,4,5,5,5,4,6,4,5,3,2,1,2,3,1,1,1,2,2,1,1,1,1,3,3,1,3,2,4,3,3,2,1
19380101,193801,1,1,1,1,1986,35,5,4,5,2,7,5,1,1,1,31,2,1,10,5,20,120,140,1,15,5,10,15,1,1, ,6,5,4,5,5,5,5,3,5,5,6,3,3,1,3,2,1,1,1,2,2,1,1,1,1,4,3,1,4,1,3,3,2,1,1
19380102,193801,2,1,1,2,1986,35,5,4,5,2,6,5,1,1,1,25,2,1,10,5,10,60,70,1,2,10,20,30,1,1,24,5,5,5,4,5,4,5,4,4,5,5,3,2,2,2,1,1,1,1,2,2,1,2,1,1,4,4,2,4,2,4,3,1,1,1
19380103,193801,3,0,1,2,2015,6,1,6, ,1,1,1,2, ,0, ,2,1,10,4,20,20,40,2, , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
19400001,194000,1,1,1,2,1942,79,4,3,5,3,6,5,2, ,0, ,1,2, , , , ,0,2, , , ,0, ,2, ,2,3,3,2,1,2,2,1,4,3,4,3,3,4,3,3,4,3,3,2,3,3,2,2,2,3,3,3,2,3,3,2,2,2,2
19430001,194300,1,1,1,2,1943,78,3,2,5,3,3,3,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,1,4,4,5,4,5,5,4,5,4,5,1,1,4,2,2,3,2,2,2,3,2,2,3,2,3,2,1,3,2,3,2,2,2,3
19440001,194400,1,1,1,1,1975,46,6,5,5,2,13,8,1,1,1,22,2,1,10,1,120,300,420,1,2,10,10,20,1,2, ,6,6,5,3,4,5,5,2,4,4,5,4,5,2,5,1,1,1,1,1,1,1,1,1,1,4,4,1,4,1,4,4,3,1,1
19440002,194400,2,1,1,2,1976,45,5,4,5,2,6,5,1,3,3,15,2,1,10,1,120,120,240,1,2,10,20,30,1,1,240,5,5,5,2,3,4,4,2,3,3,3,4,2,4,4,1,1,1,1,1,1,1,1,1,1,3,3,1,3,1,3,3,3,1,1
19440003,194400,3,1,1,2,2004,17,4,3,1,1,1,1,2, ,0, ,2,1,10,1,60,180,240,1,15,60,180,240,1,2, ,3,3,4,1,2,2,2,1,4,4,3,6,6,6,7,3,3,3,3,3,3,2,2,3,2,3,3,1,2,1,3,2,2,2,1
19440004,194400,4,1,1,2,2008,13,3,2,1,1,1,1,2, ,0, ,2,1,10,1,60,180,240,1,24,60,180,240,1,2, ,4,6,6,2,3,3,2,1,4,4,4,6,6,6,7,2,2,1,1,2,2,2,1,2,2,3,3,1,4,1,4,3,3,1,1
19470001,194700,1,1,1,1,1967,54,4,3,5,2,12,8,1,1,1,91,2,2, , , , ,0,2, , , ,0, ,1,2,6,4,4,5,5,5,5,5,5,5,5,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,3,3,1,1
19470002,194700,2,1,1,2,1978,43,4,3,5,2,5,4,1,1,1,24,2,2, , , , ,0,1,2,20,70,90,3,1,12,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,2,3,2,3,3,3,1,1
19470003,194700,3,1,1,1,2002,19,5,4,1,1,1,1,2, ,0, ,2,2, , , , ,0,1,2,460,630,1090,1,1,7,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
19470004,194700,4,1,1,2,2004,17,4,3,1,1,1,1,2, ,0, ,2,1,10,1,60,180,240,1,2,50,70,120,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2
19500001,195000,1,1,1,1,1941,80,3,2,5,2,6,5,1,1,1,41,2,2, , , , ,0,2, , , ,0, ,2, ,4,3,4,4,4,4,3,3,2,2,4,1,1,1,1,2,2,2,2,2,2,3,1,1,1,3,3,1,3,3,3,3,3,1,1
19500002,195000,2,1,1,2,1942,79,3,2,5,2,2,2,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,4,4,4,5,5,5,5,3,4,4,4,3,2,1,2,3,3,3,3,3,2,2,3,2,3,4,3,1,4,2,3,4,3,1,1
19570001,195700,1,1,1,1,1964,57,5,4,5,2,12,8,1,1,1,22,2,1,10,6,20,20,40,1,2,30,30,60,2,1,12,5,6,5,6,6,6,6,6,5,4,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,3,1,3,1,3,3,3,1,1
19570002,195700,2,1,1,2,1968,53,5,4,5,2,1,1,2, ,0, ,1,1,10,2,60,60,120,1,16,10,10,20,2,1,36,5,5,5,5,5,4,4,4,6,6,6,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,1,1
19570003,195700,3,1,1,2,1995,26,5,4,5,1,1,1,2, ,0, ,1,1,8,1,60,90,150,1,2,90,120,210,1,1,12,5,6,5,6,6,5,5,6,6,5,6,1,2,2,1,1,1,1,1,1,1,1,1,1,1,3,2,1,3,1,3,3,3,1,1
19570004,195700,4,1,1,1,1997,24,5,4,1,1,1,1,2, ,0, ,1,1,9,3,60,150,210,1,2,80,150,230,1,1,24,5,4,4,5,5,4,4,4,5,6,5,1,1,1,1,3,3,3,3,3,2,2,2,2,2,2,2,1,3,1,2,3,2,1,1
19630001,196300,1,1,1,1,1973,48,5,4,5,2,11,7,1,1,1,12,2,1,10,2,30,30,60,2, , , ,0, ,1,24,6,5,6,6,5,6,4,4,5,6,5,3,4,2,3,1,1,1,1,2,2,2,2,1,2,3,3,1,4,1,3,3,3,1,1
19630002,196300,2,1,1,2,1975,46,5,4,5,2,8,6,1,1,1,31,2,1,10,2,30,60,90,2, , , ,0, ,1,24,6,6,5,6,6,5,5,5,6,6,5,3,2,3,2,1,1,1,1,1,1,2,2,1,2,3,2,1,3,2,3,3,3,1,1
19630003,196300,3,1,1,2,2000,21,5,4,1,1,1,1,2, ,0, ,2,1,10,1,60,60,120,1,15,60,60,120,2,1,36,5,5,4,6,5,6,4,4,5,4,4,3,2,2,2,1,1,1,1,1,2,2,1,1,2,3,3,1,2,2,3,2,3,1,1
19630004,196300,4,1,1,2,2001,20,5,4,1,1,1,1,2, ,0, ,2,1,10,1,60,90,150,1,15,30,30,60,2,1,36,5,5,4,5,4,4,4,3,5,5,4,4,3,3,3,3,3,2,1,3,2,2,2,1,2,2,2,2,3,2,2,1,3,2,2
19650001,196500,1,1,1,1,1968,53,5,4,5,2,9,6,1,1,1,31,2,1,10,5,20,20,40,2, , , ,0, ,1,3,6,6,5,3,5,5,5,5,5,5,5,2,2,2,2,2,3,2,2,2,2,2,2,1,2,3,4,3,3,2,2,3,3,3,3
19650002,196500,2,1,1,2,1975,46,4,3,5,2,1,1,2, ,0, ,2,1,10,2,30,30,60,1,12,30,40,70,1,1, ,5,5,5,4,5,5,4,4,5,5,5,4,2,2,2,2,2,2,3,3,2,2,2,2,2,3,3,2,2,2,3,3,3,3,3
19650003,196500,3,1,1,1,2004,17,4,3,1,1,1,1,2, ,0, ,2,1,10,5,20,20,40,2, , , ,0, ,1,3,5,5,5,4,5,6,5,5,6,6,5,2,2,2,2,2,2,2,1,2,2,2,2,1,1,3,3,2,3,2,3,3,3,2,2
19660001,196600,1,1,1,1,1973,48,4,3,5,2,7,5,1,1,1,85,2,1,10,6,20,90,110,1,12,30,20,50,1,1,5,4,4,4,3,3,5,5,5,5,5,5,2,2,2,2,2,3,3,2,2,2,2,3,2,2,3,3,4,3,3,4,4,3,3,3
19660002,196600,2,1,1,2,1975,46,5,4,5,2,1,1,2, ,0, ,2,1,10,1,30,80,110,1,15,20,20,40,2,1,6,5,5,4,5,3,3,4,4,6,5,5,2,2,2,2,2,3,2,2,2,1,1,2,2,2,3,3,4,3,3,2,3,3,3,3
19660003,196600,3,1,1,2,2001,20,5,4,1,1,1,1,2, ,0, ,2,1,10,4,20,30,50,1,1,20,30,50,1,1,6,5,5,5,6,5,5,5,5,6,6,6,3,3,2,2,2,2,2,1,1,2,2,2,2,2,3,3,2,3,2,2,3,3,2,2
19660004,196600,4,1,1,1,2006,15,3,2,1,1,1,1,2, ,0, ,2,1,10,2,20,30,50,1,1,30,20,50,2,1,7,4,5,5,5,4,4,5,5,6,6,6,3,2,3,3,2,2,1,1,1,1,2,2,2,1,3,4,3,3,3,4,4,3,3,3
19670001,196700,1,1,1,1,1968,53,5,4,5,2,7,5,1,1,1,75,2,1,10,1,30,20,50,1,12,20,0,20,1,1,8,3,4,4,5,5,5,4,4,4,5,5,2,2,2,2,3,3,2,2,1,2,2,2,2,2,3,3,2,3,2,3,3,3,2,2
19670002,196700,2,1,1,2,1975,46,5,4,5,2,1,1,2, ,0, ,1,1,10,1,30,40,70,1,12,0,10,10,3,1,24,5,5,4,5,5,5,5,5,5,5,4,2,3,2,2,2,2,3,3,3,2,2,2,3,2,3,3,2,3,3,4,3,2,1,1
19670003,196700,3,1,1,1,2001,20,5,4,1,1,1,1,2, ,0, ,2,1,10,1,20,20,40,1,2,10,10,20,1,1,3,5,5,5,3,4,5,5,4,6,6,5,2,2,2,2,2,2,2,1,1,2,2,2,2,2,3,3,1,3,2,3,3,3,1,2
19670004,196700,4,1,1,1,2002,19,5,4,1,1,1,1,2, ,0, ,2,1,10,3,30,20,50,1,12,15,20,35,1,1,6,5,5,5,5,5,3,3,3,5,5,5,3,4,2,2,2,3,3,2,2,1,2,2,2,2,3,3,4,4,2,3,3,3,3,3
19690001,196900,1,1,1,1,1970,51,4,3,5,2,7,5,1,1,1,83,1,1,10,3,30,30,60,2, , , ,0, ,1,48,5,5,5,4,4,5,5,5,5,5,5,2,2,3,3,3,1,1,2,2,2,3,3,2,2,3,3,1,4,2,3,3,2,2,1
19690002,196900,2,1,1,2,1970,51,4,3,5,2,1,1,2, ,0, ,2,1,10,1,20,10,30,1,1,10,0,10,1,1,5,5,5,5,4,4,5,5,5,5,5,5,2,2,2,2,2,2,3,2,2,2,2,3,1,2,3,3,1,2,2,2,1,2,2,2
19690003,196900,3,1,1,2,1997,24,5,4,1,1,7,5,2, ,0, ,2,1,10,1,30,20,50,1,1,20,30,50,1,1,36,5,5,5,5,5,4,4,4,5,5,5,4,3,3,3,2,2,1,2,2,3,3,2,2,2,3,3,1,1,2,2,3,2,1,1
19710001,197100,1,1,1,1,1950,71,2,1,5,2,1,1,2, ,0, ,2,1,10,1,5,20,25,2, , , ,0, ,2, ,5,5,5,2,2,3,3,2,5,5,5,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,3,2,2,1,1,2,2,2,2
19710002,197100,2,1,1,2,1954,67,2,1,5,2,1,1,2, ,0, ,1,2, , , , ,0,2, , , ,0, ,1, ,4,4,4,3,2,4,3,3,5,5,5,3,2,2,2,2,2,2,1,1,2,2,2,2,2,3,3,4,3,2,2,3,3,3,3
19710003,197100,3,1,1,1,1976,45,5,4,5,1,7,5,1,1,1,31,2,1,10,3,20,20,40,1,3,20,30,50,1,1,3,5,5,5,3,3,5,5,3,6,6,5,2,2,2,2,3,3,2,2,2,2,2,1,2,2,3,3,2,2,2,3,3,2,2,2
19710004,197100,4,1,1,2,1982,39,5,4,5,1,6,5,1,1,1,28,2,1,10,1,20,30,50,1,1,15,15,30,1,1,7,5,5,5,3,3,4,5,4,4,5,5,2,2,2,2,2,2,3,2,1,2,2,2,2,2,3,2,2,3,2,3,3,3,2,2
