sample,main_hospital,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,satisfaction
434,1,4,3,5,4,4,2,3,9,9,10,3,2,3,7
435,3,8,7,4,4,3,2,9,2,9,10,3,4,3,7
436,1,2,2,10,2,7,2,3,6,3,2,1,4,3,4
437,1,5,5,1,2,10,1,5,6,7,6,1,2,3,5
438,5,7,7,6,2,10,1,6,3,5,4,1,3,3,6
439,3,6,5,9,2,10,1,6,3,3,2,3,4,3,5
440,4,4,3,9,2,4,0,5,2,2,3,3,3,3,3
441,3,8,9,7,9,1,9,9,4,3,3,10,1,2,6
442,5,7,7,4,9,9,9,6,2,5,6,8,2,2,6
443,5,4,3,4,6,1,8,4,3,6,7,6,3,2,5
444,5,9,9,4,8,1,8,9,6,4,5,9,2,2,7
445,1,9,10,8,7,6,8,9,6,5,5,6,2,2,7
446,2,7,8,2,7,2,7,8,1,3,2,8,1,2,5
447,2,9,9,3,7,2,7,9,3,5,6,6,2,2,7
448,3,2,1,7,5,8,6,3,6,7,8,4,3,2,5
449,5,9,9,2,6,9,6,10,3,4,3,6,3,2,6
450,1,8,8,1,6,1,6,7,7,8,7,5,2,2,8
451,3,6,5,9,6,5,6,5,6,8,7,7,2,2,7
452,2,8,7,5,8,10,6,7,3,7,6,8,3,2,7
453,2,4,5,1,7,10,5,3,9,7,7,8,3,2,6
454,4,7,6,10,3,2,5,7,7,2,1,2,3,2,5
455,5,5,6,1,3,10,5,5,5,7,6,4,3,2,6
456,4,3,3,9,5,4,5,3,4,2,3,4,2,2,4
457,4,9,8,3,4,2,4,9,9,7,6,4,3,2,8
458,3,9,10,7,4,1,4,8,7,8,8,3,2,2,8
459,1,8,9,6,4,2,4,9,8,3,3,5,3,2,7
460,5,6,5,6,2,10,4,5,7,7,7,1,2,2,6
461,4,4,5,9,4,3,4,5,2,2,3,4,3,2,4
462,4,8,8,1,2,2,3,8,5,6,5,1,3,2,6
463,3,6,6,2,4,6,3,6,6,2,2,5,3,2,5
464,4,3,2,1,3,1,3,2,3,4,3,4,3,2,3
465,5,6,6,1,4,3,3,5,5,6,5,4,2,2,6
466,1,4,4,10,4,2,3,5,7,9,8,5,2,2,6
467,2,4,5,2,3,7,2,5,4,5,4,2,1,2,4
468,2,9,9,9,2,3,2,9,10,7,8,2,1,2,8
469,4,5,6,7,2,5,2,5,7,6,6,3,1,2,5
470,1,8,9,7,2,5,2,9,10,5,4,2,2,2,7
471,4,9,10,9,9,9,10,10,4,9,8,10,1,1,8
472,5,6,6,7,9,9,9,6,2,7,8,10,2,1,6
473,2,8,9,10,9,4,9,7,6,5,5,9,2,1,7
474,5,6,5,8,9,8,9,7,5,4,5,10,1,1,6
475,5,4,4,8,8,5,8,5,5,7,6,7,1,1,5
476,5,4,3,6,7,8,7,5,4,7,8,8,2,1,5
477,4,4,5,9,7,4,7,3,2,2,2,6,2,1,4
478,2,5,5,1,8,9,7,4,8,9,10,9,2,1,7
479,5,8,8,8,5,6,7,8,10,4,3,5,2,1,7
480,5,6,5,3,5,8,7,6,7,6,5,6,1,1,6
481,4,5,4,7,7,5,6,6,3,8,7,6,2,1,5
482,3,8,9,5,6,1,6,7,9,9,9,7,2,1,8
483,1,3,4,8,7,10,6,2,4,2,2,6,1,1,4
484,4,7,8,7,7,8,5,7,9,2,1,7,1,1,6
485,4,9,10,2,4,8,5,8,4,2,2,5,2,1,6
486,4,5,6,4,5,3,5,6,4,6,6,6,2,1,6
487,4,9,8,9,2,1,4,9,4,6,6,1,1,1,7
488,2,9,8,6,5,8,4,9,5,9,8,5,1,1,7
489,1,3,2,10,4,4,4,2,3,3,4,4,2,1,3
490,2,3,3,4,2,10,3,2,7,9,8,1,2,1,5
491,1,9,8,1,3,9,3,10,3,2,2,3,1,1,5
492,4,5,6,3,5,3,3,4,10,8,8,5,2,1,7
493,2,5,6,10,5,6,3,5,9,8,7,4,2,1,6
494,2,3,2,7,2,8,2,2,9,6,7,2,1,1,5
495,1,2,3,2,3,9,2,3,3,3,3,4,1,1,3
496,1,8,9,2,8,6,9,7,8,7,7,8,1,0,8
497,5,2,3,3,6,5,8,3,6,2,2,6,1,0,3
498,3,8,7,9,7,9,5,7,8,8,8,7,1,0,7
499,1,9,8,9,4,9,4,9,7,3,4,4,1,0,6
500,1,4,5,2,5,6,3,4,7,6,6,5,1,0,5
