Date,Nickname,Movie_score,Title,Content,Is_spoiler,Helpful_vote_count,Not_helpful_vote_count,Total_vote_count
2019-10-27,troysgrampa,5,Diminished franchise time to move on.,"When I screened this, I noticed I was rolling my eyes multiple times....QUIT trying to appeal to PC groups and just make a movie. Doing so, has expired this franchise...and it's time to move on. If Genisys was confusing, this one was meh.

Hopefully this is the last because with each succeeding film that moves away from the original, it diminishes...so we'll wait for any more to get to TV.

What's next? Arnold in a walker?",X,34,27,61
2019-10-27,BlockLike,7,I see the haters are riled up again,"Here we go again. Seems people are bombing this with comments around political agendas and feminism.

Seriously, if you think that's what's influencing the direction of this film, look in the mirror and give your head a wobble.

This was a solid sci-fi action film. The action scenes are excellent and the terminator bad guy this time round is brilliant.

The scenes where he's chasing them are genuinely tense as hell!

While not a patch on 1 & 2, definitely the best one since salvation.

The other recent terminator films have all hands moments where I thought I wish they hadn't done that, but not this one.

It's not perfect, but it's not rubbish either.

An enjoyable tense sci-fi action.",X,3,19,22
2019-10-27,erikishot,8,Stop whining this is really good,"I'll admit I'm a mega fan of Terminator 1 & 2. Was crying hard at number 3-5. Obviously I was bamboozled 'just for the cash' on those later Terminator movies. This really was my very last to give for Terminator. But finally, they found back to Terminator greatness. Yes, its not as great as the first ones but it belongs as a great number 3 and there is some movie magic here. There is also a lot of smart choices in the script and story, casting is 100 %. So, what are everybody whining about? Well it's the times we live in I guess, everybody is triggered by random anything and pissed of about pick a flavour. You love Terminator? You like Arnold & Linda in these roles? Do you live your life year 2019 and would like to see how a good Terminator movie should be like released now? Here it is. Go and see, bring a friend. Bring some popcorn and have ha great time. Enjoy",X,5,13,18
2019-10-27,clm-857-286990,3,"Well..... The commercial is wrong, it is not better than T2 or any others. But I won't say it is the worst but close.","Who wrote the scripts? It is fun to watch things blown up but man, some parts of it is so hard to watch.",X,57,52,109
2019-10-27,havenpoint-81317,2,Ill not be back,Dear me what can i say other than b movie with good special effects hurrendous acting even by the two A listers utterly disappointing.. hang it up now !,X,49,39,88
2019-10-27,laurentlassee,10,Do not listen to haters. A must watch!,"After a disappointing T3 and genesis which this movie forget, dark fate sets an interesting story to revive the franchise. Also great acting! So go out there and decide for yourself.",X,20,45,65
2019-10-27,borisov-52073,6,A mediocre sequel,"Terminator: Dark Fate is a better film than the previous three. But the huge problem with this film is that the franchise is already effete. I have to point out the performance of Mackenzie Davies and Gabriel Luna, both of the are worth to watch",X,4,5,9
2019-10-27,benmuscleandre,8,Great film,"Really enjoyed this film, I'm a huge fan of terminator . Great cast , great story a worthy sequel to t2.",X,4,18,22
2019-10-27,mrbruce-24338,8,A proper sequel,This is by far the best terminator sequel of all. And a proper one. Of course it doesn't top T2 but we all know that. Give it a try! Too much haters out here! Who don't know one bit.,X,5,19,24
2019-10-27,thomedwards,8,T3...I'd say so,"There is a lot to like, great action, strong performances and relationships, plus it feels like a terminator movie. Not as good as T2, but not only a good terminator movie, but a good solid movie.",X,3,16,19
2019-10-27,BennyTV,5,Terminator Terminates the Terminator... genre.,"No one is talking about the obvious paradox... creating this movie erases T1 and T2, therefore how THE Eff, is this a ""direct sequel"". Yea I know that was the point; but really, its a bad idea for soo many reasons...At least those movies still exist in the real world and are forever cemented in history. Second ""Paradox""... if every terminator sequel is considered terrible.. at least they were worthy of the title ""Terminator"" because, well... the term is just synonymous. If you go up to anyone on the street over 7 and say ""Skynet, t-1000, John Connor, Sarah Connor or cyberdyne systems model 101..."" we all know what you are talking about. I didn't feel much of the SJW, i don't care if the savior of mankind is male or female, who gives a hoot... but WHY terminate the name ""Skynet"", why Terminate the name Connor? Thats what makes me LOVE THE INSTALLMENTS. The basic law of time travel that propelled all Terminator movies... from T1 to chronicles... they all follow this basic rule. A future war, a solution, an ""if, then, else"" response by the machines, a delay, and a loop. The grandfather paradox is better known as the Terminator paradox- thats how much this pop culture icon effected our planet. The least you could have done, JAMES... was at least have ""grace"" know the name, ""Sarah Connor"" (who clearly never heard that name) because, you know, the whole ending is based on the fact that ""Dani"" will be the new ""John""... to be raised and become the future Awesome savior in Johns name. how does the future not know of the past? How does Dani NEVER mention Sarah to Grace? Shame on you James Cameron. This was the least time-travel themed ""Terminator"" movie/episode, idea, EVER. Shame. Also, just... WTF? John Connor mowed down In the opening scene? Laughable. Would be a better movie without the ret-con. Also, are we supposed to know Major Dean? In mexico... where are all of Sarah's Mexico based contacts from those iconic scenes in T2? Come on mannnnnn",O,4,4,8
2019-10-27,commanderdarken,9,Almost as good as Terminator 2,"Hello, I've seen Terminator - Dark Fate 2x the first weekend (Friday 10/25 and Sunday 10/27) in Germany (english version of the movie). All in all the movie has a good story, the actors are playing very well and sfx is very fine (perhaps a bit too much sfx). The music could be better, but it is still ok. As most Terminator movies also this has some nice quotes (""My whole body is a weapon"" - ""Save this for the ladies""). REV-9 is more threatening as the T1000 in Terminator 2 and Luna Gabriel the perfect actor for playing this infiltrating killing machine. The end battle could be a minute or two longer, but all in all the movie has almost the quality of T2. Hopefully here will be an extended version of the movie on blu-ray and hopefully the movie makes enough money to make the other two parts of the planned trilogy. Thanks for reading and much fun in Dark Fate.",X,5,18,23
2019-10-27,reeantonia,10,Absolutely Fantastic,Don't listen to the grim reviews - great action! Remember this isn't real life! Picks up nicely from the end of Terminator 2 - both classics,X,17,43,60
2019-10-27,vengeance20,5,Another Film Franchise Ruined By Political Correctness,"Haven't been a Die Hard fan of the Franchise, but have seen the previous films. I must say compared to this Political Correct crap of a film, they were better, even Genesis was better & I didn't rate that film at all.

However the film did have some good to it as well. Here's the Pros & Cons:

Pros:

Great action sequences Great effects Badarse villain Arnold's in it (though for 1/4 of the film...)

Cons:

Too much female proper gander. Too political & shoe horned. Males portrayed as bad/weak guys & females portrayed as good strong characters. Several degrading snipes a men. I.e. female lead takes clothes of male character & leaves him behind in his boxers. She does this twice. O'Conner's character tells Carl to shut the f up. And so on. Male characters sidelined or belittled. Female empowerment overload, females stole the film & did most of the heavy lifting. Toxic femininity & misandry were rife in this sequel.

So overall, I have to say this film was a mixed bag. Sort of. But the female empowerment & political correctness is really starting to jar me off. This shoehorning in films today has gone too far. Male directors, writers & producers being forced to make a film which is both Politically Correct & portrays women as strong & men as weak. Long story short, the political message is made for equality but contradicts itself with male characters being put down & not being equal to female leads.

Overall. Another film of the golden age ruined with the Snowflake, Political Correctness movement of the 2010's... 5/10",O,477,274,751
2019-10-27,rahmansadikur,1,Very misleading Please terminate it for good,"John Connor dies no more skynet , Carl T800 gets married after he kills John Connor and no Edward Furlong ain't in this movie except for digital purposes only last bout 3 mins in the movie but you see him on the casting list it's a huge slap in the face to us fans huge slap in the face for Edward furlong character James Cameron has sold out didn't once came to the set the was 6-7 other writers that help ruined the film",O,49,42,91
2019-10-27,stevelomas-69401,7,"Go Linda, go Arnold","Better than T3 & Genysis. The acting is sound and the storyline rattles along at a serious pace. On the other hand this is essentially a rehash of the previous films and the last 30 minutes gets increasingly ludicrous. It is entertaining, just don't think.",X,4,18,22
2019-10-27,owenpage-85221,8,Almost as good as the second film,"I know that there has been a mixed bag of reviews, but I think it was a very good film. The storyline isn't what you would expect, however it is action-packed and goes very quickly. The opening scene was cleverly done, and could be considered emotional for those that have seen the prequels.

All I would say was the storyline means future films probably won't lead on from this one, for which is found in the last part of the film.

Overall, I would say it is certainly worth a watch, even if you haven't seen the prequels, as a brief overview is given in the opening and between characters.",X,8,25,33
2019-10-27,Fudge-3,8,A Terminator 2 Homage,"A new type of terminator comes back in time.

Very much in the style of T2. Dark Fate brings the old crew back together. All it is missing is a dream sequence with Michael Biehn but otherwise all the boxes are checked. This is a good thing; instead of slapping the terminator badge on some other movie to give it a bit of a shine they dump the whole trolley in. Who doesn't want a bit more T2?

I liked, 'They'll be back,'",X,8,23,31
2019-10-27,kr786,8,Better than the last 3 movies,"Whilst its not a patch on the 1st film or T2 and the story takes parts from the 1st movie this is much much better than the garbage that was Rise of The Machines, Salavation and Genisys.

A good movie overall",X,7,21,28
2019-10-27,corr-65836,1,This is comedy like Zombieland-2,"I am from Russia. We here loves Terminator of 1984...and 1991 too. But ""Genesis"" and subj - jast a funny and stupid comedi nomber one and nomber two.",X,21,18,39
2019-10-27,mbridges-36703,7,Ok but not great,"This feels very much like a re-hash of T2. It's not bad, but neither does it bring anything new to the table.

Some big reveals are telegraphed from miles away, so they have little impact.

Arnie brings some much needed humour, which is welcome.

If you're a terminator franchise fan (like me) you'll enjoy it. If you're not fussed about terminator films, this would only be worth paying to watch if you're at a loose end.",X,1,9,10
2019-10-27,marmar-69780,3,dark fate,Until middle of movie when arnold shows up film is pretty boring and full of stoic characters but it wasnt complete disaster in end,X,12,11,23
2019-10-27,sterlingfu,1,"Better grab a shovel, Terminator movies are in deep sh**.","Awful. RIP terminator movies.

On the tombstone:

hasn't been good since 1991. Was slaughtered by a team of producers, directors and writers.

Farewell.

P.S. Watching this movie makes me wish a terminator would shoot me in the chest.",X,106,86,192
2019-10-27,deanstevencallan,6,Worth a watch for a fan of the franchise,Not as good as 1&2 but that's obvious. Expected more. Better then all the other sequels.,X,4,10,14
2019-10-27,matt-2068,7,Don't believe the negative reviews!!,Bought my tickets and then read the reviews; all the negativity made me want to get my money back before I'd even watched the movie! Thankfully this is nothing like what the negative reviews lead you to believe; it's entertaining from start to finish and contains non stop action and exactly what you would expect from a James Cameron terminator movie. There's definitely some manipulation reviews being posted by fake accounts or people; it not sure if I'll pay any attention to IMDB reviews any more. I would recommend any action hungry terminator fan to go see the movie and make your own mind up; not as good as T1 or T2 but definitely one of the good terminator movies!,X,5,14,19
2019-10-28,djlawrence-74344,10,BRILLIANT !!!,This Sequel has lived up to the first T1 and T2 James Cameron has smashed it out of the park with one. Kept me engaged through out from start to finish it was brilliant. Made me feel like I was watching Terminator again with a new story line to follow and Arnold and Linda were absolutely brilliant ... Very strong hard new Characters aswell. This is here to stay in my collection I was Terminator 1 n 2 when i was a kid and this sequel made me feel the way i felt about the first 2 parts... Dont listen to who have given a 1 star ... if they could write a better story or direct or act i would have watched a movie made by them :) but not! Overall brilliant Terminator movie 10 points for me :),X,15,32,47
2019-10-28,xiaohei-80112,4,Stop ruining this classic 😡,"Very excited that Cameron take back the copyright and remake again but It's like same old wine put in a different packaging. It's like watching the part 1, 2,3. Story plot take from part one, fighting scene take from part 2 and 3.Story can't convince me,weak character.by the enemy ability should kill the lead actor immediately but his appearing is very clearly to keep the story dragging forward.Darkness confuse fighting ,CGI not that great, lame jokes .Very disappointed.",X,14,10,24
2019-10-28,thomaselliotthk,2,Disappointed that Cameron didn't offer anything new here.,"I went into Terminator: Dark Fate with very low expectations.

As a fan of the first two films I am used to being disappointed by the later sequels and if I am honest I only watched this because I thought James Cameron might have something else to say on the franchise and I think Tim Miller is a pretty cool director so there might be some great visuals.

I was disappointed in the film because it really just becomes a retread of moments from the other sequels with some new characters that we never really get a chance to invest in or gain significant interest in.

The action scenes were great but at this point Ive seen plenty of scenes of robots from the future chasing humans and causing mayhem (this happened in T1 all the way through to genesis)...

Praise also to the cinematography and the design elements.

I just wanted a more unique storyline and an angle or perspective that really changed things more significantly than this film did.",X,30,24,54
2019-10-28,rory-24669,1,Why ??????,Save your money ! By far the worst in the terminator series Predictable and unbelievable,X,64,54,118
2019-10-28,bobbyfagan-74529,1,The franchise has been terminated,"Dark fate indeed. I couldn't think of a better way to put it myself. It's basically a remake & a bad 1. The first 5 minutes actually ruined the entire last 2 films (as this is 3, I don't know). Now we have terminator 1 but with different actors. T1 & T2 had characters, This had actors. Arnold is back so is Linda, and they are honestly terrible in this. Maybe if you didn't like terminator 1 or 2 you will enjoy it.",X,86,73,159
2019-10-28,hagner2,5,"Good acting, fun time, average execution, same storie, BAD decisions.","It's a ok flick if you look it as a stand alone movie. But for me, HUGE fan of genius James Cameron, the opening scene was a slap in the face, disrespectful, and after that, nothing could wash the bad taste. Cameron is THE BEST director, no one is at his level of cinematography and perfeccionism, but as a writer and producer, this time he screw it up very bad. In fact, he throw away his credibility stating Edward Furlong was in the movie. SAD. Tim Miller is not at the same league as Cameron. Cinematography is bad. I'm giving 7 stars for the effort made by the crew. But as a experience for long date fans, this movie does not deserve 3-4. Lets adress the main drawbacks: 1) Lies by the producer. 2) SAME story 3) Not so good FX 4) Bad cinematography, does not match T2. 5) WORST end of a character in history of movies. Agravated by the fact Cameron himself critisized Aliens 3 for the same reason. The opening scenes ruins the rest of the movie and even ruins the predecessors. 6) Terminator design in future war are cartoonish, not so grounded. The goods: 1) Cast works. Even Arnold, with dificult lines, nailed it. 2) Funny. Carl is funny. 3) Grace is a good character. I would like to see more. Augmented humans are a curious concept. 4) The brief discussion about machines taking jobs of human workers. As a fan of James Cameron I'm disappointed because this movie is nothing more than a money grabber. Go to see it if you want some inconsequential fun time.",X,5,9,14
2019-10-28,andybarsblade,1,we dont need no man,"Original premiss - soldier sent back in time to help protect the mother of a future resistance leader from an unstoppable killing machine.

Premiss now - future resistance leader was just a man so we kill him off in the first few minutes lol, now were not strong badass inspirational mothers. We're men.",O,39,33,72
2019-10-28,zurdo-472-660887,6,Déjà-vu,"It isn't a bad movie, but at the end of the day it's just a mix of T1 and T2 in many ways. Some shots / lines / plot parts are directly copied from the first 2 movies. The Rev-9 is even a mix between T-800 and T-1000, only in black... It makes me think of Star Wars VII where they call the 60+ years old characters back and use them to introduce new heroes, with the exact same recipe than the first movies. In that regard, killing John is just an excuse to tell the same story all over again, and makes the movie pointless.

On the plus side, Mackenzie Davis really does a great job and I really liked the enhanced human concept. The direction is ok and Arnold is also doing the job. Hamilton is trying a little too hard but was ok too.

It's a decent movie but it definitely doesn't live to the expectations I had when I read James Cameron was involved.",O,4,7,11
2019-10-28,samyoung-82648,3,Worse than I expected,"This is without a doubt the worst Terminator movie in the franchise. Yes, it's got the female ninja warrior. Yes, all of the leads are female. Even if this ninja warrior business is your cup of tea, you will be rolling your eyes constantly. The terminator is the most advanced unit ever made. Yet, it can be outsmarted and outfought by a human with some upgrades. The terminator constantly makes idiotic moves. The dialog is typical of a C grade movie. It's full of cliches ""I must save you"". ""The fate of the world is in your hands"". The acting is poor. It's the standard I'd expect from a day-time soap opera. Even Sarah Connor is at her worst. On the plus side, the augmented human is not perfect. That's a step up from the new Star Wars movies. This movie is just terrible. After 15 minutes, I really wanted to walk out. Worst movie I've seen this year.",X,49,39,88
2019-10-28,smilerbaker,7,nowhere near as bad as people are making out!!,"Ok, as people have said there is nothing new here, nothing at all, its a Terminator film, easily the best terminator film since T2 (ok thats not hard) its enjoyable, has a story and does what it says on the tin.

Is it going to wow you like T2 - no, of course not, no special effects will wow you like seeing the liquid terminator for the first time all those years ago.

And on that theme, some of the 'special' effects in the first 20 minutes or so are very very poor - you can't miss them, I assume the beginning was re-shot and they ran out of time or money to make them decent, seriously most TV shows wouldn't have allowed 'special' effects like that out the door, but once you get past that it all swims along nicely.

At the end of the day its a brain dead terminator movie, perfect for a fri / sat night when you really don't want to think about plots, No huge plot twists (that really nowadays make little sense, they just put them in for the hell of it) all the acting is fine, story is fine, some funny arnie one liners, and enough throwbacks to keep terminator fans happy!

is it a classic? nope would I watch it again? yep

a solid effort all round",X,3,14,17
2019-10-28,redder415,1,You got terminated.,"I saw the trailer and found out that the director is Tim Miller, the best director for, my personal favorite, Deadpool.

The good part of this movie is action, with a lot of blows-up, bullets-flying, and face-to-face combat style, but.....

Story is not making any sense.

Arnold's acting role are terrible and he needs a lot of practicing in robotics role.

Multi-feminine silliness with sexist nonsense.

A Mexican man killing 20 border patrols as a ""sign"" to waving a middle finger at the president for wanting to keep this country safe.

John Conner got appearance and then killed within first 4 minutes.

The evil Terminator acts poorly and shown no robotic attitude, and shown too much emotion.

Terminator: Genesys made this movie to looks like a choir-boy.",O,34,30,64
2019-10-28,fermantttnnn,7,The best thing about the film is Arnold,"Sadly, only Arnold makes this film watchable. Not the best film after Terminator 2, maybe only better than Genisys and for only better Arnold - T-800. I think they don't have to stop but must work on the script a lot. This kind of things is not interesting anymore.",X,6,7,13
2019-10-28,TheOvereducated,9,Overall entertaining!,"I had to go see this, I've always been a fan of Terminator! I went with low expectations though, because... I'm not a fan of ""Deadpool 1"" (same director) (and ""Deadpool 2"") - I find that story predictable and bland and the humor for 16-year-olds. My thoughts for ""Dark fate"":

1) Some parts of the backstory I didn't find that creative, they felt a little bit repetitive of past Terminator movies. There were also quite a few oversimplifications throughout the progress of the story. But the movie was still quite enjoyable, since I could relatively easily move past all that.

2) One could argue, the duration could have been shorter - there were some too-slow scenes and at one point it felt a little bit as if a second movie is starting up. Overall, though, it didn't bother me, the movie remained entertaining.

3) Some ""Deadpool""/easy-to-write/not-much-thought-needed funny dialogue is present too, but in this movie & those scenes it works well most of the time.

4) There's quite a lot of action! Cool, I wasn't expecting that much! Explosions and destructions everywhere :P

5) I didn't like the young, Mexican actress. I did like Linda and Mackenzie. Arnold too, of course! Gabriel as a bad Terminator is also good. I find the Terminator from Genisys (Lee Byung-hun) more menacing though.

I did enjoy the previous one, Terminator: Genisys, more, as I found that story more inventive and intriguing. Nevertheless, I enjoyed Dark fate, it's an entertaining action movie!",X,8,25,33
2019-10-28,derekoneill64,1,Awful Awful Awful,"How can James Cameron stand over this? In the first 10 minutes this movie wipes out everything Terminator 2 did. Arnies character arc is absolutely ridiculous. He's settled down has a kid, has fallen in love and realised what he's taken from Sarah connor!! Like ffs. Absolutely laughable.",O,49,39,88
2019-10-28,bosullivan2-719-143250,7,Good but not the Cameron sequel we hoped for,"When Cameron announced he was taking back over, there was hope that the fate of the franchise would be saved by what he would make.

Unfortunately the movie doesn't really break any new grounds that the first 2 movies were famous for: practical effects and cgi. And only the latter is used in T:DF. A real shame.

Positives: The characters are all strong. Performances solid. And exposition dealt with naturally. What T1 & T2 did so famously.

The action on the other hand is a mixed bag. Too manic and over the top. Poorly lit. And hard to see sometimes what's happening. Surprising, when T1 & T2 handled night time scenes so well.

So by the end you realise it doesn't come close to T1 & T2, and you end up comparing it to Genysis. And you realise what Genysis got terribly wrong (exposition), DF gets right, but what Genysis got right (action - small set pieces done well), DF fails miserably. I understand the pressures studios must be under to compete with Marvel, but DF's action is just so insane, especially the main action set piece, you find yourself imaging what the storyboard session must have been like - not a good sign.

Having said that the end set piece is satisfying, lit and choreographed well, so you can see what's going on, and because your invested in the characters, you care and want them to succeed.

Oh I didn't even notice there was 3 female leads: assuming that's a good sign.",X,4,3,7
2019-10-28,louis-d-dubois,5,Shallow Action Flick,"An overdose of CGI to hide the paper thin script, a non existent character development and a very, very, very poor acting with complete lack of emotion. I give it 5 stars for the quality of CGI and some entertaining action scenes.",X,19,16,35
2019-10-28,jconstantinou-16334,1,Disappointing,"It was predictable could see the twist that the small Mexican girl who's name I forget would turn out to be leader of resistance she did good job of acting I felt but the writing for her character was poor and not believable, same for other characters the acting was good but poor writing and poorly chographed action scenes made the Terminator hunter them seem pathetic and weak they got away to easy and I never felt they was in danger, again the actor did act the role well though.",O,41,32,73
2019-10-28,alindsay-al,7,A Good Film that is the best Terminator film since T2,"I love both The Terminator and Terminator 2 Judgement Day, but in my opinion there hasn't been a good Terminator film made in my lifetime so I was nervous about seeing Terminator Dark Fate but I am happy to report that this is a good film and is easily the 3rd best Terminator film ever made. The premise of the film sees a half human/half cyborg team up with Sarah Connor & a T800 to protect a young girl from a new more advanced type of Terminator. Mackenzie Davies plays Grace a half human/half cyborg and she does an okay job in this film, in the action scenes she is great, she comes across as a real action star. But I have to admit this film tried to make me care about her character and I just really didn't, she hasn't got strong enough material to work with and her character just isn't particularly interesting. Luckily I felt the supporting cast does a better job, Linda Hamilton is back as Sarah Connor and she was really the standout in this film, her character is more battle hardened then we last saw her and she gives a layered performance that fits the character we have seen in the previous films. Arnold Schwarzenneger is back as a T800 and lets face it he was born to play this role and he does a very good job in the role and this film allows him to do a bit more with the role this time around. Diego Reyes plays the Rev-9 and he does a fantastic job as a deadly and destructive villain that just oozes charisma and I feel like if he is given more high profile roles he can be a big name. The story isn't exactly groundbreaking, it is entertaining watching this constant chase going on in this film but there is no denying that this plot has been done and seen before even though it does kind of work for this film. The script has some well done drama, especially towards the beginning of the film it does a good job ib building characters with a few nods to the previous films. However, this film is a bit lifeless with its charm and there is absolutly no humour for the majority of the film and I felt at times characters are swearing just to try and make this film more edgy even though it's unnecessary. The style of the film is pretty cool, this film is more violent and action heavy with the CGI feeling pretty natural in this film and I liked all the designs and tech in the film. Overall this is a good film, it won't turn you into a Terminator fan but if you are a fan of the franchise you will probably be at least hopeful for future installments.",X,8,22,30
2019-10-28,izi_izu,8,Better Terminator than the other 3 before,"Seen a lot of hatred towards this movie due to the PC shown in this movie (all female heroes cast) however I never saw this as an issue. However, I do feel like the addition of Arnie in this movie just like a eye candy or attraction for moviegoer. He deserved to be a main character instead of just side kick for the main characters. We can see how Arnie just acting for the sake of acting not truly like he enjoyed filming this movie. We can see no passion in his acting anymore in this particular movie. However, the execution of this movie was quite OK compared to the abomination of 3, 4 and 5",O,4,19,23
2019-10-28,FryHigh,10,The movie we were looking for.,"Most of the low level reviews are political. Yes, this movie makes a statement about the current political environment. It's not the mindless romp we've been accustomed to seeing. I guess that rubs some people the wrong way.

This movie gives me a lot of the same feels as The Sarah Connor Chronicles. If you enjoyed that series, I guarantee you'll love this movie.

I'd also like to add, that it seems a lot of people didn't understand how the time travel aspect worked with the different Terminators. It doesn't require a whole lot of mental capacity to figure out, and it's fun to think about...",X,16,42,58
2019-10-28,jezzema,1,POINTLESS POJNTLESS REHASH,"So kill of a pivotal character, destroying the work of t1 and t2, and then give us a CGI overloaded rehash of the first two movies with no soul whatsoever. Arnold fans, be warned, hes not in it until the last hour. Overall, waste of time and money. The story ended in T2. Leave it at that.",O,47,37,84
2019-10-28,southdavid,7,Drapes Of Wrath,"Given the rocky time the many and various Terminator sequels have had since ""Terminator 2: Judgement Day"" scepticism of franchise is on a high. Re-enter James Cameron, to produce this film as a direct sequel to the ""T2"" with Deadpool's Tim Miller in the director's chair.

In Mexico City, an enhanced human, Grace (Mackenzie Davis) has a mission to defend Dani Ramos (Natalia Reyes) from the murderous advances of Rev-9 machine (Diego Luna) a robot sent back in time to try and win a war years before it even starts. With her mission about to fail, Grace is saved by Sarah Connor (Linda Hamilton) who has been receiving co-ordinates of where to continue her personal battle the machines from a mysterious source.

""Dark Fate"" is good enough. I could end the review there, but I'll keep going. Comparisons to ""T2"" aren't helpful, as what could live up to a classic like that, but ""Dark Fate ""manages to avoid most of the pitfalls of the other sequels - it doesn't do anything inherently stupid, like having John Connor swim down to a Submarine or become a machine himself - but it also can't shake off the feeling that it's a rehash of the previous films. The beats of a ""Terminator"" story are all there; taking the clothes, ""Come With Me If You Want To Live"", "" I'll Be Back"", helicopter battles, convenient industrial location for finale, sacrifice. The Rev-9, though nicely played by Diego Luna, is pretty similar to the T1000 is what he can do and how he moves. The twists of the film, if you can even call them that, are all pretty obvious - so much so I am not sure you can even call them twists.

There are a couple of CGI shots, particularly at the start of the film, that are very ropey but they are prove to be the exception, rather than the norm. The practical effects are always pretty good though, and there is lots of explosions and vehicle destruction that occurs. Performances are fine although nobody is really tasked with doing anything too dramatic other than looking injured.

So... in conclusion, like all the Terminator sequels is a Copy and Paste of first one, however this one is a little better than some of the others.",X,4,12,16
2019-10-28,gemivemy,8,Loved it,"Went in with no expectations and felt that the Terminator franchise had been brought to the 21st century. Loved the female cast who were very believable and brought a lot of kick ass to and humanity to the story. Happy to go along with the time travel chaos and am used to the different films treading on each others toes, i felt the story was well reasoned and leaves enough to the imagination to leave the door wide open for future installments. I was very pleased to see the playful nods to the old movies as well. I'm sure a lot of men will feel threatened by the many female leads and quiet frankly they can go cry in a corner, this movie was a breath of fresh air of strong women, making their own destiny and kicking metal ass along the way.",X,2,6,8
2019-10-28,neil-476,8,"Well, I liked it. A lot.","Sarah and John Connor managed to avert Judgement Day - it never happened. But that doesn't mean that the military stopped research into self-aware military AI. Goodbye Skynet, hello Legion, and welcome to a new generation of Terminator/equivalent and protector, this time to safeguard Mexican Dani. And also welcome back Sarah who, for her own reasons, wants to have a hand into protecting Dani and terminating Terminators.

Forget Terminators 3, Salvation and Genisys - this one is a direct sequel to Terminator 2: Judgement Day. Looking through IMDB reviews, it seems to have upset a lot of people who seem to take exception to people who say ""Best Terminator since T2."" Well, since T2 was an astonishingly good film, that doesn't seem to me to be the faint praise which others seek to damn T:DF with. I liked it a great deal.

It had its own story, albeit familiar, it had fun callbacks to T1 and T2, it had something genuinely shocking and unexpected which I have no intention of spoilering, and it played fair with the time travel/changed future aspects of the story/ies: where I thought ""Hang on, you can't have that because this happened,"" the logic actually worked.

Where it fell down was the two more juvenile leads. Natalie Reyes as Dani was a little lightweight and Gabriel Luna as the Rev-9 Terminator has neither Schwarzenegger's physical presence nor Robert Patrick's emotionless menace. Mind you, Mackenzie Davis as protector Grace is terrific, and Linda Hamilton, reprising Sarah Connor after 28 years, is epic.",O,18,27,45
2019-10-28,thesupertomster,5,Basic but entertaining,"Dark Fate is the safest and least risk-taking instalment of the Terminator franchise, and yet it's still a breath of fresh air when compared to the overstuffed train-wreck that was Terminator: Genisys. In many ways, Dark Fate is a reimagining of the original 1985 film, but set in the modern day, filled with plot contrivances and featuring newer, less interesting characters. It's therefore unsurprising that the best part of the movie is the returning characters from previous instalments, who steal the screen and take all the best lines whenever they're around.

The smartest move made by the film was to ignore every Terminator movie apart from the first two, ditching the ridiculously complicated plot from Genisys and returning to good old robot action. Despite the new terminator having less charisma than Arnold Schwarzenegger's thumb, the premise of an unstoppable shape-shifting machine fighting an augmented superhuman with the help of an aging Sarah Connor will produce some entertaining action no matter what. It may be a film you'll forget in a week, but as two hours of mindless entertainment, you could do worse.",X,3,8,11
