id,age,number_accounts,price,Extra_content,ads,accept
758,47,2,15,Marble,one_per_show,0
759,40,3,15,ESPN,one_per_day,0
760,48,4,10,ESPN,one_per_day,1
761,31,5,25,ESPN,one_per_day,1
762,41,5,10,ESPN,one_per_day,1
763,49,4,25,Marble,one_per_day,0
764,47,2,15,Disney,one_per_day,0
765,48,4,15,ESPN,0,1
766,53,5,15,Disney,0,1
767,33,2,10,Disney,one_per_day,0
768,21,3,20,ESPN,0,0
769,48,2,25,Disney,one_per_day,0
770,50,3,15,0,one_per_show,0
771,21,2,15,Marble,one_per_day,0
772,24,1,20,Marble,0,0
773,52,4,20,Disney,one_per_show,0
774,45,1,20,Disney,one_per_day,0
775,45,5,25,Marble,one_per_day,1
776,48,2,15,Marble,one_per_day,0
777,22,5,10,Marble,one_per_show,1
778,37,5,10,ESPN,one_per_show,1
779,46,5,25,Marble,one_per_day,1
780,25,5,20,0,0,1
781,43,4,10,Disney,one_per_day,1
782,40,3,25,Disney,0,1
783,29,1,15,0,one_per_show,0
784,34,4,20,ESPN,0,1
785,22,3,15,Marble,one_per_show,0
786,39,3,20,ESPN,one_per_day,0
787,27,3,20,ESPN,one_per_day,0
788,50,2,15,ESPN,0,0
789,50,3,25,ESPN,one_per_show,0
790,39,2,10,0,one_per_show,0
791,44,1,25,ESPN,0,0
792,39,4,20,0,one_per_day,0
793,48,5,20,ESPN,one_per_show,0
794,51,4,15,Marble,one_per_day,1
795,35,3,20,ESPN,0,0
796,43,5,10,Marble,one_per_day,1
797,43,1,25,Disney,0,0
798,25,1,20,Disney,0,0
799,39,1,10,Marble,one_per_show,0
800,52,4,10,Marble,0,1
801,24,3,15,Marble,one_per_day,0
802,49,5,10,0,one_per_day,1
803,48,1,20,ESPN,0,0
804,42,4,15,0,0,1
805,50,4,25,0,one_per_show,0
806,49,5,25,Marble,one_per_show,0
807,34,1,25,ESPN,0,0
808,27,2,25,0,one_per_day,0
809,25,1,25,0,one_per_day,0
810,53,2,15,Disney,one_per_day,0
811,24,2,25,Marble,0,0
812,28,4,10,Disney,one_per_show,1
813,30,3,15,ESPN,one_per_show,0
814,39,1,15,0,0,0
815,43,2,10,Marble,one_per_day,0
816,36,1,25,0,one_per_show,0
817,51,2,25,ESPN,one_per_day,0
818,36,2,25,Disney,one_per_show,0
819,32,5,10,ESPN,0,1
820,21,5,25,Marble,one_per_show,0
821,29,2,20,ESPN,0,0
822,31,5,15,ESPN,one_per_day,1
823,31,2,15,Marble,0,0
824,34,5,10,ESPN,0,1
825,42,2,25,ESPN,one_per_show,0
826,50,2,20,0,0,0
827,33,2,10,Marble,one_per_show,0
828,26,2,15,Disney,one_per_day,0
829,21,3,25,Marble,one_per_show,0
830,51,2,20,Disney,0,0
831,28,3,20,Marble,one_per_day,0
832,23,3,10,ESPN,0,1
833,29,2,25,Marble,one_per_day,0
834,50,3,20,Marble,0,0
835,42,4,25,0,one_per_show,0
836,49,1,10,ESPN,one_per_show,0
837,26,4,20,0,one_per_day,0
838,51,5,15,Disney,one_per_show,1
839,38,5,20,Disney,0,1
840,43,1,15,Disney,one_per_day,0
841,24,5,25,Marble,one_per_day,1
842,27,1,25,Marble,one_per_day,0
843,31,4,10,ESPN,one_per_day,1
844,50,4,15,Marble,0,1
845,38,3,20,ESPN,0,0
846,49,4,25,Marble,one_per_day,0
847,36,3,15,ESPN,one_per_show,0
848,51,1,20,0,one_per_day,0
849,23,3,25,ESPN,one_per_day,0
850,51,2,20,0,0,0
851,27,1,25,0,one_per_day,0
852,48,1,10,Disney,one_per_day,0
853,31,1,15,Marble,one_per_day,0
854,32,3,15,Disney,0,1
855,46,5,10,Marble,0,1
856,32,2,25,0,one_per_day,0
857,25,4,25,ESPN,0,1
858,41,3,15,ESPN,one_per_day,0
859,25,3,15,0,0,0
860,44,4,25,Disney,0,1
861,29,1,10,Disney,one_per_show,0
862,28,3,25,Disney,0,1
863,32,2,25,Disney,0,0
864,44,2,15,ESPN,0,0
865,41,3,15,Disney,one_per_show,0
866,35,2,20,Marble,one_per_show,0
867,23,3,15,Disney,one_per_show,0
868,33,3,20,Marble,0,0
869,49,3,20,Marble,one_per_show,0
870,28,3,15,0,one_per_day,0
871,41,4,25,ESPN,one_per_day,0
872,43,3,25,0,one_per_day,0
873,30,4,10,0,one_per_day,0
874,46,3,15,ESPN,0,1
875,34,4,20,0,one_per_show,0
876,26,3,20,0,0,0
877,30,1,20,ESPN,one_per_day,0
878,33,3,10,Disney,one_per_show,0
879,38,1,15,ESPN,one_per_show,0
880,27,5,15,ESPN,one_per_day,1
881,28,3,10,0,0,0
882,30,2,20,Disney,0,0
883,29,4,10,0,0,1
884,43,5,20,ESPN,one_per_show,0
885,43,5,20,Marble,0,1
886,28,5,15,ESPN,one_per_day,1
887,43,1,25,Disney,one_per_day,0
888,52,2,10,ESPN,0,0
889,39,4,25,Disney,one_per_show,0
890,29,1,25,Marble,one_per_day,0
891,38,3,10,Marble,0,1
892,53,4,20,Disney,one_per_day,1
893,53,3,20,Disney,0,1
894,35,2,20,Marble,one_per_day,0
895,52,1,15,Disney,0,0
896,52,3,20,Disney,one_per_day,0
897,34,3,25,Disney,0,0
898,47,4,25,Disney,one_per_day,1
899,34,2,10,0,0,0
900,31,1,10,Marble,0,0
901,37,1,20,0,one_per_day,0
902,28,2,20,Marble,0,0
903,24,5,25,Marble,0,1
904,32,1,10,0,one_per_day,0
905,44,5,20,ESPN,0,1
906,21,4,15,Marble,one_per_show,0
907,53,4,15,0,one_per_show,0
908,33,4,10,0,one_per_show,0
909,25,5,15,Disney,one_per_day,1
910,51,4,25,0,one_per_day,0
911,48,2,15,Marble,one_per_day,0
912,27,4,20,ESPN,one_per_show,0
913,39,3,15,ESPN,one_per_show,0
914,41,3,25,Marble,0,0
915,32,5,25,Marble,0,1
916,27,5,15,Disney,one_per_show,1
917,27,3,25,0,0,0
918,44,4,25,Disney,one_per_day,1
919,27,5,15,ESPN,one_per_day,1
920,29,3,20,0,one_per_day,0
921,34,1,10,0,0,0
922,48,3,10,ESPN,0,1
923,40,3,25,Marble,one_per_day,0
924,52,3,10,ESPN,0,1
925,53,4,20,ESPN,one_per_day,0
926,46,4,15,Disney,one_per_show,1
927,27,4,20,Disney,0,1
928,39,3,25,Disney,0,1
929,29,1,25,0,one_per_show,0
930,39,2,20,ESPN,one_per_show,0
931,41,3,15,0,0,0
932,40,1,15,Disney,one_per_show,0
933,33,3,10,0,one_per_show,0
934,25,3,10,Marble,one_per_show,0
935,23,5,10,Disney,one_per_show,1
936,52,4,10,Disney,0,1
937,35,5,10,Marble,one_per_show,1
938,36,1,10,0,one_per_show,0
939,27,1,10,Marble,0,0
940,35,4,20,ESPN,0,1
941,39,3,10,0,one_per_day,0
942,31,2,20,0,one_per_show,0
943,52,4,15,0,0,1
944,21,4,10,Marble,one_per_show,0
945,25,2,15,0,0,0
946,52,3,20,Marble,0,0
947,52,2,15,0,0,0
948,46,4,20,Disney,0,1
949,30,3,25,0,one_per_day,0
950,24,4,15,ESPN,0,1
951,51,5,10,ESPN,one_per_day,1
952,49,3,20,ESPN,one_per_show,0
953,28,4,15,ESPN,one_per_day,1
954,52,1,20,Marble,one_per_show,0
955,38,3,15,0,one_per_day,0
956,33,5,15,Marble,one_per_day,1
957,37,1,25,Marble,one_per_day,0
958,48,4,25,Marble,0,1
959,36,5,15,Disney,one_per_day,1
960,43,3,15,Marble,one_per_day,0
961,37,3,25,0,one_per_day,0
962,51,2,25,0,one_per_day,0
963,46,5,25,ESPN,one_per_show,0
964,48,2,25,ESPN,0,0
965,32,5,20,ESPN,0,1
966,49,1,10,0,one_per_show,0
967,46,5,20,Marble,one_per_show,0
968,34,3,10,0,0,0
969,40,4,15,Disney,one_per_show,1
970,31,4,20,0,0,0
971,39,5,15,0,one_per_day,1
972,38,1,15,0,one_per_day,0
973,28,5,25,ESPN,one_per_show,0
974,51,2,20,ESPN,0,0
975,41,5,15,Disney,one_per_day,1
976,27,5,20,Marble,0,1
977,40,5,20,ESPN,one_per_show,0
978,25,4,15,ESPN,one_per_day,1
979,41,3,20,ESPN,0,0
980,43,5,25,0,one_per_show,0
981,52,5,25,Disney,0,1
982,30,4,10,Disney,one_per_show,1
983,40,3,25,Marble,one_per_day,0
984,23,3,20,0,0,0
985,47,5,25,Marble,one_per_day,1
986,33,4,25,Disney,0,0
987,47,1,20,0,one_per_day,0
988,41,1,25,0,one_per_show,0
989,40,4,20,0,one_per_day,0
990,52,1,15,Disney,one_per_day,0
991,53,1,25,Disney,one_per_show,0
992,30,2,20,Disney,one_per_day,0
993,43,1,10,Disney,one_per_day,0
994,34,2,15,ESPN,one_per_show,0
995,31,5,25,Disney,0,1
996,39,1,15,0,one_per_day,0
997,41,4,25,Marble,0,1
998,32,3,10,ESPN,one_per_day,0
999,32,4,20,ESPN,one_per_show,0
1000,33,2,25,Disney,one_per_show,0
