,CustomerID,InvoiceNo,InvoiceDate,Quantity,UnitPrice,Country,TotalSales
2581,12477,550137,2011-04-14 13:59,6,2.95,Germany,17.700000000000003
2582,12477,550137,2011-04-14 13:59,12,1.45,Germany,17.4
2583,12477,550137,2011-04-14 13:59,4,2.55,Germany,10.2
2584,12477,550137,2011-04-14 13:59,6,8.95,Germany,53.699999999999996
2585,12477,550137,2011-04-14 13:59,2,7.95,Germany,15.9
2586,12477,550137,2011-04-14 13:59,10,6.75,Germany,67.5
2587,12477,550137,2011-04-14 13:59,6,7.95,Germany,47.7
2588,12477,550137,2011-04-14 13:59,12,1.25,Germany,15.0
2589,12477,550137,2011-04-14 13:59,5,12.75,Germany,63.75
2590,12477,550137,2011-04-14 13:59,5,12.75,Germany,63.75
2591,12477,550137,2011-04-14 13:59,12,4.95,Germany,59.400000000000006
2592,12477,550137,2011-04-14 13:59,12,2.55,Germany,30.599999999999998
2593,12477,550137,2011-04-14 13:59,3,4.95,Germany,14.850000000000001
2594,12477,550137,2011-04-14 13:59,6,3.75,Germany,22.5
2595,12477,550137,2011-04-14 13:59,12,1.25,Germany,15.0
2596,12477,550137,2011-04-14 13:59,36,2.95,Germany,106.2
2597,12477,550137,2011-04-14 13:59,36,2.95,Germany,106.2
2598,12477,550137,2011-04-14 13:59,5,3.75,Germany,18.75
2599,12569,550162,2011-04-14 16:23,12,1.25,Germany,15.0
2600,12569,550162,2011-04-14 16:23,12,1.25,Germany,15.0
2601,12569,550162,2011-04-14 16:23,12,1.65,Germany,19.799999999999997
2602,12569,550162,2011-04-14 16:23,12,2.95,Germany,35.400000000000006
2603,12569,550162,2011-04-14 16:23,12,0.42,Germany,5.04
2604,12569,550162,2011-04-14 16:23,6,2.55,Germany,15.299999999999999
2605,12569,550162,2011-04-14 16:23,6,2.25,Germany,13.5
2606,12569,550162,2011-04-14 16:23,6,2.25,Germany,13.5
2607,12569,550162,2011-04-14 16:23,2,18.0,Germany,36.0
2609,12662,550178,2011-04-14 17:25,20,0.85,Germany,17.0
2610,12662,550178,2011-04-14 17:25,20,1.65,Germany,33.0
2611,12662,550178,2011-04-14 17:25,6,2.95,Germany,17.700000000000003
2612,12662,550178,2011-04-14 17:25,6,2.95,Germany,17.700000000000003
2613,12662,550178,2011-04-14 17:25,12,0.85,Germany,10.2
2614,12662,550178,2011-04-14 17:25,24,0.29,Germany,6.959999999999999
2615,12662,550178,2011-04-14 17:25,8,1.65,Germany,13.2
2616,12662,550178,2011-04-14 17:25,8,1.65,Germany,13.2
2617,12662,550178,2011-04-14 17:25,4,7.95,Germany,31.8
2618,12662,550178,2011-04-14 17:25,2,9.95,Germany,19.9
2619,12662,550178,2011-04-14 17:25,4,4.15,Germany,16.6
2620,12662,550178,2011-04-14 17:25,12,1.95,Germany,23.4
2621,12662,550178,2011-04-14 17:25,3,5.95,Germany,17.85
2622,12662,550178,2011-04-14 17:25,6,2.95,Germany,17.700000000000003
2623,12662,550178,2011-04-14 17:25,5,2.95,Germany,14.75
2624,12662,550178,2011-04-14 17:25,8,0.85,Germany,6.8
2625,12662,550178,2011-04-14 17:25,8,0.85,Germany,6.8
2626,12662,550178,2011-04-14 17:25,12,2.08,Germany,24.96
2627,12662,550178,2011-04-14 17:25,12,1.25,Germany,15.0
2628,12662,550178,2011-04-14 17:25,20,2.08,Germany,41.6
2629,12662,550178,2011-04-14 17:25,6,2.95,Germany,17.700000000000003
2630,12662,550178,2011-04-14 17:25,2,18.0,Germany,36.0
2631,12662,550178,2011-04-14 17:25,10,1.65,Germany,16.5
2632,12662,550178,2011-04-14 17:25,10,0.85,Germany,8.5
2633,13811,550187,2011-04-14 18:40,2,18.0,Germany,36.0
2634,13811,550187,2011-04-14 18:40,5,8.25,Germany,41.25
2635,13811,550187,2011-04-14 18:40,5,8.25,Germany,41.25
2636,13811,550187,2011-04-14 18:40,5,8.25,Germany,41.25
2637,13811,550187,2011-04-14 18:40,7,8.25,Germany,57.75
2638,13811,550187,2011-04-14 18:40,5,8.25,Germany,41.25
2642,12476,550527,2011-04-19 10:48,10,1.25,Germany,12.5
2643,12476,550527,2011-04-19 10:48,12,1.25,Germany,15.0
2644,12476,550527,2011-04-19 10:48,12,1.45,Germany,17.4
2645,12476,550527,2011-04-19 10:48,8,3.75,Germany,30.0
2646,12476,550527,2011-04-19 10:48,8,2.25,Germany,18.0
2647,12476,550527,2011-04-19 10:48,2,12.75,Germany,25.5
2648,12476,550527,2011-04-19 10:48,4,12.75,Germany,51.0
2649,12476,550527,2011-04-19 10:48,3,4.25,Germany,12.75
2650,12476,550527,2011-04-19 10:48,4,8.5,Germany,34.0
2651,12476,550527,2011-04-19 10:48,40,1.69,Germany,67.6
2652,12476,550527,2011-04-19 10:48,4,8.5,Germany,34.0
2653,12476,550527,2011-04-19 10:48,4,8.5,Germany,34.0
2654,12476,550527,2011-04-19 10:48,24,2.55,Germany,61.199999999999996
2655,12476,550527,2011-04-19 10:48,8,4.65,Germany,37.2
2656,12476,550527,2011-04-19 10:48,48,0.39,Germany,18.72
2657,12476,550527,2011-04-19 10:48,48,0.39,Germany,18.72
2658,12476,550527,2011-04-19 10:48,12,1.65,Germany,19.799999999999997
2659,12476,550527,2011-04-19 10:48,24,2.95,Germany,70.80000000000001
2660,12476,550527,2011-04-19 10:48,6,2.1,Germany,12.600000000000001
2661,12476,550527,2011-04-19 10:48,12,1.45,Germany,17.4
2662,12476,550527,2011-04-19 10:48,24,1.25,Germany,30.0
2663,12476,550527,2011-04-19 10:48,6,0.83,Germany,4.9799999999999995
2664,12476,550527,2011-04-19 10:48,4,3.95,Germany,15.8
2665,12476,550527,2011-04-19 10:48,2,8.5,Germany,17.0
2666,12476,550527,2011-04-19 10:48,6,2.1,Germany,12.600000000000001
2667,12476,550527,2011-04-19 10:48,4,8.25,Germany,33.0
2668,12476,550527,2011-04-19 10:48,4,8.25,Germany,33.0
2669,12476,550527,2011-04-19 10:48,24,0.85,Germany,20.4
2670,12476,550527,2011-04-19 10:48,24,0.65,Germany,15.600000000000001
2671,12476,550527,2011-04-19 10:48,24,0.85,Germany,20.4
2672,12476,550527,2011-04-19 10:48,4,12.75,Germany,51.0
2673,12476,550527,2011-04-19 10:48,4,3.75,Germany,15.0
2674,12476,550527,2011-04-19 10:48,24,0.85,Germany,20.4
2675,12476,550527,2011-04-19 10:48,12,0.85,Germany,10.2
2676,12476,550527,2011-04-19 10:48,12,0.42,Germany,5.04
2677,12476,550527,2011-04-19 10:48,12,0.42,Germany,5.04
2678,12476,550527,2011-04-19 10:48,12,0.42,Germany,5.04
2679,12476,550527,2011-04-19 10:48,8,2.95,Germany,23.6
2680,12476,550527,2011-04-19 10:48,4,3.75,Germany,15.0
2681,12476,550527,2011-04-19 10:48,12,0.85,Germany,10.2
2682,12476,550527,2011-04-19 10:48,4,14.95,Germany,59.8
2683,12476,550527,2011-04-19 10:48,6,4.95,Germany,29.700000000000003
2684,12476,550527,2011-04-19 10:48,12,1.25,Germany,15.0
2685,12476,550527,2011-04-19 10:48,8,3.45,Germany,27.6
2686,12476,550527,2011-04-19 10:48,12,1.69,Germany,20.28
2687,12476,550527,2011-04-19 10:48,10,1.25,Germany,12.5
2688,12476,550527,2011-04-19 10:48,10,1.25,Germany,12.5
2689,12476,550527,2011-04-19 10:48,12,2.1,Germany,25.200000000000003
2691,12476,550527,2011-04-19 10:48,11,18.0,Germany,198.0
2693,12585,550620,2011-04-19 13:39,32,1.69,Germany,54.08
2694,12585,550620,2011-04-19 13:39,32,1.69,Germany,54.08
2695,12585,550620,2011-04-19 13:39,2,12.75,Germany,25.5
2696,12585,550620,2011-04-19 13:39,192,0.72,Germany,138.24
2697,12585,550620,2011-04-19 13:39,16,1.69,Germany,27.04
2698,12585,550620,2011-04-19 13:39,24,1.65,Germany,39.599999999999994
2699,12585,550620,2011-04-19 13:39,8,8.5,Germany,68.0
2700,12585,550620,2011-04-19 13:39,2,12.75,Germany,25.5
2701,12585,550620,2011-04-19 13:39,12,2.55,Germany,30.599999999999998
2702,12585,550620,2011-04-19 13:39,6,2.1,Germany,12.600000000000001
2703,12585,550620,2011-04-19 13:39,12,1.25,Germany,15.0
2704,12585,550620,2011-04-19 13:39,1,12.75,Germany,12.75
2705,12585,550620,2011-04-19 13:39,3,5.95,Germany,17.85
2706,12585,550620,2011-04-19 13:39,24,0.29,Germany,6.959999999999999
2707,12585,550620,2011-04-19 13:39,4,4.95,Germany,19.8
2708,12585,550620,2011-04-19 13:39,4,4.95,Germany,19.8
2709,12585,550620,2011-04-19 13:39,3,4.95,Germany,14.850000000000001
2710,12585,550620,2011-04-19 13:39,4,4.15,Germany,16.6
2711,12585,550620,2011-04-19 13:39,4,8.5,Germany,34.0
2712,12585,550620,2011-04-19 13:39,12,1.65,Germany,19.799999999999997
2713,12585,550620,2011-04-19 13:39,4,4.15,Germany,16.6
2714,12585,550620,2011-04-19 13:39,6,18.0,Germany,108.0
2715,12619,550625,2011-04-19 14:02,288,0.36,Germany,103.67999999999999
2716,12619,550625,2011-04-19 14:02,48,1.45,Germany,69.6
2717,12619,550625,2011-04-19 14:02,100,1.69,Germany,169.0
2718,12619,550625,2011-04-19 14:02,6,2.1,Germany,12.600000000000001
2719,12619,550625,2011-04-19 14:02,12,1.45,Germany,17.4
2720,12619,550625,2011-04-19 14:02,12,1.45,Germany,17.4
2721,12619,550625,2011-04-19 14:02,2,18.0,Germany,36.0
2722,12530,550665,2011-04-20 9:31,2,7.95,Germany,15.9
2723,12530,550665,2011-04-20 9:31,48,0.85,Germany,40.8
2724,12530,550665,2011-04-20 9:31,8,4.15,Germany,33.2
2725,12530,550665,2011-04-20 9:31,30,2.08,Germany,62.400000000000006
2726,12530,550665,2011-04-20 9:31,50,0.85,Germany,42.5
2727,12530,550665,2011-04-20 9:31,4,4.15,Germany,16.6
2728,12530,550665,2011-04-20 9:31,8,4.15,Germany,33.2
2729,12530,550665,2011-04-20 9:31,4,4.15,Germany,16.6
2730,12530,550665,2011-04-20 9:31,10,0.85,Germany,8.5
2731,12530,550665,2011-04-20 9:31,20,0.85,Germany,17.0
2732,12530,550665,2011-04-20 9:31,10,2.08,Germany,20.8
2733,12530,550665,2011-04-20 9:31,30,2.08,Germany,62.400000000000006
2734,12530,550665,2011-04-20 9:31,6,1.95,Germany,11.7
2735,12530,550665,2011-04-20 9:31,2,18.0,Germany,36.0
2736,12708,550946,2011-04-21 15:52,12,0.85,Germany,10.2
2737,12708,550946,2011-04-21 15:52,12,0.85,Germany,10.2
2738,12708,550946,2011-04-21 15:52,25,0.42,Germany,10.5
2739,12708,550946,2011-04-21 15:52,12,2.95,Germany,35.400000000000006
2740,12708,550946,2011-04-21 15:52,12,1.65,Germany,19.799999999999997
2741,12708,550946,2011-04-21 15:52,12,1.95,Germany,23.4
2742,12708,550946,2011-04-21 15:52,12,1.25,Germany,15.0
2743,12708,550946,2011-04-21 15:52,12,1.25,Germany,15.0
2744,12708,550946,2011-04-21 15:52,12,1.25,Germany,15.0
2745,12708,550946,2011-04-21 15:52,12,1.25,Germany,15.0
2746,12708,550946,2011-04-21 15:52,12,1.25,Germany,15.0
2747,12708,550946,2011-04-21 15:52,1,18.0,Germany,18.0
2748,12622,550960,2011-04-21 16:39,10,2.08,Germany,20.8
2749,12622,550960,2011-04-21 16:39,12,0.85,Germany,10.2
2750,12622,550960,2011-04-21 16:39,3,4.95,Germany,14.850000000000001
2751,12622,550960,2011-04-21 16:39,12,0.85,Germany,10.2
2752,12622,550960,2011-04-21 16:39,2,12.75,Germany,25.5
2753,12622,550960,2011-04-21 16:39,6,2.55,Germany,15.299999999999999
2754,12622,550960,2011-04-21 16:39,1,12.75,Germany,12.75
2755,12622,550960,2011-04-21 16:39,4,3.75,Germany,15.0
2756,12622,550960,2011-04-21 16:39,12,1.65,Germany,19.799999999999997
2757,12622,550960,2011-04-21 16:39,6,2.95,Germany,17.700000000000003
2758,12622,550960,2011-04-21 16:39,1,18.0,Germany,18.0
2768,12621,551258,2011-04-27 12:02,10,0.85,Germany,8.5
2769,12621,551258,2011-04-27 12:02,20,0.85,Germany,17.0
2770,12621,551258,2011-04-27 12:02,6,2.95,Germany,17.700000000000003
2771,12621,551258,2011-04-27 12:02,6,2.55,Germany,15.299999999999999
2772,12621,551258,2011-04-27 12:02,24,1.25,Germany,30.0
2773,12621,551258,2011-04-27 12:02,12,2.95,Germany,35.400000000000006
2774,12621,551258,2011-04-27 12:02,12,2.95,Germany,35.400000000000006
2775,12621,551258,2011-04-27 12:02,2,6.95,Germany,13.9
2776,12621,551258,2011-04-27 12:02,12,1.65,Germany,19.799999999999997
2777,12621,551258,2011-04-27 12:02,12,0.85,Germany,10.2
2778,12621,551258,2011-04-27 12:02,12,1.65,Germany,19.799999999999997
2779,12621,551258,2011-04-27 12:02,12,1.25,Germany,15.0
2780,12621,551258,2011-04-27 12:02,12,1.25,Germany,15.0
2781,12621,551258,2011-04-27 12:02,12,1.25,Germany,15.0
2782,12621,551258,2011-04-27 12:02,12,1.25,Germany,15.0
2783,12621,551258,2011-04-27 12:02,12,2.55,Germany,30.599999999999998
2784,12621,551258,2011-04-27 12:02,12,2.55,Germany,30.599999999999998
2785,12621,551258,2011-04-27 12:02,12,1.65,Germany,19.799999999999997
2786,12621,551258,2011-04-27 12:02,6,2.95,Germany,17.700000000000003
2787,12621,551258,2011-04-27 12:02,32,1.25,Germany,40.0
2788,12621,551258,2011-04-27 12:02,8,3.75,Germany,30.0
2789,12621,551258,2011-04-27 12:02,8,3.75,Germany,30.0
2790,12621,551258,2011-04-27 12:02,32,10.95,Germany,350.4
2791,12621,551258,2011-04-27 12:02,12,0.65,Germany,7.800000000000001
2792,12621,551258,2011-04-27 12:02,20,2.08,Germany,41.6
2793,12621,551258,2011-04-27 12:02,20,2.08,Germany,41.6
2794,12621,551258,2011-04-27 12:02,20,2.08,Germany,41.6
2795,12621,551258,2011-04-27 12:02,10,2.08,Germany,20.8
2796,12621,551258,2011-04-27 12:02,10,2.08,Germany,20.8
2797,12621,551258,2011-04-27 12:02,20,0.85,Germany,17.0
2798,12621,551258,2011-04-27 12:02,20,0.85,Germany,17.0
2799,12621,551258,2011-04-27 12:02,20,0.85,Germany,17.0
2800,12621,551258,2011-04-27 12:02,10,0.85,Germany,8.5
2801,12621,551258,2011-04-27 12:02,8,18.0,Germany,144.0
2803,12600,551467,2011-04-28 16:20,12,0.83,Germany,9.959999999999999
2804,12600,551467,2011-04-28 16:20,12,2.95,Germany,35.400000000000006
2805,12600,551467,2011-04-28 16:20,10,1.65,Germany,16.5
2806,12600,551467,2011-04-28 16:20,18,5.95,Germany,107.10000000000001
2807,12600,551467,2011-04-28 16:20,8,1.69,Germany,13.52
2808,12600,551467,2011-04-28 16:20,12,1.25,Germany,15.0
2809,12600,551467,2011-04-28 16:20,12,5.95,Germany,71.4
2810,12524,551529,2011-05-01 13:18,5,2.95,Germany,14.75
2811,12524,551529,2011-05-01 13:18,2,9.95,Germany,19.9
2812,12524,551529,2011-05-01 13:18,4,5.95,Germany,23.8
2813,12524,551529,2011-05-01 13:18,12,1.65,Germany,19.799999999999997
2814,12524,551529,2011-05-01 13:18,12,1.65,Germany,19.799999999999997
2815,12524,551529,2011-05-01 13:18,48,0.39,Germany,18.72
2816,12524,551529,2011-05-01 13:18,40,0.85,Germany,34.0
2817,12524,551529,2011-05-01 13:18,40,1.65,Germany,66.0
2818,12524,551529,2011-05-01 13:18,12,1.65,Germany,19.799999999999997
2819,12524,551529,2011-05-01 13:18,12,1.65,Germany,19.799999999999997
2820,12524,551529,2011-05-01 13:18,12,1.65,Germany,19.799999999999997
2821,12524,551529,2011-05-01 13:18,12,1.65,Germany,19.799999999999997
2822,12524,551529,2011-05-01 13:18,6,2.1,Germany,12.600000000000001
2823,12524,551529,2011-05-01 13:18,6,2.1,Germany,12.600000000000001
2824,12524,551529,2011-05-01 13:18,6,2.1,Germany,12.600000000000001
2825,12524,551529,2011-05-01 13:18,6,2.1,Germany,12.600000000000001
2826,12524,551529,2011-05-01 13:18,48,1.06,Germany,50.88
2827,12524,551529,2011-05-01 13:18,16,1.69,Germany,27.04
2828,12524,551529,2011-05-01 13:18,32,0.85,Germany,27.2
2829,12524,551529,2011-05-01 13:18,24,0.65,Germany,15.600000000000001
2830,12524,551529,2011-05-01 13:18,24,0.19,Germany,4.5600000000000005
2831,12524,551529,2011-05-01 13:18,12,0.39,Germany,4.68
2832,12524,551529,2011-05-01 13:18,12,0.85,Germany,10.2
2833,12524,551529,2011-05-01 13:18,12,0.65,Germany,7.800000000000001
2834,12524,551529,2011-05-01 13:18,24,1.95,Germany,46.8
2835,12524,551529,2011-05-01 13:18,10,1.65,Germany,16.5
2836,12524,551529,2011-05-01 13:18,10,1.65,Germany,16.5
2837,12524,551529,2011-05-01 13:18,12,2.55,Germany,30.599999999999998
2838,12524,551529,2011-05-01 13:18,60,2.1,Germany,126.0
2839,12524,551529,2011-05-01 13:18,60,2.1,Germany,126.0
2840,12524,551529,2011-05-01 13:18,24,1.95,Germany,46.8
2841,12524,551529,2011-05-01 13:18,24,1.95,Germany,46.8
2842,12524,551529,2011-05-01 13:18,8,18.0,Germany,144.0
2846,12720,551728,2011-05-04 8:51,10,1.65,Germany,16.5
2847,12720,551728,2011-05-04 8:51,10,0.85,Germany,8.5
2848,12720,551728,2011-05-04 8:51,10,2.08,Germany,20.8
2849,12720,551728,2011-05-04 8:51,12,0.85,Germany,10.2
2850,12720,551728,2011-05-04 8:51,12,0.85,Germany,10.2
2851,12720,551728,2011-05-04 8:51,12,0.85,Germany,10.2
2852,12720,551728,2011-05-04 8:51,24,0.65,Germany,15.600000000000001
2853,12720,551728,2011-05-04 8:51,20,2.08,Germany,41.6
2854,12720,551729,2011-05-04 8:52,10,2.08,Germany,20.8
2855,12569,551818,2011-05-04 11:57,24,1.25,Germany,30.0
2856,12569,551818,2011-05-04 11:57,24,1.25,Germany,30.0
2857,12569,551818,2011-05-04 11:57,48,0.39,Germany,18.72
2858,12569,551818,2011-05-04 11:57,18,0.83,Germany,14.94
2859,12569,551818,2011-05-04 11:57,12,2.95,Germany,35.400000000000006
2860,12569,551818,2011-05-04 11:57,12,1.49,Germany,17.88
2861,12569,551818,2011-05-04 11:57,4,4.95,Germany,19.8
2862,12569,551818,2011-05-04 11:57,4,18.0,Germany,72.0
2863,12645,551820,2011-05-04 12:11,10,1.65,Germany,16.5
2864,12645,551820,2011-05-04 12:11,12,1.65,Germany,19.799999999999997
2865,12645,551820,2011-05-04 12:11,12,1.65,Germany,19.799999999999997
2866,12645,551820,2011-05-04 12:11,8,2.55,Germany,20.4
2867,12645,551820,2011-05-04 12:11,10,2.08,Germany,20.8
2868,12645,551820,2011-05-04 12:11,12,2.95,Germany,35.400000000000006
2869,12645,551820,2011-05-04 12:11,8,2.55,Germany,20.4
2870,12645,551820,2011-05-04 12:11,24,1.25,Germany,30.0
2871,12645,551820,2011-05-04 12:11,20,2.08,Germany,41.6
2872,12645,551820,2011-05-04 12:11,10,0.85,Germany,8.5
2873,12645,551820,2011-05-04 12:11,20,0.85,Germany,17.0
2874,12645,551820,2011-05-04 12:11,12,2.95,Germany,35.400000000000006
2875,12645,551820,2011-05-04 12:11,20,0.85,Germany,17.0
2876,12645,551820,2011-05-04 12:11,10,0.85,Germany,8.5
2877,12645,551820,2011-05-04 12:11,10,1.65,Germany,16.5
2878,12645,551820,2011-05-04 12:11,10,1.65,Germany,16.5
2879,12645,551820,2011-05-04 12:11,10,1.65,Germany,16.5
2880,12645,551820,2011-05-04 12:11,10,1.65,Germany,16.5
2881,12645,551820,2011-05-04 12:11,10,1.65,Germany,16.5
2882,12645,551820,2011-05-04 12:11,2,18.0,Germany,36.0
2883,12569,551886,2011-05-05 9:23,6,2.95,Germany,17.700000000000003
2884,12569,551886,2011-05-05 9:23,6,2.95,Germany,17.700000000000003
2885,12569,551886,2011-05-05 9:23,6,2.95,Germany,17.700000000000003
2886,12569,551886,2011-05-05 9:23,12,2.1,Germany,25.200000000000003
2887,12569,551886,2011-05-05 9:23,12,1.69,Germany,20.28
2888,12569,551886,2011-05-05 9:23,6,2.1,Germany,12.600000000000001
2891,12476,552008,2011-05-05 17:13,8,14.95,Germany,119.6
2892,12476,552008,2011-05-05 17:13,8,14.95,Germany,119.6
2893,12476,552008,2011-05-05 17:13,4,18.0,Germany,72.0
2895,12709,552211,2011-05-06 15:01,12,1.25,Germany,15.0
2896,12709,552211,2011-05-06 15:01,24,0.85,Germany,20.4
2897,12709,552211,2011-05-06 15:01,32,1.69,Germany,54.08
2898,12709,552211,2011-05-06 15:01,24,1.25,Germany,30.0
2899,12709,552211,2011-05-06 15:01,32,0.85,Germany,27.2
2900,12709,552211,2011-05-06 15:01,32,0.85,Germany,27.2
2901,12709,552211,2011-05-06 15:01,32,0.85,Germany,27.2
2902,12709,552211,2011-05-06 15:01,12,1.25,Germany,15.0
2903,12709,552211,2011-05-06 15:01,24,1.25,Germany,30.0
2904,12621,552337,2011-05-09 11:34,25,0.42,Germany,10.5
2905,12621,552337,2011-05-09 11:34,6,2.95,Germany,17.700000000000003
2906,12621,552337,2011-05-09 11:34,12,3.75,Germany,45.0
2907,12621,552337,2011-05-09 11:34,8,3.75,Germany,30.0
2908,12621,552337,2011-05-09 11:34,8,3.75,Germany,30.0
2909,12621,552337,2011-05-09 11:34,4,3.75,Germany,15.0
2910,12621,552337,2011-05-09 11:34,10,2.95,Germany,29.5
2911,12621,552337,2011-05-09 11:34,24,0.85,Germany,20.4
2912,12621,552337,2011-05-09 11:34,10,1.65,Germany,16.5
2913,12621,552337,2011-05-09 11:34,10,1.65,Germany,16.5
2914,12621,552337,2011-05-09 11:34,10,0.85,Germany,8.5
2915,12621,552337,2011-05-09 11:34,10,0.85,Germany,8.5
2916,12621,552337,2011-05-09 11:34,20,1.65,Germany,33.0
2917,12621,552337,2011-05-09 11:34,4,7.95,Germany,31.8
2918,12621,552337,2011-05-09 11:34,6,2.1,Germany,12.600000000000001
2919,12621,552337,2011-05-09 11:34,8,2.55,Germany,20.4
2920,12621,552337,2011-05-09 11:34,12,1.25,Germany,15.0
2921,12621,552337,2011-05-09 11:34,12,0.42,Germany,5.04
2922,12621,552337,2011-05-09 11:34,12,1.65,Germany,19.799999999999997
2923,12621,552337,2011-05-09 11:34,12,1.25,Germany,15.0
2924,12621,552337,2011-05-09 11:34,12,1.25,Germany,15.0
2925,12621,552337,2011-05-09 11:34,12,1.45,Germany,17.4
2926,12621,552337,2011-05-09 11:34,12,1.65,Germany,19.799999999999997
2927,12621,552337,2011-05-09 11:34,3,4.95,Germany,14.850000000000001
2928,12621,552337,2011-05-09 11:34,12,1.65,Germany,19.799999999999997
2929,12621,552337,2011-05-09 11:34,12,2.95,Germany,35.400000000000006
2930,12621,552337,2011-05-09 11:34,6,2.95,Germany,17.700000000000003
2931,12621,552337,2011-05-09 11:34,24,1.95,Germany,46.8
2932,12621,552337,2011-05-09 11:34,12,0.42,Germany,5.04
2933,12621,552337,2011-05-09 11:34,12,0.42,Germany,5.04
2934,12621,552337,2011-05-09 11:34,12,0.42,Germany,5.04
2935,12621,552337,2011-05-09 11:34,25,0.42,Germany,10.5
2936,12621,552337,2011-05-09 11:34,3,18.0,Germany,54.0
2941,12592,552649,2011-05-10 13:44,30,0.85,Germany,25.5
2942,12592,552649,2011-05-10 13:44,30,0.85,Germany,25.5
2943,12592,552649,2011-05-10 13:44,20,0.85,Germany,17.0
2944,12592,552649,2011-05-10 13:44,20,1.65,Germany,33.0
2945,12592,552649,2011-05-10 13:44,20,1.65,Germany,33.0
2946,12592,552649,2011-05-10 13:44,12,1.95,Germany,23.4
2947,12592,552649,2011-05-10 13:44,12,1.95,Germany,23.4
2948,12592,552649,2011-05-10 13:44,20,1.65,Germany,33.0
2949,12592,552649,2011-05-10 13:44,1,18.0,Germany,18.0
2950,12712,552656,2011-05-10 14:46,12,4.95,Germany,59.400000000000006
2951,12712,552656,2011-05-10 14:46,6,6.25,Germany,37.5
2952,12712,552656,2011-05-10 14:46,9,5.95,Germany,53.550000000000004
2953,12712,552656,2011-05-10 14:46,9,5.95,Germany,53.550000000000004
2954,12712,552656,2011-05-10 14:46,6,8.5,Germany,51.0
2955,12712,552656,2011-05-10 14:46,18,2.55,Germany,45.9
2956,12712,552656,2011-05-10 14:46,6,9.95,Germany,59.699999999999996
2957,12712,552656,2011-05-10 14:46,20,0.85,Germany,17.0
2958,12712,552656,2011-05-10 14:46,20,0.42,Germany,8.4
2959,12712,552656,2011-05-10 14:46,3,5.95,Germany,17.85
2960,12712,552656,2011-05-10 14:46,12,1.25,Germany,15.0
2961,12712,552656,2011-05-10 14:46,4,3.75,Germany,15.0
2962,12712,552656,2011-05-10 14:46,8,3.75,Germany,30.0
2963,12712,552656,2011-05-10 14:46,6,1.65,Germany,9.899999999999999
2964,12712,552656,2011-05-10 14:46,6,6.25,Germany,37.5
2965,12712,552656,2011-05-10 14:46,3,18.0,Germany,54.0
2967,12649,552844,2011-05-11 14:37,8,2.25,Germany,18.0
2968,12649,552844,2011-05-11 14:37,8,2.25,Germany,18.0
2969,12649,552844,2011-05-11 14:37,12,1.65,Germany,19.799999999999997
2970,12649,552844,2011-05-11 14:37,24,0.29,Germany,6.959999999999999
2971,12649,552844,2011-05-11 14:37,24,1.65,Germany,39.599999999999994
2972,12649,552844,2011-05-11 14:37,6,2.1,Germany,12.600000000000001
2973,12649,552844,2011-05-11 14:37,12,1.45,Germany,17.4
2974,12649,552844,2011-05-11 14:37,12,1.45,Germany,17.4
2975,12649,552844,2011-05-11 14:37,12,2.55,Germany,30.599999999999998
2976,12649,552844,2011-05-11 14:37,6,2.95,Germany,17.700000000000003
2977,12649,552844,2011-05-11 14:37,18,2.95,Germany,53.1
2978,12649,552844,2011-05-11 14:37,6,2.1,Germany,12.600000000000001
2979,12649,552844,2011-05-11 14:37,12,0.65,Germany,7.800000000000001
2980,12649,552844,2011-05-11 14:37,12,0.85,Germany,10.2
2981,12649,552844,2011-05-11 14:37,12,1.65,Germany,19.799999999999997
2982,12649,552844,2011-05-11 14:37,18,2.08,Germany,37.44
2983,12649,552844,2011-05-11 14:37,2,18.0,Germany,36.0
2984,12693,552871,2011-05-12 8:52,10,1.65,Germany,16.5
2985,12693,552871,2011-05-12 8:52,3,4.95,Germany,14.850000000000001
2986,12693,552871,2011-05-12 8:52,6,2.95,Germany,17.700000000000003
2987,12693,552871,2011-05-12 8:52,4,4.95,Germany,19.8
2988,12693,552871,2011-05-12 8:52,12,0.83,Germany,9.959999999999999
2989,12693,552871,2011-05-12 8:52,12,0.83,Germany,9.959999999999999
2990,12693,552871,2011-05-12 8:52,10,1.65,Germany,16.5
2991,12693,552871,2011-05-12 8:52,6,1.95,Germany,11.7
2992,12693,552871,2011-05-12 8:52,4,9.95,Germany,39.8
2993,12693,552871,2011-05-12 8:52,10,2.08,Germany,20.8
2994,12693,552871,2011-05-12 8:52,6,2.55,Germany,15.299999999999999
2995,12693,552871,2011-05-12 8:52,2,18.0,Germany,36.0
2996,12621,552874,2011-05-12 9:40,6,2.1,Germany,12.600000000000001
2997,12621,552874,2011-05-12 9:40,8,5.95,Germany,47.6
2998,12621,552874,2011-05-12 9:40,12,2.95,Germany,35.400000000000006
2999,12621,552874,2011-05-12 9:40,12,2.95,Germany,35.400000000000006
3000,12621,552874,2011-05-12 9:40,24,1.69,Germany,40.56
3001,12621,552874,2011-05-12 9:40,12,1.65,Germany,19.799999999999997
3002,12621,552874,2011-05-12 9:40,2,8.5,Germany,17.0
3003,12621,552874,2011-05-12 9:40,6,2.55,Germany,15.299999999999999
3004,12621,552874,2011-05-12 9:40,6,2.95,Germany,17.700000000000003
