price.2,price.3,price.1,price.4,male,age,choice
88.999999,102,105,50,0,57,4
88,115,125,64.999998,1,34,4
99.000001,109,109,55.000001,0,60,4
79.000002,125,99.000001,69,1,65,4
79.000002,105,109,77.999997,0,45,1
69,105,88.999999,64.999998,1,49,4
79.000002,109,109,77.999997,0,40,1
88.999999,102,105,49.000001,1,44,4
98.000002,119.00001,99.000001,77.999997,0,31,3
88.999999,99.000001,88.999999,50,1,37,4
88,115,99.000001,64.999998,0,31,4
85.000002,108,88.999999,68.000001,1,35,3
79.000002,109,109,88.999999,0,39,1
88.999999,107.00001,115,50,1,55,4
98.000002,109,88.999999,63.999999,0,56,3
109,109,119.00001,55.000001,1,36,4
88.999999,102,88.999999,49.000001,0,28,4
88.999999,115,99.000001,50,1,55,4
99.000001,109,99.000001,55.000001,0,26,4
93.000001,88,88,58.999997,1,47,4
88.999999,102,88.999999,67.000002,0,58,3
49.000001,109,109,77.999997,1,42,1
103,109,88.999999,55.000001,0,64,4
98.000002,109,88.999999,77.999997,1,63,3
109,119.00001,99.000001,70.999998,0,26,3
97.000003,115,99.000001,61.000001,1,48,4
88.999999,99.000001,88.999999,64.999998,0,27,3
79.000002,98.000002,105.99999,68.000001,1,33,4
99.000001,109,109,79.000002,0,34,3
95.999998,119.00001,94.999999,68.000001,1,33,4
69,109,119.00001,56.999999,0,48,4
88.999999,99.000001,109,61.000001,1,51,4
88.999999,115,88.999999,79.000002,0,36,3
79.000002,105,88.999999,64.999998,1,43,4
88.999999,105,88.999999,64.999998,0,55,3
99.000001,108,103,68.000001,1,47,4
79.000002,105,88.999999,64.999998,0,58,3
98.000002,108,105.99999,68.000001,1,56,4
98.000002,109,88.999999,55.000001,0,29,4
88.999999,107.00001,115,50,1,33,4
79.000002,105,109,77.999997,0,53,3
88.999999,102,115,67.000002,1,32,4
99.000001,119.00001,99.000001,79.000002,0,59,3
69,109,88.999999,61.000001,1,48,4
79.000002,125,79.000002,69,0,65,3
88.999999,102,169.00001,50,1,48,4
79.000002,105,109,55.000001,0,60,4
88.999999,109,119.00001,83.999997,1,47,4
97.000003,115,109,56.999999,0,31,4
109,109,119.00001,88.999999,1,61,2
79.000002,105,109,55.000001,0,29,4
109,99.000001,126,68.000001,1,49,4
79.000002,105,109,55.000001,0,26,4
97.000003,115,99.000001,61.000001,1,37,4
98.000002,105,109,77.999997,0,33,4
109,109,129,88.999999,1,25,2
49.000001,109,109,77.999997,0,51,1
88.999999,99.000001,88.999999,64.999998,1,49,4
79.000002,105,109,55.000001,0,37,4
103,109,119.00001,55.000001,1,27,4
93.000001,88,0,58.999997,0,52,3
93.000001,99.000001,109,57.999998,1,29,4
77.999997,135,99.000001,64.999998,0,51,4
49.000001,109,109,88.999999,1,45,1
99.000001,119.00001,99.000001,79.000002,0,30,3
79.000002,109,109,77.999997,1,47,4
88.999999,102,105,49.000001,0,27,4
99.000001,109,99.000001,70.999998,1,46,4
88,115,99.000001,64.999998,0,41,4
109,109,119.00001,55.000001,1,28,4
98.000002,109,129,69,0,31,4
88.999999,99.000001,115,64.999998,1,41,4
58.999997,109,88.999999,55.000001,0,25,1
88.999999,102,105,50,1,59,4
79.000002,102,88.999999,64.999998,0,55,3
95.999998,119.00001,119.00001,68.000001,1,33,4
99.000001,119.00001,99.000001,70.999998,0,43,3
103,109,88.999999,88.999999,1,43,3
79.000002,115,99.000001,52.999997,0,64,4
93.000001,98.000002,88,58.999997,1,30,4
79.000002,105,88.999999,64.999998,0,54,3
88.999999,115,99.000001,60.000002,1,55,4
93.000001,98.000002,88,58.999997,0,64,3
88.999999,99.000001,115,64.999998,1,44,4
93.000001,88,88,58.999997,0,41,3
93.000001,98.000002,88,58.999997,1,30,4
88.999999,108,88.999999,68.000001,0,60,3
95.999998,129,105,68.000001,1,50,4
79.000002,125,79.000002,69,0,54,3
99.000001,109,119.00001,55.000001,1,47,4
93.000001,99.000001,98.000002,57.999998,0,40,4
79.000002,109,109,77.999997,1,49,4
79.000002,125,99.000001,69,0,52,3
88.999999,107.00001,115,50,1,45,4
98.000002,121,74.000001,77.999997,0,61,3
79.000002,109,88.999999,55.000001,1,34,4
79.000002,105,109,77.999997,0,48,1
79.000002,109,109,77.999997,1,34,4
99.000001,115,101,79.000002,0,58,3
88.999999,103,113,79.000002,1,41,4
88.999999,99.000001,109,64.999998,0,65,4
88.999999,102,88.999999,49.000001,1,28,4
88.999999,107.00001,115,64.999998,0,47,4
109,119.00001,99.000001,55.000001,1,39,4
92.000002,98.000002,98.000002,58.999997,0,41,4
88.999999,109,119.00001,83.999997,1,28,4
49.000001,109,109,77.999997,0,54,1
88,115,125,58.999997,1,37,4
58.999997,109,88.999999,88.999999,0,31,1
97.000003,115,99.000001,61.000001,1,40,4
88.999999,104,99.000001,52.999997,0,45,4
88.999999,115,99.000001,60.000002,1,54,4
93.000001,98.000002,98.000002,57.999998,0,56,4
88.999999,99.000001,99.000001,61.000001,1,26,4
88.999999,99.000001,88.999999,61.000001,0,44,3
58.999997,109,88.999999,77.999997,1,26,3
109,109,119.00001,63.999999,0,65,4
88.999999,105,105,64.999998,1,60,4
79.000002,105,109,88.999999,0,41,1
88.999999,102,88.999999,50,1,44,4
101,117,119.00001,68.000001,0,64,4
69,107.00001,115,64.999998,1,43,4
79.000002,99.000001,119.00001,61.000001,0,55,4
97.000003,99.000001,125,64.999998,1,55,4
69,109,109,61.000001,0,57,4
69,109,88.999999,61.000001,1,63,4
49.000001,109,109,77.999997,0,64,1
79.000002,105,109,77.999997,1,60,4
98.000002,109,88.999999,77.999997,0,57,3
49.000001,109,109,77.999997,1,27,1
49.000001,109,109,88.999999,0,26,1
97.000003,115,125,64.999998,1,65,4
88.999999,109,119.00001,55.000001,0,44,4
79.000002,109,109,77.999997,1,30,4
103,109,88.999999,69,0,57,3
79.000002,105,109,77.999997,1,25,4
88.999999,102,88.999999,50,0,57,4
88,109,105,57.999998,1,34,4
88.999999,99.000001,88.999999,50,0,60,4
97.000003,115,99.000001,61.000001,1,65,4
98.000002,109,88.999999,88.999999,0,45,3
88.999999,99.000001,88.999999,79.000002,1,49,3
109,119.00001,99.000001,70.999998,0,40,3
93.000001,98.000002,98.000002,57.999998,1,44,4
79.000002,125,99.000001,69,0,31,3
79.000002,109,109,55.000001,1,37,4
88,115,109,64.999998,0,31,4
85.000002,108,103,68.000001,1,35,4
103,109,88.999999,88.999999,0,39,3
69,107.00001,115,64.999998,1,55,4
109,119.00001,99.000001,70.999998,0,56,3
88.999999,109,119.00001,55.000001,1,36,4
88.999999,99.000001,115,64.999998,0,28,4
88,115,99.000001,64.999998,1,55,4
58.999997,109,88.999999,55.000001,0,26,1
93.000001,88,88,58.999997,1,47,4
88.999999,107.00001,115,64.999998,0,58,4
98.000002,109,88.999999,55.000001,1,42,4
79.000002,105,109,55.000001,0,64,4
79.000002,115,101,79.000002,1,63,3
88.999999,109,119.00001,77.999997,0,26,4
97.000003,115,109,57.999998,1,48,4
88.999999,99.000001,105,64.999998,0,27,4
88.999999,139,113,79.000002,1,33,4
99.000001,109,99.000001,79.000002,0,34,3
99.000001,109,88.999999,77.999997,1,33,3
79.000002,115,99.000001,50,0,48,4
88.999999,99.000001,99.000001,61.000001,1,51,4
88.999999,125,123,79.000002,0,36,4
88.999999,102,88.999999,64.999998,1,43,4
88.999999,102,105,64.999998,0,55,4
97.000003,99.000001,125,60.000002,1,47,4
88.999999,102,105,64.999998,0,58,4
99.000001,108,88.999999,68.000001,1,56,3
99.000001,119.00001,99.000001,55.000001,0,29,4
88.999999,107.00001,115,64.999998,1,33,4
103,109,88.999999,77.999997,0,53,3
88.999999,107.00001,115,64.999998,1,32,4
88.999999,119.00001,99.000001,88.999999,0,59,3
79.000002,109,88.999999,77.999997,1,48,3
79.000002,109,123,69,0,65,4
88.999999,107.00001,115,64.999998,1,48,4
103,109,88.999999,55.000001,0,60,4
109,109,129,77.999997,1,47,4
79.000002,135,109,64.999998,0,31,4
97.000003,115,99.000001,61.000001,1,61,4
103,109,119.00001,55.000001,0,29,4
88,125,109,64.999998,1,49,4
98.000002,109,88.999999,55.000001,0,26,4
109,119.00001,115,73.000002,1,37,4
98.000002,109,88.999999,77.999997,0,33,3
95.999998,139,115,68.000001,1,25,4
58.999997,109,88.999999,77.999997,0,51,3
88.999999,99.000001,105,64.999998,1,49,4
103,109,88.999999,55.000001,0,37,4
99.000001,109,119.00001,55.000001,1,27,4
93.000001,98.000002,109,57.999998,0,52,4
79.000002,115,99.000001,52.999997,1,29,4
77.999997,135,109,64.999998,0,51,4
103,109,88.999999,88.999999,1,45,3
88.999999,115,99.000001,50,0,30,4
49.000001,109,109,77.999997,1,47,1
88.999999,102,105,49.000001,0,27,4
79.000002,109,109,77.999997,1,46,4
88,99.000001,125,64.999998,0,41,4
99.000001,119.00001,99.000001,55.000001,1,28,4
77.999997,135,109,64.999998,0,31,4
49.000001,125,105.99999,69,1,41,4
79.000002,109,88.999999,55.000001,0,25,4
88.999999,107.00001,115,50,1,59,4
88.999999,102,88.999999,64.999998,0,55,3
88.999999,119.00001,99.000001,77.999997,1,33,3
109,119.00001,99.000001,70.999998,0,43,3
79.000002,102,105,64.999998,1,43,4
88,99.000001,119.00001,61.000001,0,64,4
88.999999,107.00001,115,64.999998,1,30,4
79.000002,102,105,64.999998,0,54,4
97.000003,115,99.000001,60.000002,1,55,4
79.000002,105,109,88.999999,0,64,3
99.000001,119.00001,99.000001,55.000001,1,44,4
93.000001,88,88,58.999997,0,41,3
103,109,88.999999,77.999997,1,30,3
88.999999,104,109,61.000001,0,60,4
97.000003,109,115,50,1,50,4
79.000002,125,99.000001,49.000001,0,54,4
97.000003,109,115,51.999998,1,47,4
93.000001,103,98.000002,57.999998,0,40,4
79.000002,109,88.999999,77.999997,1,49,3
79.000002,115,129,64.999998,0,52,4
88.999999,115,99.000001,51.999998,1,45,4
79.000002,121,109,77.999997,0,61,3
103,109,88.999999,55.000001,1,34,4
88.999999,102,88.999999,64.999998,0,48,3
103,109,88.999999,77.999997,1,34,3
99.000001,125,117.99999,79.000002,0,58,4
98.000002,109,88.999999,77.999997,1,41,3
69,109,88.999999,64.999998,0,65,3
88.999999,107.00001,115,64.999998,1,28,4
88,115,109,58.999997,0,47,4
109,119.00001,99.000001,55.000001,1,39,4
93.000001,98.000002,109,57.999998,0,41,4
88,115,99.000001,64.999998,1,28,4
79.000002,105,109,77.999997,0,54,3
88,125,109,64.999998,1,37,4
103,109,88.999999,88.999999,0,31,3
97.000003,115,125,61.000001,1,40,4
88.999999,109,88.999999,52.999997,0,45,4
97.000003,115,99.000001,60.000002,1,54,4
93.000001,98.000002,98.000002,57.999998,0,56,4
88.999999,99.000001,99.000001,61.000001,1,26,4
88.999999,109,109,61.000001,0,44,4
103,109,88.999999,77.999997,1,26,3
99.000001,109,119.00001,70.999998,0,65,4
93.000001,98.000002,109,57.999998,1,60,4
79.000002,105,109,77.999997,0,41,1
69,107.00001,115,64.999998,1,44,4
101,117,119.00001,68.000001,0,64,4
88.999999,115,99.000001,60.000002,1,43,4
79.000002,115,99.000001,52.999997,0,55,4
97.000003,99.000001,125,64.999998,1,55,4
69,109,88.999999,64.999998,0,57,3
88.999999,109,119.00001,61.000001,1,63,4
49.000001,109,99.000001,77.999997,0,64,1
79.000002,105,109,77.999997,1,60,4
109,109,119.00001,63.999999,0,57,4
79.000002,105,109,55.000001,1,27,4
99.000001,109,88.999999,88.999999,0,26,3
88.999999,119.00001,119.00001,68.000001,1,65,4
88.999999,109,119.00001,55.000001,0,44,4
49.000001,109,109,77.999997,1,30,1
88.999999,115,99.000001,50,0,57,4
103,109,88.999999,77.999997,1,25,3
88.999999,99.000001,115,64.999998,0,57,4
88,98.000002,98.000002,57.999998,1,34,4
99.000001,109,99.000001,55.000001,0,60,4
97.000003,115,125,61.000001,1,65,4
88.999999,102,88.999999,50,0,45,4
92.000002,98.000002,88,58.999997,1,49,4
88.999999,109,119.00001,83.999997,0,40,2
97.000003,115,99.000001,60.000002,1,44,4
98.000002,109,129,77.999997,0,31,4
69,105,88.999999,64.999998,1,37,4
88,125,125,64.999998,0,31,4
88,108,103,68.000001,1,35,4
98.000002,105,109,88.999999,0,39,3
88.999999,115,74.000001,64.999998,1,55,3
88.999999,109,119.00001,83.999997,0,56,2
98.000002,119.00001,99.000001,55.000001,1,36,4
88,115,99.000001,64.999998,0,28,4
88,115,109,64.999998,1,55,4
79.000002,109,88.999999,55.000001,0,26,4
93.000001,88,88,58.999997,1,47,4
109,109,119.00001,77.999997,0,58,4
98.000002,109,88.999999,88.999999,1,42,3
79.000002,105,109,55.000001,0,64,4
79.000002,109,117.99999,69,1,63,4
98.000002,119.00001,99.000001,77.999997,0,26,3
97.000003,115,109,57.999998,1,48,4
79.000002,105,88.999999,64.999998,0,27,3
98.000002,109,88.999999,55.000001,1,33,4
99.000001,109,99.000001,79.000002,0,34,3
79.000002,105,109,88.999999,1,33,2
97.000003,109,119.00001,52.999997,0,48,4
88.999999,109,88.999999,61.000001,1,51,4
79.000002,109,123,69,0,36,4
88.999999,107.00001,115,50,1,43,4
88.999999,99.000001,115,64.999998,0,55,4
79.000002,121,109,77.999997,1,47,4
88.999999,102,88.999999,64.999998,0,58,3
88.999999,109,119.00001,77.999997,1,56,4
109,119.00001,99.000001,55.000001,0,29,4
109,109,119.00001,88.999999,1,33,2
109,109,119.00001,63.999999,0,53,4
69,107.00001,115,64.999998,1,32,4
109,109,129,88.999999,0,59,2
88.999999,109,119.00001,52.999997,1,48,4
79.000002,125,99.000001,69,0,65,3
95.999998,119.00001,119.00001,68.000001,1,48,4
99.000001,119.00001,99.000001,55.000001,0,60,4
109,119.00001,129,77.999997,1,47,4
97.000003,99.000001,125,60.000002,0,31,4
97.000003,125,109,61.000001,1,61,4
99.000001,119.00001,99.000001,55.000001,0,29,4
97.000003,99.000001,125,61.000001,1,49,4
88.999999,102,115,64.999998,0,26,4
109,135,129,79.000002,1,37,4
88.999999,115,88.999999,79.000002,0,33,3
79.000002,121,119.00001,63.999999,1,25,4
79.000002,109,88.999999,77.999997,0,51,3
88.999999,105,88.999999,64.999998,1,49,4
103,109,88.999999,55.000001,0,37,4
109,119.00001,99.000001,55.000001,1,27,4
79.000002,125,105.99999,49.000001,0,52,4
79.000002,115,99.000001,61.000001,1,29,4
109,124,109,68.000001,0,51,4
103,109,88.999999,77.999997,1,45,3
93.000001,98.000002,98.000002,57.999998,0,30,4
95.999998,99.000001,109,68.000001,1,47,4
88.999999,99.000001,115,64.999998,0,27,4
49.000001,109,109,77.999997,1,46,1
97.000003,99.000001,125,60.000002,0,41,4
109,119.00001,99.000001,55.000001,1,28,4
98.000002,119.00001,129,88.999999,0,31,4
79.000002,99.000001,115,64.999998,1,41,4
79.000002,105,109,55.000001,0,25,4
88.999999,99.000001,115,64.999998,1,59,4
88.999999,107.00001,115,50,0,55,4
88,115,125,64.999998,1,33,4
95.999998,129,105,68.000001,0,43,4
79.000002,105,109,88.999999,1,43,2
97.000003,115,109,61.000001,0,64,4
88.999999,99.000001,115,64.999998,1,30,4
88.999999,107.00001,115,50,0,54,4
97.000003,115,109,56.999999,1,55,4
98.000002,105,109,55.000001,0,64,4
79.000002,121,119.00001,55.000001,1,44,4
93.000001,88,88,58.999997,0,41,3
79.000002,105,109,77.999997,1,30,4
79.000002,102,88.999999,64.999998,0,60,3
97.000003,109,115,64.999998,1,50,4
79.000002,125,99.000001,69,0,54,3
97.000003,115,125,60.000002,1,47,4
93.000001,109,98.000002,57.999998,0,40,4
103,109,88.999999,77.999997,1,49,3
97.000003,99.000001,125,60.000002,0,52,4
109,119.00001,99.000001,70.999998,1,45,4
109,121,109,79.000002,0,61,3
79.000002,105,109,88.999999,1,34,2
88.999999,99.000001,115,64.999998,0,48,4
103,109,88.999999,77.999997,1,34,3
79.000002,125,79.000002,69,0,58,3
88.999999,125,113,79.000002,1,41,4
88.999999,104,99.000001,64.999998,0,65,4
88.999999,115,99.000001,64.999998,1,28,4
88,125,109,64.999998,0,47,4
109,109,129,55.000001,1,39,4
93.000001,98.000002,109,57.999998,0,41,4
109,109,129,77.999997,1,28,4
88.999999,102,88.999999,49.000001,0,54,4
98.000002,121,74.000001,77.999997,1,37,3
79.000002,105,109,88.999999,0,31,1
97.000003,125,109,61.000001,1,40,4
88.999999,109,88.999999,61.000001,0,45,3
97.000003,115,99.000001,60.000002,1,54,4
93.000001,98.000002,98.000002,57.999998,0,56,4
88.999999,109,88.999999,52.999997,1,26,4
69,109,88.999999,61.000001,0,44,3
79.000002,105,109,77.999997,1,26,4
109,105,94.999999,68.000001,0,65,3
79.000002,109,99.000001,69,1,60,4
103,109,88.999999,77.999997,0,41,3
88.999999,115,99.000001,50,1,44,4
101,99.000001,119.00001,68.000001,0,64,4
79.000002,99.000001,115,60.000002,1,43,4
79.000002,115,99.000001,61.000001,0,55,4
97.000003,99.000001,125,64.999998,1,55,4
88.999999,104,99.000001,64.999998,0,57,4
97.000003,109,119.00001,61.000001,1,63,4
58.999997,109,88.999999,77.999997,0,64,3
103,109,88.999999,77.999997,1,60,3
109,119.00001,99.000001,70.999998,0,57,3
79.000002,105,109,55.000001,1,27,4
79.000002,105,109,88.999999,0,26,1
97.000003,99.000001,125,64.999998,1,65,4
109,109,129,55.000001,0,44,4
58.999997,109,88.999999,77.999997,1,30,3
97.000003,109,115,64.999998,0,57,4
109,109,69,77.999997,1,25,3
88.999999,115,99.000001,64.999998,0,57,4
97.000003,99.000001,125,61.000001,1,34,4
99.000001,109,99.000001,79.000002,0,60,3
109,135,115,75.999999,1,65,4
109,109,119.00001,69,0,45,4
88.999999,102,88.999999,64.999998,1,49,4
98.000002,119.00001,99.000001,77.999997,0,40,3
93.000001,98.000002,98.000002,57.999998,1,44,4
98.000002,109,129,77.999997,0,31,4
79.000002,109,88.999999,55.000001,1,37,4
88,125,109,64.999998,0,31,4
79.000002,108,88.999999,68.000001,1,35,3
109,109,119.00001,88.999999,0,39,2
97.000003,109,115,50,1,55,4
98.000002,119.00001,99.000001,77.999997,0,56,3
98.000002,109,129,55.000001,1,36,4
79.000002,125,109,64.999998,0,28,4
88,125,109,64.999998,1,55,4
79.000002,105,109,55.000001,0,26,4
93.000001,88,88,58.999997,1,47,4
88.999999,115,99.000001,50,0,58,4
99.000001,119.00001,99.000001,55.000001,1,42,4
98.000002,109,88.999999,55.000001,0,64,4
99.000001,109,119.00001,79.000002,1,63,4
79.000002,121,119.00001,63.999999,0,26,4
97.000003,99.000001,125,61.000001,1,48,4
79.000002,105,99.000001,77.999997,0,27,3
99.000001,109,119.00001,77.999997,1,33,4
49.000001,109,109,88.999999,0,34,1
95.999998,119.00001,94.999999,68.000001,1,33,4
97.000003,99.000001,119.00001,61.000001,0,48,4
97.000003,115,119.00001,61.000001,1,51,4
79.000002,125,99.000001,69,0,36,3
88.999999,115,99.000001,60.000002,1,43,4
88.999999,115,99.000001,64.999998,0,55,4
97.000003,125,125,64.999998,1,47,4
69,107.00001,115,64.999998,0,58,4
98.000002,119.00001,99.000001,77.999997,1,56,3
98.000002,119.00001,99.000001,55.000001,0,29,4
88.999999,99.000001,115,64.999998,1,33,4
109,109,119.00001,77.999997,0,53,4
88.999999,99.000001,115,64.999998,1,32,4
88,125,125,64.999998,0,59,4
93.000001,99.000001,98.000002,57.999998,1,48,4
79.000002,115,99.000001,64.999998,0,65,4
79.000002,99.000001,115,60.000002,1,48,4
88.999999,109,119.00001,55.000001,0,60,4
109,121,109,77.999997,1,47,4
109,135,129,73.000002,0,31,4
97.000003,99.000001,125,61.000001,1,61,4
109,119.00001,99.000001,55.000001,0,29,4
104,109,109,68.000001,1,49,4
103,109,119.00001,55.000001,0,26,4
105,129,125,61.000001,1,37,4
103,109,119.00001,63.999999,0,33,4
79.000002,121,109,77.999997,1,25,4
79.000002,105,109,77.999997,0,51,3
88.999999,102,105,64.999998,1,49,4
103,109,119.00001,55.000001,0,37,4
88.999999,119.00001,99.000001,55.000001,1,27,4
88.999999,109,119.00001,83.999997,0,52,2
79.000002,125,99.000001,69,1,29,4
109,109,109,95.999998,0,51,3
79.000002,105,109,88.999999,1,45,2
97.000003,109,115,50,0,30,4
79.000002,105,109,77.999997,1,47,4
88.999999,115,99.000001,50,0,27,4
103,109,88.999999,77.999997,1,46,3
88,125,109,64.999998,0,41,4
98.000002,119.00001,99.000001,55.000001,1,28,4
79.000002,121,109,88.999999,0,31,1
79.000002,115,99.000001,64.999998,1,41,4
103,109,88.999999,55.000001,0,25,4
88,115,125,58.999997,1,59,4
88.999999,99.000001,115,64.999998,0,55,4
79.000002,121,119.00001,63.999999,1,33,4
98.000002,109,129,77.999997,0,43,4
99.000001,108,88.999999,68.000001,1,43,3
97.000003,129,74.000001,61.000001,0,64,3
99.000001,119.00001,99.000001,70.999998,1,30,4
88.999999,99.000001,115,60.000002,0,54,4
97.000003,99.000001,125,60.000002,1,55,4
98.000002,109,88.999999,55.000001,0,64,4
97.000003,125,109,64.999998,1,44,4
93.000001,88,88,58.999997,0,41,3
98.000002,109,88.999999,77.999997,1,30,3
79.000002,109,123,69,0,60,4
79.000002,107.00001,115,64.999998,1,50,4
79.000002,125,99.000001,69,0,54,3
97.000003,115,109,60.000002,1,47,4
88,109,105,57.999998,0,40,4
103,109,88.999999,77.999997,1,49,3
97.000003,125,109,64.999998,0,52,4
97.000003,109,115,51.999998,1,45,4
109,135,129,79.000002,0,61,4
79.000002,105,109,55.000001,1,34,4
88.999999,115,99.000001,60.000002,0,48,4
79.000002,105,109,77.999997,1,34,4
79.000002,125,105.99999,49.000001,0,58,4
109,109,119.00001,77.999997,1,41,4
88.999999,104,99.000001,64.999998,0,65,4
88.999999,115,115,64.999998,1,28,4
88,125,109,64.999998,0,47,4
109,121,119.00001,55.000001,1,39,4
93.000001,98.000002,98.000002,57.999998,0,41,4
79.000002,121,119.00001,63.999999,1,28,4
103,109,88.999999,63.999999,0,54,3
109,121,129,79.000002,1,37,4
79.000002,105,109,88.999999,0,31,1
97.000003,129,125,61.000001,1,40,4
88.999999,109,119.00001,75.999999,0,45,4
97.000003,115,125,60.000002,1,54,4
93.000001,109,98.000002,57.999998,0,56,4
88.999999,125,101,79.000002,1,26,4
69,109,88.999999,61.000001,0,44,3
103,109,119.00001,63.999999,1,26,4
88.999999,119.00001,99.000001,77.999997,0,65,3
88,115,125,64.999998,1,60,4
99.000001,109,119.00001,77.999997,0,41,4
88,115,99.000001,64.999998,1,44,4
101,117,94.999999,68.000001,0,64,3
97.000003,115,99.000001,60.000002,1,43,4
97.000003,115,99.000001,61.000001,0,55,4
97.000003,109,109,50,1,55,4
88.999999,109,88.999999,61.000001,0,57,3
97.000003,115,99.000001,61.000001,1,63,4
79.000002,109,88.999999,77.999997,0,64,3
103,109,88.999999,77.999997,1,60,3
93.000001,99.000001,98.000002,57.999998,0,57,4
98.000002,109,88.999999,77.999997,1,27,3
103,109,88.999999,77.999997,0,26,3
97.000003,129,109,61.000001,1,65,4
79.000002,121,119.00001,55.000001,0,44,4
103,109,88.999999,77.999997,1,30,3
88,115,109,58.999997,0,57,4
109,119.00001,99.000001,70.999998,1,25,4
88.999999,115,99.000001,64.999998,0,57,4
88,98.000002,108,57.999998,1,34,4
49.000001,109,109,77.999997,0,60,1
109,135,129,73.000002,1,65,4
99.000001,109,119.00001,88.999999,0,45,2
88.999999,107.00001,115,50,1,49,4
98.000002,121,119.00001,63.999999,0,40,4
97.000003,115,125,60.000002,1,44,4
98.000002,121,119.00001,63.999999,0,31,4
79.000002,105,109,55.000001,1,37,4
79.000002,121,109,77.999997,0,31,1
88.999999,108,88.999999,68.000001,1,35,3
109,119.00001,99.000001,79.000002,0,39,3
97.000003,109,115,64.999998,1,55,4
98.000002,119.00001,129,77.999997,0,56,4
98.000002,109,129,55.000001,1,36,4
97.000003,125,125,64.999998,0,28,4
97.000003,125,109,64.999998,1,55,4
103,109,88.999999,55.000001,0,26,4
93.000001,98.000002,88,58.999997,1,47,4
88.999999,115,99.000001,64.999998,0,58,4
98.000002,109,129,88.999999,1,42,2
98.000002,109,88.999999,55.000001,0,64,4
101,117,94.999999,68.000001,1,63,4
109,119.00001,129,77.999997,0,26,4
97.000003,129,109,61.000001,1,48,4
83.999997,102,88.999999,49.000001,0,27,4
93.000001,98.000002,98.000002,57.999998,1,33,4
58.999997,109,88.999999,88.999999,0,34,1
88.999999,102,88.999999,49.000001,1,33,4
93.000001,109,98.000002,57.999998,0,48,4
97.000003,99.000001,100,61.000001,1,51,4
79.000002,109,123,69,0,36,4
97.000003,109,115,51.999998,1,43,4
88,115,99.000001,64.999998,0,55,4
109,124,119.00001,68.000001,1,47,4
88.999999,115,99.000001,60.000002,0,58,4
98.000002,119.00001,99.000001,77.999997,1,56,3
98.000002,119.00001,99.000001,55.000001,0,29,4
88.999999,115,99.000001,50,1,33,4
109,119.00001,99.000001,70.999998,0,53,3
88.999999,115,99.000001,64.999998,1,32,4
109,121,109,55.000001,0,59,4
97.000003,115,99.000001,61.000001,1,48,4
79.000002,135,109,64.999998,0,65,4
97.000003,115,109,60.000002,1,48,4
88.999999,119.00001,99.000001,55.000001,0,60,4
79.000002,121,109,77.999997,1,47,4
109,135,115,75.999999,0,31,4
79.000002,121,109,88.999999,1,61,3
88.999999,109,119.00001,55.000001,0,29,4
97.000003,125,125,64.999998,1,49,4
109,109,119.00001,55.000001,0,26,4
109,121,99.000001,83.999997,1,37,3
109,109,119.00001,63.999999,0,33,4
79.000002,121,109,88,1,25,3
79.000002,109,88.999999,77.999997,0,51,3
88.999999,102,88.999999,49.000001,1,49,4
109,109,119.00001,55.000001,0,37,4
109,109,129,55.000001,1,27,4
98.000002,119.00001,74.000001,77.999997,0,52,3
97.000003,99.000001,119.00001,61.000001,1,29,4
119.00001,135,129,88.999999,0,51,4
98.000002,105,109,77.999997,1,45,4
93.000001,99.000001,98.000002,57.999998,0,30,4
79.000002,105,109,77.999997,1,47,4
97.000003,109,115,49.000001,0,27,4
99.000001,105,109,77.999997,1,46,4
97.000003,125,109,64.999998,0,41,4
98.000002,109,129,55.000001,1,28,4
97.000003,125,125,64.999998,0,31,4
79.000002,121,119.00001,69,1,41,4
103,109,88.999999,55.000001,0,25,4
88,125,125,64.999998,1,59,4
88.999999,99.000001,115,60.000002,0,55,4
79.000002,121,109,77.999997,1,33,4
88,109,105,57.999998,0,43,4
103,109,119.00001,69,1,43,4
103,129,109,61.000001,0,64,4
109,119.00001,99.000001,55.000001,1,30,4
88.999999,115,99.000001,60.000002,0,54,4
97.000003,125,109,60.000002,1,55,4
109,109,119.00001,55.000001,0,64,4
109,121,109,58.999997,1,44,4
92.000002,98.000002,88,58.999997,0,41,3
98.000002,109,88.999999,77.999997,1,30,3
88.999999,115,99.000001,60.000002,0,60,4
88,115,99.000001,64.999998,1,50,4
79.000002,125,99.000001,69,0,54,3
97.000003,125,109,60.000002,1,47,4
88,109,108,57.999998,0,40,4
98.000002,109,88.999999,77.999997,1,49,3
97.000003,125,125,64.999998,0,52,4
97.000003,115,99.000001,60.000002,1,45,4
109,121,129,93.000001,0,61,4
98.000002,109,88.999999,88.999999,1,34,3
98.000002,119.00001,99.000001,77.999997,0,48,3
98.000002,105,109,77.999997,1,34,4
79.000002,109,123,69,0,58,4
93.000001,98.000002,98.000002,57.999998,1,41,4
88.999999,109,88.999999,64.999998,0,65,3
88.999999,109,119.00001,83.999997,1,28,4
88,125,125,64.999998,0,47,4
109,119.00001,129,55.000001,1,39,4
93.000001,98.000002,98.000002,57.999998,0,41,4
97.000003,125,74.000001,64.999998,1,28,3
88.999999,107.00001,115,64.999998,0,54,4
105,125,99.000001,64.999998,1,37,4
103,109,88.999999,88.999999,0,31,3
105,119.00001,125,61.000001,1,40,4
