userid,version,item_sales,retention_1,retention_7
91027,B,0,FALSE,FALSE
91045,A,0,FALSE,FALSE
92061,A,0,TRUE,FALSE
92161,B,0,FALSE,FALSE
92162,B,0,FALSE,FALSE
92168,A,0,FALSE,FALSE
92286,B,0,TRUE,FALSE
92463,A,0,FALSE,FALSE
92638,A,0,FALSE,FALSE
92789,A,0,FALSE,FALSE
92914,A,0,FALSE,TRUE
93014,B,0,FALSE,FALSE
93131,A,0,FALSE,FALSE
93166,B,0,TRUE,FALSE
93241,B,0,TRUE,TRUE
93289,A,0,FALSE,FALSE
93646,B,116,FALSE,FALSE
93914,A,0,FALSE,FALSE
93957,B,0,FALSE,TRUE
93997,B,0,FALSE,FALSE
94159,B,107,TRUE,TRUE
94282,A,0,FALSE,FALSE
94407,B,0,FALSE,FALSE
94455,A,0,TRUE,TRUE
94639,B,0,FALSE,FALSE
94768,B,0,FALSE,FALSE
94904,B,138,TRUE,FALSE
95033,B,0,TRUE,FALSE
95357,A,0,TRUE,TRUE
95371,B,103,TRUE,TRUE
95530,B,0,FALSE,FALSE
95696,A,0,FALSE,TRUE
95946,B,0,FALSE,FALSE
96038,A,0,FALSE,TRUE
96058,B,120,TRUE,TRUE
96076,B,24,TRUE,TRUE
96123,A,0,FALSE,FALSE
96471,B,0,TRUE,FALSE
96535,A,0,FALSE,FALSE
96561,A,47,TRUE,TRUE
96675,B,138,TRUE,TRUE
96744,B,66,TRUE,TRUE
96745,A,123,TRUE,TRUE
97019,B,0,FALSE,FALSE
97308,B,0,TRUE,TRUE
97461,A,0,FALSE,FALSE
97741,B,0,FALSE,FALSE
97754,B,0,TRUE,FALSE
97777,A,0,TRUE,FALSE
97849,B,165,TRUE,TRUE
97873,A,67,TRUE,FALSE
97971,B,50,TRUE,TRUE
98151,B,0,FALSE,FALSE
98229,B,0,TRUE,FALSE
98354,A,82,FALSE,FALSE
98592,A,0,FALSE,FALSE
98833,B,0,FALSE,FALSE
98955,B,0,FALSE,FALSE
99178,B,0,FALSE,FALSE
99252,A,0,TRUE,FALSE
99264,B,0,TRUE,FALSE
99307,A,0,TRUE,FALSE
99411,A,0,FALSE,FALSE
99583,A,0,TRUE,FALSE
99630,B,0,FALSE,FALSE
99631,A,0,TRUE,FALSE
99806,B,0,TRUE,FALSE
99912,A,0,TRUE,FALSE
99928,A,0,TRUE,FALSE
99944,A,0,FALSE,FALSE
99976,B,0,FALSE,FALSE
100026,A,0,FALSE,FALSE
100084,B,53,FALSE,TRUE
100151,A,0,TRUE,TRUE
100214,A,0,TRUE,TRUE
100367,B,93,TRUE,FALSE
100511,B,0,FALSE,FALSE
100556,A,0,TRUE,TRUE
100585,B,143,TRUE,FALSE
100807,B,0,TRUE,FALSE
100899,A,0,FALSE,FALSE
100933,B,0,FALSE,FALSE
101024,A,0,TRUE,FALSE
101041,B,159,TRUE,FALSE
101248,A,0,FALSE,FALSE
101591,B,103,TRUE,TRUE
101601,B,153,TRUE,FALSE
101664,B,106,TRUE,FALSE
101675,A,0,FALSE,FALSE
101697,A,0,TRUE,FALSE
101864,A,0,FALSE,FALSE
101880,B,0,FALSE,FALSE
101884,A,0,FALSE,FALSE
101915,B,0,TRUE,TRUE
101953,A,0,TRUE,FALSE
101961,A,0,FALSE,FALSE
102182,A,0,FALSE,FALSE
102302,A,0,FALSE,TRUE
102540,B,0,TRUE,TRUE
102573,A,44,FALSE,FALSE
102598,B,0,TRUE,FALSE
102742,A,0,TRUE,FALSE
102748,A,0,FALSE,FALSE
102753,B,0,FALSE,FALSE
102931,B,0,FALSE,FALSE
102977,B,0,FALSE,TRUE
103095,A,89,TRUE,FALSE
103308,A,0,FALSE,FALSE
103414,B,68,TRUE,FALSE
103463,A,0,FALSE,FALSE
103498,B,0,TRUE,TRUE
103555,B,0,FALSE,FALSE
103557,A,36,TRUE,FALSE
103625,B,0,FALSE,FALSE
103714,B,0,TRUE,FALSE
103804,B,0,FALSE,FALSE
104157,A,115,TRUE,FALSE
104158,A,0,TRUE,TRUE
104211,B,0,FALSE,FALSE
104553,B,0,FALSE,FALSE
104563,A,0,FALSE,FALSE
104577,B,70,TRUE,TRUE
104592,A,42,FALSE,FALSE
104686,B,0,TRUE,FALSE
104694,B,90,FALSE,TRUE
104796,B,82,TRUE,TRUE
104800,B,0,FALSE,FALSE
104899,A,0,TRUE,TRUE
104999,A,132,FALSE,TRUE
105277,B,97,TRUE,TRUE
105342,A,0,FALSE,FALSE
105632,A,0,FALSE,FALSE
105700,B,0,FALSE,FALSE
105948,B,0,FALSE,FALSE
106093,B,0,FALSE,FALSE
106422,A,0,FALSE,FALSE
106423,B,0,FALSE,FALSE
106447,B,0,TRUE,FALSE
106487,B,0,FALSE,FALSE
106523,A,0,FALSE,FALSE
106600,B,58,TRUE,TRUE
106828,B,0,FALSE,FALSE
106895,B,0,FALSE,FALSE
107040,A,0,TRUE,FALSE
107169,A,0,FALSE,FALSE
107563,B,84,FALSE,FALSE
107617,B,0,FALSE,FALSE
107662,B,0,FALSE,FALSE
107670,B,0,FALSE,FALSE
107936,A,0,FALSE,FALSE
107981,B,109,TRUE,FALSE
108052,A,0,FALSE,FALSE
108068,B,0,FALSE,FALSE
108134,B,130,FALSE,TRUE
108287,B,0,FALSE,FALSE
108303,A,0,FALSE,FALSE
108320,A,0,FALSE,FALSE
108454,B,107,FALSE,TRUE
108535,A,0,FALSE,FALSE
108608,B,0,FALSE,FALSE
108668,A,0,TRUE,FALSE
108753,A,0,TRUE,FALSE
109109,B,0,FALSE,FALSE
109111,A,0,TRUE,FALSE
109151,A,65,TRUE,FALSE
109158,A,0,TRUE,FALSE
109300,A,0,FALSE,FALSE
109366,A,0,TRUE,TRUE
109431,B,48,TRUE,FALSE
109458,A,0,FALSE,FALSE
109556,B,0,TRUE,FALSE
109578,B,0,FALSE,FALSE
109745,A,0,FALSE,FALSE
109757,B,0,TRUE,TRUE
109796,A,0,FALSE,FALSE
109838,B,0,FALSE,FALSE
109991,B,63,TRUE,TRUE
110004,B,95,TRUE,FALSE
110329,A,0,FALSE,FALSE
110479,B,0,FALSE,TRUE
110528,B,0,FALSE,FALSE
110634,B,0,FALSE,FALSE
110750,A,0,FALSE,FALSE
111162,B,0,TRUE,FALSE
111196,A,0,TRUE,FALSE
111362,A,109,TRUE,FALSE
111382,A,50,TRUE,TRUE
111496,B,0,FALSE,FALSE
111540,A,0,FALSE,FALSE
111949,B,0,TRUE,FALSE
111961,A,0,FALSE,FALSE
111981,A,0,FALSE,FALSE
112127,B,0,TRUE,TRUE
112216,A,0,FALSE,FALSE
112251,B,0,FALSE,FALSE
112355,A,0,FALSE,FALSE
112365,A,50,TRUE,FALSE
112375,B,0,TRUE,FALSE
112718,B,0,TRUE,TRUE
113086,A,0,FALSE,FALSE
113087,A,60,TRUE,TRUE
113325,B,0,TRUE,TRUE
113378,A,88,FALSE,TRUE
113462,B,33,TRUE,FALSE
113497,B,0,TRUE,FALSE
113563,B,0,FALSE,FALSE
113607,B,0,FALSE,FALSE
113621,A,0,TRUE,TRUE
113666,B,89,TRUE,TRUE
113725,A,95,TRUE,FALSE
113800,B,0,TRUE,FALSE
113888,B,0,TRUE,FALSE
114118,B,0,FALSE,FALSE
114278,B,0,FALSE,FALSE
114320,B,0,TRUE,FALSE
114360,A,0,FALSE,FALSE
114521,B,0,FALSE,FALSE
114532,B,0,FALSE,FALSE
114626,A,0,TRUE,FALSE
114859,B,0,FALSE,FALSE
114985,A,0,TRUE,FALSE
115234,B,58,FALSE,TRUE
115235,B,0,FALSE,FALSE
115498,A,148,TRUE,FALSE
115774,A,0,TRUE,FALSE
115813,A,0,FALSE,FALSE
115854,A,0,TRUE,FALSE
115980,A,0,FALSE,FALSE
116002,B,101,TRUE,TRUE
116099,A,0,TRUE,FALSE
116198,B,0,FALSE,FALSE
116247,B,51,FALSE,TRUE
116336,B,0,FALSE,FALSE
116382,A,88,TRUE,TRUE
116423,B,87,FALSE,FALSE
116430,B,0,FALSE,FALSE
116439,A,0,TRUE,FALSE
116590,B,0,TRUE,FALSE
116653,A,0,FALSE,FALSE
116793,A,140,TRUE,TRUE
116828,B,0,TRUE,FALSE
117026,B,63,TRUE,FALSE
117186,A,0,FALSE,FALSE
117195,A,0,FALSE,FALSE
117242,B,39,TRUE,FALSE
117481,B,0,TRUE,FALSE
117700,A,19,TRUE,FALSE
117728,A,0,FALSE,FALSE
117763,A,0,FALSE,FALSE
117868,B,0,TRUE,FALSE
117918,A,0,TRUE,FALSE
117992,B,144,TRUE,TRUE
118091,A,0,FALSE,FALSE
118189,B,24,FALSE,FALSE
118204,B,0,FALSE,FALSE
118555,A,0,FALSE,FALSE
118654,A,44,FALSE,TRUE
118690,B,0,FALSE,FALSE
118773,A,0,FALSE,FALSE
119142,B,0,TRUE,TRUE
119209,A,0,FALSE,TRUE
119231,B,0,TRUE,FALSE
119331,B,0,FALSE,TRUE
119464,B,0,TRUE,FALSE
119507,B,0,FALSE,FALSE
119591,A,0,FALSE,FALSE
119742,B,0,TRUE,TRUE
119784,B,0,FALSE,FALSE
120131,A,0,FALSE,FALSE
120587,B,92,FALSE,FALSE
120662,A,0,TRUE,TRUE
120664,A,0,TRUE,FALSE
120771,B,0,FALSE,FALSE
120978,B,0,FALSE,FALSE
121148,A,129,FALSE,FALSE
121179,B,0,FALSE,FALSE
121303,B,43,TRUE,TRUE
121409,B,0,FALSE,FALSE
121431,A,0,FALSE,FALSE
121476,B,0,FALSE,FALSE
121571,B,0,FALSE,FALSE
121738,A,0,FALSE,FALSE
122133,B,0,TRUE,FALSE
122211,B,0,FALSE,FALSE
122299,A,138,FALSE,FALSE
122334,B,0,FALSE,FALSE
122533,B,43,TRUE,TRUE
122635,B,0,TRUE,FALSE
122690,A,0,FALSE,FALSE
122817,A,117,TRUE,FALSE
122975,B,35,TRUE,TRUE
122981,B,24,FALSE,FALSE
123038,A,0,FALSE,FALSE
123083,A,0,FALSE,FALSE
123121,A,0,TRUE,FALSE
123318,A,0,TRUE,FALSE
123406,A,0,FALSE,FALSE
123522,A,0,FALSE,FALSE
123638,B,137,TRUE,FALSE
123904,B,0,FALSE,FALSE
123937,A,89,TRUE,FALSE
124004,B,0,FALSE,FALSE
124022,B,0,TRUE,FALSE
124379,A,57,FALSE,TRUE
124432,A,0,FALSE,FALSE
124568,A,0,FALSE,FALSE
124702,B,0,TRUE,TRUE
124729,B,0,TRUE,FALSE
124759,B,0,FALSE,FALSE
124945,B,0,TRUE,FALSE
125019,B,0,FALSE,FALSE
125035,A,0,FALSE,FALSE
125058,B,0,TRUE,FALSE
125379,B,23,TRUE,TRUE
125416,B,0,FALSE,FALSE
125523,B,79,TRUE,TRUE
125735,A,125,FALSE,FALSE
125749,A,0,FALSE,FALSE
125752,B,0,TRUE,FALSE
125925,B,54,TRUE,FALSE
125951,B,0,FALSE,FALSE
125996,A,0,TRUE,TRUE
126043,A,0,TRUE,FALSE
126289,B,135,TRUE,FALSE
126418,A,0,TRUE,FALSE
126645,B,126,TRUE,TRUE
126812,B,0,FALSE,FALSE
126972,A,0,FALSE,FALSE
127003,A,0,FALSE,FALSE
127428,B,0,TRUE,FALSE
127467,A,0,TRUE,FALSE
127487,B,120,TRUE,TRUE
127596,A,0,TRUE,FALSE
127794,B,0,FALSE,FALSE
127814,B,0,FALSE,FALSE
127839,B,0,FALSE,TRUE
127893,B,0,FALSE,FALSE
128079,B,0,TRUE,FALSE
128334,B,0,FALSE,FALSE
128346,B,0,TRUE,FALSE
128355,A,0,TRUE,FALSE
128450,A,0,FALSE,FALSE
128547,A,28,FALSE,FALSE
128817,B,47,FALSE,TRUE
128956,B,0,TRUE,FALSE
128989,A,84,TRUE,FALSE
129110,A,83,TRUE,FALSE
129131,A,0,TRUE,FALSE
129156,A,0,FALSE,FALSE
129203,A,0,FALSE,FALSE
129208,B,0,FALSE,FALSE
129260,B,47,TRUE,TRUE
129284,A,0,FALSE,FALSE
129335,A,0,FALSE,FALSE
129391,B,0,FALSE,FALSE
129682,B,0,TRUE,FALSE
129826,A,0,FALSE,FALSE
130176,A,0,TRUE,FALSE
130250,A,0,TRUE,FALSE
130260,B,0,FALSE,FALSE
130271,B,0,TRUE,FALSE
130391,B,0,FALSE,FALSE
130412,B,0,FALSE,FALSE
130417,A,100,TRUE,TRUE
130572,A,148,TRUE,FALSE
130879,B,20,TRUE,TRUE
131233,B,0,FALSE,FALSE
131261,B,0,FALSE,FALSE
131314,B,0,FALSE,FALSE
131358,A,0,TRUE,TRUE
131740,B,0,TRUE,FALSE
132154,B,0,FALSE,FALSE
132240,B,0,FALSE,FALSE
132330,B,85,TRUE,FALSE
132503,B,0,FALSE,FALSE
132756,A,0,FALSE,FALSE
132794,A,0,FALSE,FALSE
132919,A,0,TRUE,FALSE
132928,A,0,TRUE,TRUE
132961,A,71,TRUE,FALSE
133088,B,0,TRUE,FALSE
133102,A,0,FALSE,FALSE
133577,B,146,TRUE,TRUE
133783,B,0,TRUE,TRUE
133854,A,0,TRUE,FALSE
133961,A,0,FALSE,FALSE
134380,A,119,TRUE,FALSE
134381,A,0,TRUE,FALSE
134386,A,0,FALSE,FALSE
134428,A,0,FALSE,FALSE
134595,A,0,FALSE,FALSE
134621,A,119,TRUE,FALSE
134692,B,0,TRUE,TRUE
134763,A,120,TRUE,FALSE
134875,A,0,TRUE,FALSE
134885,B,0,TRUE,TRUE
134891,A,0,FALSE,FALSE
134914,B,0,TRUE,FALSE
135084,A,0,TRUE,FALSE
135220,A,80,TRUE,TRUE
135232,B,0,FALSE,FALSE
135315,B,0,FALSE,FALSE
135435,A,0,FALSE,FALSE
135479,B,0,FALSE,FALSE
135584,B,0,FALSE,TRUE
135693,B,138,TRUE,TRUE
135739,B,0,FALSE,FALSE
135910,A,0,FALSE,FALSE
135919,B,0,FALSE,TRUE
135978,B,0,FALSE,TRUE
136109,A,0,FALSE,FALSE
136363,A,0,FALSE,FALSE
136453,B,0,FALSE,FALSE
136496,A,0,FALSE,FALSE
136506,B,0,FALSE,FALSE
136638,B,0,FALSE,FALSE
136647,B,0,FALSE,FALSE
136724,A,0,TRUE,FALSE
136945,B,0,TRUE,FALSE
137089,A,0,FALSE,FALSE
137158,B,0,FALSE,FALSE
137177,B,45,FALSE,FALSE
137354,B,0,FALSE,FALSE
137380,A,66,TRUE,TRUE
137445,A,0,TRUE,TRUE
137520,B,0,TRUE,FALSE
137546,A,0,FALSE,FALSE
137570,B,59,TRUE,TRUE
137586,A,0,TRUE,FALSE
137752,A,0,FALSE,FALSE
137865,B,0,TRUE,FALSE
137911,A,0,TRUE,TRUE
138070,A,145,TRUE,FALSE
138234,B,0,TRUE,TRUE
138257,A,0,FALSE,FALSE
138315,B,0,FALSE,FALSE
138392,A,95,TRUE,FALSE
138521,B,0,TRUE,FALSE
138561,B,0,FALSE,FALSE
138622,A,0,TRUE,FALSE
138886,B,123,TRUE,TRUE
138891,B,66,TRUE,TRUE
138918,B,0,FALSE,FALSE
139072,A,72,FALSE,TRUE
139081,A,0,FALSE,FALSE
139206,A,0,FALSE,FALSE
139211,A,0,FALSE,FALSE
139264,B,156,TRUE,TRUE
139309,A,0,FALSE,FALSE
139581,A,0,TRUE,TRUE
139772,B,21,FALSE,TRUE
139856,A,0,FALSE,FALSE
140041,B,81,TRUE,TRUE
140102,A,0,FALSE,FALSE
140335,A,0,FALSE,FALSE
140468,B,0,TRUE,FALSE
140695,A,0,FALSE,FALSE
140734,B,149,FALSE,TRUE
140907,B,0,TRUE,TRUE
141059,A,0,FALSE,FALSE
141146,A,0,FALSE,FALSE
141163,B,87,TRUE,FALSE
141256,A,0,FALSE,FALSE
141275,B,0,TRUE,FALSE
141449,A,121,FALSE,TRUE
141509,B,0,FALSE,FALSE
141613,B,0,FALSE,FALSE
141698,A,85,FALSE,FALSE
141837,B,0,FALSE,FALSE
141928,A,0,FALSE,FALSE
141967,A,0,TRUE,FALSE
142162,A,0,FALSE,FALSE
142359,A,63,TRUE,TRUE
142413,A,0,TRUE,FALSE
142456,A,0,TRUE,FALSE
142665,A,0,TRUE,FALSE
142718,B,0,TRUE,FALSE
142942,A,0,FALSE,FALSE
142964,B,0,FALSE,FALSE
142985,A,18,TRUE,TRUE
143079,A,0,FALSE,FALSE
143115,A,0,TRUE,TRUE
143123,A,0,TRUE,FALSE
143284,B,0,FALSE,FALSE
143386,B,0,FALSE,FALSE
143514,B,0,TRUE,FALSE
143691,B,0,FALSE,FALSE
143939,A,84,TRUE,FALSE
143962,A,0,FALSE,FALSE
144087,B,0,FALSE,FALSE
144110,A,0,FALSE,FALSE
144120,B,84,TRUE,FALSE
144252,B,0,FALSE,FALSE
144287,B,0,TRUE,FALSE
144430,B,0,FALSE,FALSE
144470,A,0,FALSE,FALSE
144493,A,0,FALSE,FALSE
144553,B,0,FALSE,FALSE
144571,A,118,TRUE,TRUE
144664,B,0,TRUE,FALSE
144692,B,0,FALSE,FALSE
144935,B,0,FALSE,FALSE
145093,A,0,TRUE,FALSE
145225,A,131,TRUE,TRUE
145307,A,0,TRUE,TRUE
145401,B,0,FALSE,FALSE
145539,A,0,FALSE,FALSE
145578,B,0,FALSE,FALSE
145763,A,0,FALSE,TRUE
145852,B,140,TRUE,TRUE
145917,A,0,FALSE,FALSE
145938,B,0,TRUE,FALSE
146150,B,0,TRUE,FALSE
146164,A,0,FALSE,FALSE
146269,A,0,FALSE,FALSE
146394,B,0,TRUE,FALSE
146502,B,0,TRUE,FALSE
146715,A,0,TRUE,TRUE
146772,B,0,FALSE,FALSE
146836,B,0,FALSE,FALSE
146898,B,126,TRUE,TRUE
146937,A,0,FALSE,FALSE
146981,A,0,FALSE,FALSE
147246,A,71,TRUE,FALSE
147292,A,58,FALSE,TRUE
147334,A,0,TRUE,TRUE
147450,A,0,FALSE,FALSE
147507,A,0,FALSE,FALSE
147572,A,0,TRUE,TRUE
147639,B,0,FALSE,FALSE
147685,A,64,TRUE,FALSE
147826,B,0,FALSE,FALSE
147830,A,0,TRUE,TRUE
147836,B,0,FALSE,FALSE
148012,B,0,FALSE,FALSE
148083,A,0,FALSE,FALSE
148166,B,0,TRUE,FALSE
148248,A,0,FALSE,FALSE
148254,B,0,FALSE,FALSE
148358,B,106,FALSE,TRUE
148453,A,0,FALSE,FALSE
148488,A,0,FALSE,FALSE
148574,A,0,FALSE,FALSE
148772,A,0,TRUE,FALSE
148811,A,76,FALSE,FALSE
148974,A,91,TRUE,FALSE
149244,B,0,FALSE,FALSE
149272,A,0,FALSE,TRUE
149329,B,0,FALSE,FALSE
149473,B,0,FALSE,FALSE
149574,B,140,TRUE,TRUE
149626,A,0,FALSE,FALSE
149641,B,0,FALSE,FALSE
149721,A,0,TRUE,FALSE
149805,A,0,TRUE,TRUE
149859,A,0,FALSE,FALSE
149896,A,0,TRUE,TRUE
150039,B,62,TRUE,FALSE
150056,A,0,FALSE,FALSE
150076,A,34,TRUE,TRUE
150102,A,127,TRUE,FALSE
150178,A,24,FALSE,TRUE
150398,A,130,TRUE,TRUE
150529,B,0,FALSE,FALSE
150547,A,0,FALSE,FALSE
150648,B,0,FALSE,TRUE
150818,A,80,TRUE,FALSE
150860,A,0,FALSE,FALSE
150861,A,94,TRUE,FALSE
150936,A,0,FALSE,FALSE
151171,A,0,FALSE,FALSE
151188,A,0,FALSE,FALSE
151255,A,0,TRUE,FALSE
151297,A,113,TRUE,FALSE
151354,B,0,TRUE,FALSE
151367,B,167,TRUE,TRUE
151387,A,0,FALSE,FALSE
151428,B,0,FALSE,FALSE
151543,A,0,TRUE,FALSE
151588,A,123,TRUE,TRUE
151823,B,0,FALSE,FALSE
151846,B,0,TRUE,FALSE
152136,B,0,FALSE,FALSE
152233,A,0,FALSE,FALSE
152269,A,0,FALSE,FALSE
152371,B,0,FALSE,FALSE
152596,B,54,TRUE,FALSE
152747,B,0,FALSE,FALSE
152824,A,103,TRUE,FALSE
153206,A,0,FALSE,FALSE
153448,B,0,FALSE,FALSE
153509,A,0,FALSE,FALSE
153715,A,0,FALSE,FALSE
153746,A,0,FALSE,FALSE
153879,A,0,FALSE,FALSE
153921,B,0,FALSE,FALSE
154098,A,85,TRUE,FALSE
154141,A,0,TRUE,FALSE
154165,A,0,FALSE,FALSE
154254,B,0,TRUE,FALSE
154280,A,0,FALSE,FALSE
154381,A,0,TRUE,FALSE
154392,B,0,TRUE,FALSE
154490,A,34,TRUE,TRUE
154535,B,0,TRUE,FALSE
154658,A,61,TRUE,FALSE
154666,A,0,TRUE,FALSE
154849,B,0,FALSE,FALSE
154995,A,0,FALSE,FALSE
155074,B,0,TRUE,FALSE
155505,B,0,TRUE,FALSE
155627,B,0,FALSE,FALSE
155665,A,0,TRUE,FALSE
155726,A,128,TRUE,TRUE
155827,A,0,FALSE,FALSE
155888,B,0,FALSE,FALSE
155941,A,0,FALSE,FALSE
155958,A,0,TRUE,FALSE
156189,B,0,FALSE,FALSE
156220,B,0,TRUE,TRUE
156370,B,0,FALSE,TRUE
156403,A,80,TRUE,FALSE
156485,B,0,TRUE,FALSE
156697,B,109,TRUE,TRUE
156750,B,0,FALSE,FALSE
156852,B,0,TRUE,FALSE
156990,A,102,FALSE,TRUE
157002,A,0,FALSE,FALSE
157010,B,0,FALSE,FALSE
157098,A,0,FALSE,FALSE
157124,B,0,FALSE,FALSE
157149,A,0,FALSE,FALSE
157151,B,0,FALSE,FALSE
157168,A,24,TRUE,FALSE
157385,A,0,FALSE,FALSE
157553,B,0,TRUE,TRUE
157584,B,29,TRUE,FALSE
157624,A,0,TRUE,FALSE
157879,A,0,TRUE,TRUE
157929,A,0,FALSE,FALSE
158094,B,61,TRUE,FALSE
158279,B,0,FALSE,FALSE
158375,A,0,TRUE,FALSE
158459,A,109,TRUE,TRUE
158501,A,0,FALSE,FALSE
158595,A,77,TRUE,FALSE
158623,A,0,FALSE,FALSE
158679,B,0,TRUE,FALSE
158710,B,0,FALSE,FALSE
158820,A,0,TRUE,FALSE
159013,B,0,FALSE,FALSE
159030,B,0,FALSE,FALSE
159050,B,0,TRUE,FALSE
159068,B,165,FALSE,FALSE
159201,B,0,FALSE,FALSE
159273,B,0,FALSE,FALSE
159335,A,0,TRUE,FALSE
159569,A,0,TRUE,FALSE
159606,A,0,FALSE,FALSE
159637,B,0,FALSE,FALSE
159790,B,0,FALSE,FALSE
159811,B,0,FALSE,FALSE
159871,A,111,TRUE,FALSE
159887,B,0,FALSE,FALSE
159961,A,0,FALSE,FALSE
160149,B,0,FALSE,FALSE
160152,B,0,FALSE,FALSE
160169,B,0,FALSE,FALSE
160191,B,0,TRUE,FALSE
160268,B,67,TRUE,TRUE
160315,B,61,TRUE,FALSE
160475,A,0,FALSE,FALSE
160706,B,0,TRUE,FALSE
160982,A,0,TRUE,FALSE
161056,A,0,FALSE,FALSE
161358,A,0,TRUE,FALSE
161890,A,0,FALSE,FALSE
161945,A,0,TRUE,FALSE
161999,B,0,FALSE,TRUE
162054,B,0,FALSE,FALSE
162085,B,114,TRUE,TRUE
162166,B,0,TRUE,FALSE
162205,B,58,TRUE,TRUE
162303,B,0,FALSE,FALSE
162399,A,0,FALSE,FALSE
162493,B,0,FALSE,FALSE
162877,B,0,FALSE,FALSE
163067,A,107,TRUE,FALSE
163075,A,20,TRUE,TRUE
163117,A,0,FALSE,FALSE
163195,A,0,TRUE,TRUE
163209,B,147,FALSE,TRUE
163279,A,43,TRUE,FALSE
163504,B,0,FALSE,FALSE
163607,A,0,FALSE,FALSE
163689,A,109,TRUE,TRUE
163693,B,0,FALSE,FALSE
163794,B,0,TRUE,FALSE
163912,A,0,TRUE,FALSE
164005,B,0,FALSE,FALSE
164057,A,0,TRUE,FALSE
164270,A,0,FALSE,FALSE
164319,B,63,TRUE,FALSE
164380,A,0,FALSE,FALSE
164413,B,86,TRUE,FALSE
164652,A,33,TRUE,FALSE
164711,B,0,TRUE,FALSE
164951,A,0,FALSE,FALSE
165037,A,0,FALSE,FALSE
165122,A,0,FALSE,FALSE
165459,A,0,FALSE,FALSE
165507,A,0,FALSE,FALSE
165565,B,135,TRUE,TRUE
165633,B,0,TRUE,FALSE
165643,A,0,FALSE,FALSE
165807,A,0,TRUE,FALSE
165902,B,0,FALSE,FALSE
165967,A,115,FALSE,FALSE
165990,A,0,TRUE,FALSE
166021,B,0,FALSE,FALSE
166026,B,0,FALSE,FALSE
166189,A,0,FALSE,FALSE
166349,B,161,FALSE,TRUE
166402,A,0,TRUE,TRUE
166505,B,0,FALSE,FALSE
166549,A,0,FALSE,FALSE
166647,A,0,FALSE,FALSE
166818,A,0,FALSE,FALSE
166972,A,94,TRUE,FALSE
167030,B,0,FALSE,TRUE
167120,B,115,TRUE,TRUE
167220,A,128,FALSE,FALSE
167311,A,0,FALSE,FALSE
167424,A,0,FALSE,FALSE
167446,B,121,FALSE,TRUE
167447,B,0,FALSE,FALSE
167625,A,0,TRUE,FALSE
167993,B,0,FALSE,FALSE
168124,A,0,FALSE,FALSE
168191,B,0,TRUE,TRUE
168212,B,0,FALSE,FALSE
168425,A,0,FALSE,FALSE
168439,A,0,FALSE,FALSE
168613,B,0,TRUE,FALSE
168648,B,108,TRUE,FALSE
168732,B,99,FALSE,TRUE
168790,A,0,FALSE,FALSE
168885,A,0,FALSE,FALSE
169163,B,0,FALSE,FALSE
169254,B,0,TRUE,FALSE
169278,B,73,TRUE,FALSE
169330,A,0,FALSE,FALSE
169714,B,0,TRUE,FALSE
169909,B,0,FALSE,FALSE
170045,A,35,TRUE,TRUE
170086,A,0,FALSE,FALSE
170171,B,93,TRUE,TRUE
170172,B,80,TRUE,FALSE
170266,A,0,FALSE,FALSE
170496,B,0,TRUE,FALSE
170502,A,125,TRUE,TRUE
170510,A,0,FALSE,FALSE
170619,B,0,FALSE,FALSE
170811,A,0,FALSE,FALSE
170887,A,0,FALSE,FALSE
171130,B,0,TRUE,FALSE
171285,A,68,TRUE,FALSE
171406,B,73,TRUE,TRUE
171635,A,0,FALSE,FALSE
171875,B,105,TRUE,TRUE
171972,A,0,FALSE,TRUE
172077,B,0,FALSE,FALSE
172138,A,0,FALSE,FALSE
172353,B,0,TRUE,FALSE
172381,A,128,TRUE,FALSE
172400,A,0,TRUE,FALSE
172857,B,57,TRUE,TRUE
173039,B,0,TRUE,FALSE
173129,A,18,TRUE,TRUE
173351,A,0,TRUE,FALSE
173419,A,35,FALSE,FALSE
173478,A,0,TRUE,TRUE
173654,B,0,FALSE,FALSE
173708,A,77,TRUE,TRUE
173971,B,99,FALSE,FALSE
173991,B,0,FALSE,FALSE
174156,A,0,FALSE,FALSE
174194,A,0,FALSE,FALSE
174195,A,0,FALSE,FALSE
174304,A,0,TRUE,TRUE
174328,B,78,TRUE,TRUE
174426,B,0,FALSE,FALSE
174807,B,0,TRUE,FALSE
174817,A,0,FALSE,FALSE
174841,B,0,FALSE,FALSE
174944,A,0,FALSE,FALSE
175086,B,0,FALSE,FALSE
175124,B,0,TRUE,FALSE
175200,B,0,TRUE,FALSE
175324,A,0,TRUE,FALSE
175412,B,142,FALSE,FALSE
175561,A,0,TRUE,TRUE
175628,B,0,FALSE,FALSE
175831,A,103,TRUE,FALSE
176021,A,0,TRUE,TRUE
176027,A,0,FALSE,FALSE
176094,B,0,FALSE,FALSE
176322,B,0,TRUE,FALSE
176347,B,0,FALSE,FALSE
176487,B,0,FALSE,FALSE
176813,B,0,TRUE,FALSE
176905,B,0,TRUE,FALSE
177192,A,0,FALSE,TRUE
177321,B,0,FALSE,FALSE
177328,B,0,TRUE,FALSE
177337,A,0,TRUE,FALSE
177373,A,0,FALSE,FALSE
177454,B,0,TRUE,TRUE
177463,A,0,FALSE,FALSE
177477,A,105,TRUE,FALSE
177685,A,0,FALSE,FALSE
177932,B,0,FALSE,FALSE
