v0,v1,theta,c0,c1,p0,p1
4833,3954,0.5,10,10,-282.5,303.5
4435,4889,0.5,9,8,160.5,-142.5
4497,4568,0.5,7,5,30.5,-17.5
4657,4106,0.5,6,8,-176.5,191.5
4871,4336,0.5,7,5,-171.5,184.5
3603,4618,0.5,10,6,347.5,-330.5
3179,4808,0.5,6,5,549.1666667,-537.1666667
4147,4413,0.5,6,10,96.5,-79.5
4124,4673,0.5,8,5,190.5,-176.5
3600,4882,0.5,10,9,437.5,-417.5
4303,3624,0.5,7,5,-219.5,232.5
4992,4098,0.5,9,10,-288.1666667,308.1666667
3995,3229,0.5,7,7,-247.8333333,262.8333333
4833,4302,0.5,7,6,-169.8333333,183.8333333
3263,3756,0.5,7,7,171.8333333,-156.8333333
3806,3949,0.5,9,10,57.5,-37.5
4304,4178,0.5,7,8,-34.16666667,50.16666667
3823,3508,0.5,5,10,-97.83333333,113.8333333
3357,3093,0.5,10,7,-78.5,96.5
4067,4155,0.5,8,9,38.16666667,-20.16666667
4019,4667,0.5,8,5,223.5,-209.5
4442,4335,0.5,8,6,-27.83333333,42.83333333
4886,4102,0.5,8,5,-253.8333333,267.8333333
4449,3075,0.5,9,10,-448.1666667,468.1666667
4513,4694,0.5,6,10,68.16666667,-51.16666667
3250,4521,0.5,5,5,429.1666667,-418.1666667
4780,3868,0.5,9,9,-294.5,313.5
3402,4492,0.5,5,7,369.5,-356.5
3813,4661,0.5,7,10,291.1666667,-273.1666667
4774,3477,0.5,5,9,-425.5,440.5
3273,4810,0.5,10,6,521.5,-504.5
4184,3472,0.5,6,6,-230.8333333,243.8333333
3107,4434,0.5,9,8,451.5,-433.5
3713,3151,0.5,8,9,-178.5,196.5
4474,3883,0.5,6,9,-189.5,205.5
4844,4962,0.5,8,10,48.5,-29.5
4342,4703,0.5,8,8,128.8333333,-111.8333333
3357,3580,0.5,10,5,83.16666667,-67.16666667
3593,3505,0.5,7,5,-22.5,35.5
3585,3103,0.5,9,7,-151.8333333,168.8333333
3324,4049,0.5,8,6,249.5,-234.5
4194,3330,0.5,5,7,-281.8333333,294.8333333
3188,4984,0.5,9,5,606.8333333,-591.8333333
3524,3710,0.5,5,7,68.16666667,-55.16666667
4993,4290,0.5,7,5,-227.5,240.5
3584,4818,0.5,10,5,420.1666667,-404.1666667
4222,4492,0.5,5,7,96.16666667,-83.16666667
3562,3685,0.5,10,5,49.83333333,-33.83333333
3835,3725,0.5,7,7,-29.16666667,44.16666667
3802,3823,0.5,8,10,16.16666667,2.833333333
3242,3865,0.5,8,10,216.8333333,-197.8333333
4928,3228,0.5,9,10,-556.8333333,576.8333333
3230,3523,0.5,8,10,106.8333333,-87.83333333
3304,4026,0.5,8,7,248.8333333,-232.8333333
3243,4098,0.5,8,7,293.1666667,-277.1666667
3719,3011,0.5,8,9,-227.1666667,245.1666667
3918,3119,0.5,5,7,-260.1666667,273.1666667
3660,4007,0.5,10,8,125.5,-106.5
4028,4702,0.5,8,10,233.8333333,-214.8333333
4923,4928,0.5,9,5,9.833333333,5.166666667
4613,4379,0.5,10,7,-68.5,86.5
4671,4836,0.5,10,5,63.83333333,-47.83333333
4509,3466,0.5,5,8,-341.1666667,355.1666667
4456,4988,0.5,7,9,185.5,-168.5
3107,3158,0.5,10,6,26.16666667,-9.166666667
4908,4488,0.5,6,8,-132.8333333,147.8333333
3305,4629,0.5,8,9,450.1666667,-432.1666667
4510,3151,0.5,5,10,-445.8333333,461.8333333
4385,3753,0.5,5,8,-204.1666667,218.1666667
3475,3439,0.5,6,7,-5.166666667,19.16666667
4060,4486,0.5,9,8,151.1666667,-133.1666667
3793,4360,0.5,6,6,195.5,-182.5
4441,3420,0.5,10,5,-331.5,347.5
3659,3513,0.5,7,6,-41.5,55.5
3126,4985,0.5,5,9,626.5,-611.5
3806,3396,0.5,6,6,-130.1666667,143.1666667
4507,4541,0.5,10,8,21.16666667,-2.166666667
3897,3607,0.5,6,9,-89.16666667,105.1666667
3038,4181,0.5,6,8,388.1666667,-373.1666667
3968,3818,0.5,5,9,-43.16666667,58.16666667
3768,4926,0.5,5,6,391.8333333,-379.8333333
3982,4148,0.5,6,6,61.83333333,-48.83333333
3998,3757,0.5,7,7,-72.83333333,87.83333333
3797,3451,0.5,10,6,-106.1666667,123.1666667
4091,4259,0.5,6,5,62.16666667,-50.16666667
3058,4413,0.5,7,5,458.5,-445.5
4664,4433,0.5,8,5,-69.5,83.5
4675,4399,0.5,9,5,-83.83333333,98.83333333
4340,4108,0.5,9,9,-67.83333333,86.83333333
4010,4737,0.5,6,7,249.1666667,-235.1666667
4719,3794,0.5,9,7,-299.5,316.5
4041,3777,0.5,8,10,-78.83333333,97.83333333
4063,4208,0.5,9,9,57.83333333,-38.83333333
4399,4654,0.5,9,7,93.83333333,-76.83333333
4527,4013,0.5,9,5,-163.1666667,178.1666667
3156,3203,0.5,5,6,21.5,-9.5
3888,3472,0.5,9,5,-130.5,145.5
3498,3861,0.5,6,6,127.5,-114.5
3708,4372,0.5,7,5,228.1666667,-215.1666667
4527,3775,0.5,9,7,-241.8333333,258.8333333
4953,4992,0.5,10,10,23.5,-2.5
3476,3246,0.5,7,7,-69.16666667,84.16666667
4309,4515,0.5,9,5,76.83333333,-61.83333333
4448,3631,0.5,9,7,-263.5,280.5
3851,3832,0.5,6,10,1.5,15.5
3933,3603,0.5,5,9,-103.1666667,118.1666667
4879,3057,0.5,5,8,-600.8333333,614.8333333
3251,4442,0.5,6,9,404.5,-388.5
3158,4289,0.5,5,10,384.1666667,-368.1666667
3486,4190,0.5,7,7,242.1666667,-227.1666667
3563,3734,0.5,8,7,65.16666667,-49.16666667
3226,4637,0.5,7,5,477.1666667,-464.1666667
3401,3636,0.5,7,5,85.16666667,-72.16666667
3019,4876,0.5,5,10,626.1666667,-610.1666667
4725,3211,0.5,10,7,-495.1666667,513.1666667
4512,4144,0.5,9,10,-112.8333333,132.8333333
4529,3751,0.5,5,8,-252.8333333,266.8333333
3331,3214,0.5,8,7,-30.83333333,46.83333333
3062,3741,0.5,8,6,234.1666667,-219.1666667
4093,4755,0.5,9,6,229.1666667,-213.1666667
4529,3386,0.5,5,9,-374.1666667,389.1666667
3644,4093,0.5,5,6,155.5,-143.5
4418,4879,0.5,8,10,162.8333333,-143.8333333
4004,3870,0.5,7,8,-36.83333333,52.83333333
4851,4465,0.5,10,9,-118.5,138.5
4774,3107,0.5,7,10,-547.1666667,565.1666667
4642,3369,0.5,10,5,-415.5,431.5
4619,4546,0.5,5,6,-18.5,30.5
4868,4786,0.5,10,10,-16.83333333,37.83333333
3763,3404,0.5,9,9,-110.1666667,129.1666667
4428,3790,0.5,5,8,-206.1666667,220.1666667
4487,3964,0.5,9,8,-165.1666667,183.1666667
3317,3036,0.5,6,9,-86.16666667,102.1666667
4863,3646,0.5,5,8,-399.1666667,413.1666667
4324,3628,0.5,10,9,-221.8333333,241.8333333
4703,3607,0.5,6,10,-357.5,374.5
4364,3375,0.5,7,7,-322.1666667,337.1666667
3799,3520,0.5,5,6,-87.16666667,99.16666667
3885,4346,0.5,5,8,160.1666667,-146.1666667
3526,3429,0.5,10,10,-21.83333333,42.83333333
4122,4993,0.5,10,8,300.1666667,-281.1666667
4400,3855,0.5,8,5,-174.1666667,188.1666667
3906,3329,0.5,9,7,-183.5,200.5
3664,3299,0.5,7,6,-114.5,128.5
4512,4213,0.5,8,8,-91.16666667,108.1666667
3059,3488,0.5,8,8,151.5,-134.5
3749,4230,0.5,6,5,166.5,-154.5
3645,4613,0.5,8,6,330.5,-315.5
4948,4902,0.5,6,10,-7.5,24.5
3900,4159,0.5,5,7,92.5,-79.5
4571,4735,0.5,6,8,61.83333333,-46.83333333
4900,4620,0.5,10,5,-84.5,100.5
4924,3235,0.5,7,10,-554.5,572.5
3756,4649,0.5,6,6,304.1666667,-291.1666667
3029,3662,0.5,8,5,218.5,-204.5
4387,3296,0.5,10,6,-354.5,371.5
4838,3171,0.5,10,5,-546.8333333,562.8333333
4661,4094,0.5,9,6,-180.5,196.5
4203,4766,0.5,10,8,197.5,-178.5
3281,3088,0.5,7,8,-56.5,72.5
4859,4689,0.5,6,7,-49.83333333,63.83333333
4217,3681,0.5,5,5,-173.1666667,184.1666667
4891,4534,0.5,10,10,-108.5,129.5
3350,3896,0.5,7,6,189.1666667,-175.1666667
4496,4056,0.5,6,10,-138.8333333,155.8333333
4514,3716,0.5,8,8,-257.5,274.5
3026,3052,0.5,6,7,15.5,-1.5
4058,4158,0.5,8,10,42.5,-23.5
3682,4591,0.5,5,7,309.1666667,-296.1666667
3632,3925,0.5,10,5,106.5,-90.5
3487,3974,0.5,8,8,170.8333333,-153.8333333
4539,3708,0.5,8,6,-269.1666667,284.1666667
4625,4924,0.5,7,8,107.5,-91.5
3905,3259,0.5,10,7,-205.8333333,223.8333333
3929,3761,0.5,8,5,-48.5,62.5
4096,3276,0.5,8,9,-264.5,282.5
3520,4156,0.5,10,6,221.1666667,-204.1666667
3019,4209,0.5,10,6,405.8333333,-388.8333333
4896,4911,0.5,5,6,10.83333333,1.166666667
4496,3545,0.5,7,6,-309.8333333,323.8333333
3611,4117,0.5,9,5,176.8333333,-161.8333333
4514,3112,0.5,9,8,-458.1666667,476.1666667
3310,4467,0.5,9,10,395.5,-375.5
3478,3815,0.5,10,5,121.1666667,-105.1666667
3167,3432,0.5,7,7,95.83333333,-80.83333333
4982,4020,0.5,5,6,-314.8333333,326.8333333
3947,4298,0.5,10,7,126.5,-108.5
3250,4827,0.5,7,7,533.1666667,-518.1666667
4250,3617,0.5,9,9,-201.5,220.5
4725,4405,0.5,5,9,-99.83333333,114.8333333
3987,3173,0.5,10,8,-261.5,280.5
3991,4834,0.5,8,7,289.1666667,-273.1666667
4600,4006,0.5,8,10,-188.8333333,207.8333333
3896,4860,0.5,7,10,329.8333333,-311.8333333
4434,3288,0.5,7,9,-373.8333333,390.8333333
4504,3019,0.5,8,9,-486.1666667,504.1666667
3141,3863,0.5,9,10,250.5,-230.5
3902,3065,0.5,9,8,-269.8333333,287.8333333
4100,4840,0.5,10,6,255.8333333,-238.8333333
4971,4273,0.5,9,6,-224.1666667,240.1666667
3833,4674,0.5,10,7,289.8333333,-271.8333333
3604,3378,0.5,5,10,-68.16666667,84.16666667
4149,4805,0.5,10,8,228.5,-209.5
4025,4257,0.5,6,5,83.5,-71.5
3134,3612,0.5,9,7,168.1666667,-151.1666667
4073,4604,0.5,6,9,184.5,-168.5
4293,4206,0.5,9,5,-20.83333333,35.83333333
3036,3893,0.5,7,8,293.5,-277.5
3736,3829,0.5,10,5,39.83333333,-23.83333333
4845,4978,0.5,7,9,52.5,-35.5
3214,3676,0.5,8,7,162.1666667,-146.1666667
4258,4529,0.5,7,10,98.83333333,-80.83333333
3861,3019,0.5,8,9,-271.8333333,289.8333333
3141,3715,0.5,5,5,196.8333333,-185.8333333
4662,4994,0.5,7,7,118.1666667,-103.1666667
4968,3183,0.5,5,5,-589.5,600.5
4536,3851,0.5,6,7,-221.5,235.5
4765,4327,0.5,6,5,-139.8333333,151.8333333
4589,3208,0.5,8,7,-452.1666667,468.1666667
3235,4029,0.5,7,9,272.8333333,-255.8333333
3646,3951,0.5,8,7,109.8333333,-93.83333333
4824,3656,0.5,7,9,-381.1666667,398.1666667
3053,3810,0.5,8,8,260.8333333,-243.8333333
4926,4023,0.5,6,8,-293.8333333,308.8333333
4575,3077,0.5,8,9,-490.5,508.5
4060,4224,0.5,10,6,63.83333333,-46.83333333
3703,3813,0.5,6,9,44.16666667,-28.16666667
4242,3997,0.5,10,9,-71.5,91.5
3464,3798,0.5,5,5,116.8333333,-105.8333333
4309,3413,0.5,5,8,-292.1666667,306.1666667
3781,3848,0.5,7,10,30.83333333,-12.83333333
3497,4793,0.5,10,7,441.5,-423.5
4726,4028,0.5,6,9,-225.1666667,241.1666667
3745,4590,0.5,7,5,288.5,-275.5
3356,3980,0.5,6,6,214.5,-201.5
4185,4256,0.5,5,6,29.5,-17.5
4196,3360,0.5,9,8,-269.5,287.5
3349,4819,0.5,6,5,496.1666667,-484.1666667
3825,3557,0.5,5,9,-82.5,97.5
3728,4478,0.5,10,9,260.1666667,-240.1666667
4754,4664,0.5,8,8,-21.5,38.5
4746,4804,0.5,7,9,27.5,-10.5
4092,3866,0.5,5,7,-69.16666667,82.16666667
4252,3026,0.5,9,6,-400.1666667,416.1666667
3730,4735,0.5,8,5,342.5,-328.5
3379,4622,0.5,7,7,421.8333333,-406.8333333
3558,4521,0.5,9,10,330.8333333,-310.8333333
3958,4012,0.5,6,10,25.83333333,-8.833333333
4980,4404,0.5,8,9,-183.1666667,201.1666667
3185,4185,0.5,7,5,340.1666667,-327.1666667
4802,3401,0.5,8,10,-457.8333333,476.8333333
4397,4835,0.5,10,7,155.5,-137.5
3727,3892,0.5,5,10,62.16666667,-46.16666667
3969,3365,0.5,6,8,-194.1666667,209.1666667
4151,4285,0.5,10,10,55.16666667,-34.16666667
3646,3364,0.5,6,10,-86.16666667,103.1666667
4685,3069,0.5,9,9,-529.1666667,548.1666667
4466,3939,0.5,7,8,-167.8333333,183.8333333
3189,4484,0.5,6,10,439.5,-422.5
3316,3983,0.5,7,8,230.1666667,-214.1666667
3652,3379,0.5,8,9,-82.16666667,100.1666667
3887,4258,0.5,9,9,133.1666667,-114.1666667
4551,3888,0.5,5,7,-214.8333333,227.8333333
3985,4380,0.5,5,10,138.8333333,-122.8333333
4881,4510,0.5,6,10,-115.8333333,132.8333333
3141,4173,0.5,8,5,351.5,-337.5
4908,4134,0.5,7,10,-249.5,267.5
4907,3095,0.5,10,5,-595.1666667,611.1666667
4743,4266,0.5,10,10,-148.5,169.5
4521,3945,0.5,9,7,-183.1666667,200.1666667
3596,4705,0.5,9,7,378.5,-361.5
3464,4451,0.5,8,5,336.5,-322.5
4502,4712,0.5,9,9,79.5,-60.5
3283,4109,0.5,8,9,284.1666667,-266.1666667
3333,4020,0.5,6,8,236.1666667,-221.1666667
3782,3121,0.5,10,9,-210.1666667,230.1666667
3079,4921,0.5,6,7,620.8333333,-606.8333333
3644,3450,0.5,9,9,-55.16666667,74.16666667
4876,4885,0.5,10,8,12.83333333,6.166666667
4645,4019,0.5,6,6,-202.1666667,215.1666667
3118,3806,0.5,9,7,238.1666667,-221.1666667
3694,3819,0.5,8,6,49.5,-34.5
3333,3310,0.5,8,5,-0.166666667,14.16666667
4935,3640,0.5,7,8,-423.8333333,439.8333333
4404,3439,0.5,7,5,-314.8333333,327.8333333
3419,4021,0.5,5,6,206.5,-194.5
3229,4673,0.5,10,10,491.8333333,-470.8333333
3454,3327,0.5,8,6,-34.5,49.5
4988,3830,0.5,10,9,-375.8333333,395.8333333
3067,3749,0.5,5,8,233.8333333,-219.8333333
4121,4476,0.5,8,5,125.8333333,-111.8333333
3711,3105,0.5,6,6,-195.5,208.5
3552,3684,0.5,7,8,51.83333333,-35.83333333
3138,3698,0.5,8,7,194.8333333,-178.8333333
4710,3392,0.5,7,10,-430.8333333,448.8333333
3258,4340,0.5,6,5,366.8333333,-354.8333333
4099,4613,0.5,6,5,177.5,-165.5
3717,4280,0.5,7,7,195.1666667,-180.1666667
4758,3087,0.5,10,9,-546.8333333,566.8333333
3090,3966,0.5,7,8,299.8333333,-283.8333333
4712,3548,0.5,8,10,-378.8333333,397.8333333
4205,3246,0.5,9,8,-310.5,328.5
3550,4913,0.5,7,9,462.5,-445.5
3664,4648,0.5,7,5,334.8333333,-321.8333333
3592,4122,0.5,8,5,184.1666667,-170.1666667
3166,4930,0.5,5,5,593.5,-582.5
4045,4256,0.5,9,9,79.83333333,-60.83333333
3894,4462,0.5,6,10,197.1666667,-180.1666667
3197,3567,0.5,8,7,131.5,-115.5
4665,4713,0.5,8,8,24.5,-7.5
3134,3224,0.5,10,9,40.16666667,-20.16666667
3911,4012,0.5,10,6,42.83333333,-25.83333333
3638,4229,0.5,5,9,203.8333333,-188.8333333
4918,3248,0.5,8,9,-547.8333333,565.8333333
3898,3381,0.5,6,8,-165.1666667,180.1666667
4690,3324,0.5,5,8,-448.8333333,462.8333333
3740,4295,0.5,5,10,192.1666667,-176.1666667
3305,3347,0.5,10,5,22.83333333,-6.833333333
3670,4444,0.5,8,10,267.1666667,-248.1666667
4232,3845,0.5,7,6,-121.8333333,135.8333333
3654,3358,0.5,9,9,-89.16666667,108.1666667
3707,4052,0.5,7,5,121.8333333,-108.8333333
4191,3074,0.5,9,7,-363.5,380.5
4772,3402,0.5,6,6,-450.1666667,463.1666667
4293,3760,0.5,5,6,-171.8333333,183.8333333
3756,4316,0.5,7,10,195.1666667,-177.1666667
3570,4177,0.5,9,5,210.5,-195.5
3623,3160,0.5,8,10,-145.1666667,164.1666667
3472,4302,0.5,10,10,287.1666667,-266.1666667
3360,4476,0.5,8,7,380.1666667,-364.1666667
4572,3914,0.5,5,7,-213.1666667,226.1666667
3687,3170,0.5,8,5,-164.8333333,178.8333333
3519,4215,0.5,7,6,239.1666667,-225.1666667
3720,4100,0.5,9,9,136.1666667,-117.1666667
4745,3468,0.5,7,7,-418.1666667,433.1666667
3130,3940,0.5,9,6,278.5,-262.5
3500,3157,0.5,8,10,-105.1666667,124.1666667
4573,4052,0.5,5,7,-167.5,180.5
3862,4387,0.5,5,5,180.5,-169.5
3655,4556,0.5,9,9,309.8333333,-290.8333333
3748,3390,0.5,5,6,-113.5,125.5
3660,4927,0.5,10,5,431.1666667,-415.1666667
3651,3918,0.5,8,9,97.83333333,-79.83333333
3929,4576,0.5,6,7,222.5,-208.5
4300,3449,0.5,9,7,-274.8333333,291.8333333
3703,3937,0.5,6,10,85.83333333,-68.83333333
3379,4530,0.5,7,9,391.8333333,-374.8333333
4963,4977,0.5,6,10,12.5,4.5
3501,3280,0.5,8,7,-65.5,81.5
4432,3247,0.5,7,6,-387.8333333,401.8333333
3216,4508,0.5,7,8,438.5,-422.5
4166,4699,0.5,6,6,184.1666667,-171.1666667
3589,3192,0.5,7,10,-123.8333333,141.8333333
3583,4879,0.5,10,9,442.1666667,-422.1666667
3972,3586,0.5,5,5,-123.1666667,134.1666667
3966,3472,0.5,5,7,-158.5,171.5
3795,4716,0.5,6,8,314.1666667,-299.1666667
4997,4923,0.5,6,9,-17.16666667,33.16666667
4928,3193,0.5,8,5,-570.8333333,584.8333333
3136,3748,0.5,8,10,213.1666667,-194.1666667
4448,3157,0.5,10,10,-419.8333333,440.8333333
4516,3409,0.5,8,9,-360.1666667,378.1666667
4380,4788,0.5,7,10,144.5,-126.5
4545,4941,0.5,8,10,141.1666667,-122.1666667
3466,3649,0.5,10,7,70.5,-52.5
4182,4977,0.5,7,9,273.1666667,-256.1666667
3825,3760,0.5,6,7,-14.83333333,28.83333333
3709,3079,0.5,6,8,-202.8333333,217.8333333
4190,3840,0.5,7,10,-108.1666667,126.1666667
3075,3511,0.5,10,9,155.5,-135.5
4433,3842,0.5,6,10,-189.1666667,206.1666667
3317,4489,0.5,7,5,397.5,-384.5
4387,3953,0.5,9,7,-135.8333333,152.8333333
3809,4829,0.5,5,8,346.5,-332.5
3008,3602,0.5,10,5,206.8333333,-190.8333333
4307,4158,0.5,6,9,-42.16666667,58.16666667
3763,4065,0.5,9,6,109.1666667,-93.16666667
4744,3884,0.5,7,7,-279.1666667,294.1666667
3824,3634,0.5,5,7,-57.16666667,70.16666667
4680,4631,0.5,9,6,-7.833333333,23.83333333
3158,4684,0.5,5,8,515.1666667,-501.1666667
4423,3288,0.5,6,9,-370.8333333,386.8333333
4201,4158,0.5,9,6,-5.833333333,21.83333333
3623,3648,0.5,10,5,17.16666667,-1.166666667
3125,3218,0.5,9,7,39.83333333,-22.83333333
4344,3254,0.5,10,6,-354.1666667,371.1666667
3140,4513,0.5,7,10,466.1666667,-448.1666667
4907,3789,0.5,5,6,-366.8333333,378.8333333
4217,3511,0.5,5,6,-229.5,241.5
3691,3003,0.5,9,9,-219.8333333,238.8333333
3520,4361,0.5,9,6,288.8333333,-272.8333333
3987,4386,0.5,8,6,140.8333333,-125.8333333
4622,3723,0.5,8,9,-290.8333333,308.8333333
3987,3144,0.5,6,8,-273.8333333,288.8333333
3588,4607,0.5,7,10,348.1666667,-330.1666667
3120,4003,0.5,9,7,303.1666667,-286.1666667
4231,4026,0.5,7,10,-59.83333333,77.83333333
3358,3029,0.5,10,7,-100.1666667,118.1666667
4195,4874,0.5,6,9,233.8333333,-217.8333333
3522,4229,0.5,10,7,245.1666667,-227.1666667
3197,3947,0.5,7,7,257.5,-242.5
3230,4478,0.5,9,5,424.1666667,-409.1666667
3786,4024,0.5,8,10,88.5,-69.5
4450,4985,0.5,10,9,188.5,-168.5
3179,3621,0.5,9,5,155.5,-140.5
3314,4137,0.5,7,10,282.8333333,-264.8333333
3485,3286,0.5,10,10,-55.83333333,76.83333333
3515,4078,0.5,10,8,197.5,-178.5
4592,3049,0.5,9,10,-504.5,524.5
4206,4839,0.5,8,9,219.8333333,-201.8333333
4332,3689,0.5,10,6,-205.1666667,222.1666667
4390,4599,0.5,5,6,75.5,-63.5
4575,4913,0.5,7,10,121.1666667,-103.1666667
4806,3567,0.5,6,9,-405.5,421.5
3719,3991,0.5,8,5,98.16666667,-84.16666667
4442,4817,0.5,9,7,133.8333333,-116.8333333
4333,4713,0.5,8,5,134.1666667,-120.1666667
3266,3103,0.5,6,5,-48.16666667,60.16666667
4964,3214,0.5,9,10,-573.5,593.5
4137,3995,0.5,10,10,-36.83333333,57.83333333
3869,3703,0.5,9,10,-45.5,65.5
3947,4320,0.5,5,5,129.8333333,-118.8333333
3623,3781,0.5,10,6,61.83333333,-44.83333333
4299,3477,0.5,10,5,-265.1666667,281.1666667
3839,4713,0.5,9,5,299.5,-284.5
4128,3213,0.5,7,6,-297.8333333,311.8333333
3215,4305,0.5,5,7,369.5,-356.5
3741,3273,0.5,6,6,-149.5,162.5
4221,4837,0.5,10,9,215.5,-195.5
3095,4090,0.5,9,8,340.8333333,-322.8333333
3796,4574,0.5,8,7,267.5,-251.5
4260,3420,0.5,7,8,-272.1666667,288.1666667
4256,3920,0.5,10,10,-101.5,122.5
3155,4724,0.5,5,6,528.8333333,-516.8333333
4618,4458,0.5,5,7,-47.16666667,60.16666667
4546,4602,0.5,6,5,24.83333333,-12.83333333
4368,4361,0.5,9,9,7.166666667,11.83333333
4586,3481,0.5,6,10,-360.5,377.5
4644,4654,0.5,8,5,10.83333333,3.166666667
3392,3245,0.5,9,8,-39.83333333,57.83333333
3763,3257,0.5,9,7,-159.8333333,176.8333333
4637,3132,0.5,5,8,-495.1666667,509.1666667
3679,3215,0.5,8,5,-147.1666667,161.1666667
4011,4796,0.5,8,5,269.1666667,-255.1666667
4911,3749,0.5,10,10,-376.8333333,397.8333333
4093,4291,0.5,7,10,74.5,-56.5
3693,3051,0.5,9,5,-205.8333333,220.8333333
4904,3065,0.5,10,6,-603.8333333,620.8333333
4623,4281,0.5,8,8,-105.5,122.5
3092,4969,0.5,9,9,635.1666667,-616.1666667
4532,4104,0.5,10,5,-133.8333333,149.8333333
4072,4097,0.5,8,9,17.16666667,0.833333333
4841,4996,0.5,5,10,58.83333333,-42.83333333
3329,4251,0.5,10,9,317.5,-297.5
4922,3468,0.5,10,9,-474.5,494.5
4630,3464,0.5,7,6,-381.5,395.5
4084,3229,0.5,9,10,-275.1666667,295.1666667
4241,4443,0.5,10,10,77.83333333,-56.83333333
3648,4248,0.5,10,6,209.1666667,-192.1666667
4561,3429,0.5,5,7,-371.1666667,384.1666667
4591,3655,0.5,10,6,-302.8333333,319.8333333
4472,3606,0.5,9,6,-280.1666667,296.1666667
3875,3542,0.5,6,9,-103.5,119.5
4233,3432,0.5,10,5,-258.1666667,274.1666667
4341,3534,0.5,10,5,-260.1666667,276.1666667
3089,4370,0.5,7,6,434.1666667,-420.1666667
4882,4321,0.5,9,9,-177.5,196.5
3401,3119,0.5,7,9,-85.83333333,102.8333333
3122,3694,0.5,10,5,199.5,-183.5
3663,4838,0.5,10,10,402.1666667,-381.1666667
3696,3210,0.5,9,10,-152.1666667,172.1666667
4852,4525,0.5,8,8,-100.5,117.5
3571,4666,0.5,7,9,373.1666667,-356.1666667
3241,4289,0.5,6,6,355.8333333,-342.8333333
3715,3068,0.5,7,9,-207.5,224.5
3464,3165,0.5,5,6,-93.83333333,105.8333333
3390,3427,0.5,7,8,20.16666667,-4.166666667
3902,4428,0.5,9,5,183.5,-168.5
4756,4767,0.5,9,5,11.83333333,3.166666667
3923,4164,0.5,10,7,89.83333333,-71.83333333
4643,3897,0.5,8,9,-239.8333333,257.8333333
3832,3826,0.5,8,5,5.5,8.5
4278,4371,0.5,5,6,36.83333333,-24.83333333
3029,4056,0.5,5,6,348.1666667,-336.1666667
4161,3671,0.5,10,6,-154.1666667,171.1666667
3254,4669,0.5,6,6,478.1666667,-465.1666667
4300,4716,0.5,8,9,147.5,-129.5
4891,3626,0.5,8,5,-414.1666667,428.1666667
3143,4862,0.5,8,6,580.8333333,-565.8333333
4293,3063,0.5,9,5,-401.8333333,416.8333333
4233,4893,0.5,6,10,227.8333333,-210.8333333
3747,3121,0.5,7,5,-201.8333333,214.8333333
3517,4080,0.5,9,7,196.5,-179.5
4312,4361,0.5,6,9,23.83333333,-7.833333333
3878,4906,0.5,5,10,349.8333333,-333.8333333
3680,4888,0.5,6,5,408.8333333,-396.8333333
4449,3076,0.5,10,7,-448.1666667,466.1666667
4612,4214,0.5,5,6,-126.8333333,138.8333333
4042,3670,0.5,9,5,-115.8333333,130.8333333
4030,4057,0.5,8,8,17.5,-0.5
3859,4659,0.5,6,10,274.5,-257.5
4856,4261,0.5,7,6,-191.1666667,205.1666667
4851,4044,0.5,8,5,-261.5,275.5
3974,4489,0.5,7,5,178.5,-165.5
4482,3914,0.5,10,9,-179.1666667,199.1666667
3309,4545,0.5,6,6,418.5,-405.5
4299,4276,0.5,10,7,1.833333333,16.16666667
4100,3624,0.5,5,5,-153.1666667,164.1666667
3777,4436,0.5,8,9,228.5,-210.5
4725,3464,0.5,8,5,-412.8333333,426.8333333
3535,3319,0.5,7,6,-64.83333333,78.83333333
3901,3759,0.5,7,5,-40.5,53.5
4777,4025,0.5,5,7,-244.5,257.5
4698,4443,0.5,6,9,-77.5,93.5
3744,4725,0.5,5,10,334.1666667,-318.1666667
3290,4776,0.5,7,7,502.8333333,-487.8333333
4547,4730,0.5,8,5,68.5,-54.5
4776,3613,0.5,10,6,-378.5,395.5
3780,3128,0.5,8,8,-208.8333333,225.8333333
4245,4491,0.5,5,10,89.16666667,-73.16666667
4939,4665,0.5,8,9,-82.5,100.5
4234,3805,0.5,5,7,-136.8333333,149.8333333
4640,4431,0.5,6,10,-61.83333333,78.83333333
4435,3996,0.5,8,6,-138.5,153.5
4924,4232,0.5,5,6,-224.8333333,236.8333333
4821,4817,0.5,10,8,8.5,10.5
3859,4066,0.5,8,5,76.5,-62.5
4653,3010,0.5,7,7,-540.1666667,555.1666667
4100,3472,0.5,7,9,-201.1666667,218.1666667
3820,4728,0.5,7,10,311.1666667,-293.1666667
3037,3417,0.5,9,8,135.8333333,-117.8333333
4652,4823,0.5,5,7,63.16666667,-50.16666667
4419,4977,0.5,5,6,191.8333333,-179.8333333
4042,4915,0.5,6,10,298.8333333,-281.8333333
3389,4528,0.5,5,6,385.5,-373.5
3186,3014,0.5,10,6,-48.16666667,65.16666667
4131,4491,0.5,8,6,127.8333333,-112.8333333
3628,3827,0.5,8,9,75.16666667,-57.16666667
3294,4527,0.5,9,6,419.5,-403.5
4465,3202,0.5,10,7,-411.5,429.5
4856,4648,0.5,7,10,-60.83333333,78.83333333
4628,4071,0.5,8,6,-177.8333333,192.8333333
3301,4506,0.5,10,9,411.8333333,-391.8333333
4393,3751,0.5,10,5,-205.1666667,221.1666667
