age,male,heavy,price1,price2,price3,ad1,ad2,ad3,disp1,disp2,disp3,buy
40,1,0,1.96,1.55,1.78,1,1,1,1,1,1,2
55,0,0,1.9,1.59,1.66,0,1,1,1,1,1,1
54,0,0,1.77,1.37,1.65,0,1,1,1,1,0,1
49,0,0,1.81,1.72,1.61,1,0,1,0,0,0,3
33,0,0,1.71,1.37,1.71,0,0,0,1,0,1,1
39,1,0,1.9,1.33,1.76,1,1,1,1,1,0,2
60,0,1,1.95,1.82,1.72,1,1,0,0,1,1,2
54,0,0,2,1.42,1.74,1,0,1,1,0,1,1
56,1,0,1.73,1.66,1.71,1,0,1,1,0,1,3
58,0,0,1.68,1.76,1.67,1,0,1,1,0,1,3
31,0,0,1.7,1.62,1.66,0,0,1,0,0,0,1
57,0,1,1.82,1.71,1.72,1,1,1,1,0,1,3
61,0,1,1.84,1.42,1.71,1,1,1,0,1,1,2
50,1,0,1.79,1.66,1.74,1,1,1,0,1,1,2
28,1,1,1.72,1.46,1.72,1,1,1,0,0,0,2
33,1,1,1.53,1.7,1.79,1,0,0,1,0,1,1
41,1,0,1.89,1.63,1.65,0,0,1,1,1,1,1
49,0,0,1.5,1.45,1.62,0,1,1,0,1,0,2
38,1,0,1.94,1.47,1.77,0,1,0,1,0,1,1
34,0,0,1.58,1.62,1.69,1,1,0,1,1,1,2
50,1,0,1.53,1.42,1.76,0,1,1,1,1,1,1
56,1,1,1.71,1.63,1.6,1,0,0,0,1,1,2
41,0,1,1.54,1.83,1.78,0,1,0,0,1,0,2
47,0,0,1.96,1.61,1.62,1,0,0,0,0,1,1
30,1,1,1.55,1.68,1.71,1,0,1,0,0,0,3
28,1,1,1.56,1.38,1.8,1,1,1,1,0,1,3
37,0,0,1.56,1.63,1.68,1,1,1,0,1,1,2
41,1,1,1.92,1.7,1.73,1,1,1,0,0,0,3
62,1,0,1.58,1.32,1.74,1,1,1,1,0,1,3
34,1,0,1.58,1.32,1.75,0,1,0,1,0,1,1
43,1,0,1.86,1.39,1.61,1,0,1,0,1,1,3
62,1,1,1.56,1.74,1.68,0,1,0,0,1,0,1
38,1,1,1.85,1.69,1.65,0,0,1,0,0,1,3
49,1,1,1.96,1.41,1.61,1,1,1,1,0,1,3
60,0,1,1.84,1.44,1.72,1,0,0,0,1,1,1
64,1,1,2,1.78,1.74,0,0,1,0,0,0,1
50,1,1,1.65,1.51,1.64,1,1,1,1,0,1,3
47,1,0,1.64,1.67,1.75,1,1,0,1,0,0,1
64,0,0,1.62,1.87,1.69,0,0,1,1,1,1,1
38,1,1,1.72,1.65,1.78,0,1,0,0,1,0,2
51,0,1,1.97,1.82,1.7,1,0,1,0,1,1,3
34,1,0,1.82,1.87,1.6,1,0,0,0,1,0,1
25,0,1,1.77,1.83,1.73,0,0,0,1,1,1,1
35,0,0,1.92,1.74,1.6,0,1,1,0,1,1,2
35,1,1,2,1.76,1.6,1,0,1,0,1,1,3
59,1,1,1.81,1.39,1.65,0,1,1,1,1,1,1
47,0,0,1.58,1.78,1.67,0,1,1,0,1,0,2
27,0,0,1.83,1.68,1.75,0,1,0,0,1,0,2
32,0,1,1.54,1.36,1.8,0,1,1,1,1,0,2
33,0,1,1.67,1.38,1.64,0,0,1,1,0,1,1
44,0,0,1.97,1.65,1.74,1,1,0,0,1,0,2
56,0,1,1.98,1.35,1.69,1,1,1,1,0,0,1
54,0,0,1.78,1.44,1.77,1,0,1,0,1,1,3
65,1,0,1.95,1.72,1.77,0,1,0,0,1,1,1
55,0,1,1.73,1.84,1.65,1,0,1,1,0,1,3
42,1,1,1.51,1.9,1.7,1,1,0,1,1,1,2
64,1,0,1.66,1.32,1.69,0,0,0,1,0,1,1
52,1,1,1.55,1.51,1.69,1,1,1,1,1,1,2
49,0,0,1.94,1.89,1.63,1,1,0,0,0,1,1
61,0,0,1.65,1.72,1.61,1,0,1,0,1,1,3
62,0,0,1.8,1.88,1.75,0,1,0,0,1,0,1
51,0,0,1.73,1.64,1.72,1,0,1,1,0,1,3
50,0,0,1.72,1.53,1.8,1,0,1,1,0,1,3
57,0,0,1.66,1.84,1.63,0,1,1,0,1,0,1
55,1,1,1.89,1.8,1.63,1,0,1,0,1,1,3
