sample,main_hospital,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,satisfaction
434,1,4,3,5,4,3,2,9,9,9,10,3,2,3,2
435,3,8,7,7,4,3,2,2,2,9,10,4,4,3,6
436,1,2,2,1,2,2,2,6,6,3,2,4,4,3,0
437,1,5,5,4,2,1,1,6,6,7,6,2,2,3,2
438,5,7,7,8,2,2,1,4,3,5,4,2,3,3,5
439,3,6,5,7,2,1,1,2,3,3,2,3,4,3,6
440,4,4,3,4,2,1,0,2,2,2,3,2,3,3,4
441,3,8,9,9,9,9,9,3,4,3,3,2,1,2,8
442,5,7,7,7,9,10,9,3,2,5,6,2,2,2,9
443,5,4,3,3,6,7,8,3,3,6,7,4,3,2,6
444,5,9,9,9,8,9,8,7,6,4,5,3,2,2,8
445,1,9,10,9,7,8,8,5,6,5,5,3,2,2,7
446,2,7,8,6,7,7,7,2,1,3,2,2,1,2,8
447,2,9,9,9,7,6,7,4,3,5,6,2,2,2,8
448,3,2,1,1,5,6,6,5,6,7,8,2,3,2,7
449,5,9,9,8,6,6,6,3,3,4,3,3,3,2,7
450,1,8,8,9,6,7,6,8,7,8,7,3,2,2,8
451,3,6,5,7,6,7,6,7,6,8,7,3,2,2,6
452,2,8,7,8,8,7,6,3,3,7,6,4,3,2,6
453,2,4,5,3,7,6,5,8,9,7,7,2,3,2,5
454,4,7,6,6,3,4,5,8,7,2,1,4,3,2,5
455,5,5,6,4,3,4,5,5,5,7,6,3,3,2,5
456,4,3,3,4,5,5,5,3,4,2,3,2,2,2,7
457,4,9,8,9,4,3,4,8,9,7,6,3,3,2,6
458,3,9,10,9,4,4,4,8,7,8,8,3,2,2,5
459,1,8,9,9,4,3,4,8,8,3,3,4,3,2,7
460,5,6,5,6,2,3,4,8,7,7,7,3,2,2,6
461,4,4,5,5,4,4,4,2,2,2,3,2,3,2,6
462,4,8,8,7,2,3,3,6,5,6,5,3,3,2,2
463,3,6,6,6,4,4,3,6,6,2,2,2,3,2,6
464,4,3,2,2,3,4,3,4,3,4,3,2,3,2,1
465,5,6,6,6,4,3,3,4,5,6,5,3,2,2,7
466,1,4,4,5,4,4,3,8,7,9,8,2,2,2,7
467,2,4,5,5,3,2,2,4,4,5,4,2,1,2,0
468,2,9,9,9,2,3,2,9,10,7,8,2,1,2,5
469,4,5,6,4,2,3,2,6,7,6,6,2,1,2,4
470,1,8,9,8,2,1,2,9,10,5,4,3,2,2,2
471,4,9,10,10,9,10,10,5,4,9,8,2,1,1,8
472,5,6,6,7,9,10,9,2,2,7,8,2,2,1,9
473,2,8,9,9,9,9,9,8,6,5,5,3,2,1,7
474,5,6,5,7,9,10,9,4,5,4,5,2,1,1,7
475,5,4,4,4,8,9,8,5,5,7,6,2,1,1,7
476,5,4,3,4,7,8,7,5,4,7,8,3,2,1,5
477,4,4,5,3,7,7,7,3,2,2,2,2,2,1,5
478,2,5,5,5,8,7,7,7,8,9,10,2,2,1,8
479,5,8,8,9,5,6,7,9,10,4,3,3,2,1,7
480,5,6,5,6,5,6,7,8,7,6,5,2,1,1,7
481,4,5,4,4,7,6,6,3,3,8,7,2,2,1,6
482,3,8,9,7,6,7,6,8,9,9,9,2,2,1,7
483,1,3,4,4,7,7,6,5,4,2,2,2,1,1,4
484,4,7,8,8,7,6,5,9,9,2,1,2,1,1,8
485,4,9,10,10,4,5,5,4,4,2,2,3,2,1,7
486,4,5,6,6,5,5,5,5,4,6,6,2,2,1,6
487,4,9,8,10,2,3,4,5,4,6,6,2,1,1,5
488,2,9,8,9,5,4,4,6,5,9,8,2,1,1,6
489,1,3,2,2,4,4,4,2,3,3,4,2,2,1,5
490,2,3,3,4,2,2,3,6,7,9,8,2,2,1,4
491,1,9,8,8,3,2,3,3,3,2,2,2,1,1,1
492,4,5,6,5,5,4,3,9,10,8,8,2,2,1,3
493,2,5,6,4,5,4,3,8,9,8,7,3,2,1,7
494,2,3,2,4,2,1,2,8,9,6,7,2,1,1,5
495,1,2,3,1,3,2,2,3,3,3,3,2,1,1,0
496,1,8,9,8,8,9,9,9,8,7,7,2,1,0,7
497,5,2,3,3,6,7,8,5,6,2,2,2,1,0,7
498,3,8,7,9,7,6,5,8,8,8,8,2,1,0,3
499,1,9,8,10,4,4,4,6,7,3,4,2,1,0,6
500,1,4,5,4,5,4,3,6,7,6,6,2,1,0,5
