customer_id,recency,frequency,monetary,class
14126,0,13,44.7,No_Value
14127,187,44,16.13,No_Value
14128,195,46,13.86,No_Value
14129,259,52,21.61,Good
14130,0,67,7.22,No_Value
14132,181,200,17.93,Best
14133,186,28,21.63,No_Value
14135,371,134,35,Best
14138,62,47,20.9,Best
14139,0,26,15.99,No_Value
14140,27,65,14.15,Below
14141,102,40,22.88,Good
14142,0,22,14.17,No_Value
14143,0,7,16.54,No_Value
14145,170,10,314.82,Good
14146,245,165,17.03,Average
14147,207,4,117.1,Average
14148,0,3,52.4,No_Value
14149,0,17,15.71,No_Value
14150,324,26,25.33,Average
14152,158,49,12.68,No_Value
14154,0,52,25.88,No_Value
14155,0,6,19.79,No_Value
14157,265,47,9.2,Average
14158,0,41,12.38,No_Value
14159,343,1042,4.39,No_Value
14161,153,108,10.28,No_Value
14162,118,25,11.57,No_Value
14163,151,52,47.04,No_Value
14164,10,29,56.27,No_Value
14165,0,22,5.5,No_Value
14167,291,52,11.05,Below
14171,0,54,6.69,No_Value
14173,208,28,16.08,Average
14174,0,26,5.17,No_Value
14175,269,145,21.95,No_Value
14176,70,31,18.61,No_Value
14177,93,41,13.62,No_Value
14178,173,280,5.7,Below
14179,11,159,4.5,No_Value
14180,361,217,20.45,Good
14184,0,24,18.87,No_Value
14185,0,3,65.88,No_Value
14188,279,65,31.61,Average
14189,366,262,17.63,Best
14191,218,258,18.1,Best
14193,201,42,20.32,No_Value
14194,303,561,19.68,Good
14195,50,7,144.57,No_Value
14196,0,6,55.92,No_Value
14198,221,39,17.98,Average
14199,0,2,92.7,No_Value
14201,299,36,19.94,Below
14204,0,37,4.23,No_Value
14205,247,21,19.97,Average
14206,0,20,16.41,No_Value
14208,0,10,15.17,No_Value
14209,321,87,23.83,Good
14210,265,102,18.68,No_Value
14211,241,112,20.01,No_Value
14212,0,9,118.94,No_Value
14214,246,67,14.99,Below
14215,356,108,16.57,Good
14216,34,59,31.17,Good
14217,364,98,20.05,Good
14218,0,12,14.12,No_Value
14219,0,7,12.85,No_Value
14220,110,21,30.11,No_Value
14221,296,193,17.79,No_Value
14222,0,41,16.66,No_Value
14223,171,59,16.53,No_Value
14224,209,113,9.26,No_Value
14226,240,67,33.32,Below
14227,258,174,19.16,No_Value
14229,281,39,39.29,Below
14231,104,48,17.25,No_Value
14232,221,115,17.81,No_Value
14233,268,35,41.79,Below
14234,35,126,5.98,No_Value
14235,185,78,39.66,No_Value
14236,291,15,32.72,Below
14237,0,9,17.89,No_Value
14238,0,8,18.36,No_Value
14239,272,112,21.26,No_Value
14240,195,42,21.2,Below
14241,0,10,21.37,No_Value
14242,91,16,17.53,No_Value
14243,357,139,18.43,Good
14245,43,108,15.68,No_Value
14246,135,75,19.65,No_Value
14247,0,20,6.84,No_Value
14248,0,8,37.82,No_Value
14250,82,111,17.15,Average
14251,55,78,36.92,Best
14256,104,52,17.98,No_Value
14257,254,106,29.24,No_Value
14258,328,111,114.14,Best
14259,0,5,24,No_Value
14261,27,52,22.37,No_Value
14262,232,143,18.31,Good
14264,90,17,19.65,No_Value
14267,97,34,26.6,No_Value
14270,0,29,16.99,No_Value
14271,0,10,11.23,No_Value
14272,180,33,13.27,No_Value
14273,190,29,19.31,Below
14276,191,62,17.08,No_Value
14280,0,8,16.76,No_Value
14282,364,156,23.91,Best
14284,55,32,18.6,No_Value
14285,155,27,70.74,Average
14286,219,276,16.66,No_Value
14287,190,8,19.53,Average
14288,0,16,26.66,No_Value
14289,280,47,19.39,Average
14290,350,101,22.92,Good
14291,273,237,16.39,Best
14292,275,99,49,Best
14293,365,61,17.16,Average
14295,0,5,33.24,No_Value
14297,257,60,21.26,Average
14298,352,1636,31.5,No_Value
14299,357,141,27.65,Best
14300,0,3,14.4,No_Value
14301,0,13,49.24,No_Value
14304,0,16,23.04,No_Value
14305,64,103,17.84,No_Value
14306,34,33,63.43,No_Value
14307,284,180,16.64,No_Value
14309,350,117,20.11,Good
14311,0,16,15.46,No_Value
14312,290,87,18.52,Below
14314,0,8,15,No_Value
14315,221,101,24.57,No_Value
14317,0,24,21.19,No_Value
14320,126,25,15.3,No_Value
14321,322,123,12.45,Average
14323,123,35,16.78,No_Value
14326,0,7,23.84,No_Value
14327,0,12,25.97,No_Value
14329,312,258,19.33,Below
14331,10,28,16.52,No_Value
14332,125,26,33.32,Average
14333,0,14,28.76,No_Value
14334,341,161,15.77,Average
14336,259,90,17.94,Average
14338,35,31,18.97,No_Value
14339,0,13,23.04,No_Value
14340,0,6,22.45,No_Value
14341,273,128,16.92,No_Value
14342,188,21,31.84,Average
14344,241,69,12.89,No_Value
14345,0,6,18.16,No_Value
14346,176,60,17.03,No_Value
14348,0,18,22.75,No_Value
14349,0,31,4.31,No_Value
14350,0,17,15.59,No_Value
14351,0,1,51,No_Value
14352,116,47,22.96,No_Value
14353,0,6,15.1,No_Value
14354,24,9,18.18,Average
14355,0,11,15.85,No_Value
14356,1,32,21.37,No_Value
14357,0,38,5.89,No_Value
14359,68,54,16.61,No_Value
14360,62,118,18.04,No_Value
14362,0,41,3.93,No_Value
14364,102,69,53.87,No_Value
14367,267,507,17.87,Below
14368,0,8,19.38,No_Value
14371,0,4,25.13,No_Value
14373,0,4,19.14,No_Value
14375,0,60,4.16,No_Value
14377,70,11,56.1,No_Value
14379,251,46,7.57,Below
14381,0,50,3.99,No_Value
14382,0,114,5.39,No_Value
14383,125,59,21.15,No_Value
14385,14,14,14.44,Below
14386,0,7,20.34,No_Value
14387,76,139,12.73,No_Value
14388,362,184,17.32,Good
14389,125,45,23.19,No_Value
14390,362,274,16.79,Average
14393,0,5,13.59,No_Value
14395,369,338,10.21,Best
14396,306,72,6.77,No_Value
14397,210,87,30.03,Best
14400,0,24,23.32,No_Value
14401,355,182,22.26,Best
14403,116,14,101.88,No_Value
14404,335,95,15.06,Below
14406,0,8,19.59,No_Value
14407,169,71,29.97,No_Value
14408,253,107,24.36,Good
14409,297,53,36,Below
14410,213,170,5.8,No_Value
14411,0,14,75.93,No_Value
14412,30,43,17.91,No_Value
14413,0,23,5.33,No_Value
14414,267,97,15.43,No_Value
14415,359,583,10.07,Best
14416,20,14,35.02,No_Value
14418,104,123,15.74,Best
14419,354,200,5.27,Average
14420,0,29,13.36,No_Value
14421,154,27,30.12,Below
14422,266,222,19.21,Best
14423,0,3,88.4,No_Value
14424,0,1,322.08,No_Value
14426,289,186,21.46,Below
14427,13,17,21.37,No_Value
14428,317,141,8.71,Average
14431,0,17,27.67,No_Value
14432,79,328,6.76,No_Value
14434,50,12,114.4,Average
14436,0,9,9.9,No_Value
14437,0,5,12.6,No_Value
14438,0,9,14.66,No_Value
14440,357,55,42.87,Good
14441,254,50,33.92,Good
14443,314,93,15.27,No_Value
14446,245,246,4.11,Good
14447,261,70,16.62,Average
14448,354,20,18.77,Average
14449,353,216,4.07,Below
14450,139,38,12.69,No_Value
14451,134,103,6.4,No_Value
14452,83,57,4.57,Below
14453,0,21,5.69,No_Value
14456,137,751,3.86,No_Value
14457,0,4,28.41,No_Value
14459,0,37,49.67,No_Value
14460,200,16,27.15,Below
14461,113,173,12.13,No_Value
14462,273,230,8.66,No_Value
14463,107,6,88.27,Below
14465,56,119,8.83,No_Value
14466,343,72,31.56,Average
14467,295,89,6.72,Average
14470,275,43,10.73,Average
14472,251,272,7.1,No_Value
14473,208,7,33.48,Average
14474,0,29,18.88,No_Value
14475,233,42,22.04,No_Value
14476,0,19,11.35,No_Value
14477,277,10,130.96,Good
14479,111,18,17.57,No_Value
14480,0,13,21.47,No_Value
14481,122,30,21.22,No_Value
14482,220,130,15.85,Below
14483,0,9,15.23,No_Value
14484,0,14,22.99,No_Value
14485,0,44,3.72,No_Value
14487,341,139,8.59,Below
14488,0,46,23.14,No_Value
14489,0,30,15.45,No_Value
14491,197,17,20.05,No_Value
14493,147,118,19.94,Average
14494,0,7,19.94,No_Value
14495,70,6,20.63,Below
14496,61,19,28.36,No_Value
14497,0,29,16.39,No_Value
14498,319,187,10.45,No_Value
14499,252,174,4.6,No_Value
14500,101,7,50.98,Below
14501,136,10,25.12,No_Value
14502,293,514,4.21,No_Value
14503,175,164,21.61,Best
14504,231,99,6.75,No_Value
14505,344,776,7.59,No_Value
14506,351,292,6.83,Below
14507,252,93,14.7,Below
14508,67,51,5.35,No_Value
14511,122,65,19.5,Average
14512,44,23,11.97,No_Value
14513,188,6,73.08,Below
14514,270,73,14.46,No_Value
14515,200,96,21.85,Below
14517,108,18,18.36,Below
14518,0,16,10.9,No_Value
14520,289,4,67.65,Average
14522,173,17,57.33,Average
14523,0,12,20.09,No_Value
14524,329,195,9.55,No_Value
14525,341,275,15.64,Below
14527,366,948,8.95,Best
14528,0,18,20.23,No_Value
14529,50,182,3.26,No_Value
14530,270,215,13.6,No_Value
14532,115,62,15.03,No_Value
14533,328,59,30.72,Average
14534,315,465,8.87,Best
14535,188,320,8.93,No_Value
14536,0,17,10.01,No_Value
14537,0,10,35.56,No_Value
14538,191,19,20.43,Below
14539,28,32,16.8,No_Value
14540,299,72,13.8,Average
14541,260,109,13.4,No_Value
14542,0,5,20.65,No_Value
14543,336,59,56.48,Average
14544,337,114,17.76,Below
14546,243,387,6.52,Average
14547,50,363,10.98,No_Value
14548,167,4,163.2,Below
14549,0,53,5.41,No_Value
14550,33,48,15.95,No_Value
14551,185,10,18.62,Average
14552,0,49,3.25,No_Value
14553,319,103,8.28,Average
14554,42,203,11.69,No_Value
14555,244,21,15.44,Below
14560,350,73,29.92,Good
14561,108,69,15.66,No_Value
14562,300,389,12.19,Best
14565,265,126,24.48,No_Value
14567,73,33,46.37,No_Value
14569,0,12,18.95,Best
14570,0,28,7.76,No_Value
14572,320,268,10.48,Best
14573,192,215,7.14,No_Value
14576,0,1,35.4,No_Value
14577,350,123,6.99,Average
14578,0,24,7.03,No_Value
14581,0,16,8.64,No_Value
14582,0,6,19.02,No_Value
14583,200,247,4.03,Average
14584,29,100,10.42,No_Value
14585,0,27,5.75,No_Value
14586,0,11,12.2,No_Value
14587,312,327,4.78,No_Value
14589,0,3,13.25,No_Value
14591,197,188,7.66,Below
14592,28,135,4.09,No_Value
14593,177,123,4.87,Below
14594,365,52,7.29,Average
14595,293,102,17.06,Average
14597,180,47,18.72,Average
14598,0,47,4.67,No_Value
14600,0,25,15.73,No_Value
14601,0,7,30.57,No_Value
14603,0,2,330,No_Value
14606,372,2187,5.14,Best
14607,245,25,266.77,Best
14608,358,20,89.26,Good
14609,224,4,150.39,Average
14616,74,3,135.36,No_Value
14618,328,16,34.59,Average
14619,0,20,19.72,No_Value
14620,78,26,15.88,No_Value
14621,357,92,19.44,Good
14622,0,21,15.27,No_Value
14623,203,125,6.91,No_Value
14624,1,13,17.37,No_Value
14625,164,52,16.65,No_Value
14626,209,121,22.94,Below
14628,151,24,28,No_Value
14629,43,137,6.91,Below
14631,248,41,24.56,Below
14632,0,8,14.32,No_Value
14633,0,20,17.25,No_Value
14636,232,28,21.78,Average
14638,0,16,27.73,No_Value
14639,309,168,17.4,No_Value
14640,203,101,20.29,Below
14641,0,7,15.78,No_Value
14642,0,2,48.06,No_Value
14643,187,31,22.38,No_Value
14644,230,26,31.95,Below
14645,118,30,19.9,No_Value
14647,0,30,8.11,No_Value
14649,207,168,8.31,Good
14651,143,97,6.71,No_Value
14652,0,25,4.47,No_Value
14653,337,232,8.38,Good
14655,214,49,39.43,Good
14656,114,69,4.08,No_Value
14657,308,121,6.9,Average
14658,111,27,9.11,Average
14659,306,251,10,Average
14660,14,29,9.84,No_Value
14661,0,3,35.7,No_Value
14662,287,146,5.17,Below
14664,13,98,6.51,No_Value
14665,14,38,17.93,No_Value
14666,0,14,13.95,No_Value
14667,357,560,16.48,Below
14669,90,166,7.63,No_Value
14670,0,110,3.61,No_Value
14672,101,61,12.55,No_Value
14673,364,74,23.46,Good
14675,0,86,6.92,No_Value
14676,251,42,60.67,Average
14680,346,252,110.21,No_Value
14681,140,7,71.28,Below
14682,13,2,26,No_Value
14684,336,348,3.42,No_Value
14687,0,15,41.89,No_Value
14688,366,316,17.61,Good
14689,0,13,8.68,No_Value
14690,107,50,7.43,No_Value
14691,182,71,29.78,Below
14692,185,68,8.7,No_Value
14693,0,8,21.61,No_Value
14696,368,130,15.99,Good
14697,0,22,8.57,No_Value
14698,49,207,6.03,Best
14699,0,8,13.64,No_Value
14700,206,113,19.77,No_Value
14701,305,315,8.01,Below
14702,364,343,9.59,Best
14703,0,22,14.46,No_Value
14704,168,357,4.23,No_Value
14705,0,1,179,No_Value
14708,365,27,40.62,Good
14709,343,196,25.11,Average
14710,45,126,4.74,No_Value
14711,252,334,8.46,Below
14712,82,25,36.68,Below
14713,355,337,7.91,Average
14714,0,10,16.02,No_Value
14715,306,71,12.22,Average
14716,105,50,6.54,No_Value
14719,247,233,6.82,Good
14720,120,37,17.94,Average
14722,0,29,6.48,No_Value
14723,361,231,4.9,Average
14725,0,52,13.81,No_Value
14727,0,10,26.86,No_Value
14729,0,68,4.58,No_Value
14730,275,428,4.58,Good
14731,165,45,8.44,Below
14732,330,145,18.5,Good
14733,351,202,47.46,Average
14735,354,180,31.96,Best
14737,349,17,68.5,Good
14738,273,52,24.81,Below
14739,363,60,65.04,Best
14740,86,89,16.27,No_Value
14741,361,59,23.73,Good
14744,350,23,47.3,Average
14745,172,69,17.68,No_Value
14747,0,17,17.31,No_Value
14748,339,89,15.91,Below
14752,0,5,77.93,No_Value
14753,0,30,18.77,No_Value
14754,250,41,15.56,Below
14755,324,234,21.24,Average
14756,0,38,19.45,No_Value
14757,0,19,22.13,No_Value
14758,114,71,20.9,No_Value
14759,228,102,15.94,Good
14760,0,3,17.93,No_Value
14761,276,11,23.26,Average
14762,0,21,14.31,No_Value
14764,0,6,46.38,No_Value
14765,147,34,7.35,Below
14766,358,133,18.29,Good
14768,109,4,34.88,Average
14769,354,1084,9.83,Average
14770,90,52,16.85,No_Value
14772,0,9,15.47,No_Value
14775,313,60,16.87,Below
14776,207,61,23.73,No_Value
14778,181,35,20.88,No_Value
14779,43,40,9.63,No_Value
14780,24,27,16.58,No_Value
14782,0,6,33.35,No_Value
14784,297,15,19.33,Average
14785,4,3,25.8,Below
14788,19,30,22.65,Below
14789,0,6,32.94,No_Value
14790,236,46,16.2,Average
14793,0,14,16.36,No_Value
14794,331,80,16.5,Good
14795,0,6,21.91,No_Value
14796,365,1052,7.38,Best
14798,257,12,14.48,Average
14799,0,11,14.23,No_Value
14800,322,372,11.63,No_Value
14801,0,54,3.51,No_Value
14803,130,42,20.09,No_Value
14804,0,12,29.44,No_Value
14805,298,47,11.8,Average
14806,0,11,17.58,No_Value
14808,132,222,11.46,No_Value
14810,328,251,8.31,No_Value
14813,0,28,5.49,No_Value
14815,31,53,14.69,No_Value
14816,0,4,67.96,No_Value
14817,76,63,17.62,No_Value
14818,179,48,13.7,No_Value
14819,127,13,20.93,Below
14820,152,29,17.49,Average
14821,0,2,24.4,No_Value
14823,14,65,4.89,No_Value
14824,81,29,38.89,Good
14825,364,121,18.4,Good
14828,140,17,125.87,No_Value
14829,343,42,16.61,Average
14830,0,35,5.54,No_Value
14834,222,67,25.68,Average
14836,20,6,17.08,Average
14837,111,108,15.27,No_Value
14840,0,4,15.71,No_Value
14841,305,138,23.88,No_Value
14842,264,143,17.6,No_Value
14844,177,130,24.54,No_Value
14847,0,13,23.8,No_Value
14849,351,387,20.47,No_Value
14850,0,21,15.51,No_Value
14851,232,28,18.26,Average
14852,193,143,19.84,No_Value
14853,187,9,52.87,Average
14854,196,127,21.73,No_Value
14855,15,20,32.28,No_Value
14856,20,66,19.87,No_Value
14857,88,60,19.55,No_Value
14859,191,58,23.34,Average
14860,0,11,15.48,No_Value
14861,0,6,20.97,No_Value
14862,122,48,17.53,Below
14863,0,11,24.25,No_Value
14865,364,4,13.05,Average
14866,355,94,151.17,Best
14867,150,36,19.73,No_Value
14868,230,144,20.51,Best
14869,94,71,10.22,Average
14870,0,13,25.17,No_Value
14871,357,98,5.33,Average
14873,0,28,18.56,No_Value
14875,155,47,31.18,No_Value
14878,345,120,12.35,Average
14880,211,47,15.03,No_Value
14881,0,17,15.02,No_Value
14882,7,11,53.61,No_Value
14883,193,53,14.37,Average
14885,0,15,51.02,No_Value
14886,0,18,20.27,No_Value
14887,0,6,310.33,No_Value
14888,0,20,18.46,No_Value
14889,0,10,13.59,No_Value
14890,0,7,17.95,No_Value
14891,39,33,16.8,No_Value
14893,2,73,16.96,No_Value
14894,0,23,28.51,No_Value
14895,282,494,22.38,Below
14896,160,43,10.9,No_Value
14897,289,55,24.84,Good
14898,347,110,11.81,Below
14901,361,93,15.24,Good
14902,0,20,16.63,No_Value
14903,257,346,8.02,No_Value
14904,23,69,14.86,Average
14905,76,17,36.24,No_Value
14907,364,164,21.27,Best
14908,0,9,30.87,No_Value
14910,51,26,14.69,Average
14913,323,87,14.11,Below
14915,186,12,25.62,Below
14916,253,77,16.48,No_Value
14918,38,45,35.78,No_Value
14920,0,57,17.15,No_Value
14921,171,78,16.87,Below
14923,0,44,17.03,No_Value
14924,0,10,31.01,No_Value
14929,0,11,20.35,No_Value
14944,266,170,34.71,No_Value
14946,0,3,33.63,No_Value
14947,58,14,20.77,No_Value
14948,196,61,16.9,Below
14950,0,19,19.54,No_Value
14951,0,20,15.58,No_Value
14952,304,138,58.69,No_Value
14953,0,51,5.64,No_Value
14954,0,70,4.67,No_Value
14957,0,10,5.74,No_Value
14958,98,42,11.9,No_Value
14959,232,59,11.79,No_Value
14960,162,25,8.8,Average
14961,349,311,22.62,Average
14962,0,5,25.34,No_Value
14963,173,187,7.92,Below
14964,0,13,15.86,No_Value
14965,0,77,7.72,No_Value
14966,0,38,5.03,No_Value
14967,0,6,77.3,No_Value
14968,0,32,4.5,No_Value
14970,248,32,49.7,Below
14971,8,149,7.45,No_Value
14972,0,18,6.38,No_Value
14973,118,32,41.08,No_Value
14974,0,21,5.45,No_Value
14975,0,11,25.45,No_Value
14976,269,66,11.92,No_Value
14978,258,216,8.94,No_Value
14981,0,8,12.77,No_Value
14984,161,38,5.56,Below
14985,159,75,3.85,No_Value
14987,349,4,81.6,Average
14988,0,38,8.76,No_Value
14995,241,55,4.19,Below
14997,131,26,21.01,Below
14998,71,65,6.5,No_Value
15000,0,76,6.44,No_Value
15002,251,114,14.39,No_Value
15004,0,149,8.32,No_Value
15005,350,1060,5.78,No_Value
15006,0,111,4.37,No_Value
15007,0,12,13.08,No_Value
15009,12,174,7.22,No_Value
15010,0,20,15.45,No_Value
15012,319,114,3.62,No_Value
15014,133,29,8.8,Below
15016,0,19,8.92,No_Value
15017,0,20,6.28,No_Value
15018,329,30,15.21,Average
15019,0,65,4.05,No_Value
15021,357,405,4.56,Below
15022,35,129,6.98,No_Value
15023,366,560,12.15,Best
15024,357,151,10.98,Good
15025,0,65,5.71,No_Value
15026,197,61,7.69,No_Value
15027,207,35,30.46,Average
15028,360,45,13.91,Average
15030,196,7,74.04,Average
15031,277,103,6.43,Average
15032,110,47,87.96,No_Value
15033,324,475,5.37,Good
15034,338,383,11.19,No_Value
15035,0,26,9.69,No_Value
15036,107,104,4.35,No_Value
15038,311,124,5.53,No_Value
15039,359,1433,13.67,No_Value
15041,0,56,3.08,No_Value
15042,0,5,27.19,No_Value
15043,0,3,179,No_Value
15044,342,442,17.04,No_Value
15045,105,11,57.61,No_Value
15046,329,202,25.06,Best
15047,0,22,15.62,No_Value
15048,303,84,4.46,No_Value
15049,0,3,40.39,No_Value
15050,46,74,23.33,No_Value
15051,127,141,9.86,No_Value
15052,0,26,8.17,No_Value
15053,277,66,10.52,Average
15054,28,93,3.14,No_Value
15057,40,25,59.58,No_Value
15058,286,254,8.31,No_Value
15059,293,229,5.79,No_Value
15060,0,92,3.08,No_Value
15061,368,398,136.66,Best
15062,288,57,17.33,No_Value
15063,0,5,74.16,No_Value
15065,253,153,20.5,No_Value
15066,0,39,21.37,No_Value
15067,204,82,21.28,No_Value
15068,210,98,5.6,No_Value
15069,0,70,15.85,No_Value
15070,0,1,106.2,No_Value
15071,182,26,37.77,No_Value
15073,0,9,17.61,No_Value
15074,0,42,17.83,No_Value
15075,0,27,28.63,No_Value
15076,0,49,17.98,No_Value
15078,361,435,22.19,Average
15079,153,47,19.06,No_Value
15081,345,32,15.46,Average
15083,0,5,17.64,No_Value
15087,0,15,20.46,No_Value
15088,45,57,20.35,No_Value
15089,118,145,16.7,Below
15090,0,23,16.58,No_Value
15091,0,30,16.02,No_Value
15092,68,26,17.61,No_Value
15093,353,107,41.33,Average
15095,99,47,29.16,No_Value
15096,0,11,19.94,No_Value
15097,0,23,10.72,No_Value
15098,0,2,19809.75,No_Value
15099,0,23,17.85,No_Value
15100,40,3,292,No_Value
15101,350,8,39.69,Average
15103,55,35,20.1,No_Value
15104,85,68,14.86,No_Value
15105,116,101,22.76,No_Value
15106,251,99,14.3,Average
15107,61,14,18.57,No_Value
15109,0,28,17.32,No_Value
15110,294,35,28.46,Average
15111,343,84,18.66,Below
15113,44,98,35.09,No_Value
15114,271,197,14.01,No_Value
15115,0,21,16.2,No_Value
15116,187,45,30.06,Average
15117,200,78,19.87,Average
15118,0,1,244.8,No_Value
15119,0,14,19.03,No_Value
15120,0,20,17.19,No_Value
15121,238,28,16.35,Below
15122,183,82,19.92,No_Value
15123,198,106,20.75,Good
15124,169,15,12.28,Average
15125,245,126,90.08,Below
15127,0,16,25.41,No_Value
15128,159,100,14.32,No_Value
15129,241,84,41.04,No_Value
15130,0,22,15.01,No_Value
15132,244,52,18.81,Average
15133,174,29,33.88,No_Value
15134,225,73,19.01,Average
15135,0,9,15.45,No_Value
15136,93,68,18.92,Best
15139,96,13,13.77,No_Value
15140,211,80,29.43,No_Value
15142,0,26,19.18,No_Value
15143,0,14,18.53,No_Value
15144,304,216,30.23,Best
15145,244,67,17.83,Good
15146,126,91,14.58,No_Value
15147,0,28,22.27,No_Value
15148,0,20,15.06,No_Value
15149,0,23,22.64,No_Value
15150,251,341,15.52,No_Value
15152,177,269,17.42,Below
15153,0,22,14.97,No_Value
15154,0,64,3.61,No_Value
15156,32,55,17.48,Best
15157,354,123,15.54,Good
15158,0,7,57.34,No_Value
15159,359,706,26.35,Best
15160,0,4,39.54,No_Value
15163,173,29,10.5,Average
15164,270,103,8.18,No_Value
15165,0,27,18.06,No_Value
15167,0,37,4.31,No_Value
15168,0,5,21.31,No_Value
15171,0,3,344.83,No_Value
15172,227,110,14.76,Average
15174,0,11,12.34,No_Value
15175,0,23,9.75,No_Value
15178,0,3,13.5,No_Value
15179,300,93,23.73,Average
15180,0,6,14.58,No_Value
15181,203,16,43.09,Below
15182,114,29,21.48,No_Value
15184,161,55,7.29,Below
15185,0,21,14.79,No_Value
15186,154,19,21.65,Average
15187,210,90,52.74,Best
15189,331,211,76.88,Best
15192,245,51,20.48,No_Value
15193,0,19,26.28,No_Value
15194,365,309,24.57,Best
15195,0,1,3861,Average
15197,347,31,21.3,Average
15198,31,10,19.36,No_Value
15199,249,13,97.59,Average
15201,160,65,18.1,No_Value
15203,285,142,12.87,Below
15204,0,9,35.18,No_Value
15205,42,37,17.66,No_Value
15206,265,9,46.7,Average
15208,352,42,20.72,Average
15210,0,20,16.56,No_Value
15211,304,52,17.2,Below
15212,0,5,20.36,No_Value
15213,11,24,13.68,No_Value
15214,241,110,15.1,Good
15215,49,35,21,No_Value
15216,0,2,48.3,No_Value
15218,308,160,35.96,Good
15219,0,9,33.97,No_Value
15220,229,112,15.39,No_Value
15221,0,5,80.65,No_Value
15222,0,5,117,No_Value
15223,0,5,81.8,No_Value
15224,0,12,25.87,No_Value
15225,0,23,17.8,No_Value
15226,0,8,19.3,No_Value
15227,280,58,21.02,Below
15228,228,125,27.09,No_Value
15230,1,23,18.68,No_Value
15232,27,31,19.74,No_Value
15234,0,14,14.07,No_Value
15235,155,143,15.72,No_Value
15236,0,15,21.4,No_Value
15237,225,99,14.27,Good
15238,154,49,21.62,Below
15239,68,49,15.93,Below
15240,267,78,21.88,Below
15241,216,109,15.95,No_Value
15243,0,22,14.39,No_Value
15244,182,34,18.58,Below
15245,127,89,28.27,No_Value
15246,120,33,15.58,No_Value
15247,0,6,59.33,No_Value
15249,224,350,19.11,No_Value
15251,232,111,94.46,Best
15252,146,44,16.84,Below
15253,153,53,17.32,Average
15254,0,18,16.69,No_Value
15255,0,47,18.95,No_Value
15256,0,6,16.41,No_Value
15257,0,7,45.31,No_Value
15258,48,34,18.33,No_Value
15260,272,72,23.07,No_Value
15261,0,19,13.41,No_Value
15262,0,10,17.9,No_Value
15263,0,12,13.04,No_Value
15264,0,23,17.12,No_Value
15265,84,82,18.37,No_Value
15266,0,6,19.88,No_Value
15267,160,11,156.12,Good
15269,0,2,204.4,No_Value
15270,294,41,58.04,Good
15271,358,251,9.93,Good
15272,28,62,11.63,No_Value
15274,14,47,15.25,Below
15275,0,41,15,No_Value
15276,0,40,3.23,No_Value
15277,0,12,21.33,No_Value
15279,0,19,15.29,No_Value
15280,0,13,8.56,No_Value
15281,274,137,16.8,No_Value
15286,0,3,80.18,No_Value
15287,48,20,24.33,Below
15288,322,88,26.21,Below
15289,220,58,16.2,Below
15290,354,199,39.1,Best
15291,348,103,45.32,Average
15292,0,24,7.5,No_Value
15296,275,187,19.13,No_Value
15297,53,39,16.46,Below
15298,364,190,19.86,Best
15299,304,6,651.17,Best
15300,0,28,17.73,No_Value
15301,317,238,20.95,No_Value
15303,0,31,18.52,No_Value
15304,307,23,30.19,Average
15306,83,58,20.25,No_Value
15307,0,12,17.11,No_Value
15308,0,19,16.34,No_Value
15311,373,2249,26.29,Best
15312,279,47,19.68,Below
15313,0,1,52,No_Value
15314,0,24,13.67,No_Value
15315,51,36,15.32,No_Value
15316,0,1,165,No_Value
15318,0,33,9.47,No_Value
15319,0,16,12.78,No_Value
15320,0,36,7.42,No_Value
15321,220,95,28.93,No_Value
15322,0,37,16.54,No_Value
15325,0,33,4.6,No_Value
15326,0,29,10.75,No_Value
15327,0,10,20.88,No_Value
15329,132,55,18.6,No_Value
15330,28,13,55,No_Value
15333,0,16,64.29,No_Value
15334,16,89,3.88,No_Value
15335,0,35,4.96,No_Value
15339,251,85,6.75,No_Value
15341,0,17,118.85,No_Value
15342,0,23,17.07,No_Value
15343,0,21,17.36,No_Value
15344,73,24,21.01,Good
15345,0,19,19.66,No_Value
15346,0,17,14.85,No_Value
15347,0,5,40.32,No_Value
15348,0,9,17.56,No_Value
15349,29,70,6.75,No_Value
15350,0,5,23.13,No_Value
15351,357,217,8.89,Average
15353,113,63,12.33,No_Value
15355,23,14,19.79,No_Value
15356,336,490,5.61,No_Value
15358,360,545,15.2,Good
15360,0,13,32.92,No_Value
15361,0,7,59.85,No_Value
15363,0,16,20.38,No_Value
15364,158,29,31.49,No_Value
15365,289,40,18.49,Average
15366,282,44,13.69,Below
15367,218,95,19.76,No_Value
15368,0,4,111.74,No_Value
15370,291,94,25.38,Below
15372,0,27,74.35,No_Value
15373,363,116,16.29,Good
15374,0,3,56,No_Value
15376,182,117,10.54,No_Value
15379,189,193,18.91,No_Value
15380,356,36,46.95,Good
15381,54,8,74.61,No_Value
15382,280,301,19.74,Below
15384,189,41,15.67,No_Value
15385,0,12,26.41,No_Value
15386,0,31,12.71,No_Value
15389,0,1,500,No_Value
15392,355,84,18.28,Good
15393,264,12,19.32,Average
15394,348,85,25.69,Good
15395,0,7,15.35,No_Value
15396,0,14,20.58,No_Value
15397,0,6,15.67,No_Value
15398,62,73,18.43,No_Value
15399,77,50,16.32,Good
15400,186,11,60.61,Below
15402,47,39,16.02,No_Value
15405,0,8,43.64,No_Value
15406,269,52,9.44,Below
15407,271,139,7.54,No_Value
15408,0,34,7.86,No_Value
