pid,hid,mar_20,mar_21,income_20,income_21,ott_score_20,ott_score_21,ott_change,sns_score_20,sns_score_21,sns_change,pc_ability_20,pc_ability_21,pc_change,smart_ability_20,smart_ability_21,smart_change,esteem20,esteem21,esteem_change
6050001,60500,0,0,3,5,0,0,0,0,0,0,1,2.047619048,1.047619048,1.88,3.36,1.48,23,27,4
6060001,60600,0,0,7,6,0,8,8,0,0,0,1,3.047619048,2.047619048,2.28,3.24,0.96,20,32,12
6060002,60600,0,0,1,6,0,8,8,3.25,3,-0.25,4.333333333,4.428571429,0.095238095,4.32,4.04,-0.28,24,32,8
6060003,60600,0,0,5,6,7,8,1,6.75,0,-6.75,3.80952381,3.857142857,0.047619048,4.56,3.44,-1.12,32,32,0
6070001,60700,1,1,7,10,8,8,0,0,3.5,3.5,4.095238095,4.142857143,0.047619048,4.2,4.4,0.2,29,37,8
6070002,60700,1,1,1,1,9,8,-1,3.75,8,4.25,3.142857143,3.904761905,0.761904762,4.08,4.08,0,30,35,5
6120001,61200,1,1,11,11,8,9,1,3.25,2.5,-0.75,5,4.952380952,-0.047619048,5,4.92,-0.08,32,34,2
6120002,61200,1,1,1,1,8,9,1,3.75,3.5,-0.25,4.523809524,4.714285714,0.19047619,4.12,4.36,0.24,30,34,4
6120003,61200,0,0,1,1,0,0,0,0,0,0,1.19047619,1.047619048,-0.142857143,1.8,2.12,0.32,#VALUE!,#VALUE!,#VALUE!
6120004,61200,0,0,1,1,0,0,0,0,0,0,1,1.19047619,0.19047619,1,1.64,0.64,#VALUE!,#VALUE!,#VALUE!
6150001,61500,1,1,8,9,5,5,0,0,0,0,4.19047619,4.952380952,0.761904762,5,4.92,-0.08,32,29,-3
6150002,61500,1,1,5,5,0,9,9,9,2.25,-6.75,5,4.952380952,-0.047619048,5,4.96,-0.04,34,31,-3
6150003,61500,0,0,1,1,0,6,6,0,2.75,2.75,3.428571429,3.80952381,0.380952381,3.4,3.96,0.56,30,32,2
6150004,61500,0,0,1,1,0,0,0,0,0,0,2.714285714,1.952380952,-0.761904762,2.16,2.64,0.48,#VALUE!,#VALUE!,#VALUE!
6150005,61500,0,0,1,1,0,0,0,0,0,0,2.523809524,1.047619048,-1.476190476,2.12,1.48,-0.64,#VALUE!,#VALUE!,#VALUE!
6160001,61600,1,#N/A,8,#N/A,8,#N/A,#N/A,0,#N/A,#N/A,4.714285714,#N/A,#N/A,5,#N/A,#N/A,36,#N/A,#N/A
6160002,61600,1,#N/A,1,#N/A,9,#N/A,#N/A,0,#N/A,#N/A,4.80952381,#N/A,#N/A,4.92,#N/A,#N/A,29,#N/A,#N/A
6160003,61600,0,#N/A,1,#N/A,9,#N/A,#N/A,7,#N/A,#N/A,5,#N/A,#N/A,5,#N/A,#N/A,28,#N/A,#N/A
6160004,61600,0,#N/A,1,#N/A,9,#N/A,#N/A,0,#N/A,#N/A,1.333333333,#N/A,#N/A,1.4,#N/A,#N/A,#VALUE!,#N/A,#N/A
6200001,62000,1,1,4,4,6,6,0,6,5.75,-0.25,4.857142857,3.952380952,-0.904761905,5,3.96,-1.04,22,21,-1
6200002,62000,1,1,1,1,9,8,-1,1.5,0,-1.5,2.238095238,2.095238095,-0.142857143,2.96,2.36,-0.6,24,28,4
6200102,62001,0,0,7,7,9,8,-1,0,4,4,4.904761905,3.952380952,-0.952380952,5,3.96,-1.04,27,31,4
6200202,62002,0,0,7,7,0,0,0,0,4.25,4.25,3.761904762,3.904761905,0.142857143,3.92,3.96,0.04,33,29,-4
6220002,62200,1,1,1,1,6,6,0,2.25,2.75,0.5,3.619047619,3.523809524,-0.095238095,3.6,3.84,0.24,29,29,0
6220003,62200,0,0,1,1,8,8,0,2.25,2.75,0.5,3.619047619,4.761904762,1.142857143,3.76,4.52,0.76,31,29,-2
6220004,62200,0,0,1,1,9,8,-1,2.75,5.5,2.75,3.619047619,4.952380952,1.333333333,3.96,4.96,1,28,27,-1
6220005,62200,0,0,1,1,8,9,1,0,0,0,2.619047619,2.80952381,0.19047619,3.04,3.44,0.4,#VALUE!,28,#VALUE!
6230001,62300,1,1,7,6,8,9,1,0,1.25,1.25,3,3.047619048,0.047619048,3,3.04,0.04,32,29,-3
6230002,62300,1,1,4,4,9,8,-1,2.75,1.25,-1.5,3,3.047619048,0.047619048,4,3.04,-0.96,28,25,-3
6230003,62300,0,0,7,7,9,8,-1,3,3,0,5,4.952380952,-0.047619048,5,4.96,-0.04,25,25,0
6230005,62300,0,0,1,1,0,0,0,0,0,0,1,1.047619048,0.047619048,1,1.04,0.04,29,25,-4
6230101,62301,1,#N/A,9,#N/A,9,#N/A,#N/A,2.5,#N/A,#N/A,5,#N/A,#N/A,5,#N/A,#N/A,31,#N/A,#N/A
6230102,62301,1,#N/A,1,#N/A,9,#N/A,#N/A,5.5,#N/A,#N/A,5,#N/A,#N/A,5,#N/A,#N/A,28,#N/A,#N/A
6260001,62600,1,1,10,11,9,6,-3,5.75,4.75,-1,5,4.904761905,-0.095238095,5,4.88,-0.12,30,38,8
6260002,62600,1,1,7,7,9,9,0,3.5,5.25,1.75,4.80952381,4.857142857,0.047619048,5,4.96,-0.04,33,29,-4
6260004,62600,0,0,1,2,0,0,0,0,0,0,2,2.238095238,0.238095238,1.44,3.08,1.64,28,25,-3
6260005,62600,0,0,1,1,5,7,2,3.5,3,-0.5,2.523809524,4.523809524,2,2.84,4.72,1.88,33,32,-1
6270001,62700,1,1,7,7,9,9,0,0,6,6,4.333333333,4.333333333,0,4.84,4.48,-0.36,32,26,-6
6270002,62700,1,1,5,5,5,9,4,6.75,9,2.25,4.476190476,3.857142857,-0.619047619,4.96,4.36,-0.6,29,29,0
6280001,62800,1,1,11,11,5,9,4,0,6,6,4.047619048,4.904761905,0.857142857,4.72,4.96,0.24,30,33,3
6280002,62800,1,1,1,1,9,5,-4,7.5,6,-1.5,3.80952381,4.714285714,0.904761905,4.84,4.92,0.08,31,26,-5
6290001,62900,1,1,7,7,4,8,4,2.75,3,0.25,3.666666667,2.952380952,-0.714285714,3.76,3.28,-0.48,29,25,-4
6290002,62900,1,1,1,5,4,5,1,3.25,4,0.75,3.80952381,3,-0.80952381,4.08,3.4,-0.68,25,27,2
6300001,63000,0,#N/A,1,#N/A,5,#N/A,#N/A,0,#N/A,#N/A,1,#N/A,#N/A,1.92,#N/A,#N/A,27,#N/A,#N/A
6310001,63100,0,0,1,1,7,6,-1,0,0,0,2.238095238,3.095238095,0.857142857,2.88,3.64,0.76,25,25,0
6310002,63100,0,0,5,6,8,9,1,5.75,7,1.25,4.523809524,4.714285714,0.19047619,4.6,4.4,-0.2,27,27,0
6310003,63100,0,0,4,6,8,9,1,5.5,5.75,0.25,4.619047619,4.380952381,-0.238095238,4.76,4.56,-0.2,22,29,7
6330001,63300,1,1,7,7,9,5,-4,0,3.5,3.5,4.666666667,5,0.333333333,4.96,5,0.04,31,30,-1
6330002,63300,1,1,1,1,9,5,-4,7.5,6,-1.5,4.285714286,5,0.714285714,4.76,5,0.24,31,33,2
6340001,63400,1,1,7,7,5,5,0,0,3.75,3.75,4.666666667,4.142857143,-0.523809524,4.84,4.52,-0.32,31,31,0
6340002,63400,1,1,1,1,9,5,-4,7.5,8,0.5,4.238095238,4.428571429,0.19047619,4.8,4.44,-0.36,32,30,-2
6360001,63600,1,1,11,11,0,4,4,0,6,6,4.571428571,4.857142857,0.285714286,4.72,4.92,0.2,30,31,1
6360002,63600,1,1,1,1,0,4,4,0,5,5,3.19047619,4.904761905,1.714285714,3.64,4.92,1.28,29,31,2
6370001,63700,1,1,13,12,8,9,1,0,0,0,4.904761905,4.857142857,-0.047619048,4.96,4.92,-0.04,30,35,5
6370002,63700,1,1,1,1,9,9,0,4.75,2.25,-2.5,4,4.095238095,0.095238095,4.64,4.92,0.28,27,30,3
6370003,63700,0,0,1,1,9,9,0,9,7.5,-1.5,4.571428571,4.904761905,0.333333333,4.92,4.84,-0.08,25,36,11
6370004,63700,0,0,1,1,9,9,0,7,4.75,-2.25,2.619047619,4.857142857,2.238095238,3.6,4.88,1.28,25,30,5
6380001,63800,1,1,1,1,0,0,0,0,0,0,1,1.571428571,0.571428571,1.16,1.96,0.8,25,25,0
6390001,63900,1,1,5,3,0,0,0,0,0,0,1,1.714285714,0.714285714,1.28,1.8,0.52,21,20,-1
6390002,63900,1,1,1,1,0,0,0,0,0,0,1,1.619047619,0.619047619,1.68,2.04,0.36,31,22,-9
6400001,64000,1,1,5,5,0,0,0,0,0,0,1,1.476190476,0.476190476,1.24,1.6,0.36,28,30,2
6400002,64000,1,1,1,1,0,0,0,0,0,0,1,1.047619048,0.047619048,1.24,1.2,-0.04,28,28,0
6420002,64200,0,0,2,3,0,0,0,0,0,0,1,1.095238095,0.095238095,1.16,1.16,0,27,26,-1
6430001,64300,0,0,1,1,7,7,0,0,0,0,4.380952381,2.904761905,-1.476190476,4.12,4,-0.12,28,26,-2
6430002,64300,0,0,6,6,7,9,2,3.75,3.75,0,4.714285714,4.333333333,-0.380952381,4.68,4.48,-0.2,31,28,-3
6440001,64400,0,0,4,5,5,6,1,0,0,0,1.571428571,2.571428571,1,1.84,2.28,0.44,24,26,2
6470001,64700,1,1,1,1,0,0,0,0,0,0,1.142857143,1.142857143,0,1.44,1.64,0.2,26,25,-1
6470002,64700,1,1,5,5,6,0,-6,5.75,5.75,0,3.285714286,1.904761905,-1.380952381,4.04,2.88,-1.16,33,30,-3
6470003,64700,1,1,6,11,0,0,0,0,0,0,5,4.380952381,-0.619047619,5,4.68,-0.32,30,24,-6
6470004,64700,0,0,8,9,5,8,3,5,5,0,4.952380952,5,0.047619048,5,5,0,26,23,-3
6480002,64800,0,0,6,6,7,7,0,7.5,5.25,-2.25,4.80952381,4.666666667,-0.142857143,4.88,4.8,-0.08,37,31,-6
6480003,64800,0,0,3,5,9,9,0,7.25,6,-1.25,4.714285714,3.142857143,-1.571428571,4.96,3.32,-1.64,30,25,-5
6480004,64800,0,0,5,6,9,7,-2,7.25,6.25,-1,2.952380952,4.80952381,1.857142857,3.68,4.8,1.12,25,30,5
6480005,64800,0,0,1,1,9,8,-1,6.75,6.25,-0.5,3.904761905,4.761904762,0.857142857,4.28,4.88,0.6,24,25,1
6500001,65000,1,#N/A,3,#N/A,0,#N/A,#N/A,0,#N/A,#N/A,1,#N/A,#N/A,1.16,#N/A,#N/A,24,#N/A,#N/A
6500002,65000,1,0,2,6,0,0,0,0,0,0,1,1.142857143,0.142857143,1.32,1.12,-0.2,29,26,-3
6520001,65200,1,1,6,7,0,4,4,0,5,5,3.19047619,4.619047619,1.428571429,4.56,4.96,0.4,32,31,-1
6520002,65200,1,1,1,1,0,4,4,0,5,5,2.761904762,4.571428571,1.80952381,4.36,4.92,0.56,31,29,-2
6530001,65300,1,1,18,13,2,5,3,1.75,2.75,1,5,4.857142857,-0.142857143,5,4.88,-0.12,32,39,7
6530002,65300,1,1,3,4,5,9,4,3.5,3,-0.5,4.904761905,4.571428571,-0.333333333,5,4.76,-0.24,28,29,1
6530003,65300,0,0,1,1,0,0,0,0,0,0,1.523809524,1.761904762,0.238095238,1.92,2.16,0.24,#VALUE!,#VALUE!,#VALUE!
6540001,65400,1,1,7,7,9,9,0,3.25,0,-3.25,3.285714286,2.619047619,-0.666666667,3.4,3.48,0.08,29,26,-3
6540002,65400,1,1,1,1,0,0,0,0,0,0,3.142857143,2.619047619,-0.523809524,3.24,3.36,0.12,28,25,-3
6540003,65400,0,0,1,1,0,0,0,0,0,0,2.428571429,2.476190476,0.047619048,2.92,3,0.08,#VALUE!,23,#VALUE!
6550001,65500,1,1,7,7,9,9,0,3.25,1.5,-1.75,4.80952381,4.571428571,-0.238095238,4.68,4.52,-0.16,31,24,-7
6550002,65500,1,1,3,4,0,5,5,0,0,0,4.857142857,4.952380952,0.095238095,5,4.92,-0.08,39,37,-2
6550003,65500,0,0,1,1,9,9,0,3.75,3,-0.75,3.761904762,3.428571429,-0.333333333,4.24,4,-0.24,#VALUE!,#VALUE!,#VALUE!
6550005,65500,0,0,1,1,9,9,0,3.25,0,-3.25,2.571428571,2.523809524,-0.047619048,4.2,3.48,-0.72,#VALUE!,#VALUE!,#VALUE!
6580002,65800,1,1,1,1,9,9,0,0,0,0,4.047619048,4,-0.047619048,4,4,0,25,29,4
6580003,65800,0,0,1,1,5,9,4,0,0,0,3.523809524,4.047619048,0.523809524,3.68,4.76,1.08,29,28,-1
6650001,66500,1,1,9,9,7,9,2,5,5,0,4.666666667,4.857142857,0.19047619,4.96,4.8,-0.16,28,36,8
6650002,66500,1,1,4,4,6,5,-1,4,4,0,4.571428571,4.476190476,-0.095238095,4.8,4.52,-0.28,31,30,-1
6650003,66500,0,0,1,2,9,9,0,3.75,3.25,-0.5,4.666666667,4.666666667,0,4.96,4.92,-0.04,20,25,5
6650004,66500,0,0,1,1,9,9,0,5.25,5.25,0,3.761904762,4.142857143,0.380952381,4.36,4.92,0.56,31,29,-2
6650101,66501,0,0,2,2,0,0,0,0,0,0,1,1,0,1.04,1,-0.04,25,29,4
6660001,66600,1,1,7,6,7,7,0,0,0,0,3.285714286,2.285714286,-1,2.76,2.32,-0.44,31,28,-3
6660002,66600,1,1,4,3,7,7,0,0,0,0,1.857142857,2.142857143,0.285714286,2.36,2.6,0.24,27,23,-4
6660003,66600,0,0,10,8,8,6,-2,3.5,4,0.5,4.857142857,4.857142857,0,4.88,4.96,0.08,30,30,0
6660004,66600,0,0,1,1,9,9,0,0,0,0,4.857142857,4.904761905,0.047619048,4.84,4.84,0,24,21,-3
6670001,66700,1,1,9,9,0,0,0,7.5,4.75,-2.75,4.285714286,3.904761905,-0.380952381,3.84,4.28,0.44,16,24,8
6670002,66700,1,1,1,1,6,6,0,3,3.75,0.75,3.142857143,2.904761905,-0.238095238,3.84,4.32,0.48,30,29,-1
6670003,66700,0,0,1,1,7,4,-3,6.5,5.75,-0.75,3.619047619,4.285714286,0.666666667,4.16,4.52,0.36,32,34,2
6670004,66700,0,0,1,1,9,9,0,5.5,5,-0.5,3.761904762,3.571428571,-0.19047619,4.32,4.64,0.32,34,35,1
6690001,66900,1,1,7,1,4,9,5,6.5,5,-1.5,4,4.428571429,0.428571429,4.76,4.76,0,24,26,2
6690002,66900,1,1,7,7,9,9,0,0,0,0,1.952380952,3.19047619,1.238095238,2.32,3.64,1.32,25,25,0
6690003,66900,0,0,1,1,9,8,-1,2,5,3,4,4.476190476,0.476190476,5,4.6,-0.4,26,37,11
6690004,66900,0,0,1,1,9,9,0,1.25,4.25,3,4.904761905,4.380952381,-0.523809524,5,4.56,-0.44,27,25,-2
6700001,67000,1,1,10,8,9,9,0,0,0,0,4.666666667,4.666666667,0,4.64,4.64,0,32,33,1
6700002,67000,1,1,1,1,0,0,0,0,0,0,4.285714286,4.333333333,0.047619048,4.44,4.4,-0.04,28,28,0
6700003,67000,0,0,1,1,9,8,-1,6.25,5,-1.25,4.238095238,4.380952381,0.142857143,4.44,4.56,0.12,21,18,-3
6700004,67000,0,0,1,1,0,8,8,0,0,0,3.047619048,3.142857143,0.095238095,3.36,4.16,0.8,40,37,-3
6720001,67200,1,1,13,10,0,0,0,2,1.5,-0.5,5,4.047619048,-0.952380952,5,4.04,-0.96,37,33,-4
6720002,67200,1,1,6,6,0,5,5,2.75,3,0.25,4.238095238,4.428571429,0.19047619,4.64,4.56,-0.08,36,34,-2
6720003,67200,0,0,1,3,9,6,-3,5.5,4.5,-1,5,4.857142857,-0.142857143,5,4.88,-0.12,30,26,-4
6720004,67200,0,0,1,1,9,9,0,4.25,2.75,-1.5,4.714285714,4.952380952,0.238095238,4.24,4.88,0.64,36,30,-6
6720101,67201,1,1,3,3,0,8,8,0,0,0,1,2.380952381,1.380952381,2.56,2.88,0.32,33,32,-1
6720102,67201,1,1,1,3,0,6,6,3,3,0,1,2.095238095,1.095238095,1.72,2.16,0.44,32,32,0
6730001,67300,1,1,10,10,9,8,-1,3,4,1,3.904761905,2.761904762,-1.142857143,3.88,2.8,-1.08,34,25,-9
6730002,67300,1,1,1,1,0,0,0,3,3.25,0.25,3.619047619,3.380952381,-0.238095238,3.72,4.08,0.36,28,30,2
6730003,67300,0,0,1,1,9,8,-1,9,8.25,-0.75,3.714285714,4.761904762,1.047619048,3.88,4.84,0.96,29,26,-3
6730004,67300,0,0,1,1,6,4,-2,0,0,0,1.619047619,1.571428571,-0.047619048,1.52,2.44,0.92,#VALUE!,#VALUE!,#VALUE!
6740002,67400,1,#N/A,5,#N/A,9,#N/A,#N/A,0,#N/A,#N/A,4.666666667,#N/A,#N/A,4.76,#N/A,#N/A,31,#N/A,#N/A
6760001,67600,1,1,13,12,0,9,9,0,0,0,5,4.904761905,-0.095238095,5,4.92,-0.08,29,25,-4
6760002,67600,1,1,1,1,6,4,-2,2.5,3.25,0.75,3.952380952,4.714285714,0.761904762,4.68,4.92,0.24,34,36,2
6760003,67600,0,0,1,1,9,9,0,5.5,5.25,-0.25,4.285714286,4.904761905,0.619047619,4.56,4.84,0.28,37,33,-4
6760004,67600,0,0,1,1,9,9,0,3,4.5,1.5,3.047619048,4.428571429,1.380952381,4,4.6,0.6,32,33,1
6770001,67700,1,#N/A,1,#N/A,0,#N/A,#N/A,0,#N/A,#N/A,4.857142857,#N/A,#N/A,4.92,#N/A,#N/A,29,#N/A,#N/A
6770002,67700,1,1,1,1,0,5,5,0,0,0,2.047619048,2.523809524,0.476190476,3,2.88,-0.12,25,31,6
6780001,67800,0,0,2,2,0,0,0,0,0,0,1,1,0,1.24,1.08,-0.16,31,21,-10
6780002,67800,0,0,5,4,0,9,9,0,8,8,4.428571429,4,-0.428571429,5,4.4,-0.6,32,24,-8
6790001,67900,1,1,6,6,4,5,1,0,0,0,1.952380952,1.952380952,0,2.48,3.4,0.92,28,31,3
6810001,68100,1,1,10,10,7,8,1,0,5.5,5.5,5,5,0,5,5,0,28,32,4
6810002,68100,1,1,1,1,7,9,2,0,2.5,2.5,4.523809524,3.047619048,-1.476190476,4.56,3,-1.56,33,34,1
6810003,68100,0,0,1,1,9,9,0,0,2.5,2.5,4.571428571,5,0.428571429,4.04,5,0.96,30,29,-1
6810004,68100,0,0,1,1,9,6,-3,0,4.25,4.25,5,3.666666667,-1.333333333,5,3.88,-1.12,33,31,-2
6830001,68300,1,1,15,12,8,9,1,0,9,9,5,4.047619048,-0.952380952,5,4.08,-0.92,30,26,-4
6830002,68300,1,1,1,1,8,9,1,0,2,2,4,2.047619048,-1.952380952,3.44,2.64,-0.8,31,25,-6
6830003,68300,0,0,8,6,8,9,1,0,4.5,4.5,4,4.952380952,0.952380952,4.24,4.92,0.68,25,31,6
6830004,68300,0,0,9,7,9,8,-1,0,5.25,5.25,5,4.952380952,-0.047619048,5,4.92,-0.08,25,29,4
6860001,68600,1,1,5,6,5,8,3,5,2.75,-2.25,4.476190476,3.571428571,-0.904761905,4.56,3.84,-0.72,29,29,0
6860002,68600,1,1,5,5,5,4,-1,4.5,4.5,0,4.142857143,3.333333333,-0.80952381,4.68,3.68,-1,24,27,3
6900001,69000,1,1,3,3,0,9,9,0,0,0,1.857142857,1.619047619,-0.238095238,2.2,2.04,-0.16,28,28,0
6900002,69000,1,1,4,5,0,9,9,0,0,0,1,1.619047619,0.619047619,3.16,2.52,-0.64,30,28,-2
6900003,69000,0,0,1,1,0,9,9,0,6.25,6.25,1.19047619,4.238095238,3.047619048,2.16,4.56,2.4,#VALUE!,34,#VALUE!
6910001,69100,1,1,5,5,0,9,9,0,4,4,1.857142857,1.952380952,0.095238095,2.92,2.96,0.04,30,28,-2
6910002,69100,1,1,4,4,0,9,9,0,2,2,1.142857143,1.476190476,0.333333333,2.04,2.08,0.04,29,28,-1
6920001,69200,0,0,8,9,0,6,6,0,5.75,5.75,1.380952381,4.857142857,3.476190476,2.64,4.96,2.32,28,32,4
6930001,69300,1,1,8,9,9,5,-4,0,5,5,3.380952381,4.80952381,1.428571429,4.24,4.96,0.72,30,33,3
6930002,69300,1,1,1,1,0,4,4,0,5,5,2.523809524,4.571428571,2.047619048,3.72,4.92,1.2,28,31,3
6940001,69400,1,1,8,9,9,4,-5,0,5,5,4.666666667,5,0.333333333,4.68,5,0.32,31,33,2
6940002,69400,1,1,6,6,5,5,0,0,6,6,3.904761905,5,1.095238095,4.44,5,0.56,31,34,3
6950001,69500,1,1,8,9,9,5,-4,0,5,5,4.238095238,4.857142857,0.619047619,4.76,4.96,0.2,32,27,-5
6950002,69500,1,1,1,1,5,6,1,7.5,6,-1.5,4.095238095,4.666666667,0.571428571,4.32,4.84,0.52,31,33,2
6960001,69600,1,1,5,6,0,0,0,0,0,0,2.523809524,2.142857143,-0.380952381,2.8,2.24,-0.56,27,28,1
6960002,69600,1,#N/A,1,#N/A,0,#N/A,#N/A,0,#N/A,#N/A,1,#N/A,#N/A,1,#N/A,#N/A,28,#N/A,#N/A
6960003,69600,0,#N/A,1,#N/A,9,#N/A,#N/A,0,#N/A,#N/A,5,#N/A,#N/A,5,#N/A,#N/A,37,#N/A,#N/A
6970001,69700,1,1,7,8,8,6,-2,3.75,5.5,1.75,5,4.857142857,-0.142857143,5,4.88,-0.12,25,39,14
6970002,69700,1,1,4,5,0,0,0,2.5,2.5,0,5,4.857142857,-0.142857143,5,4.92,-0.08,38,35,-3
6970003,69700,0,0,1,1,0,0,0,0,0,0,1.571428571,2.333333333,0.761904762,1.96,2.56,0.6,#VALUE!,#VALUE!,#VALUE!
6980001,69800,1,1,5,7,5,5,0,5,5,0,4.333333333,3.238095238,-1.095238095,3.64,3.56,-0.08,25,29,4
6980002,69800,1,1,5,5,4,4,0,3.5,4.25,0.75,2.428571429,3.19047619,0.761904762,2.52,3.6,1.08,24,27,3
6990001,69900,1,1,6,8,8,9,1,0,0,0,3.857142857,4.047619048,0.19047619,4.24,4.44,0.2,28,28,0
6990002,69900,1,1,5,6,7,9,2,0,0,0,4.333333333,4.428571429,0.095238095,4.52,4.52,0,37,27,-10
7000001,70000,1,1,13,15,9,8,-1,0,0,0,5,4.761904762,-0.238095238,5,4.84,-0.16,27,31,4
7000002,70000,1,1,7,7,9,9,0,4.5,9,4.5,3.857142857,4.380952381,0.523809524,3.88,4.6,0.72,34,32,-2
7000003,70000,0,0,1,1,9,9,0,0,0,0,4.714285714,4.80952381,0.095238095,5,4.88,-0.12,36,25,-11
7000004,70000,0,0,1,1,9,3,-6,0,0,0,5,3,-2,4.52,4.88,0.36,29,38,9
7030002,70300,1,1,5,5,6,8,2,3.25,3.25,0,4.047619048,4.142857143,0.095238095,4.32,4.68,0.36,37,38,1
7030003,70300,0,0,1,1,9,9,0,4.75,5.25,0.5,5,4.857142857,-0.142857143,4.96,4.76,-0.2,21,21,0
7030004,70300,0,0,2,3,9,9,0,5,5,0,5,4.952380952,-0.047619048,5,4.76,-0.24,38,38,0
7030005,70300,0,0,2,3,0,0,0,0,0,0,1,1.047619048,0.047619048,1.12,1.24,0.12,35,33,-2
7040001,70400,1,1,8,10,6,9,3,1.25,0,-1.25,1.857142857,2.238095238,0.380952381,2.56,2.8,0.24,26,30,4
7040002,70400,1,1,4,5,5,9,4,3,3.5,0.5,3.285714286,3.666666667,0.380952381,4.4,4.48,0.08,26,31,5
7040003,70400,0,0,1,1,9,8,-1,1.5,3.5,2,5,4.904761905,-0.095238095,5,4.92,-0.08,25,17,-8
7040004,70400,0,0,1,1,7,7,0,1.25,2,0.75,3.904761905,4.285714286,0.380952381,4.12,4.68,0.56,25,28,3
7050001,70500,1,1,5,6,4,5,1,3,3,0,3,3.761904762,0.761904762,3.56,3.28,-0.28,27,32,5
7050002,70500,1,1,5,5,4,5,1,5,5,0,3.285714286,3.19047619,-0.095238095,3.52,3.12,-0.4,25,27,2
7060001,70600,1,1,4,9,5,8,3,3,3,0,3.285714286,3.666666667,0.380952381,3.48,3.76,0.28,24,27,3
7060002,70600,1,1,1,1,0,5,5,0,0,0,3.904761905,3.19047619,-0.714285714,3.84,3.44,-0.4,30,24,-6
7080001,70800,0,0,2,2,0,0,0,0,0,0,1,1.095238095,0.095238095,1.2,1.08,-0.12,29,26,-3
7090001,70900,1,1,8,9,8,6,-2,0,4.5,4.5,3.80952381,4.952380952,1.142857143,4.28,5,0.72,29,29,0
7090002,70900,1,1,6,6,5,8,3,7.25,5.25,-2,4.047619048,4.80952381,0.761904762,4.6,4.92,0.32,30,31,1
7100001,71000,0,0,2,2,0,0,0,0,0,0,1,1,0,1.36,1.44,0.08,28,30,2
7110001,71100,1,#N/A,3,#N/A,0,#N/A,#N/A,0,#N/A,#N/A,1.571428571,#N/A,#N/A,1.72,#N/A,#N/A,24,#N/A,#N/A
7120001,71200,1,1,4,5,0,9,9,0,0,0,1.285714286,1.80952381,0.523809524,3.04,2.48,-0.56,31,32,1
7120002,71200,1,1,1,1,0,8,8,0,0,0,1,1.857142857,0.857142857,1.92,2.28,0.36,29,28,-1
7130001,71300,1,1,8,9,8,8,0,0,0,0,2.904761905,3.333333333,0.428571429,3.8,3.2,-0.6,29,26,-3
7130002,71300,1,1,5,5,5,8,3,0,0,0,3.428571429,3.666666667,0.238095238,4.28,3.68,-0.6,30,26,-4
7130003,71300,0,0,1,1,8,9,1,0,5.75,5.75,4.571428571,3.380952381,-1.19047619,4.44,4.24,-0.2,31,26,-5
7130004,71300,0,0,1,1,5,8,3,0,0,0,4.523809524,2.857142857,-1.666666667,4.6,3.16,-1.44,28,28,0
7140001,71400,0,#N/A,8,#N/A,0,#N/A,#N/A,0,#N/A,#N/A,2.571428571,#N/A,#N/A,3.2,#N/A,#N/A,34,#N/A,#N/A
7140002,71400,0,#N/A,6,#N/A,5,#N/A,#N/A,2.5,#N/A,#N/A,3.523809524,#N/A,#N/A,3.68,#N/A,#N/A,25,#N/A,#N/A
7140004,71400,0,#N/A,6,#N/A,9,#N/A,#N/A,2.25,#N/A,#N/A,3.761904762,#N/A,#N/A,3.48,#N/A,#N/A,24,#N/A,#N/A
7200001,72000,1,1,15,15,8,8,0,0,0,0,4,4,0,4,4,0,29,31,2
7200002,72000,1,1,1,1,5,5,0,3.5,2.5,-1,4.80952381,5,0.19047619,4.88,4.96,0.08,33,28,-5
7200003,72000,0,0,1,1,9,7,-2,7.25,4.75,-2.5,2.952380952,4,1.047619048,3.96,4,0.04,25,29,4
7200004,72000,0,0,1,1,0,9,9,3,3,0,3,4,1,3.64,4,0.36,32,28,-4
7360001,73600,1,1,6,4,6,0,-6,1.5,0,-1.5,3.904761905,4,0.095238095,4.92,3.92,-1,25,28,3
7360002,73600,1,1,5,5,5,5,0,0,0,0,4.952380952,4.904761905,-0.047619048,4.88,4.84,-0.04,30,31,1
7370001,73700,1,1,8,8,7,9,2,3.75,3.75,0,5,4.904761905,-0.095238095,5,4.92,-0.08,28,32,4
7370002,73700,1,1,3,4,5,8,3,0,0,0,5,4.904761905,-0.095238095,5,4.92,-0.08,33,25,-8
7370003,73700,0,0,1,1,7,9,2,2.5,3,0.5,5,4.904761905,-0.095238095,5,4.92,-0.08,28,35,7
7370004,73700,0,0,1,1,7,9,2,3,3,0,5,4.904761905,-0.095238095,5,4.92,-0.08,31,34,3
7370005,73700,0,0,1,1,7,9,2,3,3,0,5,4.904761905,-0.095238095,5,4.92,-0.08,33,31,-2
7390001,73900,0,0,5,5,0,0,0,0,0,0,2.428571429,2.333333333,-0.095238095,2.6,2.72,0.12,23,24,1
7430002,74300,1,#N/A,1,#N/A,0,#N/A,#N/A,0,#N/A,#N/A,2.19047619,#N/A,#N/A,2.52,#N/A,#N/A,25,#N/A,#N/A
7450001,74500,1,1,9,9,9,9,0,6,0,-6,3.904761905,3.666666667,-0.238095238,4.2,3.64,-0.56,28,24,-4
7450002,74500,1,1,1,1,9,9,0,0,0,0,3.857142857,2.666666667,-1.19047619,4.04,3.64,-0.4,23,27,4
