customer_id,InvoiceNo,InvoiceDate,TotalSales
12649,552844,2011-05-11 14:37,34.8
12649,552844,2011-05-11 14:37,15.9
12481,553731,2011-05-19 8:26,34
12710,554106,2011-05-22 14:05,18.6
12609,555719,2011-06-06 15:31,15.9
13815,557466,2011-06-20 13:08,11.9
12569,560544,2011-07-19 12:37,12.3
12662,560566,2011-07-19 13:45,38.9
12662,560566,2011-07-19 13:45,46.8
12662,560566,2011-07-19 13:45,18.1
12662,560566,2011-07-19 13:45,14.8
12662,560566,2011-07-19 13:45,12.4
12560,560590,2011-07-19 15:55,31.2
13814,561194,2011-07-25 13:54,28.8
12627,562035,2011-08-02 9:29,7.8
12517,562537,2011-08-05 15:02,13.8
12517,562537,2011-08-05 15:02,40.3
12569,563373,2011-08-16 10:02,11.3
12645,564039,2011-08-22 12:40,12.2
12642,564216,2011-08-24 9:23,15.8
12642,564216,2011-08-24 9:23,6.1
12708,564749,2011-08-30 8:15,12.2
12477,564856,2011-08-31 9:11,23.6
12635,566233,2011-09-11 11:04,45.9
12701,567578,2011-09-21 10:47,32.1
12701,567578,2011-09-21 10:47,7.6
12701,567578,2011-09-21 10:47,6.1
12708,568674,2011-09-28 13:30,15.7
12626,569844,2011-10-06 13:30,15.5
12626,569844,2011-10-06 13:30,19
12626,569844,2011-10-06 13:30,43.6
12626,569844,2011-10-06 13:30,22.2
12613,571065,2011-10-13 14:59,39.6
12526,571304,2011-10-17 9:37,41.4
12473,571328,2011-10-17 11:27,7.9
12662,571556,2011-10-18 9:24,9.3
12662,571556,2011-10-18 9:24,27.6
13813,573430,2011-10-31 10:38,18
12645,574679,2011-11-06 12:38,7.5
12480,575896,2011-11-11 14:52,13.5
12662,576890,2011-11-16 17:25,32.6
12662,576890,2011-11-16 17:25,34.8
12477,576910,2011-11-17 9:51,39.7
12658,577615,2011-11-21 10:22,14.6
12476,578472,2011-11-24 12:40,37.4
12476,578472,2011-11-24 12:40,17.9
12662,581570,2011-12-09 11:59,37.5
12426,554985,2011-05-29 12:26,13.3
12642,572054,2011-10-20 12:31,15.3
12473,571328,2011-10-17 11:27,47.3
12647,537197,2010-12-05 14:02,25.6
12501,540458,2011-01-07 12:28,39.1
12501,540458,2011-01-07 12:28,40.9
12708,541122,2011-01-14 9:23,7.2
12708,541122,2011-01-14 9:23,13.3
12708,541122,2011-01-14 9:23,31.3
12528,542621,2011-01-31 9:05,14.7
12477,543737,2011-02-11 12:45,22.9
12520,546365,2011-03-11 11:35,15.7
12476,550527,2011-04-19 10:48,39.1
12585,550620,2011-04-19 13:39,21.9
12622,550960,2011-04-21 16:39,44
12708,554137,2011-05-23 10:13,30.8
12633,554861,2011-05-27 10:29,30.6
12480,560569,2011-07-19 14:04,31.6
12480,560569,2011-07-19 14:04,45.2
12627,560997,2011-07-22 13:59,29.1
12534,561911,2011-08-01 10:26,34.6
12644,562045,2011-08-02 10:33,33.9
12627,564079,2011-08-22 15:55,16.5
12708,564749,2011-08-30 8:15,30.2
12708,564749,2011-08-30 8:15,16.2
12708,564749,2011-08-30 8:15,45.8
14335,565430,2011-09-04 13:07,37
12708,568674,2011-09-28 13:30,18.7
12627,569893,2011-10-06 15:51,21.6
12528,570095,2011-10-07 11:57,39.9
12654,574071,2011-11-02 14:57,13.9
12626,576863,2011-11-16 16:06,9.6
12498,577301,2011-11-18 12:53,26.4
12658,577615,2011-11-21 10:22,43.8
12468,555523,2011-06-05 11:36,20.1
12560,560590,2011-07-19 15:55,18.4
12473,571328,2011-10-17 11:27,29.2
12572,579927,2011-12-01 9:20,33.7
12633,570754,2011-10-12 11:40,10.9
12738,536840,2010-12-02 18:27,13.9
12738,536840,2010-12-02 18:27,14.8
12738,536840,2010-12-02 18:27,12.6
12738,536840,2010-12-02 18:27,17.1
12712,536983,2010-12-03 14:30,16.3
13817,539946,2010-12-23 11:46,21.1
13817,539946,2010-12-23 11:46,11.7
12585,539957,2010-12-23 12:58,45.1
12585,539957,2010-12-23 12:58,12.2
12585,539957,2010-12-23 12:58,8
12585,539957,2010-12-23 12:58,20.5
12585,539957,2010-12-23 12:58,40
12501,540458,2011-01-07 12:28,23.6
12501,540458,2011-01-07 12:28,12.5
12501,540458,2011-01-07 12:28,36.6
12501,540458,2011-01-07 12:28,23.1
12480,540480,2011-01-07 15:27,45.7
12601,540769,2011-01-11 10:38,47.3
12712,540900,2011-01-12 11:46,13.4
12708,541122,2011-01-14 9:23,44.6
13815,542080,2011-01-25 12:16,23.1
13815,542080,2011-01-25 12:16,14.5
12468,542371,2011-01-27 13:29,45.5
12528,542621,2011-01-31 9:05,24.7
12528,542621,2011-01-31 9:05,33.6
12528,542621,2011-01-31 9:05,12.3
12668,542713,2011-01-31 13:27,12
12668,542713,2011-01-31 13:27,46.9
12527,544340,2011-02-18 9:41,15.3
12527,544340,2011-02-18 9:41,30.1
12633,544933,2011-02-25 8:44,30.9
12528,545916,2011-03-08 11:46,7.4
12520,546365,2011-03-11 11:35,47.1
12520,546365,2011-03-11 11:35,41.8
12520,546365,2011-03-11 11:35,33.6
12520,546365,2011-03-11 11:35,22.1
12520,546365,2011-03-11 11:35,39.6
12481,547926,2011-03-28 13:59,16.5
12477,550137,2011-04-14 13:59,32.2
12662,550178,2011-04-14 17:25,12.5
12662,550178,2011-04-14 17:25,8.8
12625,552878,2011-05-12 9:54,6.7
12520,553741,2011-05-19 9:37,20.2
12710,554106,2011-05-22 14:05,6
12710,554106,2011-05-22 14:05,26.8
12710,554106,2011-05-22 14:05,43.5
12710,554106,2011-05-22 14:05,16.1
12709,555282,2011-06-02 9:04,15
12468,555523,2011-06-05 11:36,15.9
12609,555719,2011-06-06 15:31,24.1
12708,556509,2011-06-13 10:33,6.1
13815,557466,2011-06-20 13:08,20.6
13815,557466,2011-06-20 13:08,42.7
13815,557466,2011-06-20 13:08,40.4
13815,557466,2011-06-20 13:08,35
13815,557466,2011-06-20 13:08,33.5
13815,557466,2011-06-20 13:08,11.3
12626,558628,2011-06-30 17:59,11.1
12626,558628,2011-06-30 17:59,42.6
12647,559316,2011-07-07 13:54,46.4
12647,559316,2011-07-07 13:54,20.5
12619,559987,2011-07-14 12:12,18.3
12619,559987,2011-07-14 12:12,15.3
12619,559987,2011-07-14 12:12,45.8
12569,560545,2011-07-19 12:38,26.5
12560,560590,2011-07-19 15:55,10.4
12560,560590,2011-07-19 15:55,26.3
13814,561194,2011-07-25 13:54,46.1
13814,561194,2011-07-25 13:54,6.7
13814,561194,2011-07-25 13:54,25.5
13814,561194,2011-07-25 13:54,27.3
12534,561911,2011-08-01 10:26,19.7
12534,561911,2011-08-01 10:26,32.5
12644,562045,2011-08-02 10:33,8.1
12644,562045,2011-08-02 10:33,16.9
12619,563345,2011-08-15 13:22,21.8
12473,563540,2011-08-17 12:04,25.3
12473,563540,2011-08-17 12:04,19
12473,563540,2011-08-17 12:04,32.6
12645,564039,2011-08-22 12:40,9.1
12645,564039,2011-08-22 12:40,33.3
12645,564039,2011-08-22 12:40,17.6
12645,564039,2011-08-22 12:40,27.6
12662,564328,2011-08-24 13:42,29.3
13812,564638,2011-08-26 12:54,44.6
12710,565416,2011-09-04 12:00,11.8
12710,565416,2011-09-04 12:00,11.9
12710,565416,2011-09-04 12:00,9.7
12569,565423,2011-09-04 12:23,29.1
13814,566041,2011-09-08 13:48,14.1
13814,566041,2011-09-08 13:48,42.3
13814,566041,2011-09-08 13:48,16.7
12635,566233,2011-09-11 11:04,22.4
12647,566267,2011-09-11 13:32,32.7
12647,566267,2011-09-11 13:32,16.4
12619,566586,2011-09-13 14:23,45.5
12701,567578,2011-09-21 10:47,44.4
12701,567578,2011-09-21 10:47,19.7
12701,567578,2011-09-21 10:47,33
12701,567578,2011-09-21 10:47,27.1
12701,567578,2011-09-21 10:47,45.2
12520,567666,2011-09-21 15:23,20.2
12619,567958,2011-09-23 9:00,45.8
12619,567958,2011-09-23 9:00,42.3
12619,567958,2011-09-23 9:00,15.4
12619,567958,2011-09-23 9:00,20.1
12709,568987,2011-09-29 15:58,19.5
12569,569867,2011-10-06 14:54,14.3
12569,569867,2011-10-06 14:54,26.7
12569,569867,2011-10-06 14:54,21.3
12569,569867,2011-10-06 14:54,33
12519,570007,2011-10-07 9:26,22
12519,570007,2011-10-07 9:26,45.9
12709,570792,2011-10-12 12:01,7.8
12613,571065,2011-10-13 14:59,11.3
12613,571065,2011-10-13 14:59,33.9
12613,571065,2011-10-13 14:59,36.8
12613,571065,2011-10-13 14:59,21.5
12613,571065,2011-10-13 14:59,43
12613,571065,2011-10-13 14:59,37.7
12526,571304,2011-10-17 9:37,8
12526,571304,2011-10-17 9:37,38.9
12526,571304,2011-10-17 9:37,25.4
12475,571308,2011-10-17 10:10,31.1
12476,572559,2011-10-25 8:44,39.5
13813,573430,2011-10-31 10:38,21.4
13817,575713,2011-11-10 17:49,47.9
13817,575713,2011-11-10 17:49,14.6
12480,575896,2011-11-11 14:52,39.9
12480,575896,2011-11-11 14:52,13.3
12662,576890,2011-11-16 17:25,42.3
12477,576910,2011-11-17 9:51,24.1
13815,577054,2011-11-17 14:19,26.2
12658,577615,2011-11-21 10:22,27.9
12619,578298,2011-11-23 14:52,9.9
12479,579152,2011-11-28 13:26,21.5
12479,579152,2011-11-28 13:26,39.7
12479,579152,2011-11-28 13:26,46
12569,579901,2011-12-01 8:35,15.1
12560,580511,2011-12-04 13:54,44.8
12662,581570,2011-12-09 11:59,31.2
12517,562537,2011-08-05 15:02,46.9
12481,569563,2011-10-05 9:46,35.5
12481,569563,2011-10-05 9:46,38.5
12481,569563,2011-10-05 9:46,37.3
12473,571328,2011-10-17 11:27,18.8
12524,558608,2011-06-30 15:30,9.7
12647,537197,2010-12-05 14:02,40.2
12647,537197,2010-12-05 14:02,25.6
12481,537892,2010-12-09 10:13,41.6
12585,539957,2010-12-23 12:58,21.6
13815,542080,2011-01-25 12:16,46.6
12645,542369,2011-01-27 13:08,44.5
12668,542713,2011-01-31 13:27,43.8
12561,543587,2011-02-10 11:39,37.7
12654,544302,2011-02-17 13:16,42.3
12524,545533,2011-03-03 14:04,30.1
12708,545709,2011-03-07 9:49,7
12614,545718,2011-03-07 10:22,38.1
12614,545718,2011-03-07 10:22,44.9
12480,546851,2011-03-17 13:23,27.4
12480,546851,2011-03-17 13:23,35.7
12480,546851,2011-03-17 13:23,34.5
12701,549680,2011-04-11 13:02,10.3
12569,550162,2011-04-14 16:23,44.7
12569,550162,2011-04-14 16:23,33.1
12517,555383,2011-06-02 15:13,24.4
12468,555523,2011-06-05 11:36,21.4
12609,555719,2011-06-06 15:31,14.4
12569,556114,2011-06-09 9:36,36.5
12708,556509,2011-06-13 10:33,25.4
12708,556509,2011-06-13 10:33,23.5
13815,557466,2011-06-20 13:08,10
12524,558608,2011-06-30 15:30,43
12524,558608,2011-06-30 15:30,24.3
12524,558608,2011-06-30 15:30,33
12635,559362,2011-07-08 8:43,5.8
12635,559362,2011-07-08 8:43,25.8
12635,559362,2011-07-08 8:43,12.6
12662,560566,2011-07-19 13:45,41.5
12534,561911,2011-08-01 10:26,18.8
12534,561911,2011-08-01 10:26,21.6
12627,562035,2011-08-02 9:29,46.3
12627,562035,2011-08-02 9:29,46.3
12626,562370,2011-08-04 14:20,8
12492,564666,2011-08-26 14:51,14.6
12569,565423,2011-09-04 12:23,14
12627,565442,2011-09-04 14:09,35.9
12627,565442,2011-09-04 14:09,13.6
12569,565777,2011-09-06 14:53,18.4
12475,571308,2011-10-17 10:10,13.5
12473,571328,2011-10-17 11:27,29
12473,571328,2011-10-17 11:27,42.5
12642,576322,2011-11-14 15:03,10.2
12708,537250,2010-12-06 10:43,38.3
12708,537250,2010-12-06 10:43,17.7
12501,540458,2011-01-07 12:28,23.7
12501,540458,2011-01-07 12:28,45.1
12501,540458,2011-01-07 12:28,30.8
12501,540458,2011-01-07 12:28,24.2
12601,540769,2011-01-11 10:38,23.1
12708,541122,2011-01-14 9:23,47.6
13815,542080,2011-01-25 12:16,39.8
12476,542648,2011-01-31 11:46,7.9
12600,543048,2011-02-03 9:58,31.5
12600,551467,2011-04-28 16:20,47.2
12520,553741,2011-05-19 9:37,26.6
12520,553741,2011-05-19 9:37,21.1
12520,553741,2011-05-19 9:37,30.2
12662,555553,2011-06-05 13:45,31.1
13815,557466,2011-06-20 13:08,7.5
13815,557466,2011-06-20 13:08,15.6
12648,559421,2011-07-08 11:55,40.5
12662,560566,2011-07-19 13:45,46.2
12662,560566,2011-07-19 13:45,17.5
12662,560566,2011-07-19 13:45,22.9
12480,560569,2011-07-19 14:04,31.9
12480,560569,2011-07-19 14:04,30
12534,561911,2011-08-01 10:26,42.2
12517,562537,2011-08-05 15:02,27.5
12517,562537,2011-08-05 15:02,31.2
12517,562537,2011-08-05 15:02,13.1
12662,564328,2011-08-24 13:42,24.7
12517,575886,2011-11-11 13:57,36
12524,553842,2011-05-19 12:24,16.5
12709,555282,2011-06-02 9:04,13.1
13815,557466,2011-06-20 13:08,18.9
13815,557466,2011-06-20 13:08,39.3
12517,568472,2011-09-27 11:50,46.6
12481,569563,2011-10-05 9:46,6.5
12481,569563,2011-10-05 9:46,31.6
13815,576787,2011-11-16 13:54,26.1
12658,577615,2011-11-21 10:22,34.9
12524,570082,2011-10-07 11:19,27.7
12708,537250,2010-12-06 10:43,42.4
12476,542648,2011-01-31 11:46,20.3
12476,560901,2011-07-21 17:39,7.5
12492,564666,2011-08-26 14:51,36.1
12480,560569,2011-07-19 14:04,42.3
12524,545533,2011-03-03 14:04,32.7
12524,545533,2011-03-03 14:04,13.4
12524,553842,2011-05-19 12:24,30.5
12524,553842,2011-05-19 12:24,33.8
12524,553842,2011-05-19 12:24,38.3
12524,553842,2011-05-19 12:24,8.8
12524,553842,2011-05-19 12:24,32.3
12524,553842,2011-05-19 12:24,33.8
12524,553842,2011-05-19 12:24,20.5
12473,555162,2011-06-01 10:15,33.1
12627,565442,2011-09-04 14:09,19.8
12480,575896,2011-11-11 14:52,7.7
12481,576893,2011-11-17 8:29,26
12480,560569,2011-07-19 14:04,17.5
12644,562045,2011-08-02 10:33,16.4
12619,567958,2011-09-23 9:00,19.4
12612,568350,2011-09-26 15:35,26
12642,576322,2011-11-14 15:03,12.9
12569,576789,2011-11-16 13:56,29.6
12522,573629,2011-10-31 15:30,25.2
12569,581183,2011-12-07 16:24,15.9
12559,541877,2011-01-24 10:12,42.2
12477,543737,2011-02-11 12:45,45.3
12633,544933,2011-02-25 8:44,15.6
12633,554861,2011-05-27 10:29,47.6
12609,555719,2011-06-06 15:31,20.1
12560,560590,2011-07-19 15:55,26.7
12521,560635,2011-07-20 10:51,33.4
12626,562370,2011-08-04 14:20,10.1
12477,564856,2011-08-31 9:11,37.9
12703,569001,2011-09-29 17:52,17.4
12501,540458,2011-01-07 12:28,11.1
12662,550178,2011-04-14 17:25,14.1
12524,551529,2011-05-01 13:18,41.1
12654,554711,2011-05-26 10:41,7.2
12517,555383,2011-06-02 15:13,38.7
12517,555383,2011-06-02 15:13,11.4
12520,560728,2011-07-20 14:38,33.9
12534,561911,2011-08-01 10:26,8.5
12526,571304,2011-10-17 9:37,25.4
13815,576787,2011-11-16 13:54,48
12712,536983,2010-12-03 14:30,12.4
12585,539957,2010-12-23 12:58,43
12585,539957,2010-12-23 12:58,7.9
12481,540414,2011-01-07 10:32,43.4
12501,540458,2011-01-07 12:28,44.3
12501,540458,2011-01-07 12:28,45.8
12501,540458,2011-01-07 12:28,15.9
12480,540480,2011-01-07 15:27,28.9
12712,540900,2011-01-12 11:46,30.8
12712,540900,2011-01-12 11:46,29.7
12708,541122,2011-01-14 9:23,23.2
12626,541269,2011-01-17 11:01,13.4
13815,542080,2011-01-25 12:16,24.2
12476,542648,2011-01-31 11:46,47.4
12476,542648,2011-01-31 11:46,25.3
12668,542713,2011-01-31 13:27,14.5
12668,542713,2011-01-31 13:27,12
12600,543048,2011-02-03 9:58,21.1
12600,543048,2011-02-03 9:58,16.7
12561,543587,2011-02-10 11:39,31.8
12477,543737,2011-02-11 12:45,33.1
12477,543737,2011-02-11 12:45,16
12633,544933,2011-02-25 8:44,43.6
12633,544933,2011-02-25 8:44,19.2
12614,545718,2011-03-07 10:22,37.3
12614,545718,2011-03-07 10:22,20.3
12528,545916,2011-03-08 11:46,35.4
12520,546365,2011-03-11 11:35,14.4
12520,546365,2011-03-11 11:35,6.6
12520,546365,2011-03-11 11:35,40.8
12480,546851,2011-03-17 13:23,30.3
12613,547383,2011-03-22 15:42,7.3
12613,547383,2011-03-22 15:42,42.1
12668,547822,2011-03-25 14:53,15
12477,550137,2011-04-14 13:59,42.1
12477,550137,2011-04-14 13:59,39.7
12585,550620,2011-04-19 13:39,44.7
12622,550960,2011-04-21 16:39,18.8
12693,552871,2011-05-12 8:52,28
12481,553731,2011-05-19 8:26,19.5
12520,553741,2011-05-19 9:37,24.9
12520,553741,2011-05-19 9:37,39.3
12710,554106,2011-05-22 14:05,28.5
12710,554106,2011-05-22 14:05,27.3
12613,554699,2011-05-26 9:17,18
12613,554700,2011-05-26 9:18,35.3
12654,554711,2011-05-26 10:41,33.4
12654,554711,2011-05-26 10:41,10.1
12633,554861,2011-05-27 10:29,21.6
12633,554861,2011-05-27 10:29,6.1
12468,555523,2011-06-05 11:36,23.3
12662,555553,2011-06-05 13:45,28.3
12662,555553,2011-06-05 13:45,16.5
12635,559362,2011-07-08 8:43,36.7
12635,559362,2011-07-08 8:43,13.4
12480,560569,2011-07-19 14:04,6.2
12521,560635,2011-07-20 10:51,41.3
12521,560635,2011-07-20 10:51,42.2
12521,560635,2011-07-20 10:51,30.5
12520,560728,2011-07-20 14:38,34.7
12520,560728,2011-07-20 14:38,9.2
12476,560901,2011-07-21 17:39,7.8
12627,560997,2011-07-22 13:59,28.9
12627,560997,2011-07-22 13:59,8.8
12627,560997,2011-07-22 13:59,16.5
13813,561583,2011-07-28 10:33,19.9
12627,562035,2011-08-02 9:29,37.7
12627,562035,2011-08-02 9:29,45.1
12644,562045,2011-08-02 10:33,29.7
12644,562045,2011-08-02 10:33,36.9
12626,562370,2011-08-04 14:20,13.2
12517,562537,2011-08-05 15:02,18
12649,564337,2011-08-24 14:40,23
12712,564367,2011-08-25 9:18,12.5
13812,564638,2011-08-26 12:54,13.5
12492,564666,2011-08-26 14:51,43.2
12477,564856,2011-08-31 9:11,44.7
12709,565440,2011-09-04 14:06,40.7
12526,565765,2011-09-06 14:19,18.8
12526,565765,2011-09-06 14:19,32.8
12635,566233,2011-09-11 11:04,12.2
12566,566739,2011-09-14 14:30,8.5
12527,567291,2011-09-19 11:55,9.8
12701,567578,2011-09-21 10:47,30.2
12520,567666,2011-09-21 15:23,9.9
12647,567914,2011-09-22 17:14,27.3
12517,568472,2011-09-27 11:50,47.4
12517,568472,2011-09-27 11:50,42.8
12708,568674,2011-09-28 13:30,38.8
12703,569001,2011-09-29 17:52,23.5
12500,569727,2011-10-06 9:37,12.8
12626,569844,2011-10-06 13:30,23.4
12427,570452,2011-10-10 15:15,37.2
12633,570754,2011-10-12 11:40,9.4
12498,570881,2011-10-13 9:30,18.1
12613,571065,2011-10-13 14:59,22.4
12613,571065,2011-10-13 14:59,8
12526,571304,2011-10-17 9:37,7.7
12475,571308,2011-10-17 10:10,32.6
12662,571556,2011-10-18 9:24,33.2
12572,571724,2011-10-19 8:20,17.7
12572,571724,2011-10-19 8:20,7.3
12522,571904,2011-10-19 14:41,28.4
12522,571904,2011-10-19 14:41,30
12569,572895,2011-10-26 14:39,38.2
12709,573136,2011-10-27 17:00,11
13813,573430,2011-10-31 10:38,13.5
13813,573430,2011-10-31 10:38,29
12654,574071,2011-11-02 14:57,44.8
12654,574071,2011-11-02 14:57,9
12569,574255,2011-11-03 13:44,26.7
12708,574869,2011-11-07 12:44,33.1
12480,575896,2011-11-11 14:52,17.5
12642,576322,2011-11-14 15:03,17.6
12662,576890,2011-11-16 17:25,39.5
12702,577406,2011-11-20 10:36,40.5
12476,578472,2011-11-24 12:40,18.5
12476,578472,2011-11-24 12:40,24.2
12476,578472,2011-11-24 12:40,38.7
12476,578472,2011-11-24 12:40,12.6
12668,579094,2011-11-28 10:56,6.3
12668,579094,2011-11-28 10:56,36
12668,579094,2011-11-28 10:56,10.7
12668,579094,2011-11-28 10:56,12
12668,579094,2011-11-28 10:56,44.8
12479,579152,2011-11-28 13:26,5.8
12572,579927,2011-12-01 9:20,16.1
12572,579927,2011-12-01 9:20,13.9
12673,580512,2011-12-04 13:55,15
12673,580512,2011-12-04 13:55,13.9
12569,580531,2011-12-04 15:47,41.3
12662,581570,2011-12-09 11:59,6
12569,551818,2011-05-04 11:57,8.8
12644,562045,2011-08-02 10:33,43.4
12517,562537,2011-08-05 15:02,28.4
12517,562537,2011-08-05 15:02,16
12647,566267,2011-09-11 13:32,16.9
12527,567291,2011-09-19 11:55,17.8
12476,578472,2011-11-24 12:40,35
12528,545916,2011-03-08 11:46,28.7
12521,560635,2011-07-20 10:51,10.5
12662,536527,2010-12-01 13:04,31
12647,537197,2010-12-05 14:02,42.5
12647,537594,2010-12-07 12:28,36.3
12647,537594,2010-12-07 12:28,20.1
12647,537594,2010-12-07 12:28,18.2
12481,537892,2010-12-09 10:13,19.2
12481,537892,2010-12-09 10:13,27.1
12712,537995,2010-12-09 11:39,10.5
12647,539403,2010-12-17 12:21,23.1
12647,539403,2010-12-17 12:21,31.5
12668,539466,2010-12-19 12:46,40.6
12668,539466,2010-12-19 12:46,16.9
12585,539957,2010-12-23 12:58,47.1
12585,539957,2010-12-23 12:58,24
12585,539957,2010-12-23 12:58,31.8
12585,539957,2010-12-23 12:58,27.9
12585,539957,2010-12-23 12:58,15.9
12585,539957,2010-12-23 12:58,37.9
12585,539957,2010-12-23 12:58,8.8
12585,539957,2010-12-23 12:58,41.6
12585,539957,2010-12-23 12:58,15
12585,539957,2010-12-23 12:58,16.4
12585,539957,2010-12-23 12:58,6.8
12585,539957,2010-12-23 12:58,27
12585,539957,2010-12-23 12:58,30.6
12585,539957,2010-12-23 12:58,41.9
12481,540414,2011-01-07 10:32,46.2
12501,540458,2011-01-07 12:28,7.3
12501,540458,2011-01-07 12:28,37.1
12501,540458,2011-01-07 12:28,45.7
12501,540458,2011-01-07 12:28,41.5
12501,540458,2011-01-07 12:28,41.2
12501,540458,2011-01-07 12:28,46.9
12501,540458,2011-01-07 12:28,15.4
12501,540458,2011-01-07 12:28,24.1
12501,540458,2011-01-07 12:28,45.2
12501,540458,2011-01-07 12:28,6.9
12501,540458,2011-01-07 12:28,26.6
12480,540480,2011-01-07 15:27,42.6
12480,540480,2011-01-07 15:27,23.1
12480,540480,2011-01-07 15:27,14.1
12480,540480,2011-01-07 15:27,44.5
12480,540480,2011-01-07 15:27,21.3
12712,540900,2011-01-12 11:46,20.5
12708,541122,2011-01-14 9:23,39
12708,541122,2011-01-14 9:23,14.2
12708,541122,2011-01-14 9:23,15.4
12626,541269,2011-01-17 11:01,34
12626,541269,2011-01-17 11:01,17.8
12626,541269,2011-01-17 11:01,37
12673,541277,2011-01-17 11:46,39.1
12665,541517,2011-01-19 8:34,30
12559,541877,2011-01-24 10:12,31.7
12693,541962,2011-01-24 12:58,34
12625,541965,2011-01-24 13:27,7.6
13815,542080,2011-01-25 12:16,38.7
13815,542080,2011-01-25 12:16,43.9
13815,542080,2011-01-25 12:16,7.5
13815,542080,2011-01-25 12:16,9.8
13815,542080,2011-01-25 12:16,12.5
13815,542080,2011-01-25 12:16,32
13815,542080,2011-01-25 12:16,31.8
13815,542080,2011-01-25 12:16,28.7
13815,542080,2011-01-25 12:16,20.2
12645,542369,2011-01-27 13:08,27
12645,542369,2011-01-27 13:08,44.3
12528,542621,2011-01-31 9:05,28
12528,542621,2011-01-31 9:05,11.8
12528,542621,2011-01-31 9:05,45.4
12528,542621,2011-01-31 9:05,33.6
12528,542621,2011-01-31 9:05,22.8
12476,542648,2011-01-31 11:46,9.6
12476,542648,2011-01-31 11:46,28.6
12668,542713,2011-01-31 13:27,18.2
12668,542713,2011-01-31 13:27,31.3
12668,542713,2011-01-31 13:27,16.7
12668,542713,2011-01-31 13:27,44
12668,542713,2011-01-31 13:27,21.3
12668,542713,2011-01-31 13:27,45.7
12668,542713,2011-01-31 13:27,18.8
12668,542713,2011-01-31 13:27,6.4
12668,542713,2011-01-31 13:27,46.9
12668,542713,2011-01-31 13:27,26.3
12668,542713,2011-01-31 13:27,42.8
12600,543048,2011-02-03 9:58,29.9
12662,543121,2011-02-03 13:58,23.6
12662,543121,2011-02-03 13:58,10.2
12662,543121,2011-02-03 13:58,8.1
12601,543550,2011-02-10 9:43,45
12477,543737,2011-02-11 12:45,30.5
12477,543737,2011-02-11 12:45,23
12477,543737,2011-02-11 12:45,26.5
12477,543737,2011-02-11 12:45,45.1
12477,543737,2011-02-11 12:45,30
12477,543737,2011-02-11 12:45,19.9
12477,543737,2011-02-11 12:45,9.6
12476,543833,2011-02-14 10:24,32.2
12633,544933,2011-02-25 8:44,25.9
12633,544933,2011-02-25 8:44,35.3
12708,545709,2011-03-07 9:49,29.3
12708,545709,2011-03-07 9:49,26
12614,545718,2011-03-07 10:22,18.9
12614,545718,2011-03-07 10:22,8.9
12614,545718,2011-03-07 10:22,40.6
12528,545916,2011-03-08 11:46,30.2
12528,545916,2011-03-08 11:46,44.8
12623,545994,2011-03-08 13:50,44
12520,546365,2011-03-11 11:35,14.2
12520,546365,2011-03-11 11:35,29.6
12520,546365,2011-03-11 11:35,7
12520,546365,2011-03-11 11:35,36.1
12520,546365,2011-03-11 11:35,16.9
12520,546365,2011-03-11 11:35,8.8
12520,546365,2011-03-11 11:35,20.4
12520,546365,2011-03-11 11:35,7.2
12520,546365,2011-03-11 11:35,42.3
12520,546365,2011-03-11 11:35,24.8
12712,546759,2011-03-16 13:58,47
12480,546851,2011-03-17 13:23,23.3
12480,546851,2011-03-17 13:23,11.3
12480,546851,2011-03-17 13:23,29.6
12480,546851,2011-03-17 13:23,17.3
12480,546851,2011-03-17 13:23,40.8
12480,546851,2011-03-17 13:23,29
12480,546851,2011-03-17 13:23,11.6
12480,546851,2011-03-17 13:23,26.5
12693,547071,2011-03-20 13:59,45.2
12613,547383,2011-03-22 15:42,23.1
12613,547383,2011-03-22 15:42,9.2
12613,547383,2011-03-22 15:42,10.2
12613,547383,2011-03-22 15:42,10.1
12520,547715,2011-03-25 8:50,38.8
12520,547715,2011-03-25 8:50,20.5
12668,547822,2011-03-25 14:53,33.8
12668,547822,2011-03-25 14:53,25.7
12668,547822,2011-03-25 14:53,40.2
12668,547822,2011-03-25 14:53,33.3
12668,547822,2011-03-25 14:53,42.4
12481,547925,2011-03-28 13:57,14.7
12481,547925,2011-03-28 13:57,43.2
12481,547925,2011-03-28 13:57,11.5
12481,547925,2011-03-28 13:57,23
12481,547926,2011-03-28 13:59,12.5
12569,548654,2011-04-01 13:47,37
12580,549193,2011-04-07 10:24,18.3
12580,549193,2011-04-07 10:24,13.6
12477,550137,2011-04-14 13:59,24.5
12477,550137,2011-04-14 13:59,45.9
12477,550137,2011-04-14 13:59,9.3
12569,550162,2011-04-14 16:23,13.1
12569,550162,2011-04-14 16:23,30.3
12662,550178,2011-04-14 17:25,43.9
12476,550527,2011-04-19 10:48,22.9
12476,550527,2011-04-19 10:48,20.1
12476,550527,2011-04-19 10:48,45.5
12476,550527,2011-04-19 10:48,39.5
12585,550620,2011-04-19 13:39,29.6
12708,550946,2011-04-21 15:52,20.1
12708,550946,2011-04-21 15:52,9.9
12708,550946,2011-04-21 15:52,23.8
12708,550946,2011-04-21 15:52,23.2
12708,550946,2011-04-21 15:52,39.3
12622,550960,2011-04-21 16:39,42
12600,551467,2011-04-28 16:20,15.4
12709,552211,2011-05-06 15:01,7.2
